aar,bydel_nr,innvkat_3,kjonn,aldersinndeling_etter_grskole,tabellvariabel,tabell_navn,enhet
2006,030101,befolkningen_ellers,1,26_66,591,ikke_arbutd_innvkat_alder,personer
2006,030101,befolkningen_ellers,1,alle,1252,ikke_arbutd_innvkat_alder,personer
2006,030101,befolkningen_ellers,alle,16_25,1463,ikke_arbutd_innvkat_alder,personer
2006,030101,befolkningen_ellers,alle,26_66,1399,ikke_arbutd_innvkat_alder,personer
2006,030101,befolkningen_ellers,alle,alle,2862,ikke_arbutd_innvkat_alder,personer
2006,030101,innvandrere,0,16_25,102,ikke_arbutd_innvkat_alder,personer
2006,030101,innvandrere,0,26_66,127,ikke_arbutd_innvkat_alder,personer
2006,030101,innvandrere,0,alle,229,ikke_arbutd_innvkat_alder,personer
2006,030101,innvandrere,1,16_25,73,ikke_arbutd_innvkat_alder,personer
2006,030101,innvandrere,1,26_66,82,ikke_arbutd_innvkat_alder,personer
2006,030101,innvandrere,1,alle,155,ikke_arbutd_innvkat_alder,personer
2006,030101,innvandrere,alle,16_25,175,ikke_arbutd_innvkat_alder,personer
2006,030101,innvandrere,alle,26_66,209,ikke_arbutd_innvkat_alder,personer
2006,030101,innvandrere,alle,alle,384,ikke_arbutd_innvkat_alder,personer
2006,030102,alle,0,16_25,937,ikke_arbutd_innvkat_alder,personer
2006,030102,alle,0,26_66,937,ikke_arbutd_innvkat_alder,personer
2006,030102,alle,0,alle,1874,ikke_arbutd_innvkat_alder,personer
2006,030102,alle,1,16_25,694,ikke_arbutd_innvkat_alder,personer
2006,030102,alle,1,26_66,663,ikke_arbutd_innvkat_alder,personer
2006,030102,alle,1,alle,1357,ikke_arbutd_innvkat_alder,personer
2006,030102,alle,alle,16_25,1631,ikke_arbutd_innvkat_alder,personer
2006,030102,alle,alle,26_66,1600,ikke_arbutd_innvkat_alder,personer
2006,030102,alle,alle,alle,3231,ikke_arbutd_innvkat_alder,personer
2006,030102,befolkningen_ellers,0,16_25,767,ikke_arbutd_innvkat_alder,personer
2006,030102,befolkningen_ellers,0,26_66,765,ikke_arbutd_innvkat_alder,personer
2006,030102,befolkningen_ellers,0,alle,1532,ikke_arbutd_innvkat_alder,personer
2006,030102,befolkningen_ellers,1,16_25,574,ikke_arbutd_innvkat_alder,personer
2006,030102,befolkningen_ellers,1,26_66,513,ikke_arbutd_innvkat_alder,personer
2006,030102,befolkningen_ellers,1,alle,1087,ikke_arbutd_innvkat_alder,personer
2006,030102,befolkningen_ellers,alle,16_25,1341,ikke_arbutd_innvkat_alder,personer
2006,030102,befolkningen_ellers,alle,26_66,1278,ikke_arbutd_innvkat_alder,personer
2006,030102,befolkningen_ellers,alle,alle,2619,ikke_arbutd_innvkat_alder,personer
2006,030102,innvandrere,0,16_25,87,ikke_arbutd_innvkat_alder,personer
2006,030102,innvandrere,0,26_66,112,ikke_arbutd_innvkat_alder,personer
2006,030102,innvandrere,0,alle,199,ikke_arbutd_innvkat_alder,personer
2006,030102,innvandrere,1,16_25,65,ikke_arbutd_innvkat_alder,personer
2006,030102,innvandrere,1,26_66,100,ikke_arbutd_innvkat_alder,personer
2006,030102,innvandrere,1,alle,165,ikke_arbutd_innvkat_alder,personer
2006,030102,innvandrere,alle,16_25,152,ikke_arbutd_innvkat_alder,personer
2006,030102,innvandrere,alle,26_66,212,ikke_arbutd_innvkat_alder,personer
2006,030102,innvandrere,alle,alle,364,ikke_arbutd_innvkat_alder,personer
2006,030103,alle,0,16_25,1074,ikke_arbutd_innvkat_alder,personer
2006,030103,alle,0,26_66,986,ikke_arbutd_innvkat_alder,personer
2006,030103,alle,0,alle,2060,ikke_arbutd_innvkat_alder,personer
2006,030103,alle,1,16_25,845,ikke_arbutd_innvkat_alder,personer
2006,030103,alle,1,26_66,725,ikke_arbutd_innvkat_alder,personer
2006,030103,alle,1,alle,1570,ikke_arbutd_innvkat_alder,personer
2006,030103,alle,alle,16_25,1919,ikke_arbutd_innvkat_alder,personer
2006,030103,alle,alle,26_66,1711,ikke_arbutd_innvkat_alder,personer
2006,030103,alle,alle,alle,3630,ikke_arbutd_innvkat_alder,personer
2006,030103,befolkningen_ellers,0,16_25,846,ikke_arbutd_innvkat_alder,personer
2006,030103,befolkningen_ellers,0,26_66,783,ikke_arbutd_innvkat_alder,personer
2006,030103,befolkningen_ellers,0,alle,1629,ikke_arbutd_innvkat_alder,personer
2006,030103,befolkningen_ellers,1,16_25,686,ikke_arbutd_innvkat_alder,personer
2006,030103,befolkningen_ellers,1,26_66,582,ikke_arbutd_innvkat_alder,personer
2006,030103,befolkningen_ellers,1,alle,1268,ikke_arbutd_innvkat_alder,personer
2006,030103,befolkningen_ellers,alle,16_25,1532,ikke_arbutd_innvkat_alder,personer
2006,030103,befolkningen_ellers,alle,26_66,1365,ikke_arbutd_innvkat_alder,personer
2006,030103,befolkningen_ellers,alle,alle,2897,ikke_arbutd_innvkat_alder,personer
2006,030103,innvandrere,0,16_25,124,ikke_arbutd_innvkat_alder,personer
2006,030103,innvandrere,0,26_66,135,ikke_arbutd_innvkat_alder,personer
2006,030103,innvandrere,0,alle,259,ikke_arbutd_innvkat_alder,personer
2006,030103,innvandrere,1,16_25,86,ikke_arbutd_innvkat_alder,personer
2006,030103,innvandrere,1,26_66,94,ikke_arbutd_innvkat_alder,personer
2006,030103,innvandrere,1,alle,180,ikke_arbutd_innvkat_alder,personer
2006,030103,innvandrere,alle,16_25,210,ikke_arbutd_innvkat_alder,personer
2006,030103,innvandrere,alle,26_66,229,ikke_arbutd_innvkat_alder,personer
2006,030103,innvandrere,alle,alle,439,ikke_arbutd_innvkat_alder,personer
2006,030104,alle,0,16_25,1015,ikke_arbutd_innvkat_alder,personer
2006,030104,alle,0,26_66,941,ikke_arbutd_innvkat_alder,personer
2006,030104,alle,0,alle,1956,ikke_arbutd_innvkat_alder,personer
2006,030104,alle,1,16_25,786,ikke_arbutd_innvkat_alder,personer
2006,030104,alle,1,26_66,785,ikke_arbutd_innvkat_alder,personer
2006,030104,alle,1,alle,1571,ikke_arbutd_innvkat_alder,personer
2006,030104,alle,alle,16_25,1801,ikke_arbutd_innvkat_alder,personer
2006,030104,alle,alle,26_66,1726,ikke_arbutd_innvkat_alder,personer
2006,030104,alle,alle,alle,3527,ikke_arbutd_innvkat_alder,personer
2006,030104,befolkningen_ellers,0,16_25,801,ikke_arbutd_innvkat_alder,personer
2006,030104,befolkningen_ellers,0,26_66,755,ikke_arbutd_innvkat_alder,personer
2006,030104,befolkningen_ellers,0,alle,1556,ikke_arbutd_innvkat_alder,personer
2006,030104,befolkningen_ellers,1,16_25,625,ikke_arbutd_innvkat_alder,personer
2006,030104,befolkningen_ellers,1,26_66,596,ikke_arbutd_innvkat_alder,personer
2006,030104,befolkningen_ellers,1,alle,1221,ikke_arbutd_innvkat_alder,personer
2006,030104,befolkningen_ellers,alle,16_25,1426,ikke_arbutd_innvkat_alder,personer
2006,030104,befolkningen_ellers,alle,26_66,1351,ikke_arbutd_innvkat_alder,personer
2006,030104,befolkningen_ellers,alle,alle,2777,ikke_arbutd_innvkat_alder,personer
2006,030104,innvandrere,0,16_25,119,ikke_arbutd_innvkat_alder,personer
2006,030104,innvandrere,0,26_66,140,ikke_arbutd_innvkat_alder,personer
2006,030104,innvandrere,0,alle,259,ikke_arbutd_innvkat_alder,personer
2006,030104,innvandrere,1,16_25,92,ikke_arbutd_innvkat_alder,personer
2006,030104,innvandrere,1,26_66,143,ikke_arbutd_innvkat_alder,personer
2006,030104,innvandrere,1,alle,235,ikke_arbutd_innvkat_alder,personer
2006,030104,innvandrere,alle,16_25,211,ikke_arbutd_innvkat_alder,personer
2006,030104,innvandrere,alle,26_66,283,ikke_arbutd_innvkat_alder,personer
2006,030104,innvandrere,alle,alle,494,ikke_arbutd_innvkat_alder,personer
2006,030105,alle,0,16_25,831,ikke_arbutd_innvkat_alder,personer
2006,030105,alle,0,26_66,810,ikke_arbutd_innvkat_alder,personer
2006,030105,alle,0,alle,1641,ikke_arbutd_innvkat_alder,personer
2006,030105,alle,1,16_25,660,ikke_arbutd_innvkat_alder,personer
2006,030105,alle,1,26_66,632,ikke_arbutd_innvkat_alder,personer
2006,030105,alle,1,alle,1292,ikke_arbutd_innvkat_alder,personer
2006,030105,alle,alle,16_25,1491,ikke_arbutd_innvkat_alder,personer
2006,030105,alle,alle,26_66,1442,ikke_arbutd_innvkat_alder,personer
2006,030105,alle,alle,alle,2933,ikke_arbutd_innvkat_alder,personer
2006,030105,befolkningen_ellers,0,16_25,676,ikke_arbutd_innvkat_alder,personer
2006,030105,befolkningen_ellers,0,26_66,668,ikke_arbutd_innvkat_alder,personer
2006,030105,befolkningen_ellers,0,alle,1344,ikke_arbutd_innvkat_alder,personer
2006,030105,befolkningen_ellers,1,16_25,545,ikke_arbutd_innvkat_alder,personer
2006,030105,befolkningen_ellers,1,26_66,518,ikke_arbutd_innvkat_alder,personer
2006,030105,befolkningen_ellers,1,alle,1063,ikke_arbutd_innvkat_alder,personer
2006,030105,befolkningen_ellers,alle,16_25,1221,ikke_arbutd_innvkat_alder,personer
2006,030105,befolkningen_ellers,alle,26_66,1186,ikke_arbutd_innvkat_alder,personer
2006,030105,befolkningen_ellers,alle,alle,2407,ikke_arbutd_innvkat_alder,personer
2006,030105,innvandrere,0,16_25,79,ikke_arbutd_innvkat_alder,personer
2006,030105,innvandrere,0,26_66,100,ikke_arbutd_innvkat_alder,personer
2006,030105,innvandrere,0,alle,179,ikke_arbutd_innvkat_alder,personer
2006,030105,innvandrere,1,16_25,53,ikke_arbutd_innvkat_alder,personer
2006,030105,innvandrere,1,26_66,74,ikke_arbutd_innvkat_alder,personer
2006,030105,innvandrere,1,alle,127,ikke_arbutd_innvkat_alder,personer
2006,030105,innvandrere,alle,16_25,132,ikke_arbutd_innvkat_alder,personer
2006,030105,innvandrere,alle,26_66,174,ikke_arbutd_innvkat_alder,personer
2006,030105,innvandrere,alle,alle,306,ikke_arbutd_innvkat_alder,personer
2006,030106,alle,0,16_25,807,ikke_arbutd_innvkat_alder,personer
2006,030106,alle,0,26_66,855,ikke_arbutd_innvkat_alder,personer
2006,030106,alle,0,alle,1662,ikke_arbutd_innvkat_alder,personer
2006,030106,alle,1,16_25,660,ikke_arbutd_innvkat_alder,personer
2006,030106,alle,1,26_66,612,ikke_arbutd_innvkat_alder,personer
2006,030106,alle,1,alle,1272,ikke_arbutd_innvkat_alder,personer
2006,030106,alle,alle,16_25,1467,ikke_arbutd_innvkat_alder,personer
2006,030106,alle,alle,26_66,1467,ikke_arbutd_innvkat_alder,personer
2006,030106,alle,alle,alle,2934,ikke_arbutd_innvkat_alder,personer
2006,030106,befolkningen_ellers,0,16_25,640,ikke_arbutd_innvkat_alder,personer
2006,030106,befolkningen_ellers,0,26_66,701,ikke_arbutd_innvkat_alder,personer
2006,030106,befolkningen_ellers,0,alle,1341,ikke_arbutd_innvkat_alder,personer
2006,030106,befolkningen_ellers,1,16_25,525,ikke_arbutd_innvkat_alder,personer
2006,030106,befolkningen_ellers,1,26_66,472,ikke_arbutd_innvkat_alder,personer
2006,030106,befolkningen_ellers,1,alle,997,ikke_arbutd_innvkat_alder,personer
2006,030106,befolkningen_ellers,alle,16_25,1165,ikke_arbutd_innvkat_alder,personer
2006,030106,befolkningen_ellers,alle,26_66,1173,ikke_arbutd_innvkat_alder,personer
2006,030106,befolkningen_ellers,alle,alle,2338,ikke_arbutd_innvkat_alder,personer
2006,030106,innvandrere,0,16_25,98,ikke_arbutd_innvkat_alder,personer
2006,030106,innvandrere,0,26_66,109,ikke_arbutd_innvkat_alder,personer
2006,030106,innvandrere,0,alle,207,ikke_arbutd_innvkat_alder,personer
2006,030106,innvandrere,1,16_25,63,ikke_arbutd_innvkat_alder,personer
2006,030106,innvandrere,1,26_66,95,ikke_arbutd_innvkat_alder,personer
2006,030106,innvandrere,1,alle,158,ikke_arbutd_innvkat_alder,personer
2006,030106,innvandrere,alle,16_25,161,ikke_arbutd_innvkat_alder,personer
2006,030106,innvandrere,alle,26_66,204,ikke_arbutd_innvkat_alder,personer
2006,030106,innvandrere,alle,alle,365,ikke_arbutd_innvkat_alder,personer
2006,030107,alle,0,16_25,654,ikke_arbutd_innvkat_alder,personer
2006,030107,alle,0,26_66,571,ikke_arbutd_innvkat_alder,personer
2006,030107,alle,0,alle,1225,ikke_arbutd_innvkat_alder,personer
2006,030107,alle,1,16_25,469,ikke_arbutd_innvkat_alder,personer
2006,030107,alle,1,26_66,417,ikke_arbutd_innvkat_alder,personer
2006,030107,alle,1,alle,886,ikke_arbutd_innvkat_alder,personer
2006,030107,alle,alle,16_25,1123,ikke_arbutd_innvkat_alder,personer
2006,030107,alle,alle,26_66,988,ikke_arbutd_innvkat_alder,personer
2006,030107,alle,alle,alle,2111,ikke_arbutd_innvkat_alder,personer
2006,030107,befolkningen_ellers,0,16_25,518,ikke_arbutd_innvkat_alder,personer
2006,030107,befolkningen_ellers,0,26_66,467,ikke_arbutd_innvkat_alder,personer
2006,030107,befolkningen_ellers,0,alle,985,ikke_arbutd_innvkat_alder,personer
2006,030107,befolkningen_ellers,1,16_25,372,ikke_arbutd_innvkat_alder,personer
2006,030107,befolkningen_ellers,1,26_66,324,ikke_arbutd_innvkat_alder,personer
2006,030107,befolkningen_ellers,1,alle,696,ikke_arbutd_innvkat_alder,personer
2006,030107,befolkningen_ellers,alle,16_25,890,ikke_arbutd_innvkat_alder,personer
2006,030107,befolkningen_ellers,alle,26_66,791,ikke_arbutd_innvkat_alder,personer
2006,030107,befolkningen_ellers,alle,alle,1681,ikke_arbutd_innvkat_alder,personer
2006,030107,innvandrere,0,16_25,82,ikke_arbutd_innvkat_alder,personer
2006,030107,innvandrere,0,26_66,65,ikke_arbutd_innvkat_alder,personer
2006,030107,innvandrere,0,alle,147,ikke_arbutd_innvkat_alder,personer
2006,030107,innvandrere,1,16_25,51,ikke_arbutd_innvkat_alder,personer
2006,030107,innvandrere,1,26_66,64,ikke_arbutd_innvkat_alder,personer
2006,030107,innvandrere,1,alle,115,ikke_arbutd_innvkat_alder,personer
2006,030107,innvandrere,alle,16_25,133,ikke_arbutd_innvkat_alder,personer
2006,030107,innvandrere,alle,26_66,129,ikke_arbutd_innvkat_alder,personer
2006,030107,innvandrere,alle,alle,262,ikke_arbutd_innvkat_alder,personer
2006,030108,alle,0,16_25,764,ikke_arbutd_innvkat_alder,personer
2006,030108,alle,0,26_66,741,ikke_arbutd_innvkat_alder,personer
2006,030108,alle,0,alle,1505,ikke_arbutd_innvkat_alder,personer
2006,030108,alle,1,16_25,595,ikke_arbutd_innvkat_alder,personer
2006,030108,alle,1,26_66,588,ikke_arbutd_innvkat_alder,personer
2006,030108,alle,1,alle,1183,ikke_arbutd_innvkat_alder,personer
2006,030108,alle,alle,16_25,1359,ikke_arbutd_innvkat_alder,personer
2006,030108,alle,alle,26_66,1329,ikke_arbutd_innvkat_alder,personer
2006,030108,alle,alle,alle,2688,ikke_arbutd_innvkat_alder,personer
2006,030108,befolkningen_ellers,0,16_25,579,ikke_arbutd_innvkat_alder,personer
2006,030108,befolkningen_ellers,0,26_66,519,ikke_arbutd_innvkat_alder,personer
2006,030108,befolkningen_ellers,0,alle,1098,ikke_arbutd_innvkat_alder,personer
2006,030108,befolkningen_ellers,1,16_25,472,ikke_arbutd_innvkat_alder,personer
2006,030108,befolkningen_ellers,1,26_66,382,ikke_arbutd_innvkat_alder,personer
2006,030108,befolkningen_ellers,1,alle,854,ikke_arbutd_innvkat_alder,personer
2006,030108,befolkningen_ellers,alle,16_25,1051,ikke_arbutd_innvkat_alder,personer
2006,030108,befolkningen_ellers,alle,26_66,901,ikke_arbutd_innvkat_alder,personer
2006,030108,befolkningen_ellers,alle,alle,1952,ikke_arbutd_innvkat_alder,personer
2006,030108,innvandrere,0,16_25,124,ikke_arbutd_innvkat_alder,personer
2006,030108,innvandrere,0,26_66,196,ikke_arbutd_innvkat_alder,personer
2006,030108,innvandrere,0,alle,320,ikke_arbutd_innvkat_alder,personer
2006,030108,innvandrere,1,16_25,76,ikke_arbutd_innvkat_alder,personer
2006,030108,innvandrere,1,26_66,176,ikke_arbutd_innvkat_alder,personer
2006,030108,innvandrere,1,alle,252,ikke_arbutd_innvkat_alder,personer
2006,030108,innvandrere,alle,16_25,200,ikke_arbutd_innvkat_alder,personer
2006,030108,innvandrere,alle,26_66,372,ikke_arbutd_innvkat_alder,personer
2006,030108,innvandrere,alle,alle,572,ikke_arbutd_innvkat_alder,personer
2006,030109,alle,0,16_25,521,ikke_arbutd_innvkat_alder,personer
2006,030109,alle,0,26_66,419,ikke_arbutd_innvkat_alder,personer
2006,030109,alle,0,alle,940,ikke_arbutd_innvkat_alder,personer
2006,030109,alle,1,16_25,398,ikke_arbutd_innvkat_alder,personer
2006,030109,alle,1,26_66,318,ikke_arbutd_innvkat_alder,personer
2006,030109,alle,1,alle,716,ikke_arbutd_innvkat_alder,personer
2006,030109,alle,alle,16_25,919,ikke_arbutd_innvkat_alder,personer
2006,030109,alle,alle,26_66,737,ikke_arbutd_innvkat_alder,personer
2006,030109,alle,alle,alle,1656,ikke_arbutd_innvkat_alder,personer
2006,030109,befolkningen_ellers,0,16_25,415,ikke_arbutd_innvkat_alder,personer
2006,030109,befolkningen_ellers,0,26_66,336,ikke_arbutd_innvkat_alder,personer
2006,030109,befolkningen_ellers,0,alle,751,ikke_arbutd_innvkat_alder,personer
2006,030109,befolkningen_ellers,1,16_25,310,ikke_arbutd_innvkat_alder,personer
2006,030109,befolkningen_ellers,1,26_66,236,ikke_arbutd_innvkat_alder,personer
2006,030109,befolkningen_ellers,1,alle,546,ikke_arbutd_innvkat_alder,personer
2006,030109,befolkningen_ellers,alle,16_25,725,ikke_arbutd_innvkat_alder,personer
2006,030109,befolkningen_ellers,alle,26_66,572,ikke_arbutd_innvkat_alder,personer
2006,030109,befolkningen_ellers,alle,alle,1297,ikke_arbutd_innvkat_alder,personer
2006,030109,innvandrere,0,16_25,70,ikke_arbutd_innvkat_alder,personer
2006,030109,innvandrere,0,26_66,56,ikke_arbutd_innvkat_alder,personer
2006,030109,innvandrere,0,alle,126,ikke_arbutd_innvkat_alder,personer
2006,030109,innvandrere,1,16_25,49,ikke_arbutd_innvkat_alder,personer
2006,030109,innvandrere,1,26_66,50,ikke_arbutd_innvkat_alder,personer
2006,030109,innvandrere,1,alle,99,ikke_arbutd_innvkat_alder,personer
2006,030109,innvandrere,alle,16_25,119,ikke_arbutd_innvkat_alder,personer
2006,030109,innvandrere,alle,26_66,106,ikke_arbutd_innvkat_alder,personer
2006,030109,innvandrere,alle,alle,225,ikke_arbutd_innvkat_alder,personer
2006,030110,alle,0,16_25,503,ikke_arbutd_innvkat_alder,personer
2006,030110,alle,0,26_66,383,ikke_arbutd_innvkat_alder,personer
2006,030110,alle,0,alle,886,ikke_arbutd_innvkat_alder,personer
2006,030110,alle,1,16_25,435,ikke_arbutd_innvkat_alder,personer
2006,030110,alle,1,26_66,275,ikke_arbutd_innvkat_alder,personer
2006,030110,alle,1,alle,710,ikke_arbutd_innvkat_alder,personer
2006,030110,alle,alle,16_25,938,ikke_arbutd_innvkat_alder,personer
2006,030110,alle,alle,26_66,658,ikke_arbutd_innvkat_alder,personer
2006,030110,alle,alle,alle,1596,ikke_arbutd_innvkat_alder,personer
2006,030110,befolkningen_ellers,0,16_25,390,ikke_arbutd_innvkat_alder,personer
2006,030110,befolkningen_ellers,0,26_66,283,ikke_arbutd_innvkat_alder,personer
2006,030110,befolkningen_ellers,0,alle,673,ikke_arbutd_innvkat_alder,personer
2006,030110,befolkningen_ellers,1,16_25,322,ikke_arbutd_innvkat_alder,personer
2006,030110,befolkningen_ellers,1,26_66,196,ikke_arbutd_innvkat_alder,personer
2006,030110,befolkningen_ellers,1,alle,518,ikke_arbutd_innvkat_alder,personer
2006,030110,befolkningen_ellers,alle,16_25,712,ikke_arbutd_innvkat_alder,personer
2006,030110,befolkningen_ellers,alle,26_66,479,ikke_arbutd_innvkat_alder,personer
2006,030110,befolkningen_ellers,alle,alle,1191,ikke_arbutd_innvkat_alder,personer
2006,030110,innvandrere,0,16_25,69,ikke_arbutd_innvkat_alder,personer
2006,030110,innvandrere,0,26_66,77,ikke_arbutd_innvkat_alder,personer
2006,030110,innvandrere,0,alle,146,ikke_arbutd_innvkat_alder,personer
2006,030110,innvandrere,1,16_25,79,ikke_arbutd_innvkat_alder,personer
2006,030110,innvandrere,1,26_66,61,ikke_arbutd_innvkat_alder,personer
2006,030110,innvandrere,1,alle,140,ikke_arbutd_innvkat_alder,personer
2006,030110,innvandrere,alle,16_25,148,ikke_arbutd_innvkat_alder,personer
2006,030110,innvandrere,alle,26_66,138,ikke_arbutd_innvkat_alder,personer
2006,030110,innvandrere,alle,alle,286,ikke_arbutd_innvkat_alder,personer
2006,030111,alle,0,16_25,361,ikke_arbutd_innvkat_alder,personer
2006,030111,alle,0,26_66,308,ikke_arbutd_innvkat_alder,personer
2006,030111,alle,0,alle,669,ikke_arbutd_innvkat_alder,personer
2006,030111,alle,1,16_25,337,ikke_arbutd_innvkat_alder,personer
2006,030111,alle,1,26_66,232,ikke_arbutd_innvkat_alder,personer
2006,030111,alle,1,alle,569,ikke_arbutd_innvkat_alder,personer
2006,030111,alle,alle,16_25,698,ikke_arbutd_innvkat_alder,personer
2006,030111,alle,alle,26_66,540,ikke_arbutd_innvkat_alder,personer
2006,030111,alle,alle,alle,1238,ikke_arbutd_innvkat_alder,personer
2006,030111,befolkningen_ellers,0,16_25,265,ikke_arbutd_innvkat_alder,personer
2006,030111,befolkningen_ellers,0,26_66,214,ikke_arbutd_innvkat_alder,personer
2006,030111,befolkningen_ellers,0,alle,479,ikke_arbutd_innvkat_alder,personer
2006,030111,befolkningen_ellers,1,16_25,256,ikke_arbutd_innvkat_alder,personer
2006,030111,befolkningen_ellers,1,26_66,168,ikke_arbutd_innvkat_alder,personer
2006,030111,befolkningen_ellers,1,alle,424,ikke_arbutd_innvkat_alder,personer
2006,030111,befolkningen_ellers,alle,16_25,521,ikke_arbutd_innvkat_alder,personer
2006,030111,befolkningen_ellers,alle,26_66,382,ikke_arbutd_innvkat_alder,personer
2006,030111,befolkningen_ellers,alle,alle,903,ikke_arbutd_innvkat_alder,personer
2006,030111,innvandrere,0,16_25,63,ikke_arbutd_innvkat_alder,personer
2006,030111,innvandrere,0,26_66,71,ikke_arbutd_innvkat_alder,personer
2006,030111,innvandrere,0,alle,134,ikke_arbutd_innvkat_alder,personer
2006,030111,innvandrere,1,16_25,54,ikke_arbutd_innvkat_alder,personer
2006,030111,innvandrere,1,26_66,45,ikke_arbutd_innvkat_alder,personer
2006,030111,innvandrere,1,alle,99,ikke_arbutd_innvkat_alder,personer
2006,030111,innvandrere,alle,16_25,117,ikke_arbutd_innvkat_alder,personer
2006,030111,innvandrere,alle,26_66,116,ikke_arbutd_innvkat_alder,personer
2006,030111,innvandrere,alle,alle,233,ikke_arbutd_innvkat_alder,personer
2006,030112,alle,0,16_25,260,ikke_arbutd_innvkat_alder,personer
2006,030112,alle,0,26_66,211,ikke_arbutd_innvkat_alder,personer
2006,030112,alle,0,alle,471,ikke_arbutd_innvkat_alder,personer
2006,030112,alle,1,16_25,225,ikke_arbutd_innvkat_alder,personer
2006,030112,alle,1,26_66,147,ikke_arbutd_innvkat_alder,personer
2006,030112,alle,1,alle,372,ikke_arbutd_innvkat_alder,personer
2006,030112,alle,alle,16_25,485,ikke_arbutd_innvkat_alder,personer
2006,030112,alle,alle,26_66,358,ikke_arbutd_innvkat_alder,personer
2006,030112,alle,alle,alle,843,ikke_arbutd_innvkat_alder,personer
2006,030112,befolkningen_ellers,0,16_25,212,ikke_arbutd_innvkat_alder,personer
2006,030112,befolkningen_ellers,0,26_66,159,ikke_arbutd_innvkat_alder,personer
2006,030112,befolkningen_ellers,0,alle,371,ikke_arbutd_innvkat_alder,personer
2006,030112,befolkningen_ellers,1,16_25,183,ikke_arbutd_innvkat_alder,personer
2006,030112,befolkningen_ellers,1,26_66,108,ikke_arbutd_innvkat_alder,personer
2006,030112,befolkningen_ellers,1,alle,291,ikke_arbutd_innvkat_alder,personer
2006,030112,befolkningen_ellers,alle,16_25,395,ikke_arbutd_innvkat_alder,personer
2006,030112,befolkningen_ellers,alle,26_66,267,ikke_arbutd_innvkat_alder,personer
2006,030112,befolkningen_ellers,alle,alle,662,ikke_arbutd_innvkat_alder,personer
