aar,kommune_nr,innvkat_2,tabellvariabel,tabell_navn,enhet
2006,0216,innvandrere,796,sysselsatte_innvkat,personer
2006,0217,alle,12717,sysselsatte_innvkat,personer
2006,0217,befolkningen_ellers,11620,sysselsatte_innvkat,personer
2006,0217,innvandrere,1097,sysselsatte_innvkat,personer
2006,0219,alle,54942,sysselsatte_innvkat,personer
2006,0219,befolkningen_ellers,48470,sysselsatte_innvkat,personer
2006,0219,innvandrere,6472,sysselsatte_innvkat,personer
2006,0220,alle,26942,sysselsatte_innvkat,personer
2006,0220,befolkningen_ellers,23973,sysselsatte_innvkat,personer
2006,0220,innvandrere,2969,sysselsatte_innvkat,personer
2006,0221,alle,7022,sysselsatte_innvkat,personer
2006,0221,befolkningen_ellers,6752,sysselsatte_innvkat,personer
2006,0221,innvandrere,270,sysselsatte_innvkat,personer
2006,0226,alle,7419,sysselsatte_innvkat,personer
2006,0226,befolkningen_ellers,6943,sysselsatte_innvkat,personer
2006,0226,innvandrere,476,sysselsatte_innvkat,personer
2006,0227,alle,5314,sysselsatte_innvkat,personer
2006,0227,befolkningen_ellers,4981,sysselsatte_innvkat,personer
2006,0227,innvandrere,333,sysselsatte_innvkat,personer
2006,0228,alle,8435,sysselsatte_innvkat,personer
2006,0228,befolkningen_ellers,7551,sysselsatte_innvkat,personer
2006,0228,innvandrere,884,sysselsatte_innvkat,personer
2006,0229,alle,5314,sysselsatte_innvkat,personer
2006,0229,befolkningen_ellers,4992,sysselsatte_innvkat,personer
2006,0229,innvandrere,322,sysselsatte_innvkat,personer
2006,0230,alle,16818,sysselsatte_innvkat,personer
2006,0230,befolkningen_ellers,14744,sysselsatte_innvkat,personer
2006,0230,innvandrere,2074,sysselsatte_innvkat,personer
2006,0231,alle,23289,sysselsatte_innvkat,personer
2006,0231,befolkningen_ellers,20739,sysselsatte_innvkat,personer
2006,0231,innvandrere,2550,sysselsatte_innvkat,personer
2006,0233,alle,10595,sysselsatte_innvkat,personer
2006,0233,befolkningen_ellers,9764,sysselsatte_innvkat,personer
2006,0233,innvandrere,831,sysselsatte_innvkat,personer
2006,0234,alle,2852,sysselsatte_innvkat,personer
2006,0234,befolkningen_ellers,2688,sysselsatte_innvkat,personer
2006,0234,innvandrere,164,sysselsatte_innvkat,personer
2006,0235,alle,13807,sysselsatte_innvkat,personer
2006,0235,befolkningen_ellers,12588,sysselsatte_innvkat,personer
2006,0235,innvandrere,1219,sysselsatte_innvkat,personer
2006,0236,alle,9479,sysselsatte_innvkat,personer
2006,0236,befolkningen_ellers,9068,sysselsatte_innvkat,personer
2006,0236,innvandrere,411,sysselsatte_innvkat,personer
2006,0237,alle,9974,sysselsatte_innvkat,personer
2006,0237,befolkningen_ellers,9476,sysselsatte_innvkat,personer
2006,0237,innvandrere,498,sysselsatte_innvkat,personer
2006,0238,alle,5554,sysselsatte_innvkat,personer
2006,0238,befolkningen_ellers,5200,sysselsatte_innvkat,personer
2006,0238,innvandrere,354,sysselsatte_innvkat,personer
2006,0239,alle,1310,sysselsatte_innvkat,personer
2006,0239,befolkningen_ellers,1259,sysselsatte_innvkat,personer
2006,0239,innvandrere,51,sysselsatte_innvkat,personer
2006,0301,alle,293422,sysselsatte_innvkat,personer
2006,0301,befolkningen_ellers,240795,sysselsatte_innvkat,personer
2006,0301,innvandrere,52627,sysselsatte_innvkat,personer
2006,0402,alle,8193,sysselsatte_innvkat,personer
2006,0402,befolkningen_ellers,7638,sysselsatte_innvkat,personer
2006,0402,innvandrere,555,sysselsatte_innvkat,personer
2006,0403,alle,13787,sysselsatte_innvkat,personer
2006,0403,befolkningen_ellers,12974,sysselsatte_innvkat,personer
2006,0403,innvandrere,813,sysselsatte_innvkat,personer
2006,0412,alle,15841,sysselsatte_innvkat,personer
2006,0412,befolkningen_ellers,15291,sysselsatte_innvkat,personer
2006,0412,innvandrere,550,sysselsatte_innvkat,personer
2006,0415,alle,3584,sysselsatte_innvkat,personer
2006,0415,befolkningen_ellers,3489,sysselsatte_innvkat,personer
2006,0415,innvandrere,95,sysselsatte_innvkat,personer
2006,0417,alle,9006,sysselsatte_innvkat,personer
2006,0417,befolkningen_ellers,8638,sysselsatte_innvkat,personer
2006,0417,innvandrere,368,sysselsatte_innvkat,personer
2006,0418,alle,2369,sysselsatte_innvkat,personer
2006,0418,befolkningen_ellers,2328,sysselsatte_innvkat,personer
2006,0418,innvandrere,41,sysselsatte_innvkat,personer
2006,0419,alle,3813,sysselsatte_innvkat,personer
2006,0419,befolkningen_ellers,3714,sysselsatte_innvkat,personer
2006,0419,innvandrere,99,sysselsatte_innvkat,personer
2006,0420,alle,2922,sysselsatte_innvkat,personer
2006,0420,befolkningen_ellers,2809,sysselsatte_innvkat,personer
2006,0420,innvandrere,113,sysselsatte_innvkat,personer
2006,0423,alle,2425,sysselsatte_innvkat,personer
2006,0423,befolkningen_ellers,2316,sysselsatte_innvkat,personer
2006,0423,innvandrere,109,sysselsatte_innvkat,personer
2006,0425,alle,3510,sysselsatte_innvkat,personer
2006,0425,befolkningen_ellers,3414,sysselsatte_innvkat,personer
2006,0425,innvandrere,96,sysselsatte_innvkat,personer
2006,0426,alle,1810,sysselsatte_innvkat,personer
2006,0426,befolkningen_ellers,1769,sysselsatte_innvkat,personer
2006,0426,innvandrere,41,sysselsatte_innvkat,personer
2006,0427,alle,9346,sysselsatte_innvkat,personer
2006,0427,befolkningen_ellers,8950,sysselsatte_innvkat,personer
2006,0427,innvandrere,396,sysselsatte_innvkat,personer
2006,0428,alle,3208,sysselsatte_innvkat,personer
2006,0428,befolkningen_ellers,3052,sysselsatte_innvkat,personer
2006,0428,innvandrere,156,sysselsatte_innvkat,personer
2006,0429,alle,2019,sysselsatte_innvkat,personer
2006,0429,befolkningen_ellers,1938,sysselsatte_innvkat,personer
2006,0429,innvandrere,81,sysselsatte_innvkat,personer
2006,0430,alle,1265,sysselsatte_innvkat,personer
2006,0430,befolkningen_ellers,1224,sysselsatte_innvkat,personer
2006,0430,innvandrere,41,sysselsatte_innvkat,personer
2006,0432,alle,984,sysselsatte_innvkat,personer
2006,0432,befolkningen_ellers,967,sysselsatte_innvkat,personer
2006,0432,innvandrere,17,sysselsatte_innvkat,personer
2006,0434,alle,739,sysselsatte_innvkat,personer
2006,0434,befolkningen_ellers,707,sysselsatte_innvkat,personer
2006,0434,innvandrere,32,sysselsatte_innvkat,personer
2006,0436,alle,864,sysselsatte_innvkat,personer
2006,0436,befolkningen_ellers,831,sysselsatte_innvkat,personer
2006,0436,innvandrere,33,sysselsatte_innvkat,personer
2006,0437,alle,2854,sysselsatte_innvkat,personer
2006,0437,befolkningen_ellers,2720,sysselsatte_innvkat,personer
2006,0437,innvandrere,134,sysselsatte_innvkat,personer
2006,0438,alle,1301,sysselsatte_innvkat,personer
2006,0438,befolkningen_ellers,1255,sysselsatte_innvkat,personer
2006,0438,innvandrere,46,sysselsatte_innvkat,personer
2006,0439,alle,895,sysselsatte_innvkat,personer
2006,0439,befolkningen_ellers,873,sysselsatte_innvkat,personer
2006,0439,innvandrere,22,sysselsatte_innvkat,personer
2006,0441,alle,1074,sysselsatte_innvkat,personer
2006,0441,befolkningen_ellers,1017,sysselsatte_innvkat,personer
2006,0441,innvandrere,57,sysselsatte_innvkat,personer
2006,0501,alle,13128,sysselsatte_innvkat,personer
2006,0501,befolkningen_ellers,12315,sysselsatte_innvkat,personer
2006,0501,innvandrere,813,sysselsatte_innvkat,personer
2006,0502,alle,14085,sysselsatte_innvkat,personer
2006,0502,befolkningen_ellers,13267,sysselsatte_innvkat,personer
2006,0502,innvandrere,818,sysselsatte_innvkat,personer
2006,0511,alle,1447,sysselsatte_innvkat,personer
2006,0511,befolkningen_ellers,1409,sysselsatte_innvkat,personer
2006,0511,innvandrere,38,sysselsatte_innvkat,personer
2006,0512,alle,1129,sysselsatte_innvkat,personer
2006,0512,befolkningen_ellers,1089,sysselsatte_innvkat,personer
2006,0512,innvandrere,40,sysselsatte_innvkat,personer
2006,0513,alle,1240,sysselsatte_innvkat,personer
2006,0513,befolkningen_ellers,1205,sysselsatte_innvkat,personer
2006,0513,innvandrere,35,sysselsatte_innvkat,personer
2006,0514,alle,1311,sysselsatte_innvkat,personer
2006,0514,befolkningen_ellers,1280,sysselsatte_innvkat,personer
2006,0514,innvandrere,31,sysselsatte_innvkat,personer
2006,0515,alle,1914,sysselsatte_innvkat,personer
2006,0515,befolkningen_ellers,1879,sysselsatte_innvkat,personer
2006,0515,innvandrere,35,sysselsatte_innvkat,personer
2006,0516,alle,2981,sysselsatte_innvkat,personer
2006,0516,befolkningen_ellers,2919,sysselsatte_innvkat,personer
2006,0516,innvandrere,62,sysselsatte_innvkat,personer
2006,0517,alle,3079,sysselsatte_innvkat,personer
2006,0517,befolkningen_ellers,3015,sysselsatte_innvkat,personer
2006,0517,innvandrere,64,sysselsatte_innvkat,personer
2006,0519,alle,1601,sysselsatte_innvkat,personer
2006,0519,befolkningen_ellers,1546,sysselsatte_innvkat,personer
2006,0519,innvandrere,55,sysselsatte_innvkat,personer
2006,0520,alle,2261,sysselsatte_innvkat,personer
2006,0520,befolkningen_ellers,2175,sysselsatte_innvkat,personer
2006,0520,innvandrere,86,sysselsatte_innvkat,personer
2006,0521,alle,2561,sysselsatte_innvkat,personer
2006,0521,befolkningen_ellers,2435,sysselsatte_innvkat,personer
2006,0521,innvandrere,126,sysselsatte_innvkat,personer
2006,0522,alle,3199,sysselsatte_innvkat,personer
2006,0522,befolkningen_ellers,3116,sysselsatte_innvkat,personer
2006,0522,innvandrere,83,sysselsatte_innvkat,personer
2006,0528,alle,7273,sysselsatte_innvkat,personer
2006,0528,befolkningen_ellers,7020,sysselsatte_innvkat,personer
2006,0528,innvandrere,253,sysselsatte_innvkat,personer
2006,0529,alle,6264,sysselsatte_innvkat,personer
2006,0529,befolkningen_ellers,6085,sysselsatte_innvkat,personer
2006,0529,innvandrere,179,sysselsatte_innvkat,personer
2006,0532,alle,3091,sysselsatte_innvkat,personer
2006,0532,befolkningen_ellers,2949,sysselsatte_innvkat,personer
2006,0532,innvandrere,142,sysselsatte_innvkat,personer
2006,0533,alle,4534,sysselsatte_innvkat,personer
2006,0533,befolkningen_ellers,4358,sysselsatte_innvkat,personer
2006,0533,innvandrere,176,sysselsatte_innvkat,personer
2006,0534,alle,6682,sysselsatte_innvkat,personer
2006,0534,befolkningen_ellers,6440,sysselsatte_innvkat,personer
2006,0534,innvandrere,242,sysselsatte_innvkat,personer
2006,0536,alle,2734,sysselsatte_innvkat,personer
2006,0536,befolkningen_ellers,2627,sysselsatte_innvkat,personer
2006,0536,innvandrere,107,sysselsatte_innvkat,personer
2006,0538,alle,3235,sysselsatte_innvkat,personer
2006,0538,befolkningen_ellers,3174,sysselsatte_innvkat,personer
2006,0538,innvandrere,61,sysselsatte_innvkat,personer
2006,0540,alle,1609,sysselsatte_innvkat,personer
2006,0540,befolkningen_ellers,1567,sysselsatte_innvkat,personer
2006,0540,innvandrere,42,sysselsatte_innvkat,personer
2006,0541,alle,676,sysselsatte_innvkat,personer
2006,0541,befolkningen_ellers,660,sysselsatte_innvkat,personer
2006,0541,innvandrere,16,sysselsatte_innvkat,personer
2006,0542,alle,3422,sysselsatte_innvkat,personer
2006,0542,befolkningen_ellers,3265,sysselsatte_innvkat,personer
2006,0542,innvandrere,157,sysselsatte_innvkat,personer
2006,0543,alle,1191,sysselsatte_innvkat,personer
2006,0543,befolkningen_ellers,1149,sysselsatte_innvkat,personer
2006,0543,innvandrere,42,sysselsatte_innvkat,personer
2006,0544,alle,1751,sysselsatte_innvkat,personer
2006,0544,befolkningen_ellers,1674,sysselsatte_innvkat,personer
2006,0544,innvandrere,77,sysselsatte_innvkat,personer
2006,0545,alle,855,sysselsatte_innvkat,personer
2006,0545,befolkningen_ellers,807,sysselsatte_innvkat,personer
2006,0545,innvandrere,48,sysselsatte_innvkat,personer
2006,0602,alle,29249,sysselsatte_innvkat,personer
2006,0602,befolkningen_ellers,25335,sysselsatte_innvkat,personer
2006,0602,innvandrere,3914,sysselsatte_innvkat,personer
2006,0604,alle,12736,sysselsatte_innvkat,personer
2006,0604,befolkningen_ellers,11872,sysselsatte_innvkat,personer
2006,0604,innvandrere,864,sysselsatte_innvkat,personer
2006,0605,alle,14377,sysselsatte_innvkat,personer
2006,0605,befolkningen_ellers,13508,sysselsatte_innvkat,personer
2006,0605,innvandrere,869,sysselsatte_innvkat,personer
2006,0612,alle,2869,sysselsatte_innvkat,personer
2006,0612,befolkningen_ellers,2692,sysselsatte_innvkat,personer
2006,0612,innvandrere,177,sysselsatte_innvkat,personer
2006,0615,alle,518,sysselsatte_innvkat,personer
2006,0615,befolkningen_ellers,491,sysselsatte_innvkat,personer
2006,0615,innvandrere,27,sysselsatte_innvkat,personer
2006,0616,alle,1862,sysselsatte_innvkat,personer
2006,0616,befolkningen_ellers,1751,sysselsatte_innvkat,personer
2006,0616,innvandrere,111,sysselsatte_innvkat,personer
2006,0617,alle,2464,sysselsatte_innvkat,personer
2006,0617,befolkningen_ellers,2269,sysselsatte_innvkat,personer
2006,0617,innvandrere,195,sysselsatte_innvkat,personer
2006,0618,alle,1109,sysselsatte_innvkat,personer
2006,0618,befolkningen_ellers,974,sysselsatte_innvkat,personer
2006,0618,innvandrere,135,sysselsatte_innvkat,personer
2006,0619,alle,2478,sysselsatte_innvkat,personer
2006,0619,befolkningen_ellers,2372,sysselsatte_innvkat,personer
2006,0619,innvandrere,106,sysselsatte_innvkat,personer
2006,0620,alle,2496,sysselsatte_innvkat,personer
2006,0620,befolkningen_ellers,2242,sysselsatte_innvkat,personer
2006,0620,innvandrere,254,sysselsatte_innvkat,personer
2006,0621,alle,1905,sysselsatte_innvkat,personer
2006,0621,befolkningen_ellers,1877,sysselsatte_innvkat,personer
2006,0621,innvandrere,28,sysselsatte_innvkat,personer
2006,0622,alle,1150,sysselsatte_innvkat,personer
2006,0622,befolkningen_ellers,1110,sysselsatte_innvkat,personer
2006,0622,innvandrere,40,sysselsatte_innvkat,personer
2006,0623,alle,6442,sysselsatte_innvkat,personer
2006,0623,befolkningen_ellers,6164,sysselsatte_innvkat,personer
2006,0623,innvandrere,278,sysselsatte_innvkat,personer
2006,0624,alle,7971,sysselsatte_innvkat,personer
2006,0624,befolkningen_ellers,7567,sysselsatte_innvkat,personer
2006,0624,innvandrere,404,sysselsatte_innvkat,personer
2006,0625,alle,11233,sysselsatte_innvkat,personer
2006,0625,befolkningen_ellers,10295,sysselsatte_innvkat,personer
2006,0625,innvandrere,938,sysselsatte_innvkat,personer
2006,0626,alle,11684,sysselsatte_innvkat,personer
2006,0626,befolkningen_ellers,10618,sysselsatte_innvkat,personer
2006,0626,innvandrere,1066,sysselsatte_innvkat,personer
2006,0627,alle,9514,sysselsatte_innvkat,personer
2006,0627,befolkningen_ellers,8847,sysselsatte_innvkat,personer
2006,0627,innvandrere,667,sysselsatte_innvkat,personer
2006,0628,alle,4508,sysselsatte_innvkat,personer
2006,0628,befolkningen_ellers,4251,sysselsatte_innvkat,personer
2006,0628,innvandrere,257,sysselsatte_innvkat,personer
2006,0631,alle,1313,sysselsatte_innvkat,personer
2006,0631,befolkningen_ellers,1271,sysselsatte_innvkat,personer
2006,0631,innvandrere,42,sysselsatte_innvkat,personer
2006,0632,alle,738,sysselsatte_innvkat,personer
2006,0632,befolkningen_ellers,713,sysselsatte_innvkat,personer
2006,0632,innvandrere,25,sysselsatte_innvkat,personer
2006,0633,alle,1328,sysselsatte_innvkat,personer
2006,0633,befolkningen_ellers,1299,sysselsatte_innvkat,personer
2006,0633,innvandrere,29,sysselsatte_innvkat,personer
2006,0701,alle,12024,sysselsatte_innvkat,personer
2006,0701,befolkningen_ellers,11186,sysselsatte_innvkat,personer
2006,0701,innvandrere,838,sysselsatte_innvkat,personer
2006,0702,alle,4720,sysselsatte_innvkat,personer
2006,0702,befolkningen_ellers,4475,sysselsatte_innvkat,personer
2006,0702,innvandrere,245,sysselsatte_innvkat,personer
2006,0704,alle,18814,sysselsatte_innvkat,personer
2006,0704,befolkningen_ellers,17421,sysselsatte_innvkat,personer
2006,0704,innvandrere,1393,sysselsatte_innvkat,personer
2006,0706,alle,20177,sysselsatte_innvkat,personer
2006,0706,befolkningen_ellers,18701,sysselsatte_innvkat,personer
2006,0706,innvandrere,1476,sysselsatte_innvkat,personer
2006,0709,alle,20113,sysselsatte_innvkat,personer
2006,0709,befolkningen_ellers,18864,sysselsatte_innvkat,personer
2006,0709,innvandrere,1249,sysselsatte_innvkat,personer
2006,0711,alle,3176,sysselsatte_innvkat,personer
2006,0711,befolkningen_ellers,3006,sysselsatte_innvkat,personer
2006,0711,innvandrere,170,sysselsatte_innvkat,personer
2006,0713,alle,3909,sysselsatte_innvkat,personer
2006,0713,befolkningen_ellers,3716,sysselsatte_innvkat,personer
2006,0713,innvandrere,193,sysselsatte_innvkat,personer
2006,0714,alle,1529,sysselsatte_innvkat,personer
2006,0714,befolkningen_ellers,1473,sysselsatte_innvkat,personer
2006,0714,innvandrere,56,sysselsatte_innvkat,personer
2006,0716,alle,4429,sysselsatte_innvkat,personer
2006,0716,befolkningen_ellers,4248,sysselsatte_innvkat,personer
2006,0716,innvandrere,181,sysselsatte_innvkat,personer
2006,0719,alle,2612,sysselsatte_innvkat,personer
2006,0719,befolkningen_ellers,2485,sysselsatte_innvkat,personer
2006,0719,innvandrere,127,sysselsatte_innvkat,personer
2006,0720,alle,5343,sysselsatte_innvkat,personer
2006,0720,befolkningen_ellers,5050,sysselsatte_innvkat,personer
2006,0720,innvandrere,293,sysselsatte_innvkat,personer
2006,0722,alle,9922,sysselsatte_innvkat,personer
2006,0722,befolkningen_ellers,9304,sysselsatte_innvkat,personer
2006,0722,innvandrere,618,sysselsatte_innvkat,personer
2006,0723,alle,2159,sysselsatte_innvkat,personer
2006,0723,befolkningen_ellers,2053,sysselsatte_innvkat,personer
2006,0723,innvandrere,106,sysselsatte_innvkat,personer
2006,0728,alle,1242,sysselsatte_innvkat,personer
2006,0728,befolkningen_ellers,1192,sysselsatte_innvkat,personer
2006,0728,innvandrere,50,sysselsatte_innvkat,personer
2006,0805,alle,16321,sysselsatte_innvkat,personer
2006,0805,befolkningen_ellers,15350,sysselsatte_innvkat,personer
2006,0805,innvandrere,971,sysselsatte_innvkat,personer
2006,0806,alle,24555,sysselsatte_innvkat,personer
2006,0806,befolkningen_ellers,22887,sysselsatte_innvkat,personer
2006,0806,innvandrere,1668,sysselsatte_innvkat,personer
2006,0807,alle,5861,sysselsatte_innvkat,personer
2006,0807,befolkningen_ellers,5591,sysselsatte_innvkat,personer
2006,0807,innvandrere,270,sysselsatte_innvkat,personer
2006,0811,alle,1215,sysselsatte_innvkat,personer
2006,0811,befolkningen_ellers,1178,sysselsatte_innvkat,personer
2006,0811,innvandrere,37,sysselsatte_innvkat,personer
2006,0814,alle,6967,sysselsatte_innvkat,personer
2006,0814,befolkningen_ellers,6754,sysselsatte_innvkat,personer
2006,0814,innvandrere,213,sysselsatte_innvkat,personer
2006,0815,alle,4969,sysselsatte_innvkat,personer
2006,0815,befolkningen_ellers,4745,sysselsatte_innvkat,personer
2006,0815,innvandrere,224,sysselsatte_innvkat,personer
2006,0817,alle,1891,sysselsatte_innvkat,personer
2006,0817,befolkningen_ellers,1840,sysselsatte_innvkat,personer
2006,0817,innvandrere,51,sysselsatte_innvkat,personer
2006,0819,alle,3124,sysselsatte_innvkat,personer
2006,0819,befolkningen_ellers,2984,sysselsatte_innvkat,personer
2006,0819,innvandrere,140,sysselsatte_innvkat,personer
2006,0821,alle,2679,sysselsatte_innvkat,personer
2006,0821,befolkningen_ellers,2548,sysselsatte_innvkat,personer
2006,0821,innvandrere,131,sysselsatte_innvkat,personer
2006,0822,alle,2097,sysselsatte_innvkat,personer
2006,0822,befolkningen_ellers,2021,sysselsatte_innvkat,personer
2006,0822,innvandrere,76,sysselsatte_innvkat,personer
2006,0826,alle,3049,sysselsatte_innvkat,personer
2006,0826,befolkningen_ellers,2818,sysselsatte_innvkat,personer
2006,0826,innvandrere,231,sysselsatte_innvkat,personer
2006,0827,alle,834,sysselsatte_innvkat,personer
2006,0827,befolkningen_ellers,822,sysselsatte_innvkat,personer
2006,0827,innvandrere,12,sysselsatte_innvkat,personer
2006,0828,alle,1502,sysselsatte_innvkat,personer
2006,0828,befolkningen_ellers,1459,sysselsatte_innvkat,personer
2006,0828,innvandrere,43,sysselsatte_innvkat,personer
2006,0829,alle,1329,sysselsatte_innvkat,personer
2006,0829,befolkningen_ellers,1283,sysselsatte_innvkat,personer
2006,0829,innvandrere,46,sysselsatte_innvkat,personer
2006,0830,alle,721,sysselsatte_innvkat,personer
2006,0830,befolkningen_ellers,687,sysselsatte_innvkat,personer
2006,0830,innvandrere,34,sysselsatte_innvkat,personer
2006,0831,alle,709,sysselsatte_innvkat,personer
2006,0831,befolkningen_ellers,648,sysselsatte_innvkat,personer
2006,0831,innvandrere,61,sysselsatte_innvkat,personer
2006,0833,alle,1254,sysselsatte_innvkat,personer
2006,0833,befolkningen_ellers,1205,sysselsatte_innvkat,personer
2006,0833,innvandrere,49,sysselsatte_innvkat,personer
2006,0834,alle,2021,sysselsatte_innvkat,personer
2006,0834,befolkningen_ellers,1941,sysselsatte_innvkat,personer
2006,0834,innvandrere,80,sysselsatte_innvkat,personer
2006,0901,alle,3153,sysselsatte_innvkat,personer
2006,0901,befolkningen_ellers,3026,sysselsatte_innvkat,personer
2006,0901,innvandrere,127,sysselsatte_innvkat,personer
2006,0904,alle,9466,sysselsatte_innvkat,personer
2006,0904,befolkningen_ellers,8904,sysselsatte_innvkat,personer
2006,0904,innvandrere,562,sysselsatte_innvkat,personer
2006,0906,alle,19323,sysselsatte_innvkat,personer
2006,0906,befolkningen_ellers,18249,sysselsatte_innvkat,personer
2006,0906,innvandrere,1074,sysselsatte_innvkat,personer
2006,0911,alle,1213,sysselsatte_innvkat,personer
2006,0911,befolkningen_ellers,1180,sysselsatte_innvkat,personer
2006,0911,innvandrere,33,sysselsatte_innvkat,personer
2006,0912,alle,909,sysselsatte_innvkat,personer
2006,0912,befolkningen_ellers,883,sysselsatte_innvkat,personer
2006,0912,innvandrere,26,sysselsatte_innvkat,personer
2006,0914,alle,2743,sysselsatte_innvkat,personer
2006,0914,befolkningen_ellers,2638,sysselsatte_innvkat,personer
2006,0914,innvandrere,105,sysselsatte_innvkat,personer
2006,0919,alle,2334,sysselsatte_innvkat,personer
2006,0919,befolkningen_ellers,2272,sysselsatte_innvkat,personer
2006,0919,innvandrere,62,sysselsatte_innvkat,personer
2006,0926,alle,4545,sysselsatte_innvkat,personer
2006,0926,befolkningen_ellers,4310,sysselsatte_innvkat,personer
2006,0926,innvandrere,235,sysselsatte_innvkat,personer
2006,0928,alle,2132,sysselsatte_innvkat,personer
2006,0928,befolkningen_ellers,2034,sysselsatte_innvkat,personer
2006,0928,innvandrere,98,sysselsatte_innvkat,personer
2006,0929,alle,828,sysselsatte_innvkat,personer
2006,0929,befolkningen_ellers,790,sysselsatte_innvkat,personer
2006,0929,innvandrere,38,sysselsatte_innvkat,personer
2006,0935,alle,585,sysselsatte_innvkat,personer
2006,0935,befolkningen_ellers,565,sysselsatte_innvkat,personer
2006,0935,innvandrere,20,sysselsatte_innvkat,personer
2006,0937,alle,1661,sysselsatte_innvkat,personer
2006,0937,befolkningen_ellers,1558,sysselsatte_innvkat,personer
