tabell_navn,xaar,fylke_nr,naringsregion_nr,kommune_nr,bydel_nr,invkat_5,kjonn,enhet,tabellvariabel
videregaende_fullfort,2014,07,NULL,NULL,NULL,alle,1,prosent,63.15
videregaende_fullfort,2014,07,NULL,NULL,NULL,alle,alle,personer,1847
videregaende_fullfort,2014,07,NULL,NULL,NULL,alle,alle,prosent,66.53
videregaende_fullfort,2014,07,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,857
videregaende_fullfort,2014,07,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,71.12
videregaende_fullfort,2014,07,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,880
videregaende_fullfort,2014,07,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,64
videregaende_fullfort,2014,07,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,1737
videregaende_fullfort,2014,07,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,67.33
videregaende_fullfort,2014,07,NULL,NULL,NULL,befolkningen_ellers,0,personer,878
videregaende_fullfort,2014,07,NULL,NULL,NULL,befolkningen_ellers,0,prosent,71.04
videregaende_fullfort,2014,07,NULL,NULL,NULL,befolkningen_ellers,1,personer,905
videregaende_fullfort,2014,07,NULL,NULL,NULL,befolkningen_ellers,1,prosent,64.05
videregaende_fullfort,2014,07,NULL,NULL,NULL,befolkningen_ellers,alle,personer,1783
videregaende_fullfort,2014,07,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,67.31
videregaende_fullfort,2014,07,NULL,NULL,NULL,innvandrere,0,personer,35
videregaende_fullfort,2014,07,NULL,NULL,NULL,innvandrere,0,prosent,57.38
videregaende_fullfort,2014,07,NULL,NULL,NULL,innvandrere,1,personer,29
videregaende_fullfort,2014,07,NULL,NULL,NULL,innvandrere,1,prosent,43.94
videregaende_fullfort,2014,07,NULL,NULL,NULL,innvandrere,alle,personer,64
videregaende_fullfort,2014,07,NULL,NULL,NULL,innvandrere,alle,prosent,50.39
videregaende_fullfort,2014,07,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,21
videregaende_fullfort,2014,07,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,67.74
videregaende_fullfort,2014,07,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,25
videregaende_fullfort,2014,07,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,65.79
videregaende_fullfort,2014,07,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,46
videregaende_fullfort,2014,07,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,66.67
videregaende_fullfort,2014,08,NULL,NULL,NULL,alle,0,personer,703
videregaende_fullfort,2014,08,NULL,NULL,NULL,alle,0,prosent,72.25
videregaende_fullfort,2014,08,NULL,NULL,NULL,alle,1,personer,653
videregaende_fullfort,2014,08,NULL,NULL,NULL,alle,1,prosent,66.36
videregaende_fullfort,2014,08,NULL,NULL,NULL,alle,alle,personer,1356
videregaende_fullfort,2014,08,NULL,NULL,NULL,alle,alle,prosent,69.29
videregaende_fullfort,2014,08,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,652
videregaende_fullfort,2014,08,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,73.34
videregaende_fullfort,2014,08,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,613
videregaende_fullfort,2014,08,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,68.57
videregaende_fullfort,2014,08,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,1265
videregaende_fullfort,2014,08,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,70.95
videregaende_fullfort,2014,08,NULL,NULL,NULL,befolkningen_ellers,0,personer,669
videregaende_fullfort,2014,08,NULL,NULL,NULL,befolkningen_ellers,0,prosent,73.27
videregaende_fullfort,2014,08,NULL,NULL,NULL,befolkningen_ellers,1,personer,626
videregaende_fullfort,2014,08,NULL,NULL,NULL,befolkningen_ellers,1,prosent,68.19
videregaende_fullfort,2014,08,NULL,NULL,NULL,befolkningen_ellers,alle,personer,1295
videregaende_fullfort,2014,08,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,70.73
videregaende_fullfort,2014,08,NULL,NULL,NULL,innvandrere,0,personer,34
videregaende_fullfort,2014,08,NULL,NULL,NULL,innvandrere,0,prosent,56.67
videregaende_fullfort,2014,08,NULL,NULL,NULL,innvandrere,1,personer,27
videregaende_fullfort,2014,08,NULL,NULL,NULL,innvandrere,1,prosent,40.91
videregaende_fullfort,2014,08,NULL,NULL,NULL,innvandrere,alle,personer,61
videregaende_fullfort,2014,08,NULL,NULL,NULL,innvandrere,alle,prosent,48.41
videregaende_fullfort,2014,08,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,17
videregaende_fullfort,2014,08,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,70.83
videregaende_fullfort,2014,08,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,13
videregaende_fullfort,2014,08,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,54.17
videregaende_fullfort,2014,08,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,30
videregaende_fullfort,2014,08,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,62.5
videregaende_fullfort,2014,09,NULL,NULL,NULL,alle,0,personer,520
videregaende_fullfort,2014,09,NULL,NULL,NULL,alle,0,prosent,76.7
videregaende_fullfort,2014,09,NULL,NULL,NULL,alle,1,personer,480
videregaende_fullfort,2014,09,NULL,NULL,NULL,alle,1,prosent,66.76
videregaende_fullfort,2014,09,NULL,NULL,NULL,alle,alle,personer,1000
videregaende_fullfort,2014,09,NULL,NULL,NULL,alle,alle,prosent,71.58
videregaende_fullfort,2014,09,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,489
videregaende_fullfort,2014,09,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,77.37
videregaende_fullfort,2014,09,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,454
videregaende_fullfort,2014,09,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,66.86
videregaende_fullfort,2014,09,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,943
videregaende_fullfort,2014,09,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,71.93
videregaende_fullfort,2014,09,NULL,NULL,NULL,befolkningen_ellers,0,personer,498
videregaende_fullfort,2014,09,NULL,NULL,NULL,befolkningen_ellers,0,prosent,77.09
videregaende_fullfort,2014,09,NULL,NULL,NULL,befolkningen_ellers,1,personer,461
videregaende_fullfort,2014,09,NULL,NULL,NULL,befolkningen_ellers,1,prosent,66.91
videregaende_fullfort,2014,09,NULL,NULL,NULL,befolkningen_ellers,alle,personer,959
videregaende_fullfort,2014,09,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,71.84
videregaende_fullfort,2014,09,NULL,NULL,NULL,innvandrere,0,personer,22
videregaende_fullfort,2014,09,NULL,NULL,NULL,innvandrere,0,prosent,68.75
videregaende_fullfort,2014,09,NULL,NULL,NULL,innvandrere,1,personer,19
videregaende_fullfort,2014,09,NULL,NULL,NULL,innvandrere,1,prosent,63.33
videregaende_fullfort,2014,09,NULL,NULL,NULL,innvandrere,alle,personer,41
videregaende_fullfort,2014,09,NULL,NULL,NULL,innvandrere,alle,prosent,66.13
videregaende_fullfort,2014,09,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,9
videregaende_fullfort,2014,09,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,64.29
videregaende_fullfort,2014,09,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,7
videregaende_fullfort,2014,09,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,70
videregaende_fullfort,2014,09,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,16
videregaende_fullfort,2014,09,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,66.67
videregaende_fullfort,2014,10,NULL,NULL,NULL,alle,0,personer,870
videregaende_fullfort,2014,10,NULL,NULL,NULL,alle,0,prosent,77.75
videregaende_fullfort,2014,10,NULL,NULL,NULL,alle,1,personer,899
videregaende_fullfort,2014,10,NULL,NULL,NULL,alle,1,prosent,71.35
videregaende_fullfort,2014,10,NULL,NULL,NULL,alle,alle,personer,1769
videregaende_fullfort,2014,10,NULL,NULL,NULL,alle,alle,prosent,74.36
videregaende_fullfort,2014,10,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,817
videregaende_fullfort,2014,10,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,79.09
