aar,fylke_nr,innvkat_2,arbeidsalder_18_69,tabellvariabel,tabell_navn,enhet
2007,00,innvandrere,30_54,136621,sysselsatte_innvkat_alder,personer
2007,00,innvandrere,55_69,20251,sysselsatte_innvkat_alder,personer
2007,00,innvandrere,alle,213108,sysselsatte_innvkat_alder,personer
2007,01,alle,18_29,26668,sysselsatte_innvkat_alder,personer
2007,01,alle,30_54,75911,sysselsatte_innvkat_alder,personer
2007,01,alle,55_69,25444,sysselsatte_innvkat_alder,personer
2007,01,alle,alle,132237,sysselsatte_innvkat_alder,personer
2007,01,befolkningen_ellers,18_29,24196,sysselsatte_innvkat_alder,personer
2007,01,befolkningen_ellers,30_54,69358,sysselsatte_innvkat_alder,personer
2007,01,befolkningen_ellers,55_69,24254,sysselsatte_innvkat_alder,personer
2007,01,befolkningen_ellers,alle,121871,sysselsatte_innvkat_alder,personer
2007,01,innvandrere,18_29,2472,sysselsatte_innvkat_alder,personer
2007,01,innvandrere,30_54,6553,sysselsatte_innvkat_alder,personer
2007,01,innvandrere,55_69,1190,sysselsatte_innvkat_alder,personer
2007,01,innvandrere,alle,10366,sysselsatte_innvkat_alder,personer
2007,02,alle,18_29,50604,sysselsatte_innvkat_alder,personer
2007,02,alle,30_54,166291,sysselsatte_innvkat_alder,personer
2007,02,alle,55_69,51854,sysselsatte_innvkat_alder,personer
2007,02,alle,alle,277140,sysselsatte_innvkat_alder,personer
2007,02,befolkningen_ellers,18_29,44554,sysselsatte_innvkat_alder,personer
2007,02,befolkningen_ellers,30_54,147009,sysselsatte_innvkat_alder,personer
2007,02,befolkningen_ellers,55_69,48684,sysselsatte_innvkat_alder,personer
2007,02,befolkningen_ellers,alle,248280,sysselsatte_innvkat_alder,personer
2007,02,innvandrere,18_29,6050,sysselsatte_innvkat_alder,personer
2007,02,innvandrere,30_54,19282,sysselsatte_innvkat_alder,personer
2007,02,innvandrere,55_69,3170,sysselsatte_innvkat_alder,personer
2007,02,innvandrere,alle,28860,sysselsatte_innvkat_alder,personer
2007,03,alle,18_29,81417,sysselsatte_innvkat_alder,personer
2007,03,alle,30_54,174851,sysselsatte_innvkat_alder,personer
2007,03,alle,55_69,45768,sysselsatte_innvkat_alder,personer
2007,03,alle,alle,307404,sysselsatte_innvkat_alder,personer
2007,03,befolkningen_ellers,18_29,64229,sysselsatte_innvkat_alder,personer
2007,03,befolkningen_ellers,30_54,137852,sysselsatte_innvkat_alder,personer
2007,03,befolkningen_ellers,55_69,41059,sysselsatte_innvkat_alder,personer
2007,03,befolkningen_ellers,alle,248044,sysselsatte_innvkat_alder,personer
2007,03,innvandrere,18_29,17188,sysselsatte_innvkat_alder,personer
2007,03,innvandrere,30_54,36999,sysselsatte_innvkat_alder,personer
2007,03,innvandrere,55_69,4709,sysselsatte_innvkat_alder,personer
2007,03,innvandrere,alle,59360,sysselsatte_innvkat_alder,personer
2007,04,alle,18_29,17947,sysselsatte_innvkat_alder,personer
2007,04,alle,30_54,52991,sysselsatte_innvkat_alder,personer
2007,04,alle,55_69,20212,sysselsatte_innvkat_alder,personer
2007,04,alle,alle,94179,sysselsatte_innvkat_alder,personer
2007,04,befolkningen_ellers,18_29,16986,sysselsatte_innvkat_alder,personer
2007,04,befolkningen_ellers,30_54,50154,sysselsatte_innvkat_alder,personer
2007,04,befolkningen_ellers,55_69,19630,sysselsatte_innvkat_alder,personer
2007,04,befolkningen_ellers,alle,89736,sysselsatte_innvkat_alder,personer
2007,04,innvandrere,18_29,961,sysselsatte_innvkat_alder,personer
2007,04,innvandrere,30_54,2837,sysselsatte_innvkat_alder,personer
2007,04,innvandrere,55_69,582,sysselsatte_innvkat_alder,personer
2007,04,innvandrere,alle,4443,sysselsatte_innvkat_alder,personer
2007,05,alle,18_29,18559,sysselsatte_innvkat_alder,personer
2007,05,alle,30_54,53407,sysselsatte_innvkat_alder,personer
2007,05,alle,55_69,20058,sysselsatte_innvkat_alder,personer
2007,05,alle,alle,95542,sysselsatte_innvkat_alder,personer
2007,05,befolkningen_ellers,18_29,17473,sysselsatte_innvkat_alder,personer
2007,05,befolkningen_ellers,30_54,50570,sysselsatte_innvkat_alder,personer
2007,05,befolkningen_ellers,55_69,19564,sysselsatte_innvkat_alder,personer
2007,05,befolkningen_ellers,alle,91050,sysselsatte_innvkat_alder,personer
2007,05,innvandrere,18_29,1086,sysselsatte_innvkat_alder,personer
2007,05,innvandrere,30_54,2837,sysselsatte_innvkat_alder,personer
2007,05,innvandrere,55_69,494,sysselsatte_innvkat_alder,personer
2007,05,innvandrere,alle,4492,sysselsatte_innvkat_alder,personer
2007,06,alle,18_29,26512,sysselsatte_innvkat_alder,personer
2007,06,alle,30_54,75971,sysselsatte_innvkat_alder,personer
2007,06,alle,55_69,26343,sysselsatte_innvkat_alder,personer
2007,06,alle,alle,133121,sysselsatte_innvkat_alder,personer
2007,06,befolkningen_ellers,18_29,23572,sysselsatte_innvkat_alder,personer
2007,06,befolkningen_ellers,30_54,68017,sysselsatte_innvkat_alder,personer
2007,06,befolkningen_ellers,55_69,25151,sysselsatte_innvkat_alder,personer
2007,06,befolkningen_ellers,alle,120858,sysselsatte_innvkat_alder,personer
2007,06,innvandrere,18_29,2940,sysselsatte_innvkat_alder,personer
2007,06,innvandrere,30_54,7954,sysselsatte_innvkat_alder,personer
2007,06,innvandrere,55_69,1192,sysselsatte_innvkat_alder,personer
2007,06,innvandrere,alle,12263,sysselsatte_innvkat_alder,personer
2007,07,alle,18_29,23466,sysselsatte_innvkat_alder,personer
2007,07,alle,30_54,65403,sysselsatte_innvkat_alder,personer
2007,07,alle,55_69,21947,sysselsatte_innvkat_alder,personer
2007,07,alle,alle,114904,sysselsatte_innvkat_alder,personer
2007,07,befolkningen_ellers,18_29,21383,sysselsatte_innvkat_alder,personer
2007,07,befolkningen_ellers,30_54,59992,sysselsatte_innvkat_alder,personer
2007,07,befolkningen_ellers,55_69,21038,sysselsatte_innvkat_alder,personer
2007,07,befolkningen_ellers,alle,106349,sysselsatte_innvkat_alder,personer
2007,07,innvandrere,18_29,2083,sysselsatte_innvkat_alder,personer
2007,07,innvandrere,30_54,5411,sysselsatte_innvkat_alder,personer
2007,07,innvandrere,55_69,909,sysselsatte_innvkat_alder,personer
2007,07,innvandrere,alle,8555,sysselsatte_innvkat_alder,personer
2007,08,alle,18_29,16916,sysselsatte_innvkat_alder,personer
2007,08,alle,30_54,46989,sysselsatte_innvkat_alder,personer
2007,08,alle,55_69,16740,sysselsatte_innvkat_alder,personer
2007,08,alle,alle,83403,sysselsatte_innvkat_alder,personer
2007,08,befolkningen_ellers,18_29,15770,sysselsatte_innvkat_alder,personer
2007,08,befolkningen_ellers,30_54,43706,sysselsatte_innvkat_alder,personer
2007,08,befolkningen_ellers,55_69,16182,sysselsatte_innvkat_alder,personer
2007,08,befolkningen_ellers,alle,78308,sysselsatte_innvkat_alder,personer
2007,08,innvandrere,18_29,1146,sysselsatte_innvkat_alder,personer
2007,08,innvandrere,30_54,3283,sysselsatte_innvkat_alder,personer
2007,08,innvandrere,55_69,558,sysselsatte_innvkat_alder,personer
2007,08,innvandrere,alle,5095,sysselsatte_innvkat_alder,personer
2007,09,alle,18_29,11406,sysselsatte_innvkat_alder,personer
2007,09,alle,30_54,29621,sysselsatte_innvkat_alder,personer
2007,09,alle,55_69,10229,sysselsatte_innvkat_alder,personer
2007,09,alle,alle,53370,sysselsatte_innvkat_alder,personer
2007,09,befolkningen_ellers,18_29,10691,sysselsatte_innvkat_alder,personer
2007,09,befolkningen_ellers,30_54,27615,sysselsatte_innvkat_alder,personer
2007,09,befolkningen_ellers,55_69,9827,sysselsatte_innvkat_alder,personer
2007,09,befolkningen_ellers,alle,50175,sysselsatte_innvkat_alder,personer
2007,09,innvandrere,18_29,715,sysselsatte_innvkat_alder,personer
2007,09,innvandrere,30_54,2006,sysselsatte_innvkat_alder,personer
2007,09,innvandrere,55_69,402,sysselsatte_innvkat_alder,personer
2007,09,innvandrere,alle,3195,sysselsatte_innvkat_alder,personer
2007,10,alle,18_29,19843,sysselsatte_innvkat_alder,personer
2007,10,alle,30_54,46728,sysselsatte_innvkat_alder,personer
2007,10,alle,55_69,14674,sysselsatte_innvkat_alder,personer
2007,10,alle,alle,84716,sysselsatte_innvkat_alder,personer
2007,10,befolkningen_ellers,18_29,18208,sysselsatte_innvkat_alder,personer
2007,10,befolkningen_ellers,30_54,42634,sysselsatte_innvkat_alder,personer
2007,10,befolkningen_ellers,55_69,13959,sysselsatte_innvkat_alder,personer
2007,10,befolkningen_ellers,alle,78150,sysselsatte_innvkat_alder,personer
2007,10,innvandrere,18_29,1635,sysselsatte_innvkat_alder,personer
2007,10,innvandrere,30_54,4094,sysselsatte_innvkat_alder,personer
2007,10,innvandrere,55_69,715,sysselsatte_innvkat_alder,personer
2007,10,innvandrere,alle,6566,sysselsatte_innvkat_alder,personer
2007,11,alle,18_29,53699,sysselsatte_innvkat_alder,personer
2007,11,alle,30_54,125479,sysselsatte_innvkat_alder,personer
2007,11,alle,55_69,35754,sysselsatte_innvkat_alder,personer
2007,11,alle,alle,222959,sysselsatte_innvkat_alder,personer
2007,11,befolkningen_ellers,18_29,48731,sysselsatte_innvkat_alder,personer
2007,11,befolkningen_ellers,30_54,112397,sysselsatte_innvkat_alder,personer
2007,11,befolkningen_ellers,55_69,33968,sysselsatte_innvkat_alder,personer
2007,11,befolkningen_ellers,alle,202929,sysselsatte_innvkat_alder,personer
2007,11,innvandrere,18_29,4968,sysselsatte_innvkat_alder,personer
2007,11,innvandrere,30_54,13082,sysselsatte_innvkat_alder,personer
2007,11,innvandrere,55_69,1786,sysselsatte_innvkat_alder,personer
2007,11,innvandrere,alle,20030,sysselsatte_innvkat_alder,personer
2007,12,alle,18_29,57253,sysselsatte_innvkat_alder,personer
2007,12,alle,30_54,135588,sysselsatte_innvkat_alder,personer
