aar,fylke_nr,innvkat_3,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2006,01,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,01,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,01,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,01,befolkningen_ellers,alle,0,17942,ikke_arbutd_innvkat_land,personer
2006,01,befolkningen_ellers,alle,1,13304,ikke_arbutd_innvkat_land,personer
2006,01,befolkningen_ellers,alle,alle,31246,ikke_arbutd_innvkat_land,personer
2006,01,innvandrere,1,0,793,ikke_arbutd_innvkat_land,personer
2006,01,innvandrere,1,1,606,ikke_arbutd_innvkat_land,personer
2006,01,innvandrere,1,alle,1399,ikke_arbutd_innvkat_land,personer
2006,01,innvandrere,2,0,2572,ikke_arbutd_innvkat_land,personer
2006,01,innvandrere,2,1,1752,ikke_arbutd_innvkat_land,personer
2006,01,innvandrere,2,alle,4324,ikke_arbutd_innvkat_land,personer
2006,01,innvandrere,alle,0,3365,ikke_arbutd_innvkat_land,personer
2006,01,innvandrere,alle,1,2358,ikke_arbutd_innvkat_land,personer
2006,01,innvandrere,alle,alle,5723,ikke_arbutd_innvkat_land,personer
2006,02,alle,1,0,1790,ikke_arbutd_innvkat_land,personer
2006,02,alle,1,1,1454,ikke_arbutd_innvkat_land,personer
2006,02,alle,1,alle,3244,ikke_arbutd_innvkat_land,personer
2006,02,alle,2,0,4498,ikke_arbutd_innvkat_land,personer
2006,02,alle,2,1,2566,ikke_arbutd_innvkat_land,personer
2006,02,alle,2,alle,7064,ikke_arbutd_innvkat_land,personer
2006,02,alle,alle,0,31384,ikke_arbutd_innvkat_land,personer
2006,02,alle,alle,1,22343,ikke_arbutd_innvkat_land,personer
2006,02,alle,alle,alle,53727,ikke_arbutd_innvkat_land,personer
2006,02,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,02,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,02,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,02,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,02,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,02,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,02,befolkningen_ellers,alle,0,25096,ikke_arbutd_innvkat_land,personer
2006,02,befolkningen_ellers,alle,1,18323,ikke_arbutd_innvkat_land,personer
2006,02,befolkningen_ellers,alle,alle,43419,ikke_arbutd_innvkat_land,personer
2006,02,innvandrere,1,0,1790,ikke_arbutd_innvkat_land,personer
2006,02,innvandrere,1,1,1454,ikke_arbutd_innvkat_land,personer
2006,02,innvandrere,1,alle,3244,ikke_arbutd_innvkat_land,personer
2006,02,innvandrere,2,0,4498,ikke_arbutd_innvkat_land,personer
2006,02,innvandrere,2,1,2566,ikke_arbutd_innvkat_land,personer
2006,02,innvandrere,2,alle,7064,ikke_arbutd_innvkat_land,personer
2006,02,innvandrere,alle,0,6288,ikke_arbutd_innvkat_land,personer
2006,02,innvandrere,alle,1,4020,ikke_arbutd_innvkat_land,personer
2006,02,innvandrere,alle,alle,10308,ikke_arbutd_innvkat_land,personer
2006,03,alle,1,0,2575,ikke_arbutd_innvkat_land,personer
2006,03,alle,1,1,2672,ikke_arbutd_innvkat_land,personer
2006,03,alle,1,alle,5247,ikke_arbutd_innvkat_land,personer
2006,03,alle,2,0,14936,ikke_arbutd_innvkat_land,personer
2006,03,alle,2,1,11111,ikke_arbutd_innvkat_land,personer
2006,03,alle,2,alle,26047,ikke_arbutd_innvkat_land,personer
2006,03,alle,alle,0,41895,ikke_arbutd_innvkat_land,personer
2006,03,alle,alle,1,35512,ikke_arbutd_innvkat_land,personer
2006,03,alle,alle,alle,77407,ikke_arbutd_innvkat_land,personer
2006,03,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,03,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,03,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,03,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,03,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,03,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,03,befolkningen_ellers,alle,0,24384,ikke_arbutd_innvkat_land,personer
2006,03,befolkningen_ellers,alle,1,21729,ikke_arbutd_innvkat_land,personer
2006,03,befolkningen_ellers,alle,alle,46113,ikke_arbutd_innvkat_land,personer
2006,03,innvandrere,1,0,2575,ikke_arbutd_innvkat_land,personer
2006,03,innvandrere,1,1,2672,ikke_arbutd_innvkat_land,personer
2006,03,innvandrere,1,alle,5247,ikke_arbutd_innvkat_land,personer
2006,03,innvandrere,2,0,14936,ikke_arbutd_innvkat_land,personer
2006,03,innvandrere,2,1,11111,ikke_arbutd_innvkat_land,personer
2006,03,innvandrere,2,alle,26047,ikke_arbutd_innvkat_land,personer
2006,03,innvandrere,alle,0,17511,ikke_arbutd_innvkat_land,personer
2006,03,innvandrere,alle,1,13783,ikke_arbutd_innvkat_land,personer
2006,03,innvandrere,alle,alle,31294,ikke_arbutd_innvkat_land,personer
2006,04,alle,1,0,442,ikke_arbutd_innvkat_land,personer
2006,04,alle,1,1,318,ikke_arbutd_innvkat_land,personer
2006,04,alle,1,alle,760,ikke_arbutd_innvkat_land,personer
2006,04,alle,2,0,903,ikke_arbutd_innvkat_land,personer
2006,04,alle,2,1,602,ikke_arbutd_innvkat_land,personer
2006,04,alle,2,alle,1505,ikke_arbutd_innvkat_land,personer
2006,04,alle,alle,0,14247,ikke_arbutd_innvkat_land,personer
2006,04,alle,alle,1,10864,ikke_arbutd_innvkat_land,personer
2006,04,alle,alle,alle,25111,ikke_arbutd_innvkat_land,personer
2006,04,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,04,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,04,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,04,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,04,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,04,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,04,befolkningen_ellers,alle,0,12902,ikke_arbutd_innvkat_land,personer
2006,04,befolkningen_ellers,alle,1,9944,ikke_arbutd_innvkat_land,personer
2006,04,befolkningen_ellers,alle,alle,22846,ikke_arbutd_innvkat_land,personer
2006,04,innvandrere,1,0,442,ikke_arbutd_innvkat_land,personer
2006,04,innvandrere,1,1,318,ikke_arbutd_innvkat_land,personer
2006,04,innvandrere,1,alle,760,ikke_arbutd_innvkat_land,personer
2006,04,innvandrere,2,0,903,ikke_arbutd_innvkat_land,personer
2006,04,innvandrere,2,1,602,ikke_arbutd_innvkat_land,personer
2006,04,innvandrere,2,alle,1505,ikke_arbutd_innvkat_land,personer
2006,04,innvandrere,alle,0,1345,ikke_arbutd_innvkat_land,personer
2006,04,innvandrere,alle,1,920,ikke_arbutd_innvkat_land,personer
2006,04,innvandrere,alle,alle,2265,ikke_arbutd_innvkat_land,personer
2006,05,alle,1,0,326,ikke_arbutd_innvkat_land,personer
2006,05,alle,1,1,220,ikke_arbutd_innvkat_land,personer
2006,05,alle,1,alle,546,ikke_arbutd_innvkat_land,personer
2006,05,alle,2,0,774,ikke_arbutd_innvkat_land,personer
2006,05,alle,2,1,597,ikke_arbutd_innvkat_land,personer
2006,05,alle,2,alle,1371,ikke_arbutd_innvkat_land,personer
2006,05,alle,alle,0,12320,ikke_arbutd_innvkat_land,personer
2006,05,alle,alle,1,9032,ikke_arbutd_innvkat_land,personer
2006,05,alle,alle,alle,21352,ikke_arbutd_innvkat_land,personer
2006,05,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,05,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,05,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,05,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,05,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,05,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,05,befolkningen_ellers,alle,0,11220,ikke_arbutd_innvkat_land,personer
2006,05,befolkningen_ellers,alle,1,8215,ikke_arbutd_innvkat_land,personer
2006,05,befolkningen_ellers,alle,alle,19435,ikke_arbutd_innvkat_land,personer
2006,05,innvandrere,1,0,326,ikke_arbutd_innvkat_land,personer
2006,05,innvandrere,1,1,220,ikke_arbutd_innvkat_land,personer
2006,05,innvandrere,1,alle,546,ikke_arbutd_innvkat_land,personer
2006,05,innvandrere,2,0,774,ikke_arbutd_innvkat_land,personer
2006,05,innvandrere,2,1,597,ikke_arbutd_innvkat_land,personer
2006,05,innvandrere,2,alle,1371,ikke_arbutd_innvkat_land,personer
2006,05,innvandrere,alle,0,1100,ikke_arbutd_innvkat_land,personer
2006,05,innvandrere,alle,1,817,ikke_arbutd_innvkat_land,personer
2006,05,innvandrere,alle,alle,1917,ikke_arbutd_innvkat_land,personer
2006,06,alle,1,0,692,ikke_arbutd_innvkat_land,personer
2006,06,alle,1,1,496,ikke_arbutd_innvkat_land,personer
2006,06,alle,1,alle,1188,ikke_arbutd_innvkat_land,personer
2006,06,alle,2,0,2431,ikke_arbutd_innvkat_land,personer
2006,06,alle,2,1,1509,ikke_arbutd_innvkat_land,personer
2006,06,alle,2,alle,3940,ikke_arbutd_innvkat_land,personer
2006,06,alle,alle,0,17072,ikke_arbutd_innvkat_land,personer
2006,06,alle,alle,1,12492,ikke_arbutd_innvkat_land,personer
2006,06,alle,alle,alle,29564,ikke_arbutd_innvkat_land,personer
2006,06,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,06,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,06,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,06,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,06,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,06,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,06,befolkningen_ellers,alle,0,13949,ikke_arbutd_innvkat_land,personer
2006,06,befolkningen_ellers,alle,1,10487,ikke_arbutd_innvkat_land,personer
2006,06,befolkningen_ellers,alle,alle,24436,ikke_arbutd_innvkat_land,personer
2006,06,innvandrere,1,0,692,ikke_arbutd_innvkat_land,personer
2006,06,innvandrere,1,1,496,ikke_arbutd_innvkat_land,personer
2006,06,innvandrere,1,alle,1188,ikke_arbutd_innvkat_land,personer
2006,06,innvandrere,2,0,2431,ikke_arbutd_innvkat_land,personer
2006,06,innvandrere,2,1,1509,ikke_arbutd_innvkat_land,personer
2006,06,innvandrere,2,alle,3940,ikke_arbutd_innvkat_land,personer
2006,06,innvandrere,alle,0,3123,ikke_arbutd_innvkat_land,personer
2006,06,innvandrere,alle,1,2005,ikke_arbutd_innvkat_land,personer
2006,06,innvandrere,alle,alle,5128,ikke_arbutd_innvkat_land,personer
2006,07,alle,1,0,630,ikke_arbutd_innvkat_land,personer
2006,07,alle,1,1,479,ikke_arbutd_innvkat_land,personer
2006,07,alle,1,alle,1109,ikke_arbutd_innvkat_land,personer
2006,07,alle,2,0,1480,ikke_arbutd_innvkat_land,personer
2006,07,alle,2,1,935,ikke_arbutd_innvkat_land,personer
2006,07,alle,2,alle,2415,ikke_arbutd_innvkat_land,personer
2006,07,alle,alle,0,17094,ikke_arbutd_innvkat_land,personer
2006,07,alle,alle,1,12798,ikke_arbutd_innvkat_land,personer
2006,07,alle,alle,alle,29892,ikke_arbutd_innvkat_land,personer
2006,07,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,07,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,07,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,07,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,07,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,07,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,07,befolkningen_ellers,alle,0,14984,ikke_arbutd_innvkat_land,personer
2006,07,befolkningen_ellers,alle,1,11384,ikke_arbutd_innvkat_land,personer
2006,07,befolkningen_ellers,alle,alle,26368,ikke_arbutd_innvkat_land,personer
2006,07,innvandrere,1,0,630,ikke_arbutd_innvkat_land,personer
2006,07,innvandrere,1,1,479,ikke_arbutd_innvkat_land,personer
2006,07,innvandrere,1,alle,1109,ikke_arbutd_innvkat_land,personer
2006,07,innvandrere,2,0,1480,ikke_arbutd_innvkat_land,personer
2006,07,innvandrere,2,1,935,ikke_arbutd_innvkat_land,personer
2006,07,innvandrere,2,alle,2415,ikke_arbutd_innvkat_land,personer
2006,07,innvandrere,alle,0,2110,ikke_arbutd_innvkat_land,personer
2006,07,innvandrere,alle,1,1414,ikke_arbutd_innvkat_land,personer
2006,07,innvandrere,alle,alle,3524,ikke_arbutd_innvkat_land,personer
2006,08,alle,1,0,405,ikke_arbutd_innvkat_land,personer
2006,08,alle,1,1,304,ikke_arbutd_innvkat_land,personer
2006,08,alle,1,alle,709,ikke_arbutd_innvkat_land,personer
2006,08,alle,2,0,1147,ikke_arbutd_innvkat_land,personer
2006,08,alle,2,1,847,ikke_arbutd_innvkat_land,personer
2006,08,alle,2,alle,1994,ikke_arbutd_innvkat_land,personer
2006,08,alle,alle,0,12769,ikke_arbutd_innvkat_land,personer
2006,08,alle,alle,1,9821,ikke_arbutd_innvkat_land,personer
2006,08,alle,alle,alle,22590,ikke_arbutd_innvkat_land,personer
2006,08,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,08,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,08,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,08,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,08,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,08,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,08,befolkningen_ellers,alle,0,11217,ikke_arbutd_innvkat_land,personer
2006,08,befolkningen_ellers,alle,1,8670,ikke_arbutd_innvkat_land,personer
2006,08,befolkningen_ellers,alle,alle,19887,ikke_arbutd_innvkat_land,personer
2006,08,innvandrere,1,0,405,ikke_arbutd_innvkat_land,personer
2006,08,innvandrere,1,1,304,ikke_arbutd_innvkat_land,personer
2006,08,innvandrere,1,alle,709,ikke_arbutd_innvkat_land,personer
2006,08,innvandrere,2,0,1147,ikke_arbutd_innvkat_land,personer
2006,08,innvandrere,2,1,847,ikke_arbutd_innvkat_land,personer
2006,08,innvandrere,2,alle,1994,ikke_arbutd_innvkat_land,personer
2006,08,innvandrere,alle,0,1552,ikke_arbutd_innvkat_land,personer
2006,08,innvandrere,alle,1,1151,ikke_arbutd_innvkat_land,personer
2006,08,innvandrere,alle,alle,2703,ikke_arbutd_innvkat_land,personer
2006,09,alle,1,0,293,ikke_arbutd_innvkat_land,personer
2006,09,alle,1,1,209,ikke_arbutd_innvkat_land,personer
2006,09,alle,1,alle,502,ikke_arbutd_innvkat_land,personer
2006,09,alle,2,0,645,ikke_arbutd_innvkat_land,personer
2006,09,alle,2,1,384,ikke_arbutd_innvkat_land,personer
2006,09,alle,2,alle,1029,ikke_arbutd_innvkat_land,personer
2006,09,alle,alle,0,8363,ikke_arbutd_innvkat_land,personer
2006,09,alle,alle,1,6289,ikke_arbutd_innvkat_land,personer
2006,09,alle,alle,alle,14652,ikke_arbutd_innvkat_land,personer
2006,09,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,09,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,09,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,09,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,09,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,09,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,09,befolkningen_ellers,alle,0,7425,ikke_arbutd_innvkat_land,personer
2006,09,befolkningen_ellers,alle,1,5696,ikke_arbutd_innvkat_land,personer
2006,09,befolkningen_ellers,alle,alle,13121,ikke_arbutd_innvkat_land,personer
2006,09,innvandrere,1,0,293,ikke_arbutd_innvkat_land,personer
2006,09,innvandrere,1,1,209,ikke_arbutd_innvkat_land,personer
2006,09,innvandrere,1,alle,502,ikke_arbutd_innvkat_land,personer
2006,09,innvandrere,2,0,645,ikke_arbutd_innvkat_land,personer
2006,09,innvandrere,2,1,384,ikke_arbutd_innvkat_land,personer
2006,09,innvandrere,2,alle,1029,ikke_arbutd_innvkat_land,personer
2006,09,innvandrere,alle,0,938,ikke_arbutd_innvkat_land,personer
2006,09,innvandrere,alle,1,593,ikke_arbutd_innvkat_land,personer
2006,09,innvandrere,alle,alle,1531,ikke_arbutd_innvkat_land,personer
2006,10,alle,1,0,411,ikke_arbutd_innvkat_land,personer
2006,10,alle,1,1,336,ikke_arbutd_innvkat_land,personer
2006,10,alle,1,alle,747,ikke_arbutd_innvkat_land,personer
2006,10,alle,2,0,1444,ikke_arbutd_innvkat_land,personer
2006,10,alle,2,1,921,ikke_arbutd_innvkat_land,personer
2006,10,alle,2,alle,2365,ikke_arbutd_innvkat_land,personer
2006,10,alle,alle,0,12274,ikke_arbutd_innvkat_land,personer
2006,10,alle,alle,1,8773,ikke_arbutd_innvkat_land,personer
2006,10,alle,alle,alle,21047,ikke_arbutd_innvkat_land,personer
2006,10,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,10,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,10,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,10,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,10,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,10,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,10,befolkningen_ellers,alle,0,10419,ikke_arbutd_innvkat_land,personer
2006,10,befolkningen_ellers,alle,1,7516,ikke_arbutd_innvkat_land,personer
2006,10,befolkningen_ellers,alle,alle,17935,ikke_arbutd_innvkat_land,personer
2006,10,innvandrere,1,0,411,ikke_arbutd_innvkat_land,personer
2006,10,innvandrere,1,1,336,ikke_arbutd_innvkat_land,personer
2006,10,innvandrere,1,alle,747,ikke_arbutd_innvkat_land,personer
2006,10,innvandrere,2,0,1444,ikke_arbutd_innvkat_land,personer
2006,10,innvandrere,2,1,921,ikke_arbutd_innvkat_land,personer
2006,10,innvandrere,2,alle,2365,ikke_arbutd_innvkat_land,personer
2006,10,innvandrere,alle,0,1855,ikke_arbutd_innvkat_land,personer
2006,10,innvandrere,alle,1,1257,ikke_arbutd_innvkat_land,personer
2006,10,innvandrere,alle,alle,3112,ikke_arbutd_innvkat_land,personer
2006,11,alle,1,0,1280,ikke_arbutd_innvkat_land,personer
2006,11,alle,1,1,1136,ikke_arbutd_innvkat_land,personer
2006,11,alle,1,alle,2416,ikke_arbutd_innvkat_land,personer
2006,11,alle,2,0,2863,ikke_arbutd_innvkat_land,personer
2006,11,alle,2,1,1545,ikke_arbutd_innvkat_land,personer
2006,11,alle,2,alle,4408,ikke_arbutd_innvkat_land,personer
2006,11,alle,alle,0,25075,ikke_arbutd_innvkat_land,personer
2006,11,alle,alle,1,16927,ikke_arbutd_innvkat_land,personer
2006,11,alle,alle,alle,42002,ikke_arbutd_innvkat_land,personer
2006,11,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,11,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,11,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,11,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,11,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,11,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,11,befolkningen_ellers,alle,0,20932,ikke_arbutd_innvkat_land,personer
2006,11,befolkningen_ellers,alle,1,14246,ikke_arbutd_innvkat_land,personer
2006,11,befolkningen_ellers,alle,alle,35178,ikke_arbutd_innvkat_land,personer
2006,11,innvandrere,1,0,1280,ikke_arbutd_innvkat_land,personer
2006,11,innvandrere,1,1,1136,ikke_arbutd_innvkat_land,personer
2006,11,innvandrere,1,alle,2416,ikke_arbutd_innvkat_land,personer
2006,11,innvandrere,2,0,2863,ikke_arbutd_innvkat_land,personer
2006,11,innvandrere,2,1,1545,ikke_arbutd_innvkat_land,personer
2006,11,innvandrere,2,alle,4408,ikke_arbutd_innvkat_land,personer
2006,11,innvandrere,alle,0,4143,ikke_arbutd_innvkat_land,personer
2006,11,innvandrere,alle,1,2681,ikke_arbutd_innvkat_land,personer
2006,11,innvandrere,alle,alle,6824,ikke_arbutd_innvkat_land,personer
2006,12,alle,1,0,913,ikke_arbutd_innvkat_land,personer
2006,12,alle,1,1,840,ikke_arbutd_innvkat_land,personer
2006,12,alle,1,alle,1753,ikke_arbutd_innvkat_land,personer
2006,12,alle,2,0,2717,ikke_arbutd_innvkat_land,personer
2006,12,alle,2,1,1855,ikke_arbutd_innvkat_land,personer
2006,12,alle,2,alle,4572,ikke_arbutd_innvkat_land,personer
2006,12,alle,alle,0,27757,ikke_arbutd_innvkat_land,personer
2006,12,alle,alle,1,21531,ikke_arbutd_innvkat_land,personer
2006,12,alle,alle,alle,49288,ikke_arbutd_innvkat_land,personer
2006,12,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,12,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,12,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,12,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,12,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,12,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,12,befolkningen_ellers,alle,0,24127,ikke_arbutd_innvkat_land,personer
2006,12,befolkningen_ellers,alle,1,18836,ikke_arbutd_innvkat_land,personer
2006,12,befolkningen_ellers,alle,alle,42963,ikke_arbutd_innvkat_land,personer
2006,12,innvandrere,1,0,913,ikke_arbutd_innvkat_land,personer
2006,12,innvandrere,1,1,840,ikke_arbutd_innvkat_land,personer
2006,12,innvandrere,1,alle,1753,ikke_arbutd_innvkat_land,personer
2006,12,innvandrere,2,0,2717,ikke_arbutd_innvkat_land,personer
2006,12,innvandrere,2,1,1855,ikke_arbutd_innvkat_land,personer
2006,12,innvandrere,2,alle,4572,ikke_arbutd_innvkat_land,personer
2006,12,innvandrere,alle,0,3630,ikke_arbutd_innvkat_land,personer
2006,12,innvandrere,alle,1,2695,ikke_arbutd_innvkat_land,personer
2006,12,innvandrere,alle,alle,6325,ikke_arbutd_innvkat_land,personer
2006,14,alle,1,0,183,ikke_arbutd_innvkat_land,personer
2006,14,alle,1,1,124,ikke_arbutd_innvkat_land,personer
2006,14,alle,1,alle,307,ikke_arbutd_innvkat_land,personer
2006,14,alle,2,0,403,ikke_arbutd_innvkat_land,personer
2006,14,alle,2,1,248,ikke_arbutd_innvkat_land,personer
2006,14,alle,2,alle,651,ikke_arbutd_innvkat_land,personer
2006,14,alle,alle,0,5083,ikke_arbutd_innvkat_land,personer
2006,14,alle,alle,1,4022,ikke_arbutd_innvkat_land,personer
2006,14,alle,alle,alle,9105,ikke_arbutd_innvkat_land,personer
2006,14,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2006,14,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2006,14,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2006,14,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2006,14,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2006,14,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2006,14,befolkningen_ellers,alle,0,4497,ikke_arbutd_innvkat_land,personer
2006,14,befolkningen_ellers,alle,1,3650,ikke_arbutd_innvkat_land,personer
2006,14,befolkningen_ellers,alle,alle,8147,ikke_arbutd_innvkat_land,personer
2006,14,innvandrere,1,0,183,ikke_arbutd_innvkat_land,personer
