tabell_navn,aar,fylke_nr,naringsregion_nr,kommune_nr,bydel_nr,invkat_5,kjonn,enhet,tabellvariabel
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,alle,0,personer,3201
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,alle,0,prosent,68.19
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,5595
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,64.26
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,2680
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,59.78
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,2915
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,69.01
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,befolkningen_ellers,alle,personer,5754
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,64.22
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,befolkningen_ellers,1,personer,2765
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,befolkningen_ellers,1,prosent,59.84
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,befolkningen_ellers,0,personer,2989
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,befolkningen_ellers,0,prosent,68.89
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,innvandrere,alle,personer,363
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,innvandrere,alle,prosent,48.14
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,innvandrere,1,personer,151
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,innvandrere,1,prosent,37.84
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,innvandrere,0,personer,212
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,innvandrere,0,prosent,59.72
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,159
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,62.85
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,85
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,61.59
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,74
videregaende_fullfort,2011-2013,01,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,64.35
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,alle,alle,personer,13537
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,alle,alle,prosent,72.36
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,alle,1,personer,6772
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,alle,1,prosent,67.71
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,alle,0,personer,6765
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,alle,0,prosent,77.71
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,12369
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,73.58
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,6220
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,69.37
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,6149
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,78.4
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,befolkningen_ellers,alle,personer,12949
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,73.32
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,befolkningen_ellers,1,personer,6492
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,befolkningen_ellers,1,prosent,68.92
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,befolkningen_ellers,0,personer,6457
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,befolkningen_ellers,0,prosent,78.34
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,innvandrere,alle,personer,588
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,innvandrere,alle,prosent,56.16
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,innvandrere,1,personer,280
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,innvandrere,1,prosent,48.03
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,innvandrere,0,personer,308
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,innvandrere,0,prosent,66.38
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,580
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,68.16
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,272
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,60.18
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,308
videregaende_fullfort,2011-2013,02,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,77.19
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,alle,alle,personer,15718
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,alle,alle,prosent,76.8
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,alle,1,personer,7002
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,alle,1,prosent,71.4
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,alle,0,personer,8716
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,alle,0,prosent,81.78
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,12669
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,80.6
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,5723
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,76.44
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,6946
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,84.39
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,befolkningen_ellers,alle,personer,14522
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,78.68
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,befolkningen_ellers,1,personer,6526
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,befolkningen_ellers,1,prosent,73.62
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,befolkningen_ellers,0,personer,7996
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,befolkningen_ellers,0,prosent,83.37
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,innvandrere,alle,personer,1196
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,innvandrere,alle,prosent,59.53
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,innvandrere,1,personer,476
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,innvandrere,1,prosent,50.53
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,innvandrere,0,personer,720
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,innvandrere,0,prosent,67.48
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,1853
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,67.68
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,803
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,58.27
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,1050
videregaende_fullfort,2011-2013,03,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,77.21
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,alle,alle,personer,4690
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,alle,alle,prosent,67.42
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,alle,1,personer,2223
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,alle,1,prosent,61.24
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,alle,0,personer,2467
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,alle,0,prosent,74.17
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,4511
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,67.68
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,2148
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,61.69
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,2363
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,74.24
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,befolkningen_ellers,alle,personer,4558
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,67.81
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,befolkningen_ellers,1,personer,2165
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,befolkningen_ellers,1,prosent,61.8
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,befolkningen_ellers,0,personer,2393
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,befolkningen_ellers,0,prosent,74.34
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,innvandrere,alle,personer,132
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,innvandrere,alle,prosent,56.41
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,innvandrere,1,personer,58
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,innvandrere,1,prosent,45.67
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,innvandrere,0,personer,74
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,innvandrere,0,prosent,69.16
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,47
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,82.46
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,17
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,80.95
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,30
videregaende_fullfort,2011-2013,04,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,83.33
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,alle,alle,personer,4842
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,alle,alle,prosent,69.54
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,alle,1,personer,2342
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,alle,1,prosent,64.15
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,alle,0,personer,2500
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,alle,0,prosent,75.48
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,4641
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,70
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,2258
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,64.9
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,2383
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,75.63
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,befolkningen_ellers,alle,personer,4699
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,70.06
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,befolkningen_ellers,1,personer,2284
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,befolkningen_ellers,1,prosent,64.9
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,befolkningen_ellers,0,personer,2415
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,befolkningen_ellers,0,prosent,75.75
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,innvandrere,alle,personer,143
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,innvandrere,alle,prosent,55.86
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,innvandrere,1,personer,58
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,innvandrere,1,prosent,43.94
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,innvandrere,0,personer,85
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,innvandrere,0,prosent,68.55
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,58
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,75.32
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,26
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,65
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,32
videregaende_fullfort,2011-2013,05,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,86.49
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,alle,alle,personer,6133
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,alle,alle,prosent,68.59
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,alle,1,personer,2946
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,alle,1,prosent,63.02
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,alle,0,personer,3187
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,alle,0,prosent,74.69
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,5585
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,70.01
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,2708
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,64.61
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,2877
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,75.97
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,befolkningen_ellers,alle,personer,5818
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,69.56
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,befolkningen_ellers,1,personer,2809
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,befolkningen_ellers,1,prosent,63.96
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,befolkningen_ellers,0,personer,3009
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,befolkningen_ellers,0,prosent,75.76
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,innvandrere,alle,personer,315
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,innvandrere,alle,prosent,54.5
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,innvandrere,1,personer,137
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,innvandrere,1,prosent,48.41
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,innvandrere,0,personer,178
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,innvandrere,0,prosent,60.34
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,233
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,60.36
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,101
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,50.25
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,132
videregaende_fullfort,2011-2013,06,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,71.35
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,alle,alle,personer,5461
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,alle,alle,prosent,66.42
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,alle,1,personer,2666
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,alle,1,prosent,61.6
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,alle,0,personer,2795
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,alle,0,prosent,71.78
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,5176
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,67.39
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,2526
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,62.76
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,2650
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,72.48
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,befolkningen_ellers,alle,personer,5269
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,67.32
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,befolkningen_ellers,1,personer,2572
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,befolkningen_ellers,1,prosent,62.66
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,befolkningen_ellers,0,personer,2697
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,befolkningen_ellers,0,prosent,72.46
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,innvandrere,alle,personer,192
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,innvandrere,alle,prosent,48.61
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,innvandrere,1,personer,94
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,innvandrere,1,prosent,42.15
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,innvandrere,0,personer,98
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,innvandrere,0,prosent,56.98
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,93
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,63.7
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,46
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,57.5
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,47
videregaende_fullfort,2011-2013,07,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,71.21
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,alle,alle,personer,4355
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,alle,alle,prosent,68.23
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,alle,1,personer,2129
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,alle,1,prosent,63.88
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,alle,0,personer,2226
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,alle,0,prosent,72.98
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,4091
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,69.06
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,1995
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,64.96
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,2096
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,73.47
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,befolkningen_ellers,alle,personer,4150
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,68.86
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,befolkningen_ellers,1,personer,2028
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,befolkningen_ellers,1,prosent,64.73
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,befolkningen_ellers,0,personer,2122
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,befolkningen_ellers,0,prosent,73.32
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,innvandrere,alle,personer,205
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,innvandrere,alle,prosent,57.58
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,innvandrere,1,personer,101
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,innvandrere,1,prosent,50.5
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,innvandrere,0,personer,104
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,innvandrere,0,prosent,66.67
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,norskfodte_m_innvf,alle,personer,59
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,norskfodte_m_innvf,alle,prosent,57.28
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,norskfodte_m_innvf,1,personer,33
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,norskfodte_m_innvf,1,prosent,53.23
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,norskfodte_m_innvf,0,personer,26
videregaende_fullfort,2011-2013,08,NULL,NULL,NULL,norskfodte_m_innvf,0,prosent,63.41
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,alle,alle,personer,2840
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,alle,alle,prosent,67.83
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,alle,1,personer,1408
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,alle,1,prosent,65.22
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,alle,0,personer,1432
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,alle,0,prosent,70.61
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,personer,2710
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,68.49
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,bef_u_innv_og_norskf,1,personer,1335
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,bef_u_innv_og_norskf,1,prosent,65.89
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,bef_u_innv_og_norskf,0,personer,1375
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,bef_u_innv_og_norskf,0,prosent,71.21
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,befolkningen_ellers,alle,personer,2739
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,befolkningen_ellers,alle,prosent,68.41
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,befolkningen_ellers,1,personer,1352
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,befolkningen_ellers,1,prosent,65.82
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,befolkningen_ellers,0,personer,1387
videregaende_fullfort,2011-2013,09,NULL,NULL,NULL,befolkningen_ellers,0,prosent,71.13
