aar,bydel_nr,vreg_3,botid_5,tabellvariabel,tabell_navn,enhet
2006,030102,alle,10+,2035,sysselsatte_botid_land,personer
2006,030102,alle,5_9,824,sysselsatte_botid_land,personer
2006,030102,alle,alle,3926,sysselsatte_botid_land,personer
2006,030103,1,0_4,885,sysselsatte_botid_land,personer
2006,030103,1,10+,897,sysselsatte_botid_land,personer
2006,030103,1,5_9,456,sysselsatte_botid_land,personer
2006,030103,1,alle,2238,sysselsatte_botid_land,personer
2006,030103,2,0_4,501,sysselsatte_botid_land,personer
2006,030103,2,10+,1774,sysselsatte_botid_land,personer
2006,030103,2,5_9,579,sysselsatte_botid_land,personer
2006,030103,2,alle,2854,sysselsatte_botid_land,personer
2006,030103,alle,0_4,1386,sysselsatte_botid_land,personer
2006,030103,alle,10+,2671,sysselsatte_botid_land,personer
2006,030103,alle,5_9,1035,sysselsatte_botid_land,personer
2006,030103,alle,alle,5092,sysselsatte_botid_land,personer
2006,030104,1,0_4,755,sysselsatte_botid_land,personer
2006,030104,1,10+,742,sysselsatte_botid_land,personer
2006,030104,1,5_9,413,sysselsatte_botid_land,personer
2006,030104,1,alle,1910,sysselsatte_botid_land,personer
2006,030104,2,0_4,614,sysselsatte_botid_land,personer
2006,030104,2,10+,1645,sysselsatte_botid_land,personer
2006,030104,2,5_9,603,sysselsatte_botid_land,personer
2006,030104,2,alle,2862,sysselsatte_botid_land,personer
2006,030104,alle,0_4,1369,sysselsatte_botid_land,personer
2006,030104,alle,10+,2387,sysselsatte_botid_land,personer
2006,030104,alle,5_9,1016,sysselsatte_botid_land,personer
2006,030104,alle,alle,4772,sysselsatte_botid_land,personer
2006,030105,1,0_4,637,sysselsatte_botid_land,personer
2006,030105,1,10+,642,sysselsatte_botid_land,personer
2006,030105,1,5_9,304,sysselsatte_botid_land,personer
2006,030105,1,alle,1583,sysselsatte_botid_land,personer
2006,030105,2,0_4,407,sysselsatte_botid_land,personer
2006,030105,2,10+,1282,sysselsatte_botid_land,personer
2006,030105,2,5_9,406,sysselsatte_botid_land,personer
2006,030105,2,alle,2095,sysselsatte_botid_land,personer
2006,030105,alle,0_4,1044,sysselsatte_botid_land,personer
2006,030105,alle,10+,1924,sysselsatte_botid_land,personer
2006,030105,alle,5_9,710,sysselsatte_botid_land,personer
2006,030105,alle,alle,3678,sysselsatte_botid_land,personer
2006,030106,1,0_4,548,sysselsatte_botid_land,personer
2006,030106,1,10+,631,sysselsatte_botid_land,personer
2006,030106,1,5_9,310,sysselsatte_botid_land,personer
2006,030106,1,alle,1489,sysselsatte_botid_land,personer
2006,030106,2,0_4,406,sysselsatte_botid_land,personer
2006,030106,2,10+,1473,sysselsatte_botid_land,personer
2006,030106,2,5_9,492,sysselsatte_botid_land,personer
2006,030106,2,alle,2371,sysselsatte_botid_land,personer
2006,030106,alle,0_4,954,sysselsatte_botid_land,personer
2006,030106,alle,10+,2104,sysselsatte_botid_land,personer
2006,030106,alle,5_9,802,sysselsatte_botid_land,personer
2006,030106,alle,alle,3860,sysselsatte_botid_land,personer
2006,030107,1,0_4,469,sysselsatte_botid_land,personer
2006,030107,1,10+,480,sysselsatte_botid_land,personer
2006,030107,1,5_9,204,sysselsatte_botid_land,personer
2006,030107,1,alle,1153,sysselsatte_botid_land,personer
2006,030107,2,0_4,353,sysselsatte_botid_land,personer
2006,030107,2,10+,1405,sysselsatte_botid_land,personer
2006,030107,2,5_9,400,sysselsatte_botid_land,personer
2006,030107,2,alle,2158,sysselsatte_botid_land,personer
2006,030107,alle,0_4,822,sysselsatte_botid_land,personer
2006,030107,alle,10+,1885,sysselsatte_botid_land,personer
2006,030107,alle,5_9,604,sysselsatte_botid_land,personer
2006,030107,alle,alle,3311,sysselsatte_botid_land,personer
2006,030108,1,0_4,581,sysselsatte_botid_land,personer
2006,030108,1,10+,495,sysselsatte_botid_land,personer
2006,030108,1,5_9,272,sysselsatte_botid_land,personer
2006,030108,1,alle,1348,sysselsatte_botid_land,personer
2006,030108,2,0_4,630,sysselsatte_botid_land,personer
2006,030108,2,10+,1228,sysselsatte_botid_land,personer
2006,030108,2,5_9,460,sysselsatte_botid_land,personer
2006,030108,2,alle,2318,sysselsatte_botid_land,personer
2006,030108,alle,0_4,1211,sysselsatte_botid_land,personer
2006,030108,alle,10+,1723,sysselsatte_botid_land,personer
2006,030108,alle,5_9,732,sysselsatte_botid_land,personer
2006,030108,alle,alle,3666,sysselsatte_botid_land,personer
2006,030109,1,0_4,321,sysselsatte_botid_land,personer
2006,030109,1,10+,410,sysselsatte_botid_land,personer
2006,030109,1,5_9,161,sysselsatte_botid_land,personer
2006,030109,1,alle,892,sysselsatte_botid_land,personer
2006,030109,2,0_4,287,sysselsatte_botid_land,personer
2006,030109,2,10+,1153,sysselsatte_botid_land,personer
2006,030109,2,5_9,341,sysselsatte_botid_land,personer
2006,030109,2,alle,1781,sysselsatte_botid_land,personer
2006,030109,alle,0_4,608,sysselsatte_botid_land,personer
2006,030109,alle,10+,1563,sysselsatte_botid_land,personer
2006,030109,alle,5_9,502,sysselsatte_botid_land,personer
2006,030109,alle,alle,2673,sysselsatte_botid_land,personer
2006,030110,1,0_4,244,sysselsatte_botid_land,personer
2006,030110,1,10+,373,sysselsatte_botid_land,personer
2006,030110,1,5_9,146,sysselsatte_botid_land,personer
2006,030110,1,alle,763,sysselsatte_botid_land,personer
2006,030110,2,0_4,404,sysselsatte_botid_land,personer
2006,030110,2,10+,1353,sysselsatte_botid_land,personer
2006,030110,2,5_9,518,sysselsatte_botid_land,personer
2006,030110,2,alle,2275,sysselsatte_botid_land,personer
2006,030110,alle,0_4,648,sysselsatte_botid_land,personer
2006,030110,alle,10+,1726,sysselsatte_botid_land,personer
2006,030110,alle,5_9,664,sysselsatte_botid_land,personer
2006,030110,alle,alle,3038,sysselsatte_botid_land,personer
2006,030111,1,0_4,184,sysselsatte_botid_land,personer
2006,030111,1,10+,224,sysselsatte_botid_land,personer
2006,030111,1,5_9,85,sysselsatte_botid_land,personer
2006,030111,1,alle,493,sysselsatte_botid_land,personer
2006,030111,2,0_4,211,sysselsatte_botid_land,personer
2006,030111,2,10+,841,sysselsatte_botid_land,personer
2006,030111,2,5_9,213,sysselsatte_botid_land,personer
2006,030111,2,alle,1265,sysselsatte_botid_land,personer
2006,030111,alle,0_4,395,sysselsatte_botid_land,personer
2006,030111,alle,10+,1065,sysselsatte_botid_land,personer
2006,030111,alle,5_9,298,sysselsatte_botid_land,personer
2006,030111,alle,alle,1758,sysselsatte_botid_land,personer
2006,030112,1,0_4,201,sysselsatte_botid_land,personer
2006,030112,1,10+,187,sysselsatte_botid_land,personer
2006,030112,1,5_9,90,sysselsatte_botid_land,personer
2006,030112,1,alle,478,sysselsatte_botid_land,personer
2006,030112,2,0_4,129,sysselsatte_botid_land,personer
2006,030112,2,10+,605,sysselsatte_botid_land,personer
2006,030112,2,5_9,165,sysselsatte_botid_land,personer
2006,030112,2,alle,899,sysselsatte_botid_land,personer
2006,030112,alle,0_4,330,sysselsatte_botid_land,personer
2006,030112,alle,10+,792,sysselsatte_botid_land,personer
2006,030112,alle,5_9,255,sysselsatte_botid_land,personer
2006,030112,alle,alle,1377,sysselsatte_botid_land,personer
2006,030113,1,0_4,153,sysselsatte_botid_land,personer
2006,030113,1,10+,168,sysselsatte_botid_land,personer
2006,030113,1,5_9,79,sysselsatte_botid_land,personer
2006,030113,1,alle,400,sysselsatte_botid_land,personer
2006,030113,2,0_4,223,sysselsatte_botid_land,personer
2006,030113,2,10+,989,sysselsatte_botid_land,personer
2006,030113,2,5_9,307,sysselsatte_botid_land,personer
2006,030113,2,alle,1519,sysselsatte_botid_land,personer
2006,030113,alle,0_4,376,sysselsatte_botid_land,personer
2006,030113,alle,10+,1157,sysselsatte_botid_land,personer
2006,030113,alle,5_9,386,sysselsatte_botid_land,personer
2006,030113,alle,alle,1919,sysselsatte_botid_land,personer
2006,030114,1,0_4,85,sysselsatte_botid_land,personer
2006,030114,1,10+,118,sysselsatte_botid_land,personer
2006,030114,1,5_9,48,sysselsatte_botid_land,personer
2006,030114,1,alle,251,sysselsatte_botid_land,personer
2006,030114,2,0_4,145,sysselsatte_botid_land,personer
2006,030114,2,10+,685,sysselsatte_botid_land,personer
2006,030114,2,5_9,177,sysselsatte_botid_land,personer
2006,030114,2,alle,1007,sysselsatte_botid_land,personer
2006,030114,alle,0_4,230,sysselsatte_botid_land,personer
2006,030114,alle,10+,803,sysselsatte_botid_land,personer
2006,030114,alle,5_9,225,sysselsatte_botid_land,personer
2006,030114,alle,alle,1258,sysselsatte_botid_land,personer
2006,030115,1,0_4,67,sysselsatte_botid_land,personer
2006,030115,1,10+,165,sysselsatte_botid_land,personer
2006,030115,1,5_9,59,sysselsatte_botid_land,personer
2006,030115,1,alle,291,sysselsatte_botid_land,personer
2006,030115,2,0_4,158,sysselsatte_botid_land,personer
2006,030115,2,10+,676,sysselsatte_botid_land,personer
2006,030115,2,5_9,179,sysselsatte_botid_land,personer
2006,030115,2,alle,1013,sysselsatte_botid_land,personer
2006,030115,alle,0_4,225,sysselsatte_botid_land,personer
2006,030115,alle,10+,841,sysselsatte_botid_land,personer
2006,030115,alle,5_9,238,sysselsatte_botid_land,personer
2006,030115,alle,alle,1304,sysselsatte_botid_land,personer
2006,030116,1,0_4,31,sysselsatte_botid_land,personer
2006,030116,1,10+,102,sysselsatte_botid_land,personer
2006,030116,1,5_9,33,sysselsatte_botid_land,personer
2006,030116,1,alle,166,sysselsatte_botid_land,personer
2006,030116,2,0_4,98,sysselsatte_botid_land,personer
2006,030116,2,10+,588,sysselsatte_botid_land,personer
2006,030116,2,5_9,160,sysselsatte_botid_land,personer
2006,030116,2,alle,846,sysselsatte_botid_land,personer
2006,030116,alle,0_4,129,sysselsatte_botid_land,personer
2006,030116,alle,10+,690,sysselsatte_botid_land,personer
2006,030116,alle,5_9,193,sysselsatte_botid_land,personer
2006,030116,alle,alle,1012,sysselsatte_botid_land,personer
2006,030117,1,0_4,61,sysselsatte_botid_land,personer
2006,030117,1,10+,97,sysselsatte_botid_land,personer
2006,030117,1,5_9,36,sysselsatte_botid_land,personer
2006,030117,1,alle,194,sysselsatte_botid_land,personer
2006,030117,2,0_4,200,sysselsatte_botid_land,personer
2006,030117,2,10+,1070,sysselsatte_botid_land,personer
2006,030117,2,5_9,332,sysselsatte_botid_land,personer
2006,030117,2,alle,1602,sysselsatte_botid_land,personer
2006,030117,alle,0_4,261,sysselsatte_botid_land,personer
2006,030117,alle,10+,1167,sysselsatte_botid_land,personer
2006,030117,alle,5_9,368,sysselsatte_botid_land,personer
2006,030117,alle,alle,1796,sysselsatte_botid_land,personer
2006,030199,1,0_4,192,sysselsatte_botid_land,personer
2006,030199,1,10+,37,sysselsatte_botid_land,personer
2006,030199,1,5_9,36,sysselsatte_botid_land,personer
2006,030199,1,alle,265,sysselsatte_botid_land,personer
2006,030199,2,0_4,65,sysselsatte_botid_land,personer
2006,030199,2,10+,97,sysselsatte_botid_land,personer
2006,030199,2,5_9,48,sysselsatte_botid_land,personer
2006,030199,2,alle,210,sysselsatte_botid_land,personer
2006,030199,alle,0_4,257,sysselsatte_botid_land,personer
2006,030199,alle,10+,134,sysselsatte_botid_land,personer
2006,030199,alle,5_9,84,sysselsatte_botid_land,personer
2006,030199,alle,alle,475,sysselsatte_botid_land,personer
2007,00,1,0_4,42700,sysselsatte_botid_land,personer
2007,00,1,10+,40315,sysselsatte_botid_land,personer
2007,00,1,5_9,15053,sysselsatte_botid_land,personer
2007,00,1,alle,98068,sysselsatte_botid_land,personer
2007,00,2,0_4,25838,sysselsatte_botid_land,personer
2007,00,2,10+,60811,sysselsatte_botid_land,personer
2007,00,2,5_9,28391,sysselsatte_botid_land,personer
2007,00,2,alle,115040,sysselsatte_botid_land,personer
2007,00,alle,0_4,68538,sysselsatte_botid_land,personer
2007,00,alle,10+,101126,sysselsatte_botid_land,personer
2007,00,alle,5_9,43444,sysselsatte_botid_land,personer
2007,00,alle,alle,213108,sysselsatte_botid_land,personer
2007,030101,1,0_4,1207,sysselsatte_botid_land,personer
2007,030101,1,10+,905,sysselsatte_botid_land,personer
2007,030101,1,5_9,405,sysselsatte_botid_land,personer
2007,030101,1,alle,2517,sysselsatte_botid_land,personer
2007,030101,2,0_4,670,sysselsatte_botid_land,personer
2007,030101,2,10+,1559,sysselsatte_botid_land,personer
2007,030101,2,5_9,744,sysselsatte_botid_land,personer
2007,030101,2,alle,2973,sysselsatte_botid_land,personer
2007,030101,alle,0_4,1877,sysselsatte_botid_land,personer
2007,030101,alle,10+,2464,sysselsatte_botid_land,personer
2007,030101,alle,5_9,1149,sysselsatte_botid_land,personer
2007,030101,alle,alle,5490,sysselsatte_botid_land,personer
2007,030102,1,0_4,899,sysselsatte_botid_land,personer
2007,030102,1,10+,729,sysselsatte_botid_land,personer
2007,030102,1,5_9,371,sysselsatte_botid_land,personer
2007,030102,1,alle,1999,sysselsatte_botid_land,personer
2007,030102,2,0_4,451,sysselsatte_botid_land,personer
2007,030102,2,10+,1361,sysselsatte_botid_land,personer
2007,030102,2,5_9,513,sysselsatte_botid_land,personer
2007,030102,2,alle,2325,sysselsatte_botid_land,personer
2007,030102,alle,0_4,1350,sysselsatte_botid_land,personer
2007,030102,alle,10+,2090,sysselsatte_botid_land,personer
2007,030102,alle,5_9,884,sysselsatte_botid_land,personer
2007,030102,alle,alle,4324,sysselsatte_botid_land,personer
2007,030103,1,0_4,1149,sysselsatte_botid_land,personer
2007,030103,1,10+,964,sysselsatte_botid_land,personer
2007,030103,1,5_9,444,sysselsatte_botid_land,personer
2007,030103,1,alle,2557,sysselsatte_botid_land,personer
2007,030103,2,0_4,591,sysselsatte_botid_land,personer
2007,030103,2,10+,1921,sysselsatte_botid_land,personer
2007,030103,2,5_9,699,sysselsatte_botid_land,personer
2007,030103,2,alle,3211,sysselsatte_botid_land,personer
2007,030103,alle,0_4,1740,sysselsatte_botid_land,personer
2007,030103,alle,10+,2885,sysselsatte_botid_land,personer
2007,030103,alle,5_9,1143,sysselsatte_botid_land,personer
2007,030103,alle,alle,5768,sysselsatte_botid_land,personer
2007,030104,1,0_4,1124,sysselsatte_botid_land,personer
2007,030104,1,10+,768,sysselsatte_botid_land,personer
2007,030104,1,5_9,389,sysselsatte_botid_land,personer
2007,030104,1,alle,2281,sysselsatte_botid_land,personer
2007,030104,2,0_4,633,sysselsatte_botid_land,personer
2007,030104,2,10+,1818,sysselsatte_botid_land,personer
2007,030104,2,5_9,729,sysselsatte_botid_land,personer
2007,030104,2,alle,3180,sysselsatte_botid_land,personer
2007,030104,alle,0_4,1757,sysselsatte_botid_land,personer
2007,030104,alle,10+,2586,sysselsatte_botid_land,personer
2007,030104,alle,5_9,1118,sysselsatte_botid_land,personer
2007,030104,alle,alle,5461,sysselsatte_botid_land,personer
2007,030105,1,0_4,894,sysselsatte_botid_land,personer
2007,030105,1,10+,671,sysselsatte_botid_land,personer
2007,030105,1,5_9,346,sysselsatte_botid_land,personer
2007,030105,1,alle,1911,sysselsatte_botid_land,personer
2007,030105,2,0_4,465,sysselsatte_botid_land,personer
2007,030105,2,10+,1441,sysselsatte_botid_land,personer
2007,030105,2,5_9,470,sysselsatte_botid_land,personer
2007,030105,2,alle,2376,sysselsatte_botid_land,personer
2007,030105,alle,0_4,1359,sysselsatte_botid_land,personer
2007,030105,alle,10+,2112,sysselsatte_botid_land,personer
2007,030105,alle,5_9,816,sysselsatte_botid_land,personer
2007,030105,alle,alle,4287,sysselsatte_botid_land,personer
2007,030106,1,0_4,868,sysselsatte_botid_land,personer
2007,030106,1,10+,661,sysselsatte_botid_land,personer
2007,030106,1,5_9,314,sysselsatte_botid_land,personer
2007,030106,1,alle,1843,sysselsatte_botid_land,personer
2007,030106,2,0_4,488,sysselsatte_botid_land,personer
2007,030106,2,10+,1552,sysselsatte_botid_land,personer
2007,030106,2,5_9,542,sysselsatte_botid_land,personer
2007,030106,2,alle,2582,sysselsatte_botid_land,personer
2007,030106,alle,0_4,1356,sysselsatte_botid_land,personer
2007,030106,alle,10+,2213,sysselsatte_botid_land,personer
2007,030106,alle,5_9,856,sysselsatte_botid_land,personer
2007,030106,alle,alle,4425,sysselsatte_botid_land,personer
2007,030107,1,0_4,671,sysselsatte_botid_land,personer
2007,030107,1,10+,520,sysselsatte_botid_land,personer
2007,030107,1,5_9,193,sysselsatte_botid_land,personer
2007,030107,1,alle,1384,sysselsatte_botid_land,personer
2007,030107,2,0_4,332,sysselsatte_botid_land,personer
2007,030107,2,10+,1481,sysselsatte_botid_land,personer
2007,030107,2,5_9,503,sysselsatte_botid_land,personer
2007,030107,2,alle,2316,sysselsatte_botid_land,personer
2007,030107,alle,0_4,1003,sysselsatte_botid_land,personer
2007,030107,alle,10+,2001,sysselsatte_botid_land,personer
2007,030107,alle,5_9,696,sysselsatte_botid_land,personer
2007,030107,alle,alle,3700,sysselsatte_botid_land,personer
2007,030108,1,0_4,796,sysselsatte_botid_land,personer
2007,030108,1,10+,524,sysselsatte_botid_land,personer
2007,030108,1,5_9,275,sysselsatte_botid_land,personer
2007,030108,1,alle,1595,sysselsatte_botid_land,personer
2007,030108,2,0_4,682,sysselsatte_botid_land,personer
2007,030108,2,10+,1331,sysselsatte_botid_land,personer
2007,030108,2,5_9,561,sysselsatte_botid_land,personer
2007,030108,2,alle,2574,sysselsatte_botid_land,personer
2007,030108,alle,0_4,1478,sysselsatte_botid_land,personer
2007,030108,alle,10+,1855,sysselsatte_botid_land,personer
2007,030108,alle,5_9,836,sysselsatte_botid_land,personer
2007,030108,alle,alle,4169,sysselsatte_botid_land,personer
2007,030109,1,0_4,404,sysselsatte_botid_land,personer
2007,030109,1,10+,430,sysselsatte_botid_land,personer
2007,030109,1,5_9,180,sysselsatte_botid_land,personer
2007,030109,1,alle,1014,sysselsatte_botid_land,personer
2007,030109,2,0_4,298,sysselsatte_botid_land,personer
2007,030109,2,10+,1226,sysselsatte_botid_land,personer
2007,030109,2,5_9,419,sysselsatte_botid_land,personer
2007,030109,2,alle,1943,sysselsatte_botid_land,personer
2007,030109,alle,0_4,702,sysselsatte_botid_land,personer
2007,030109,alle,10+,1656,sysselsatte_botid_land,personer
2007,030109,alle,5_9,599,sysselsatte_botid_land,personer
2007,030109,alle,alle,2957,sysselsatte_botid_land,personer
2007,030110,1,0_4,345,sysselsatte_botid_land,personer
2007,030110,1,10+,393,sysselsatte_botid_land,personer
2007,030110,1,5_9,183,sysselsatte_botid_land,personer
2007,030110,1,alle,921,sysselsatte_botid_land,personer
2007,030110,2,0_4,429,sysselsatte_botid_land,personer
2007,030110,2,10+,1427,sysselsatte_botid_land,personer
2007,030110,2,5_9,557,sysselsatte_botid_land,personer
2007,030110,2,alle,2413,sysselsatte_botid_land,personer
2007,030110,alle,0_4,774,sysselsatte_botid_land,personer
2007,030110,alle,10+,1820,sysselsatte_botid_land,personer
2007,030110,alle,5_9,740,sysselsatte_botid_land,personer
2007,030110,alle,alle,3334,sysselsatte_botid_land,personer
2007,030111,1,0_4,246,sysselsatte_botid_land,personer
2007,030111,1,10+,227,sysselsatte_botid_land,personer
2007,030111,1,5_9,91,sysselsatte_botid_land,personer
2007,030111,1,alle,564,sysselsatte_botid_land,personer
2007,030111,2,0_4,260,sysselsatte_botid_land,personer
2007,030111,2,10+,844,sysselsatte_botid_land,personer
2007,030111,2,5_9,259,sysselsatte_botid_land,personer
2007,030111,2,alle,1363,sysselsatte_botid_land,personer
2007,030111,alle,0_4,506,sysselsatte_botid_land,personer
2007,030111,alle,10+,1071,sysselsatte_botid_land,personer
2007,030111,alle,5_9,350,sysselsatte_botid_land,personer
2007,030111,alle,alle,1927,sysselsatte_botid_land,personer
2007,030112,1,0_4,286,sysselsatte_botid_land,personer
2007,030112,1,10+,201,sysselsatte_botid_land,personer
2007,030112,1,5_9,89,sysselsatte_botid_land,personer
2007,030112,1,alle,576,sysselsatte_botid_land,personer
2007,030112,2,0_4,160,sysselsatte_botid_land,personer
2007,030112,2,10+,650,sysselsatte_botid_land,personer
2007,030112,2,5_9,218,sysselsatte_botid_land,personer
2007,030112,2,alle,1028,sysselsatte_botid_land,personer
2007,030112,alle,0_4,446,sysselsatte_botid_land,personer
2007,030112,alle,10+,851,sysselsatte_botid_land,personer
2007,030112,alle,5_9,307,sysselsatte_botid_land,personer
2007,030112,alle,alle,1604,sysselsatte_botid_land,personer
2007,030113,1,0_4,195,sysselsatte_botid_land,personer
2007,030113,1,10+,174,sysselsatte_botid_land,personer
2007,030113,1,5_9,86,sysselsatte_botid_land,personer
2007,030113,1,alle,455,sysselsatte_botid_land,personer
2007,030113,2,0_4,251,sysselsatte_botid_land,personer
2007,030113,2,10+,1029,sysselsatte_botid_land,personer
2007,030113,2,5_9,397,sysselsatte_botid_land,personer
2007,030113,2,alle,1677,sysselsatte_botid_land,personer
2007,030113,alle,0_4,446,sysselsatte_botid_land,personer
2007,030113,alle,10+,1203,sysselsatte_botid_land,personer
2007,030113,alle,5_9,483,sysselsatte_botid_land,personer
2007,030113,alle,alle,2132,sysselsatte_botid_land,personer
2007,030114,1,0_4,102,sysselsatte_botid_land,personer
2007,030114,1,10+,132,sysselsatte_botid_land,personer
2007,030114,1,5_9,55,sysselsatte_botid_land,personer
2007,030114,1,alle,289,sysselsatte_botid_land,personer
2007,030114,2,0_4,155,sysselsatte_botid_land,personer
2007,030114,2,10+,751,sysselsatte_botid_land,personer
2007,030114,2,5_9,234,sysselsatte_botid_land,personer
2007,030114,2,alle,1140,sysselsatte_botid_land,personer
2007,030114,alle,0_4,257,sysselsatte_botid_land,personer
2007,030114,alle,10+,883,sysselsatte_botid_land,personer
2007,030114,alle,5_9,289,sysselsatte_botid_land,personer
2007,030114,alle,alle,1429,sysselsatte_botid_land,personer
2007,030115,1,0_4,78,sysselsatte_botid_land,personer
2007,030115,1,10+,188,sysselsatte_botid_land,personer
2007,030115,1,5_9,71,sysselsatte_botid_land,personer
2007,030115,1,alle,337,sysselsatte_botid_land,personer
2007,030115,2,0_4,143,sysselsatte_botid_land,personer
2007,030115,2,10+,748,sysselsatte_botid_land,personer
2007,030115,2,5_9,231,sysselsatte_botid_land,personer
2007,030115,2,alle,1122,sysselsatte_botid_land,personer
2007,030115,alle,0_4,221,sysselsatte_botid_land,personer
2007,030115,alle,10+,936,sysselsatte_botid_land,personer
2007,030115,alle,5_9,302,sysselsatte_botid_land,personer
2007,030115,alle,alle,1459,sysselsatte_botid_land,personer
2007,030116,1,0_4,28,sysselsatte_botid_land,personer
2007,030116,1,10+,104,sysselsatte_botid_land,personer
2007,030116,1,5_9,31,sysselsatte_botid_land,personer
2007,030116,1,alle,163,sysselsatte_botid_land,personer
2007,030116,2,0_4,101,sysselsatte_botid_land,personer
2007,030116,2,10+,650,sysselsatte_botid_land,personer
2007,030116,2,5_9,186,sysselsatte_botid_land,personer
2007,030116,2,alle,937,sysselsatte_botid_land,personer
2007,030116,alle,0_4,129,sysselsatte_botid_land,personer
2007,030116,alle,10+,754,sysselsatte_botid_land,personer
2007,030116,alle,5_9,217,sysselsatte_botid_land,personer
2007,030116,alle,alle,1100,sysselsatte_botid_land,personer
2007,030117,1,0_4,110,sysselsatte_botid_land,personer
2007,030117,1,10+,104,sysselsatte_botid_land,personer
2007,030117,1,5_9,37,sysselsatte_botid_land,personer
2007,030117,1,alle,251,sysselsatte_botid_land,personer
2007,030117,2,0_4,207,sysselsatte_botid_land,personer
2007,030117,2,10+,1124,sysselsatte_botid_land,personer
2007,030117,2,5_9,364,sysselsatte_botid_land,personer
2007,030117,2,alle,1695,sysselsatte_botid_land,personer
2007,030117,alle,0_4,317,sysselsatte_botid_land,personer
2007,030117,alle,10+,1228,sysselsatte_botid_land,personer
2007,030117,alle,5_9,401,sysselsatte_botid_land,personer
2007,030117,alle,alle,1946,sysselsatte_botid_land,personer
2007,030199,1,0_4,173,sysselsatte_botid_land,personer
2007,030199,1,10+,35,sysselsatte_botid_land,personer
2007,030199,1,5_9,35,sysselsatte_botid_land,personer
2007,030199,1,alle,243,sysselsatte_botid_land,personer
2007,030199,2,0_4,50,sysselsatte_botid_land,personer
2007,030199,2,10+,114,sysselsatte_botid_land,personer
2007,030199,2,5_9,59,sysselsatte_botid_land,personer
2007,030199,2,alle,223,sysselsatte_botid_land,personer
2007,030199,alle,0_4,223,sysselsatte_botid_land,personer
2007,030199,alle,10+,149,sysselsatte_botid_land,personer
2007,030199,alle,5_9,94,sysselsatte_botid_land,personer
2007,030199,alle,alle,466,sysselsatte_botid_land,personer
2008,00,1,0_4,57906,sysselsatte_botid_land,personer
2008,00,1,10+,43093,sysselsatte_botid_land,personer
2008,00,1,5_9,14810,sysselsatte_botid_land,personer
2008,00,1,alle,115809,sysselsatte_botid_land,personer
2008,00,2,0_4,27845,sysselsatte_botid_land,personer
2008,00,2,10+,65047,sysselsatte_botid_land,personer
2008,00,2,5_9,32314,sysselsatte_botid_land,personer
2008,00,2,alle,125206,sysselsatte_botid_land,personer
2008,00,alle,0_4,85751,sysselsatte_botid_land,personer
2008,00,alle,10+,108140,sysselsatte_botid_land,personer
2008,00,alle,5_9,47124,sysselsatte_botid_land,personer
2008,00,alle,alle,241015,sysselsatte_botid_land,personer
2008,030101,1,0_4,1698,sysselsatte_botid_land,personer
2008,030101,1,10+,980,sysselsatte_botid_land,personer
2008,030101,1,5_9,413,sysselsatte_botid_land,personer
2008,030101,1,alle,3091,sysselsatte_botid_land,personer
2008,030101,2,0_4,715,sysselsatte_botid_land,personer
2008,030101,2,10+,1704,sysselsatte_botid_land,personer
2008,030101,2,5_9,744,sysselsatte_botid_land,personer
2008,030101,2,alle,3163,sysselsatte_botid_land,personer
2008,030101,alle,0_4,2413,sysselsatte_botid_land,personer
