aar,fylke_nr,innvkat_3,kjonn,aldersinndeling_etter_grskole,tabellvariabel,tabell_navn,enhet
2006,03,alle,alle,26_66,68288,ikke_arbutd_innvkat_alder,personer
2006,03,alle,alle,alle,77407,ikke_arbutd_innvkat_alder,personer
2006,03,befolkningen_ellers,0,16_25,2165,ikke_arbutd_innvkat_alder,personer
2006,03,befolkningen_ellers,0,26_66,22219,ikke_arbutd_innvkat_alder,personer
2006,03,befolkningen_ellers,0,alle,24384,ikke_arbutd_innvkat_alder,personer
2006,03,befolkningen_ellers,1,16_25,2634,ikke_arbutd_innvkat_alder,personer
2006,03,befolkningen_ellers,1,26_66,19095,ikke_arbutd_innvkat_alder,personer
2006,03,befolkningen_ellers,1,alle,21729,ikke_arbutd_innvkat_alder,personer
2006,03,befolkningen_ellers,alle,16_25,4799,ikke_arbutd_innvkat_alder,personer
2006,03,befolkningen_ellers,alle,26_66,41314,ikke_arbutd_innvkat_alder,personer
2006,03,befolkningen_ellers,alle,alle,46113,ikke_arbutd_innvkat_alder,personer
2006,03,innvandrere,0,16_25,2746,ikke_arbutd_innvkat_alder,personer
2006,03,innvandrere,0,26_66,14765,ikke_arbutd_innvkat_alder,personer
2006,03,innvandrere,0,alle,17511,ikke_arbutd_innvkat_alder,personer
2006,03,innvandrere,1,16_25,1574,ikke_arbutd_innvkat_alder,personer
2006,03,innvandrere,1,26_66,12209,ikke_arbutd_innvkat_alder,personer
2006,03,innvandrere,1,alle,13783,ikke_arbutd_innvkat_alder,personer
2006,03,innvandrere,alle,16_25,4320,ikke_arbutd_innvkat_alder,personer
2006,03,innvandrere,alle,26_66,26974,ikke_arbutd_innvkat_alder,personer
2006,03,innvandrere,alle,alle,31294,ikke_arbutd_innvkat_alder,personer
2006,04,alle,0,16_25,1173,ikke_arbutd_innvkat_alder,personer
2006,04,alle,0,26_66,13074,ikke_arbutd_innvkat_alder,personer
2006,04,alle,0,alle,14247,ikke_arbutd_innvkat_alder,personer
2006,04,alle,1,16_25,1249,ikke_arbutd_innvkat_alder,personer
2006,04,alle,1,26_66,9615,ikke_arbutd_innvkat_alder,personer
2006,04,alle,1,alle,10864,ikke_arbutd_innvkat_alder,personer
2006,04,alle,alle,16_25,2422,ikke_arbutd_innvkat_alder,personer
2006,04,alle,alle,26_66,22689,ikke_arbutd_innvkat_alder,personer
2006,04,alle,alle,alle,25111,ikke_arbutd_innvkat_alder,personer
2006,04,befolkningen_ellers,0,16_25,977,ikke_arbutd_innvkat_alder,personer
2006,04,befolkningen_ellers,0,26_66,11925,ikke_arbutd_innvkat_alder,personer
2006,04,befolkningen_ellers,0,alle,12902,ikke_arbutd_innvkat_alder,personer
2006,04,befolkningen_ellers,1,16_25,1107,ikke_arbutd_innvkat_alder,personer
2006,04,befolkningen_ellers,1,26_66,8837,ikke_arbutd_innvkat_alder,personer
2006,04,befolkningen_ellers,1,alle,9944,ikke_arbutd_innvkat_alder,personer
2006,04,befolkningen_ellers,alle,16_25,2084,ikke_arbutd_innvkat_alder,personer
2006,04,befolkningen_ellers,alle,26_66,20762,ikke_arbutd_innvkat_alder,personer
2006,04,befolkningen_ellers,alle,alle,22846,ikke_arbutd_innvkat_alder,personer
2006,04,innvandrere,0,16_25,196,ikke_arbutd_innvkat_alder,personer
2006,04,innvandrere,0,26_66,1149,ikke_arbutd_innvkat_alder,personer
2006,04,innvandrere,0,alle,1345,ikke_arbutd_innvkat_alder,personer
2006,04,innvandrere,1,16_25,142,ikke_arbutd_innvkat_alder,personer
2006,04,innvandrere,1,26_66,778,ikke_arbutd_innvkat_alder,personer
2006,04,innvandrere,1,alle,920,ikke_arbutd_innvkat_alder,personer
2006,04,innvandrere,alle,16_25,338,ikke_arbutd_innvkat_alder,personer
2006,04,innvandrere,alle,26_66,1927,ikke_arbutd_innvkat_alder,personer
2006,04,innvandrere,alle,alle,2265,ikke_arbutd_innvkat_alder,personer
2006,05,alle,0,16_25,947,ikke_arbutd_innvkat_alder,personer
2006,05,alle,0,26_66,11373,ikke_arbutd_innvkat_alder,personer
2006,05,alle,0,alle,12320,ikke_arbutd_innvkat_alder,personer
2006,05,alle,1,16_25,987,ikke_arbutd_innvkat_alder,personer
2006,05,alle,1,26_66,8045,ikke_arbutd_innvkat_alder,personer
2006,05,alle,1,alle,9032,ikke_arbutd_innvkat_alder,personer
2006,05,alle,alle,16_25,1934,ikke_arbutd_innvkat_alder,personer
2006,05,alle,alle,26_66,19418,ikke_arbutd_innvkat_alder,personer
2006,05,alle,alle,alle,21352,ikke_arbutd_innvkat_alder,personer
2006,05,befolkningen_ellers,0,16_25,761,ikke_arbutd_innvkat_alder,personer
2006,05,befolkningen_ellers,0,26_66,10459,ikke_arbutd_innvkat_alder,personer
2006,05,befolkningen_ellers,0,alle,11220,ikke_arbutd_innvkat_alder,personer
2006,05,befolkningen_ellers,1,16_25,816,ikke_arbutd_innvkat_alder,personer
2006,05,befolkningen_ellers,1,26_66,7399,ikke_arbutd_innvkat_alder,personer
2006,05,befolkningen_ellers,1,alle,8215,ikke_arbutd_innvkat_alder,personer
2006,05,befolkningen_ellers,alle,16_25,1577,ikke_arbutd_innvkat_alder,personer
2006,05,befolkningen_ellers,alle,26_66,17858,ikke_arbutd_innvkat_alder,personer
2006,05,befolkningen_ellers,alle,alle,19435,ikke_arbutd_innvkat_alder,personer
2006,05,innvandrere,0,16_25,186,ikke_arbutd_innvkat_alder,personer
2006,05,innvandrere,0,26_66,914,ikke_arbutd_innvkat_alder,personer
2006,05,innvandrere,0,alle,1100,ikke_arbutd_innvkat_alder,personer
2006,05,innvandrere,1,16_25,171,ikke_arbutd_innvkat_alder,personer
2006,05,innvandrere,1,26_66,646,ikke_arbutd_innvkat_alder,personer
2006,05,innvandrere,1,alle,817,ikke_arbutd_innvkat_alder,personer
2006,05,innvandrere,alle,16_25,357,ikke_arbutd_innvkat_alder,personer
2006,05,innvandrere,alle,26_66,1560,ikke_arbutd_innvkat_alder,personer
2006,05,innvandrere,alle,alle,1917,ikke_arbutd_innvkat_alder,personer
2006,06,alle,0,16_25,1597,ikke_arbutd_innvkat_alder,personer
2006,06,alle,0,26_66,15475,ikke_arbutd_innvkat_alder,personer
2006,06,alle,0,alle,17072,ikke_arbutd_innvkat_alder,personer
2006,06,alle,1,16_25,1531,ikke_arbutd_innvkat_alder,personer
2006,06,alle,1,26_66,10961,ikke_arbutd_innvkat_alder,personer
2006,06,alle,1,alle,12492,ikke_arbutd_innvkat_alder,personer
2006,06,alle,alle,16_25,3128,ikke_arbutd_innvkat_alder,personer
2006,06,alle,alle,26_66,26436,ikke_arbutd_innvkat_alder,personer
2006,06,alle,alle,alle,29564,ikke_arbutd_innvkat_alder,personer
2006,06,befolkningen_ellers,0,16_25,1127,ikke_arbutd_innvkat_alder,personer
2006,06,befolkningen_ellers,0,26_66,12822,ikke_arbutd_innvkat_alder,personer
2006,06,befolkningen_ellers,0,alle,13949,ikke_arbutd_innvkat_alder,personer
2006,06,befolkningen_ellers,1,16_25,1251,ikke_arbutd_innvkat_alder,personer
2006,06,befolkningen_ellers,1,26_66,9236,ikke_arbutd_innvkat_alder,personer
2006,06,befolkningen_ellers,1,alle,10487,ikke_arbutd_innvkat_alder,personer
2006,06,befolkningen_ellers,alle,16_25,2378,ikke_arbutd_innvkat_alder,personer
2006,06,befolkningen_ellers,alle,26_66,22058,ikke_arbutd_innvkat_alder,personer
2006,06,befolkningen_ellers,alle,alle,24436,ikke_arbutd_innvkat_alder,personer
2006,06,innvandrere,0,16_25,470,ikke_arbutd_innvkat_alder,personer
2006,06,innvandrere,0,26_66,2653,ikke_arbutd_innvkat_alder,personer
2006,06,innvandrere,0,alle,3123,ikke_arbutd_innvkat_alder,personer
2006,06,innvandrere,1,16_25,280,ikke_arbutd_innvkat_alder,personer
2006,06,innvandrere,1,26_66,1725,ikke_arbutd_innvkat_alder,personer
2006,06,innvandrere,1,alle,2005,ikke_arbutd_innvkat_alder,personer
2006,06,innvandrere,alle,16_25,750,ikke_arbutd_innvkat_alder,personer
2006,06,innvandrere,alle,26_66,4378,ikke_arbutd_innvkat_alder,personer
2006,06,innvandrere,alle,alle,5128,ikke_arbutd_innvkat_alder,personer
2006,07,alle,0,16_25,1572,ikke_arbutd_innvkat_alder,personer
2006,07,alle,0,26_66,15522,ikke_arbutd_innvkat_alder,personer
2006,07,alle,0,alle,17094,ikke_arbutd_innvkat_alder,personer
2006,07,alle,1,16_25,1546,ikke_arbutd_innvkat_alder,personer
2006,07,alle,1,26_66,11252,ikke_arbutd_innvkat_alder,personer
2006,07,alle,1,alle,12798,ikke_arbutd_innvkat_alder,personer
2006,07,alle,alle,16_25,3118,ikke_arbutd_innvkat_alder,personer
2006,07,alle,alle,26_66,26774,ikke_arbutd_innvkat_alder,personer
2006,07,alle,alle,alle,29892,ikke_arbutd_innvkat_alder,personer
2006,07,befolkningen_ellers,0,16_25,1264,ikke_arbutd_innvkat_alder,personer
2006,07,befolkningen_ellers,0,26_66,13720,ikke_arbutd_innvkat_alder,personer
2006,07,befolkningen_ellers,0,alle,14984,ikke_arbutd_innvkat_alder,personer
2006,07,befolkningen_ellers,1,16_25,1361,ikke_arbutd_innvkat_alder,personer
2006,07,befolkningen_ellers,1,26_66,10023,ikke_arbutd_innvkat_alder,personer
2006,07,befolkningen_ellers,1,alle,11384,ikke_arbutd_innvkat_alder,personer
2006,07,befolkningen_ellers,alle,16_25,2625,ikke_arbutd_innvkat_alder,personer
2006,07,befolkningen_ellers,alle,26_66,23743,ikke_arbutd_innvkat_alder,personer
2006,07,befolkningen_ellers,alle,alle,26368,ikke_arbutd_innvkat_alder,personer
2006,07,innvandrere,0,16_25,308,ikke_arbutd_innvkat_alder,personer
2006,07,innvandrere,0,26_66,1802,ikke_arbutd_innvkat_alder,personer
2006,07,innvandrere,0,alle,2110,ikke_arbutd_innvkat_alder,personer
2006,07,innvandrere,1,16_25,185,ikke_arbutd_innvkat_alder,personer
2006,07,innvandrere,1,26_66,1229,ikke_arbutd_innvkat_alder,personer
2006,07,innvandrere,1,alle,1414,ikke_arbutd_innvkat_alder,personer
2006,07,innvandrere,alle,16_25,493,ikke_arbutd_innvkat_alder,personer
2006,07,innvandrere,alle,26_66,3031,ikke_arbutd_innvkat_alder,personer
2006,07,innvandrere,alle,alle,3524,ikke_arbutd_innvkat_alder,personer
2006,08,alle,0,16_25,1148,ikke_arbutd_innvkat_alder,personer
2006,08,alle,0,26_66,11621,ikke_arbutd_innvkat_alder,personer
2006,08,alle,0,alle,12769,ikke_arbutd_innvkat_alder,personer
2006,08,alle,1,16_25,1277,ikke_arbutd_innvkat_alder,personer
2006,08,alle,1,26_66,8544,ikke_arbutd_innvkat_alder,personer
2006,08,alle,1,alle,9821,ikke_arbutd_innvkat_alder,personer
2006,08,alle,alle,16_25,2425,ikke_arbutd_innvkat_alder,personer
2006,08,alle,alle,26_66,20165,ikke_arbutd_innvkat_alder,personer
2006,08,alle,alle,alle,22590,ikke_arbutd_innvkat_alder,personer
2006,08,befolkningen_ellers,0,16_25,909,ikke_arbutd_innvkat_alder,personer
2006,08,befolkningen_ellers,0,26_66,10308,ikke_arbutd_innvkat_alder,personer
2006,08,befolkningen_ellers,0,alle,11217,ikke_arbutd_innvkat_alder,personer
2006,08,befolkningen_ellers,1,16_25,1049,ikke_arbutd_innvkat_alder,personer
2006,08,befolkningen_ellers,1,26_66,7621,ikke_arbutd_innvkat_alder,personer
2006,08,befolkningen_ellers,1,alle,8670,ikke_arbutd_innvkat_alder,personer
2006,08,befolkningen_ellers,alle,16_25,1958,ikke_arbutd_innvkat_alder,personer
2006,08,befolkningen_ellers,alle,26_66,17929,ikke_arbutd_innvkat_alder,personer
2006,08,befolkningen_ellers,alle,alle,19887,ikke_arbutd_innvkat_alder,personer
2006,08,innvandrere,0,16_25,239,ikke_arbutd_innvkat_alder,personer
2006,08,innvandrere,0,26_66,1313,ikke_arbutd_innvkat_alder,personer
2006,08,innvandrere,0,alle,1552,ikke_arbutd_innvkat_alder,personer
2006,08,innvandrere,1,16_25,228,ikke_arbutd_innvkat_alder,personer
2006,08,innvandrere,1,26_66,923,ikke_arbutd_innvkat_alder,personer
2006,08,innvandrere,1,alle,1151,ikke_arbutd_innvkat_alder,personer
2006,08,innvandrere,alle,16_25,467,ikke_arbutd_innvkat_alder,personer
2006,08,innvandrere,alle,26_66,2236,ikke_arbutd_innvkat_alder,personer
2006,08,innvandrere,alle,alle,2703,ikke_arbutd_innvkat_alder,personer
2006,09,alle,0,16_25,803,ikke_arbutd_innvkat_alder,personer
2006,09,alle,0,26_66,7560,ikke_arbutd_innvkat_alder,personer
2006,09,alle,0,alle,8363,ikke_arbutd_innvkat_alder,personer
2006,09,alle,1,16_25,781,ikke_arbutd_innvkat_alder,personer
2006,09,alle,1,26_66,5508,ikke_arbutd_innvkat_alder,personer
2006,09,alle,1,alle,6289,ikke_arbutd_innvkat_alder,personer
2006,09,alle,alle,16_25,1584,ikke_arbutd_innvkat_alder,personer
2006,09,alle,alle,26_66,13068,ikke_arbutd_innvkat_alder,personer
2006,09,alle,alle,alle,14652,ikke_arbutd_innvkat_alder,personer
2006,09,befolkningen_ellers,0,16_25,635,ikke_arbutd_innvkat_alder,personer
2006,09,befolkningen_ellers,0,26_66,6790,ikke_arbutd_innvkat_alder,personer
2006,09,befolkningen_ellers,0,alle,7425,ikke_arbutd_innvkat_alder,personer
2006,09,befolkningen_ellers,1,16_25,699,ikke_arbutd_innvkat_alder,personer
2006,09,befolkningen_ellers,1,26_66,4997,ikke_arbutd_innvkat_alder,personer
2006,09,befolkningen_ellers,1,alle,5696,ikke_arbutd_innvkat_alder,personer
2006,09,befolkningen_ellers,alle,16_25,1334,ikke_arbutd_innvkat_alder,personer
2006,09,befolkningen_ellers,alle,26_66,11787,ikke_arbutd_innvkat_alder,personer
2006,09,befolkningen_ellers,alle,alle,13121,ikke_arbutd_innvkat_alder,personer
2006,09,innvandrere,0,16_25,168,ikke_arbutd_innvkat_alder,personer
2006,09,innvandrere,0,26_66,770,ikke_arbutd_innvkat_alder,personer
2006,09,innvandrere,0,alle,938,ikke_arbutd_innvkat_alder,personer
2006,09,innvandrere,1,16_25,82,ikke_arbutd_innvkat_alder,personer
2006,09,innvandrere,1,26_66,511,ikke_arbutd_innvkat_alder,personer
2006,09,innvandrere,1,alle,593,ikke_arbutd_innvkat_alder,personer
2006,09,innvandrere,alle,16_25,250,ikke_arbutd_innvkat_alder,personer
2006,09,innvandrere,alle,26_66,1281,ikke_arbutd_innvkat_alder,personer
2006,09,innvandrere,alle,alle,1531,ikke_arbutd_innvkat_alder,personer
2006,10,alle,0,16_25,1382,ikke_arbutd_innvkat_alder,personer
2006,10,alle,0,26_66,10892,ikke_arbutd_innvkat_alder,personer
2006,10,alle,0,alle,12274,ikke_arbutd_innvkat_alder,personer
2006,10,alle,1,16_25,1162,ikke_arbutd_innvkat_alder,personer
2006,10,alle,1,26_66,7611,ikke_arbutd_innvkat_alder,personer
2006,10,alle,1,alle,8773,ikke_arbutd_innvkat_alder,personer
2006,10,alle,alle,16_25,2544,ikke_arbutd_innvkat_alder,personer
2006,10,alle,alle,26_66,18503,ikke_arbutd_innvkat_alder,personer
2006,10,alle,alle,alle,21047,ikke_arbutd_innvkat_alder,personer
2006,10,befolkningen_ellers,0,16_25,1073,ikke_arbutd_innvkat_alder,personer
2006,10,befolkningen_ellers,0,26_66,9346,ikke_arbutd_innvkat_alder,personer
2006,10,befolkningen_ellers,0,alle,10419,ikke_arbutd_innvkat_alder,personer
2006,10,befolkningen_ellers,1,16_25,939,ikke_arbutd_innvkat_alder,personer
2006,10,befolkningen_ellers,1,26_66,6577,ikke_arbutd_innvkat_alder,personer
2006,10,befolkningen_ellers,1,alle,7516,ikke_arbutd_innvkat_alder,personer
2006,10,befolkningen_ellers,alle,16_25,2012,ikke_arbutd_innvkat_alder,personer
2006,10,befolkningen_ellers,alle,26_66,15923,ikke_arbutd_innvkat_alder,personer
2006,10,befolkningen_ellers,alle,alle,17935,ikke_arbutd_innvkat_alder,personer
2006,10,innvandrere,0,16_25,309,ikke_arbutd_innvkat_alder,personer
2006,10,innvandrere,0,26_66,1546,ikke_arbutd_innvkat_alder,personer
2006,10,innvandrere,0,alle,1855,ikke_arbutd_innvkat_alder,personer
2006,10,innvandrere,1,16_25,223,ikke_arbutd_innvkat_alder,personer
2006,10,innvandrere,1,26_66,1034,ikke_arbutd_innvkat_alder,personer
2006,10,innvandrere,1,alle,1257,ikke_arbutd_innvkat_alder,personer
2006,10,innvandrere,alle,16_25,532,ikke_arbutd_innvkat_alder,personer
2006,10,innvandrere,alle,26_66,2580,ikke_arbutd_innvkat_alder,personer
2006,10,innvandrere,alle,alle,3112,ikke_arbutd_innvkat_alder,personer
2006,11,alle,0,16_25,2581,ikke_arbutd_innvkat_alder,personer
2006,11,alle,0,26_66,22494,ikke_arbutd_innvkat_alder,personer
2006,11,alle,0,alle,25075,ikke_arbutd_innvkat_alder,personer
2006,11,alle,1,16_25,2210,ikke_arbutd_innvkat_alder,personer
2006,11,alle,1,26_66,14717,ikke_arbutd_innvkat_alder,personer
2006,11,alle,1,alle,16927,ikke_arbutd_innvkat_alder,personer
2006,11,alle,alle,16_25,4791,ikke_arbutd_innvkat_alder,personer
2006,11,alle,alle,26_66,37211,ikke_arbutd_innvkat_alder,personer
2006,11,alle,alle,alle,42002,ikke_arbutd_innvkat_alder,personer
2006,11,befolkningen_ellers,0,16_25,1965,ikke_arbutd_innvkat_alder,personer
2006,11,befolkningen_ellers,0,26_66,18967,ikke_arbutd_innvkat_alder,personer
2006,11,befolkningen_ellers,0,alle,20932,ikke_arbutd_innvkat_alder,personer
2006,11,befolkningen_ellers,1,16_25,1817,ikke_arbutd_innvkat_alder,personer
2006,11,befolkningen_ellers,1,26_66,12429,ikke_arbutd_innvkat_alder,personer
2006,11,befolkningen_ellers,1,alle,14246,ikke_arbutd_innvkat_alder,personer
2006,11,befolkningen_ellers,alle,16_25,3782,ikke_arbutd_innvkat_alder,personer
2006,11,befolkningen_ellers,alle,26_66,31396,ikke_arbutd_innvkat_alder,personer
2006,11,befolkningen_ellers,alle,alle,35178,ikke_arbutd_innvkat_alder,personer
2006,11,innvandrere,0,16_25,616,ikke_arbutd_innvkat_alder,personer
2006,11,innvandrere,0,26_66,3527,ikke_arbutd_innvkat_alder,personer
2006,11,innvandrere,0,alle,4143,ikke_arbutd_innvkat_alder,personer
2006,11,innvandrere,1,16_25,393,ikke_arbutd_innvkat_alder,personer
2006,11,innvandrere,1,26_66,2288,ikke_arbutd_innvkat_alder,personer
2006,11,innvandrere,1,alle,2681,ikke_arbutd_innvkat_alder,personer
2006,11,innvandrere,alle,16_25,1009,ikke_arbutd_innvkat_alder,personer
2006,11,innvandrere,alle,26_66,5815,ikke_arbutd_innvkat_alder,personer
2006,11,innvandrere,alle,alle,6824,ikke_arbutd_innvkat_alder,personer
2006,12,alle,0,16_25,2918,ikke_arbutd_innvkat_alder,personer
2006,12,alle,0,26_66,24839,ikke_arbutd_innvkat_alder,personer
2006,12,alle,0,alle,27757,ikke_arbutd_innvkat_alder,personer
2006,12,alle,1,16_25,2843,ikke_arbutd_innvkat_alder,personer
2006,12,alle,1,26_66,18688,ikke_arbutd_innvkat_alder,personer
2006,12,alle,1,alle,21531,ikke_arbutd_innvkat_alder,personer
2006,12,alle,alle,16_25,5761,ikke_arbutd_innvkat_alder,personer
2006,12,alle,alle,26_66,43527,ikke_arbutd_innvkat_alder,personer
2006,12,alle,alle,alle,49288,ikke_arbutd_innvkat_alder,personer
2006,12,befolkningen_ellers,0,16_25,2285,ikke_arbutd_innvkat_alder,personer
2006,12,befolkningen_ellers,0,26_66,21842,ikke_arbutd_innvkat_alder,personer
2006,12,befolkningen_ellers,0,alle,24127,ikke_arbutd_innvkat_alder,personer
2006,12,befolkningen_ellers,1,16_25,2444,ikke_arbutd_innvkat_alder,personer
2006,12,befolkningen_ellers,1,26_66,16392,ikke_arbutd_innvkat_alder,personer
2006,12,befolkningen_ellers,1,alle,18836,ikke_arbutd_innvkat_alder,personer
2006,12,befolkningen_ellers,alle,16_25,4729,ikke_arbutd_innvkat_alder,personer
2006,12,befolkningen_ellers,alle,26_66,38234,ikke_arbutd_innvkat_alder,personer
2006,12,befolkningen_ellers,alle,alle,42963,ikke_arbutd_innvkat_alder,personer
2006,12,innvandrere,0,16_25,633,ikke_arbutd_innvkat_alder,personer
2006,12,innvandrere,0,26_66,2997,ikke_arbutd_innvkat_alder,personer
2006,12,innvandrere,0,alle,3630,ikke_arbutd_innvkat_alder,personer
