tabell_navn,aar,fylke_nr,naringsregion_nr,kommune_nr,bydel_nr,invkat_3,kjonn,utd_5,enhet,tabellvariabel
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,alle,vgs,personer,101190
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,alle,vgs,prosent,7.05
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,alle,uoppgitt,personer,5048
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,alle,uoppgitt,prosent,0.35
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,personer,132231
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,prosent,9.21
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,alle,ingen,personer,5333
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,alle,ingen,prosent,0.37
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,alle,grunnskole,personer,75137
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,alle,grunnskole,prosent,5.23
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,1,vgs,personer,63570
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,1,vgs,prosent,4.43
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,1,uoppgitt,personer,3068
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,1,uoppgitt,prosent,0.21
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,personer,64640
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,prosent,4.5
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,1,ingen,personer,1992
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,1,ingen,prosent,0.14
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,1,grunnskole,personer,38492
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,1,grunnskole,prosent,2.68
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,0,vgs,personer,37620
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,0,vgs,prosent,2.62
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,0,uoppgitt,personer,1980
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,0,uoppgitt,prosent,0.14
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,personer,67591
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,prosent,4.71
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,0,ingen,personer,3341
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,0,ingen,prosent,0.23
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,0,grunnskole,personer,36645
utdanningsniva,2014,00,NULL,NULL,NULL,innvandrere,0,grunnskole,prosent,2.55
utdanningsniva,2014,01,NULL,NULL,NULL,alle,alle,vgs,personer,32242
utdanningsniva,2014,01,NULL,NULL,NULL,alle,alle,vgs,prosent,41.65
utdanningsniva,2014,01,NULL,NULL,NULL,alle,alle,uoppgitt,personer,400
utdanningsniva,2014,01,NULL,NULL,NULL,alle,alle,uoppgitt,prosent,0.52
utdanningsniva,2014,01,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,personer,26264
utdanningsniva,2014,01,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,prosent,33.92
utdanningsniva,2014,01,NULL,NULL,NULL,alle,alle,ingen,personer,302
utdanningsniva,2014,01,NULL,NULL,NULL,alle,alle,ingen,prosent,0.39
utdanningsniva,2014,01,NULL,NULL,NULL,alle,alle,grunnskole,personer,18212
utdanningsniva,2014,01,NULL,NULL,NULL,alle,alle,grunnskole,prosent,23.52
utdanningsniva,2014,01,NULL,NULL,NULL,alle,1,vgs,personer,18480
utdanningsniva,2014,01,NULL,NULL,NULL,alle,1,vgs,prosent,23.87
utdanningsniva,2014,01,NULL,NULL,NULL,alle,1,uoppgitt,personer,232
utdanningsniva,2014,01,NULL,NULL,NULL,alle,1,uoppgitt,prosent,0.3
utdanningsniva,2014,01,NULL,NULL,NULL,alle,1,universitet_og_hogskole,personer,10704
utdanningsniva,2014,01,NULL,NULL,NULL,alle,1,universitet_og_hogskole,prosent,13.83
utdanningsniva,2014,01,NULL,NULL,NULL,alle,1,ingen,personer,97
utdanningsniva,2014,01,NULL,NULL,NULL,alle,1,ingen,prosent,0.13
utdanningsniva,2014,01,NULL,NULL,NULL,alle,1,grunnskole,personer,9804
utdanningsniva,2014,01,NULL,NULL,NULL,alle,1,grunnskole,prosent,12.66
utdanningsniva,2014,01,NULL,NULL,NULL,alle,0,vgs,personer,13762
utdanningsniva,2014,01,NULL,NULL,NULL,alle,0,vgs,prosent,17.78
utdanningsniva,2014,01,NULL,NULL,NULL,alle,0,uoppgitt,personer,168
utdanningsniva,2014,01,NULL,NULL,NULL,alle,0,uoppgitt,prosent,0.22
utdanningsniva,2014,01,NULL,NULL,NULL,alle,0,universitet_og_hogskole,personer,15560
utdanningsniva,2014,01,NULL,NULL,NULL,alle,0,universitet_og_hogskole,prosent,20.1
utdanningsniva,2014,01,NULL,NULL,NULL,alle,0,ingen,personer,205
utdanningsniva,2014,01,NULL,NULL,NULL,alle,0,ingen,prosent,0.26
utdanningsniva,2014,01,NULL,NULL,NULL,alle,0,grunnskole,personer,8408
utdanningsniva,2014,01,NULL,NULL,NULL,alle,0,grunnskole,prosent,10.86
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,alle,vgs,personer,26740
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,alle,vgs,prosent,34.54
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,alle,uoppgitt,personer,249
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,alle,uoppgitt,prosent,0.32
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,alle,universitet_og_hogskole,personer,21168
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,alle,universitet_og_hogskole,prosent,27.34
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,alle,ingen,personer,2
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,alle,ingen,prosent,0
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,alle,grunnskole,personer,13620
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,alle,grunnskole,prosent,17.59
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,1,vgs,personer,15041
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,1,vgs,prosent,19.43
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,personer,152
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,prosent,0.2
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,personer,8350
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,prosent,10.79
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,1,ingen,personer,2
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,1,ingen,prosent,0
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,personer,7608
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,prosent,9.83
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,0,vgs,personer,11699
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,0,vgs,prosent,15.11
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,personer,97
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,prosent,0.13
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,personer,12818
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,prosent,16.56
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,0,ingen,personer,0
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,0,ingen,prosent,0
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,personer,6012
utdanningsniva,2014,01,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,prosent,7.77
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,alle,vgs,personer,5502
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,alle,vgs,prosent,7.11
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,alle,uoppgitt,personer,151
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,alle,uoppgitt,prosent,0.2
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,personer,5096
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,prosent,6.58
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,alle,ingen,personer,300
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,alle,ingen,prosent,0.39
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,alle,grunnskole,personer,4592
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,alle,grunnskole,prosent,5.93
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,1,vgs,personer,3439
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,1,vgs,prosent,4.44
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,1,uoppgitt,personer,80
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,1,uoppgitt,prosent,0.1
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,personer,2354
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,prosent,3.04
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,1,ingen,personer,95
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,1,ingen,prosent,0.12
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,1,grunnskole,personer,2196
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,1,grunnskole,prosent,2.84
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,0,vgs,personer,2063
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,0,vgs,prosent,2.66
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,0,uoppgitt,personer,71
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,0,uoppgitt,prosent,0.09
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,personer,2742
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,prosent,3.54
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,0,ingen,personer,205
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,0,ingen,prosent,0.26
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,0,grunnskole,personer,2396
utdanningsniva,2014,01,NULL,NULL,NULL,innvandrere,0,grunnskole,prosent,3.09
utdanningsniva,2014,02,NULL,NULL,NULL,alle,alle,vgs,personer,60453
utdanningsniva,2014,02,NULL,NULL,NULL,alle,alle,vgs,prosent,35.6
utdanningsniva,2014,02,NULL,NULL,NULL,alle,alle,uoppgitt,personer,845
utdanningsniva,2014,02,NULL,NULL,NULL,alle,alle,uoppgitt,prosent,0.5
utdanningsniva,2014,02,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,personer,79230
utdanningsniva,2014,02,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,prosent,46.66
utdanningsniva,2014,02,NULL,NULL,NULL,alle,alle,ingen,personer,526
utdanningsniva,2014,02,NULL,NULL,NULL,alle,alle,ingen,prosent,0.31
utdanningsniva,2014,02,NULL,NULL,NULL,alle,alle,grunnskole,personer,28746
utdanningsniva,2014,02,NULL,NULL,NULL,alle,alle,grunnskole,prosent,16.93
utdanningsniva,2014,02,NULL,NULL,NULL,alle,1,vgs,personer,33724
utdanningsniva,2014,02,NULL,NULL,NULL,alle,1,vgs,prosent,19.86
utdanningsniva,2014,02,NULL,NULL,NULL,alle,1,uoppgitt,personer,524
utdanningsniva,2014,02,NULL,NULL,NULL,alle,1,uoppgitt,prosent,0.31
utdanningsniva,2014,02,NULL,NULL,NULL,alle,1,universitet_og_hogskole,personer,35026
utdanningsniva,2014,02,NULL,NULL,NULL,alle,1,universitet_og_hogskole,prosent,20.63
utdanningsniva,2014,02,NULL,NULL,NULL,alle,1,ingen,personer,198
utdanningsniva,2014,02,NULL,NULL,NULL,alle,1,ingen,prosent,0.12
utdanningsniva,2014,02,NULL,NULL,NULL,alle,1,grunnskole,personer,15877
utdanningsniva,2014,02,NULL,NULL,NULL,alle,1,grunnskole,prosent,9.35
utdanningsniva,2014,02,NULL,NULL,NULL,alle,0,vgs,personer,26729
utdanningsniva,2014,02,NULL,NULL,NULL,alle,0,vgs,prosent,15.74
utdanningsniva,2014,02,NULL,NULL,NULL,alle,0,uoppgitt,personer,321
utdanningsniva,2014,02,NULL,NULL,NULL,alle,0,uoppgitt,prosent,0.19
utdanningsniva,2014,02,NULL,NULL,NULL,alle,0,universitet_og_hogskole,personer,44204
utdanningsniva,2014,02,NULL,NULL,NULL,alle,0,universitet_og_hogskole,prosent,26.03
utdanningsniva,2014,02,NULL,NULL,NULL,alle,0,ingen,personer,328
utdanningsniva,2014,02,NULL,NULL,NULL,alle,0,ingen,prosent,0.19
utdanningsniva,2014,02,NULL,NULL,NULL,alle,0,grunnskole,personer,12869
utdanningsniva,2014,02,NULL,NULL,NULL,alle,0,grunnskole,prosent,7.58
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,alle,vgs,personer,46519
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,alle,vgs,prosent,27.4
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,alle,uoppgitt,personer,335
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,alle,uoppgitt,prosent,0.2
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,alle,universitet_og_hogskole,personer,60821
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,alle,universitet_og_hogskole,prosent,35.82
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,alle,ingen,personer,5
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,alle,ingen,prosent,0
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,alle,grunnskole,personer,19707
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,alle,grunnskole,prosent,11.61
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,1,vgs,personer,25098
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,1,vgs,prosent,14.78
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,personer,220
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,prosent,0.13
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,personer,26298
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,prosent,15.49
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,1,ingen,personer,3
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,1,ingen,prosent,0
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,personer,11230
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,prosent,6.61
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,0,vgs,personer,21421
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,0,vgs,prosent,12.62
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,personer,115
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,prosent,0.07
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,personer,34523
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,prosent,20.33
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,0,ingen,personer,2
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,0,ingen,prosent,0
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,personer,8477
utdanningsniva,2014,02,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,prosent,4.99
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,alle,vgs,personer,13934
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,alle,vgs,prosent,8.21
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,alle,uoppgitt,personer,510
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,alle,uoppgitt,prosent,0.3
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,personer,18409
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,prosent,10.84
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,alle,ingen,personer,521
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,alle,ingen,prosent,0.31
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,alle,grunnskole,personer,9039
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,alle,grunnskole,prosent,5.32
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,1,vgs,personer,8626
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,1,vgs,prosent,5.08
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,1,uoppgitt,personer,304
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,1,uoppgitt,prosent,0.18
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,personer,8728
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,prosent,5.14
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,1,ingen,personer,195
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,1,ingen,prosent,0.11
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,1,grunnskole,personer,4647
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,1,grunnskole,prosent,2.74
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,0,vgs,personer,5308
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,0,vgs,prosent,3.13
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,0,uoppgitt,personer,206
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,0,uoppgitt,prosent,0.12
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,personer,9681
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,prosent,5.7
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,0,ingen,personer,326
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,0,ingen,prosent,0.19
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,0,grunnskole,personer,4392
utdanningsniva,2014,02,NULL,NULL,NULL,innvandrere,0,grunnskole,prosent,2.59
utdanningsniva,2014,03,NULL,NULL,NULL,alle,alle,vgs,personer,52475
utdanningsniva,2014,03,NULL,NULL,NULL,alle,alle,vgs,prosent,24.63
utdanningsniva,2014,03,NULL,NULL,NULL,alle,alle,uoppgitt,personer,1648
utdanningsniva,2014,03,NULL,NULL,NULL,alle,alle,uoppgitt,prosent,0.77
utdanningsniva,2014,03,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,personer,123157
utdanningsniva,2014,03,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,prosent,57.8
utdanningsniva,2014,03,NULL,NULL,NULL,alle,alle,ingen,personer,1460
utdanningsniva,2014,03,NULL,NULL,NULL,alle,alle,ingen,prosent,0.69
utdanningsniva,2014,03,NULL,NULL,NULL,alle,alle,grunnskole,personer,34324
utdanningsniva,2014,03,NULL,NULL,NULL,alle,alle,grunnskole,prosent,16.11
utdanningsniva,2014,03,NULL,NULL,NULL,alle,1,vgs,personer,31034
utdanningsniva,2014,03,NULL,NULL,NULL,alle,1,vgs,prosent,14.57
utdanningsniva,2014,03,NULL,NULL,NULL,alle,1,uoppgitt,personer,986
utdanningsniva,2014,03,NULL,NULL,NULL,alle,1,uoppgitt,prosent,0.46
utdanningsniva,2014,03,NULL,NULL,NULL,alle,1,universitet_og_hogskole,personer,60163
utdanningsniva,2014,03,NULL,NULL,NULL,alle,1,universitet_og_hogskole,prosent,28.24
utdanningsniva,2014,03,NULL,NULL,NULL,alle,1,ingen,personer,585
utdanningsniva,2014,03,NULL,NULL,NULL,alle,1,ingen,prosent,0.27
utdanningsniva,2014,03,NULL,NULL,NULL,alle,1,grunnskole,personer,18894
utdanningsniva,2014,03,NULL,NULL,NULL,alle,1,grunnskole,prosent,8.87
utdanningsniva,2014,03,NULL,NULL,NULL,alle,0,vgs,personer,21441
utdanningsniva,2014,03,NULL,NULL,NULL,alle,0,vgs,prosent,10.06
utdanningsniva,2014,03,NULL,NULL,NULL,alle,0,uoppgitt,personer,662
utdanningsniva,2014,03,NULL,NULL,NULL,alle,0,uoppgitt,prosent,0.31
utdanningsniva,2014,03,NULL,NULL,NULL,alle,0,universitet_og_hogskole,personer,62994
utdanningsniva,2014,03,NULL,NULL,NULL,alle,0,universitet_og_hogskole,prosent,29.57
utdanningsniva,2014,03,NULL,NULL,NULL,alle,0,ingen,personer,875
