aar,naringsregion_nr,vreg_9,tabellvariabel,tabell_navn,enhet
2014,65,nord_amerika_oseania,0,sysselsatte_land,personer
2014,68,nord_amerika_oseania,0,sysselsatte_land,personer
2014,70,afrika,0,sysselsatte_land,personer
2006,17,sor_og_mellom_amerika,3,sysselsatte_land,personer
2006,30,nord_amerika_oseania,3,sysselsatte_land,personer
2006,31,nord_amerika_oseania,3,sysselsatte_land,personer
2006,66,afrika,3,sysselsatte_land,personer
2006,67,nord_amerika_oseania,3,sysselsatte_land,personer
2006,67,sor_og_mellom_amerika,3,sysselsatte_land,personer
2006,68,afrika,3,sysselsatte_land,personer
2006,69,sor_og_mellom_amerika,3,sysselsatte_land,personer
2006,71,nord_amerika_oseania,3,sysselsatte_land,personer
2007,10,sor_og_mellom_amerika,3,sysselsatte_land,personer
2007,62,afrika,3,sysselsatte_land,personer
2007,65,nord_amerika_oseania,3,sysselsatte_land,personer
2007,66,afrika,3,sysselsatte_land,personer
2007,71,nord_amerika_oseania,3,sysselsatte_land,personer
2007,82,sor_og_mellom_amerika,3,sysselsatte_land,personer
2008,59,nord_amerika_oseania,3,sysselsatte_land,personer
2008,60,nord_amerika_oseania,3,sysselsatte_land,personer
2008,65,afrika,3,sysselsatte_land,personer
2008,66,afrika,3,sysselsatte_land,personer
2008,70,ost_europa_ellers,3,sysselsatte_land,personer
2008,71,nord_amerika_oseania,3,sysselsatte_land,personer
2009,17,nord_amerika_oseania,3,sysselsatte_land,personer
2009,60,nord_amerika_oseania,3,sysselsatte_land,personer
2009,62,afrika,3,sysselsatte_land,personer
2009,65,nord_amerika_oseania,3,sysselsatte_land,personer
2009,71,nord_amerika_oseania,3,sysselsatte_land,personer
2009,80,nord_amerika_oseania,3,sysselsatte_land,personer
2010,48,afrika,3,sysselsatte_land,personer
2010,58,nord_amerika_oseania,3,sysselsatte_land,personer
2010,62,afrika,3,sysselsatte_land,personer
2011,17,nord_amerika_oseania,3,sysselsatte_land,personer
2011,18,nord_amerika_oseania,3,sysselsatte_land,personer
2011,48,afrika,3,sysselsatte_land,personer
2011,80,nord_amerika_oseania,3,sysselsatte_land,personer
2012,17,nord_amerika_oseania,3,sysselsatte_land,personer
2012,48,nord_amerika_oseania,3,sysselsatte_land,personer
2012,80,nord_amerika_oseania,3,sysselsatte_land,personer
2013,66,nord_amerika_oseania,3,sysselsatte_land,personer
2013,70,sor_og_mellom_amerika,3,sysselsatte_land,personer
2014,48,nord_amerika_oseania,3,sysselsatte_land,personer
2014,66,nord_amerika_oseania,3,sysselsatte_land,personer
2014,66,sor_og_mellom_amerika,3,sysselsatte_land,personer
2014,70,sor_og_mellom_amerika,3,sysselsatte_land,personer
2014,80,nord_amerika_oseania,3,sysselsatte_land,personer
2006,28,nord_amerika_oseania,4,sysselsatte_land,personer
2006,31,afrika,4,sysselsatte_land,personer
2006,43,sor_og_mellom_amerika,4,sysselsatte_land,personer
2006,45,nord_amerika_oseania,4,sysselsatte_land,personer
2006,58,nord_amerika_oseania,4,sysselsatte_land,personer
2006,59,nord_amerika_oseania,4,sysselsatte_land,personer
2006,59,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,60,nord_amerika_oseania,4,sysselsatte_land,personer
2006,62,afrika,4,sysselsatte_land,personer
2006,65,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,70,ost_europa_ellers,4,sysselsatte_land,personer
2006,75,nord_amerika_oseania,4,sysselsatte_land,personer
2006,75,sor_og_mellom_amerika,4,sysselsatte_land,personer
2006,82,afrika,4,sysselsatte_land,personer
2007,17,nord_amerika_oseania,4,sysselsatte_land,personer
2007,30,nord_amerika_oseania,4,sysselsatte_land,personer
2007,59,nord_amerika_oseania,4,sysselsatte_land,personer
2007,59,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,60,nord_amerika_oseania,4,sysselsatte_land,personer
2007,62,nord_amerika_oseania,4,sysselsatte_land,personer
2007,65,afrika,4,sysselsatte_land,personer
2007,65,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,67,nord_amerika_oseania,4,sysselsatte_land,personer
2007,70,ost_europa_ellers,4,sysselsatte_land,personer
2007,75,nord_amerika_oseania,4,sysselsatte_land,personer
2007,80,nord_amerika_oseania,4,sysselsatte_land,personer
2008,17,nord_amerika_oseania,4,sysselsatte_land,personer
2008,58,nord_amerika_oseania,4,sysselsatte_land,personer
2008,62,afrika,4,sysselsatte_land,personer
2008,62,nord_amerika_oseania,4,sysselsatte_land,personer
2008,66,nord_amerika_oseania,4,sysselsatte_land,personer
2008,68,afrika,4,sysselsatte_land,personer
2008,70,vest_europa,4,sysselsatte_land,personer
2008,82,nord_amerika_oseania,4,sysselsatte_land,personer
2009,17,afrika,4,sysselsatte_land,personer
2009,62,nord_amerika_oseania,4,sysselsatte_land,personer
2009,66,afrika,4,sysselsatte_land,personer
2009,70,afrika,0,sysselsatte_land,personer
2009,82,nord_amerika_oseania,4,sysselsatte_land,personer
2010,65,nord_amerika_oseania,4,sysselsatte_land,personer
2010,66,nord_amerika_oseania,4,sysselsatte_land,personer
2010,67,nord_amerika_oseania,4,sysselsatte_land,personer
2010,70,afrika,0,sysselsatte_land,personer
2011,58,nord_amerika_oseania,4,sysselsatte_land,personer
2011,62,afrika,4,sysselsatte_land,personer
2011,62,nord_amerika_oseania,4,sysselsatte_land,personer
2011,65,nord_amerika_oseania,4,sysselsatte_land,personer
2011,66,nord_amerika_oseania,4,sysselsatte_land,personer
2011,69,sor_og_mellom_amerika,4,sysselsatte_land,personer
2011,70,afrika,0,sysselsatte_land,personer
2012,18,nord_amerika_oseania,4,sysselsatte_land,personer
2012,43,sor_og_mellom_amerika,4,sysselsatte_land,personer
2012,45,nord_amerika_oseania,4,sysselsatte_land,personer
2012,58,nord_amerika_oseania,4,sysselsatte_land,personer
2013,17,nord_amerika_oseania,4,sysselsatte_land,personer
2013,48,afrika,4,sysselsatte_land,personer
2013,48,nord_amerika_oseania,4,sysselsatte_land,personer
2013,58,nord_amerika_oseania,4,sysselsatte_land,personer
2014,58,nord_amerika_oseania,4,sysselsatte_land,personer
2014,59,nord_amerika_oseania,4,sysselsatte_land,personer
2006,10,nord_amerika_oseania,5,sysselsatte_land,personer
2006,23,nord_amerika_oseania,5,sysselsatte_land,personer
2006,45,afrika,5,sysselsatte_land,personer
2006,48,ost_europa_ellers,5,sysselsatte_land,personer
2006,57,afrika,5,sysselsatte_land,personer
2006,57,nord_amerika_oseania,5,sysselsatte_land,personer
2006,58,sor_og_mellom_amerika,5,sysselsatte_land,personer
2006,62,nord_amerika_oseania,5,sysselsatte_land,personer
2006,65,eu_ost_europa,5,sysselsatte_land,personer
2006,71,sor_og_mellom_amerika,5,sysselsatte_land,personer
2006,82,sor_og_mellom_amerika,5,sysselsatte_land,personer
2007,10,nord_amerika_oseania,5,sysselsatte_land,personer
2007,31,nord_amerika_oseania,5,sysselsatte_land,personer
2007,43,nord_amerika_oseania,5,sysselsatte_land,personer
2007,68,afrika,5,sysselsatte_land,personer
2007,69,sor_og_mellom_amerika,5,sysselsatte_land,personer
2007,70,vest_europa,5,sysselsatte_land,personer
2008,10,nord_amerika_oseania,5,sysselsatte_land,personer
2008,17,afrika,5,sysselsatte_land,personer
2008,67,nord_amerika_oseania,5,sysselsatte_land,personer
2008,69,sor_og_mellom_amerika,5,sysselsatte_land,personer
2008,80,nord_amerika_oseania,5,sysselsatte_land,personer
2008,82,sor_og_mellom_amerika,5,sysselsatte_land,personer
2009,10,nord_amerika_oseania,5,sysselsatte_land,personer
2009,18,nord_amerika_oseania,5,sysselsatte_land,personer
2009,30,nord_amerika_oseania,5,sysselsatte_land,personer
2009,31,nord_amerika_oseania,5,sysselsatte_land,personer
2009,45,nord_amerika_oseania,5,sysselsatte_land,personer
2009,48,afrika,5,sysselsatte_land,personer
2009,58,nord_amerika_oseania,5,sysselsatte_land,personer
2009,65,afrika,5,sysselsatte_land,personer
2009,66,nord_amerika_oseania,5,sysselsatte_land,personer
2009,67,sor_og_mellom_amerika,5,sysselsatte_land,personer
2009,68,afrika,5,sysselsatte_land,personer
2009,70,ost_europa_ellers,5,sysselsatte_land,personer
2009,82,sor_og_mellom_amerika,5,sysselsatte_land,personer
2010,17,nord_amerika_oseania,5,sysselsatte_land,personer
2010,30,nord_amerika_oseania,5,sysselsatte_land,personer
2010,62,nord_amerika_oseania,5,sysselsatte_land,personer
2010,66,afrika,5,sysselsatte_land,personer
2010,69,sor_og_mellom_amerika,5,sysselsatte_land,personer
2010,82,nord_amerika_oseania,5,sysselsatte_land,personer
2011,23,nord_amerika_oseania,5,sysselsatte_land,personer
2011,45,nord_amerika_oseania,5,sysselsatte_land,personer
2011,67,nord_amerika_oseania,5,sysselsatte_land,personer
2012,10,nord_amerika_oseania,5,sysselsatte_land,personer
2012,48,afrika,5,sysselsatte_land,personer
2012,62,afrika,5,sysselsatte_land,personer
2012,66,nord_amerika_oseania,5,sysselsatte_land,personer
2013,23,nord_amerika_oseania,5,sysselsatte_land,personer
2014,31,nord_amerika_oseania,5,sysselsatte_land,personer
2006,10,sor_og_mellom_amerika,6,sysselsatte_land,personer
2006,15,nord_amerika_oseania,6,sysselsatte_land,personer
2006,17,nord_amerika_oseania,6,sysselsatte_land,personer
2006,18,nord_amerika_oseania,6,sysselsatte_land,personer
2006,18,sor_og_mellom_amerika,6,sysselsatte_land,personer
2006,57,sor_og_mellom_amerika,6,sysselsatte_land,personer
2006,58,afrika,6,sysselsatte_land,personer
2006,66,ost_europa_ellers,6,sysselsatte_land,personer
2006,69,nord_amerika_oseania,6,sysselsatte_land,personer
2006,78,nord_amerika_oseania,6,sysselsatte_land,personer
2007,28,nord_amerika_oseania,6,sysselsatte_land,personer
2007,43,sor_og_mellom_amerika,6,sysselsatte_land,personer
2007,57,afrika,6,sysselsatte_land,personer
2007,57,nord_amerika_oseania,6,sysselsatte_land,personer
2007,58,afrika,6,sysselsatte_land,personer
2007,58,nord_amerika_oseania,6,sysselsatte_land,personer
2007,75,sor_og_mellom_amerika,6,sysselsatte_land,personer
2007,82,afrika,6,sysselsatte_land,personer
2008,10,sor_og_mellom_amerika,6,sysselsatte_land,personer
2008,28,nord_amerika_oseania,6,sysselsatte_land,personer
2008,30,nord_amerika_oseania,6,sysselsatte_land,personer
2008,31,nord_amerika_oseania,6,sysselsatte_land,personer
2008,45,afrika,6,sysselsatte_land,personer
2008,48,afrika,6,sysselsatte_land,personer
2008,57,sor_og_mellom_amerika,6,sysselsatte_land,personer
2008,67,sor_og_mellom_amerika,6,sysselsatte_land,personer
2008,69,nord_amerika_oseania,6,sysselsatte_land,personer
2008,75,nord_amerika_oseania,6,sysselsatte_land,personer
2008,81,nord_amerika_oseania,6,sysselsatte_land,personer
2008,83,nord_amerika_oseania,6,sysselsatte_land,personer
2009,10,sor_og_mellom_amerika,6,sysselsatte_land,personer
2009,43,sor_og_mellom_amerika,6,sysselsatte_land,personer
2009,57,sor_og_mellom_amerika,6,sysselsatte_land,personer
2009,67,nord_amerika_oseania,6,sysselsatte_land,personer
2009,69,nord_amerika_oseania,6,sysselsatte_land,personer
2009,75,nord_amerika_oseania,6,sysselsatte_land,personer
2009,80,sor_og_mellom_amerika,6,sysselsatte_land,personer
2010,10,nord_amerika_oseania,6,sysselsatte_land,personer
2010,10,sor_og_mellom_amerika,6,sysselsatte_land,personer
2010,17,afrika,6,sysselsatte_land,personer
2010,18,nord_amerika_oseania,6,sysselsatte_land,personer
2010,23,nord_amerika_oseania,6,sysselsatte_land,personer
2010,31,nord_amerika_oseania,6,sysselsatte_land,personer
2010,45,nord_amerika_oseania,6,sysselsatte_land,personer
2010,60,nord_amerika_oseania,6,sysselsatte_land,personer
2010,67,sor_og_mellom_amerika,6,sysselsatte_land,personer
2010,71,nord_amerika_oseania,6,sysselsatte_land,personer
2011,43,sor_og_mellom_amerika,6,sysselsatte_land,personer
2011,60,nord_amerika_oseania,6,sysselsatte_land,personer
2011,71,nord_amerika_oseania,6,sysselsatte_land,personer
2011,81,nord_amerika_oseania,6,sysselsatte_land,personer
2012,31,nord_amerika_oseania,6,sysselsatte_land,personer
2012,57,sor_og_mellom_amerika,6,sysselsatte_land,personer
2012,69,sor_og_mellom_amerika,6,sysselsatte_land,personer
2013,18,nord_amerika_oseania,6,sysselsatte_land,personer
2013,31,nord_amerika_oseania,6,sysselsatte_land,personer
2013,62,sor_og_mellom_amerika,6,sysselsatte_land,personer
2013,69,nord_amerika_oseania,6,sysselsatte_land,personer
2013,69,sor_og_mellom_amerika,6,sysselsatte_land,personer
2013,82,nord_amerika_oseania,6,sysselsatte_land,personer
2014,18,nord_amerika_oseania,6,sysselsatte_land,personer
2014,71,nord_amerika_oseania,6,sysselsatte_land,personer
2006,43,nord_amerika_oseania,7,sysselsatte_land,personer
2006,48,afrika,7,sysselsatte_land,personer
2006,71,afrika,7,sysselsatte_land,personer
2006,81,nord_amerika_oseania,7,sysselsatte_land,personer
2006,83,nord_amerika_oseania,7,sysselsatte_land,personer
2007,18,nord_amerika_oseania,7,sysselsatte_land,personer
2007,31,afrika,7,sysselsatte_land,personer
2007,45,nord_amerika_oseania,7,sysselsatte_land,personer
2007,57,sor_og_mellom_amerika,7,sysselsatte_land,personer
2007,64,sor_og_mellom_amerika,7,sysselsatte_land,personer
2007,83,nord_amerika_oseania,7,sysselsatte_land,personer
2008,18,nord_amerika_oseania,7,sysselsatte_land,personer
2008,23,nord_amerika_oseania,7,sysselsatte_land,personer
2008,31,afrika,7,sysselsatte_land,personer
2008,43,nord_amerika_oseania,7,sysselsatte_land,personer
2008,43,sor_og_mellom_amerika,7,sysselsatte_land,personer
2008,45,nord_amerika_oseania,7,sysselsatte_land,personer
2008,57,afrika,7,sysselsatte_land,personer
2008,57,nord_amerika_oseania,7,sysselsatte_land,personer
2008,58,sor_og_mellom_amerika,7,sysselsatte_land,personer
2009,69,sor_og_mellom_amerika,7,sysselsatte_land,personer
2009,70,vest_europa,7,sysselsatte_land,personer
2010,68,afrika,7,sysselsatte_land,personer
2010,69,nord_amerika_oseania,7,sysselsatte_land,personer
2010,70,ost_europa_ellers,7,sysselsatte_land,personer
2010,71,sor_og_mellom_amerika,7,sysselsatte_land,personer
2011,10,nord_amerika_oseania,7,sysselsatte_land,personer
2011,10,sor_og_mellom_amerika,7,sysselsatte_land,personer
2011,30,nord_amerika_oseania,7,sysselsatte_land,personer
2011,31,nord_amerika_oseania,7,sysselsatte_land,personer
2011,57,nord_amerika_oseania,7,sysselsatte_land,personer
2011,62,sor_og_mellom_amerika,7,sysselsatte_land,personer
2011,67,sor_og_mellom_amerika,7,sysselsatte_land,personer
2011,82,nord_amerika_oseania,7,sysselsatte_land,personer
2011,82,sor_og_mellom_amerika,7,sysselsatte_land,personer
2012,10,sor_og_mellom_amerika,7,sysselsatte_land,personer
2012,17,afrika,7,sysselsatte_land,personer
2012,23,nord_amerika_oseania,7,sysselsatte_land,personer
2012,30,nord_amerika_oseania,7,sysselsatte_land,personer
2012,60,nord_amerika_oseania,7,sysselsatte_land,personer
2012,62,sor_og_mellom_amerika,7,sysselsatte_land,personer
2012,67,nord_amerika_oseania,7,sysselsatte_land,personer
2012,67,sor_og_mellom_amerika,7,sysselsatte_land,personer
2012,71,nord_amerika_oseania,7,sysselsatte_land,personer
2012,82,afrika,7,sysselsatte_land,personer
2012,82,nord_amerika_oseania,7,sysselsatte_land,personer
2012,82,sor_og_mellom_amerika,7,sysselsatte_land,personer
2013,10,sor_og_mellom_amerika,7,sysselsatte_land,personer
2013,43,sor_og_mellom_amerika,7,sysselsatte_land,personer
2013,67,sor_og_mellom_amerika,7,sysselsatte_land,personer
2013,71,nord_amerika_oseania,7,sysselsatte_land,personer
2014,23,nord_amerika_oseania,7,sysselsatte_land,personer
2014,45,nord_amerika_oseania,7,sysselsatte_land,personer
2014,48,afrika,7,sysselsatte_land,personer
2014,60,nord_amerika_oseania,7,sysselsatte_land,personer
2014,62,nord_amerika_oseania,7,sysselsatte_land,personer
2014,62,sor_og_mellom_amerika,7,sysselsatte_land,personer
2014,67,nord_amerika_oseania,7,sysselsatte_land,personer
2014,67,sor_og_mellom_amerika,7,sysselsatte_land,personer
2014,82,nord_amerika_oseania,7,sysselsatte_land,personer
2006,01,sor_og_mellom_amerika,8,sysselsatte_land,personer
2006,62,sor_og_mellom_amerika,8,sysselsatte_land,personer
2006,64,sor_og_mellom_amerika,8,sysselsatte_land,personer
2006,70,eu_ost_europa,8,sysselsatte_land,personer
2006,70,vest_europa,8,sysselsatte_land,personer
2007,23,nord_amerika_oseania,8,sysselsatte_land,personer
2007,45,afrika,8,sysselsatte_land,personer
2007,48,afrika,8,sysselsatte_land,personer
2007,48,ost_europa_ellers,8,sysselsatte_land,personer
2007,69,nord_amerika_oseania,8,sysselsatte_land,personer
2007,71,sor_og_mellom_amerika,8,sysselsatte_land,personer
2007,78,nord_amerika_oseania,8,sysselsatte_land,personer
2008,48,ost_europa_ellers,8,sysselsatte_land,personer
2008,75,sor_og_mellom_amerika,8,sysselsatte_land,personer
2008,82,afrika,8,sysselsatte_land,personer
2009,15,nord_amerika_oseania,8,sysselsatte_land,personer
2009,45,afrika,8,sysselsatte_land,personer
2009,48,ost_europa_ellers,8,sysselsatte_land,personer
2009,58,sor_og_mellom_amerika,8,sysselsatte_land,personer
2009,71,sor_og_mellom_amerika,8,sysselsatte_land,personer
2009,81,nord_amerika_oseania,8,sysselsatte_land,personer
2010,43,sor_og_mellom_amerika,8,sysselsatte_land,personer
2010,57,afrika,8,sysselsatte_land,personer
2010,62,sor_og_mellom_amerika,8,sysselsatte_land,personer
2010,65,afrika,8,sysselsatte_land,personer
2010,70,vest_europa,8,sysselsatte_land,personer
2010,75,nord_amerika_oseania,8,sysselsatte_land,personer
2010,80,sor_og_mellom_amerika,8,sysselsatte_land,personer
2010,82,sor_og_mellom_amerika,8,sysselsatte_land,personer
2010,83,nord_amerika_oseania,8,sysselsatte_land,personer
2011,17,afrika,8,sysselsatte_land,personer
2011,65,afrika,8,sysselsatte_land,personer
2011,75,nord_amerika_oseania,8,sysselsatte_land,personer
2011,80,sor_og_mellom_amerika,8,sysselsatte_land,personer
2012,62,nord_amerika_oseania,8,sysselsatte_land,personer
2012,69,nord_amerika_oseania,8,sysselsatte_land,personer
2012,80,sor_og_mellom_amerika,8,sysselsatte_land,personer
2012,81,nord_amerika_oseania,8,sysselsatte_land,personer
2013,10,nord_amerika_oseania,8,sysselsatte_land,personer
2013,28,nord_amerika_oseania,8,sysselsatte_land,personer
2013,30,nord_amerika_oseania,8,sysselsatte_land,personer
2013,45,nord_amerika_oseania,8,sysselsatte_land,personer
2013,60,nord_amerika_oseania,8,sysselsatte_land,personer
2013,62,nord_amerika_oseania,8,sysselsatte_land,personer
2013,67,nord_amerika_oseania,8,sysselsatte_land,personer
2013,68,sor_og_mellom_amerika,8,sysselsatte_land,personer
2014,10,nord_amerika_oseania,8,sysselsatte_land,personer
2014,43,sor_og_mellom_amerika,8,sysselsatte_land,personer
2014,69,nord_amerika_oseania,8,sysselsatte_land,personer
2014,69,sor_og_mellom_amerika,8,sysselsatte_land,personer
2014,82,sor_og_mellom_amerika,8,sysselsatte_land,personer
2006,19,nord_amerika_oseania,9,sysselsatte_land,personer
2006,29,sor_og_mellom_amerika,9,sysselsatte_land,personer
2006,41,nord_amerika_oseania,9,sysselsatte_land,personer
2006,42,sor_og_mellom_amerika,9,sysselsatte_land,personer
2006,48,norden,9,sysselsatte_land,personer
2006,60,sor_og_mellom_amerika,9,sysselsatte_land,personer
2006,68,sor_og_mellom_amerika,9,sysselsatte_land,personer
2006,72,nord_amerika_oseania,9,sysselsatte_land,personer
2006,72,sor_og_mellom_amerika,9,sysselsatte_land,personer
2007,15,nord_amerika_oseania,9,sysselsatte_land,personer
2007,18,sor_og_mellom_amerika,9,sysselsatte_land,personer
2007,45,sor_og_mellom_amerika,9,sysselsatte_land,personer
2007,58,sor_og_mellom_amerika,9,sysselsatte_land,personer
2007,62,sor_og_mellom_amerika,9,sysselsatte_land,personer
2007,72,sor_og_mellom_amerika,9,sysselsatte_land,personer
2008,01,nord_amerika_oseania,9,sysselsatte_land,personer
2008,48,norden,9,sysselsatte_land,personer
2008,62,sor_og_mellom_amerika,9,sysselsatte_land,personer
2008,71,sor_og_mellom_amerika,9,sysselsatte_land,personer
2008,78,nord_amerika_oseania,9,sysselsatte_land,personer
2009,23,nord_amerika_oseania,9,sysselsatte_land,personer
2009,28,nord_amerika_oseania,9,sysselsatte_land,personer
2009,48,norden,9,sysselsatte_land,personer
2009,57,afrika,9,sysselsatte_land,personer
2009,57,nord_amerika_oseania,9,sysselsatte_land,personer
2009,62,sor_og_mellom_amerika,9,sysselsatte_land,personer
2009,82,afrika,9,sysselsatte_land,personer
2010,57,sor_og_mellom_amerika,9,sysselsatte_land,personer
2010,68,sor_og_mellom_amerika,9,sysselsatte_land,personer
2010,78,nord_amerika_oseania,9,sysselsatte_land,personer
2010,82,afrika,9,sysselsatte_land,personer
2011,31,afrika,9,sysselsatte_land,personer
2011,69,nord_amerika_oseania,9,sysselsatte_land,personer
2011,70,ost_europa_ellers,9,sysselsatte_land,personer
2011,71,sor_og_mellom_amerika,9,sysselsatte_land,personer
2011,83,nord_amerika_oseania,9,sysselsatte_land,personer
2012,57,afrika,9,sysselsatte_land,personer
2012,68,sor_og_mellom_amerika,9,sysselsatte_land,personer
2012,70,ost_europa_ellers,9,sysselsatte_land,personer
2012,75,nord_amerika_oseania,9,sysselsatte_land,personer
2013,62,afrika,9,sysselsatte_land,personer
2013,70,ost_europa_ellers,9,sysselsatte_land,personer
2013,82,sor_og_mellom_amerika,9,sysselsatte_land,personer
2014,10,sor_og_mellom_amerika,9,sysselsatte_land,personer
2014,19,nord_amerika_oseania,9,sysselsatte_land,personer
2014,30,nord_amerika_oseania,9,sysselsatte_land,personer
2014,31,sor_og_mellom_amerika,9,sysselsatte_land,personer
2014,68,sor_og_mellom_amerika,9,sysselsatte_land,personer
2006,01,nord_amerika_oseania,10,sysselsatte_land,personer
2006,13,nord_amerika_oseania,10,sysselsatte_land,personer
2006,31,sor_og_mellom_amerika,10,sysselsatte_land,personer
2006,45,ost_europa_ellers,10,sysselsatte_land,personer
2006,45,sor_og_mellom_amerika,10,sysselsatte_land,personer
