aar,naringsregion_nr,innvgrunn_6,kjonn,tabellvariabel,tabell_navn,enhet
2008,03,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,03,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2008,10,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,10,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2008,11,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,12,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,15,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,15,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,15,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2008,18,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,19,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,24,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,29,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,29,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2008,31,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,41,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,42,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,43,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,46,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,49,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,52,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,54,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,57,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,60,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,60,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2008,63,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,65,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,65,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2008,66,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,67,utdanning,0,0,sysselsatte_innvandringsgrunn,personer
2008,69,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,69,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,69,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2008,74,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,74,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2008,77,annet,1,0,sysselsatte_innvandringsgrunn,personer
2008,77,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2008,79,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,80,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,82,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,82,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2009,02,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,11,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,12,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,14,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,15,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,15,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,15,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2009,18,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,19,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,28,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,28,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2009,29,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,33,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,36,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,41,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,42,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,52,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,54,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,54,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,54,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2009,57,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,58,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,58,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2009,59,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2009,59,utdanning,alle,0,sysselsatte_innvandringsgrunn,personer
2009,60,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,60,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2009,63,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,65,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,65,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2009,66,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,69,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,71,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2009,73,annet,1,0,sysselsatte_innvandringsgrunn,personer
2009,75,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,80,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,82,annet,0,0,sysselsatte_innvandringsgrunn,personer
2009,82,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2009,83,annet,1,0,sysselsatte_innvandringsgrunn,personer
2010,03,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,03,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2010,11,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,14,annet,1,0,sysselsatte_innvandringsgrunn,personer
2010,15,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,15,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2010,17,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2010,18,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,21,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,29,annet,1,0,sysselsatte_innvandringsgrunn,personer
2010,33,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,41,annet,1,0,sysselsatte_innvandringsgrunn,personer
2010,42,annet,1,0,sysselsatte_innvandringsgrunn,personer
2010,45,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2010,57,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,58,annet,1,0,sysselsatte_innvandringsgrunn,personer
2010,58,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2010,60,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,63,annet,1,0,sysselsatte_innvandringsgrunn,personer
2010,65,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,65,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2010,66,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,66,annet,1,0,sysselsatte_innvandringsgrunn,personer
2010,66,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2010,68,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,68,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2010,73,annet,1,0,sysselsatte_innvandringsgrunn,personer
2010,74,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,74,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2010,80,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,82,annet,0,0,sysselsatte_innvandringsgrunn,personer
2010,82,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2010,83,annet,1,0,sysselsatte_innvandringsgrunn,personer
2011,10,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,11,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,17,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2011,24,annet,1,0,sysselsatte_innvandringsgrunn,personer
2011,29,annet,1,0,sysselsatte_innvandringsgrunn,personer
2011,33,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,42,annet,1,0,sysselsatte_innvandringsgrunn,personer
2011,44,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,44,annet,1,0,sysselsatte_innvandringsgrunn,personer
2011,44,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2011,46,annet,1,0,sysselsatte_innvandringsgrunn,personer
2011,48,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,48,flukt,0,0,sysselsatte_innvandringsgrunn,personer
2011,48,flukt,1,0,sysselsatte_innvandringsgrunn,personer
2011,48,flukt,alle,0,sysselsatte_innvandringsgrunn,personer
2011,58,annet,1,0,sysselsatte_innvandringsgrunn,personer
2011,58,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2011,59,utdanning,0,0,sysselsatte_innvandringsgrunn,personer
2011,60,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,60,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2011,63,annet,1,0,sysselsatte_innvandringsgrunn,personer
2011,65,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,65,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2011,66,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,66,annet,1,0,sysselsatte_innvandringsgrunn,personer
2011,66,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2011,66,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2011,73,annet,1,0,sysselsatte_innvandringsgrunn,personer
2011,74,annet,1,0,sysselsatte_innvandringsgrunn,personer
2011,75,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,76,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,77,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,80,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,82,annet,0,0,sysselsatte_innvandringsgrunn,personer
2011,82,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2012,10,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,17,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2012,18,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,21,annet,1,0,sysselsatte_innvandringsgrunn,personer
2012,29,annet,1,0,sysselsatte_innvandringsgrunn,personer
2012,36,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,44,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,45,annet,1,0,sysselsatte_innvandringsgrunn,personer
2012,46,annet,1,0,sysselsatte_innvandringsgrunn,personer
2012,48,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,48,flukt,0,0,sysselsatte_innvandringsgrunn,personer
2012,48,flukt,1,0,sysselsatte_innvandringsgrunn,personer
2012,48,flukt,alle,0,sysselsatte_innvandringsgrunn,personer
2012,58,annet,1,0,sysselsatte_innvandringsgrunn,personer
2012,58,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2012,58,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2012,59,utdanning,0,0,sysselsatte_innvandringsgrunn,personer
2012,59,utdanning,alle,0,sysselsatte_innvandringsgrunn,personer
2012,60,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,62,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2012,63,annet,1,0,sysselsatte_innvandringsgrunn,personer
2012,65,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,65,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2012,65,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2012,66,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,66,annet,1,0,sysselsatte_innvandringsgrunn,personer
2012,66,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2012,66,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2012,74,annet,1,0,sysselsatte_innvandringsgrunn,personer
2012,75,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,76,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,78,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,80,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,80,annet,1,0,sysselsatte_innvandringsgrunn,personer
2012,80,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2012,82,annet,0,0,sysselsatte_innvandringsgrunn,personer
2012,82,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2013,10,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,18,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,21,annet,1,0,sysselsatte_innvandringsgrunn,personer
2013,23,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,23,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2013,24,annet,1,0,sysselsatte_innvandringsgrunn,personer
2013,33,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,36,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,44,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,45,annet,1,0,sysselsatte_innvandringsgrunn,personer
2013,47,annet,1,0,sysselsatte_innvandringsgrunn,personer
2013,48,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,48,flukt,0,0,sysselsatte_innvandringsgrunn,personer
2013,48,flukt,1,0,sysselsatte_innvandringsgrunn,personer
2013,48,flukt,alle,0,sysselsatte_innvandringsgrunn,personer
2013,58,annet,1,0,sysselsatte_innvandringsgrunn,personer
2013,58,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2013,59,utdanning,0,0,sysselsatte_innvandringsgrunn,personer
2013,59,utdanning,alle,0,sysselsatte_innvandringsgrunn,personer
2013,60,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,63,annet,1,0,sysselsatte_innvandringsgrunn,personer
2013,65,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,65,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2013,65,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2013,66,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,70,flukt,1,0,sysselsatte_innvandringsgrunn,personer
2013,75,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,80,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,80,annet,1,0,sysselsatte_innvandringsgrunn,personer
2013,80,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2013,82,annet,0,0,sysselsatte_innvandringsgrunn,personer
2013,82,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2014,10,annet,0,0,sysselsatte_innvandringsgrunn,personer
2014,17,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2014,18,annet,0,0,sysselsatte_innvandringsgrunn,personer
2014,21,annet,1,0,sysselsatte_innvandringsgrunn,personer
2014,23,annet,0,0,sysselsatte_innvandringsgrunn,personer
2014,23,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2014,24,annet,1,0,sysselsatte_innvandringsgrunn,personer
2014,31,annet,1,0,sysselsatte_innvandringsgrunn,personer
2014,31,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2014,36,annet,0,0,sysselsatte_innvandringsgrunn,personer
2014,43,annet,1,0,sysselsatte_innvandringsgrunn,personer
2014,44,annet,0,0,sysselsatte_innvandringsgrunn,personer
2014,45,annet,1,0,sysselsatte_innvandringsgrunn,personer
2014,46,annet,1,0,sysselsatte_innvandringsgrunn,personer
2014,48,annet,0,0,sysselsatte_innvandringsgrunn,personer
2014,48,annet,1,0,sysselsatte_innvandringsgrunn,personer
2014,48,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2014,48,flukt,0,0,sysselsatte_innvandringsgrunn,personer
2014,58,annet,1,0,sysselsatte_innvandringsgrunn,personer
2014,58,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2014,60,annet,0,0,sysselsatte_innvandringsgrunn,personer
2014,65,annet,0,0,sysselsatte_innvandringsgrunn,personer
2014,65,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2014,66,annet,0,0,sysselsatte_innvandringsgrunn,personer
2014,69,annet,1,0,sysselsatte_innvandringsgrunn,personer
2014,80,annet,0,0,sysselsatte_innvandringsgrunn,personer
2014,80,annet,1,0,sysselsatte_innvandringsgrunn,personer
2014,80,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2014,82,annet,0,0,sysselsatte_innvandringsgrunn,personer
2014,82,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,02,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,11,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,12,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,13,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,14,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,14,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,17,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,17,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2006,18,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,18,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,19,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,19,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,21,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,24,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,30,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,30,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,31,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,31,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,33,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,36,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,36,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,36,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2006,38,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,41,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,41,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,42,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,42,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,43,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,47,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,48,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,48,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,48,uoppgitt,0,0,sysselsatte_innvandringsgrunn,personer
2006,48,uoppgitt,1,0,sysselsatte_innvandringsgrunn,personer
2006,48,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2006,49,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,50,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,53,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,56,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,56,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,57,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,58,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,58,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,59,utdanning,0,0,sysselsatte_innvandringsgrunn,personer
2006,59,utdanning,alle,0,sysselsatte_innvandringsgrunn,personer
2006,62,utdanning,0,0,sysselsatte_innvandringsgrunn,personer
2006,62,utdanning,alle,0,sysselsatte_innvandringsgrunn,personer
2006,63,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,63,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,64,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,66,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,66,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,66,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2006,67,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2006,70,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,70,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,70,familie,1,0,sysselsatte_innvandringsgrunn,personer
2006,70,flukt,1,0,sysselsatte_innvandringsgrunn,personer
2006,70,flukt,alle,0,sysselsatte_innvandringsgrunn,personer
2006,70,uoppgitt,1,0,sysselsatte_innvandringsgrunn,personer
2006,70,utdanning,0,0,sysselsatte_innvandringsgrunn,personer
2006,70,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2006,74,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,75,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,75,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,76,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,76,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,77,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,77,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,78,annet,0,0,sysselsatte_innvandringsgrunn,personer
2006,80,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,80,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2006,81,annet,1,0,sysselsatte_innvandringsgrunn,personer
2006,81,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2007,02,annet,0,0,sysselsatte_innvandringsgrunn,personer
2007,02,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2007,10,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2007,11,annet,1,0,sysselsatte_innvandringsgrunn,personer
2007,11,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2007,12,annet,1,0,sysselsatte_innvandringsgrunn,personer
2007,12,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2007,13,annet,1,0,sysselsatte_innvandringsgrunn,personer
2007,15,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2007,16,annet,0,0,sysselsatte_innvandringsgrunn,personer
2007,17,annet,0,0,sysselsatte_innvandringsgrunn,personer
2007,18,annet,0,0,sysselsatte_innvandringsgrunn,personer
2007,25,annet,0,0,sysselsatte_innvandringsgrunn,personer
2007,30,annet,0,0,sysselsatte_innvandringsgrunn,personer
2007,30,annet,1,0,sysselsatte_innvandringsgrunn,personer
2007,31,annet,1,0,sysselsatte_innvandringsgrunn,personer
2007,31,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2007,31,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
2007,31,utdanning,alle,0,sysselsatte_innvandringsgrunn,personer
2007,33,annet,0,0,sysselsatte_innvandringsgrunn,personer
2007,34,annet,0,0,sysselsatte_innvandringsgrunn,personer
2007,34,annet,1,0,sysselsatte_innvandringsgrunn,personer
2007,36,annet,1,0,sysselsatte_innvandringsgrunn,personer
2007,36,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2007,38,annet,0,0,sysselsatte_innvandringsgrunn,personer
2007,38,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2007,41,annet,0,0,sysselsatte_innvandringsgrunn,personer
2007,41,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2007,42,annet,0,0,sysselsatte_innvandringsgrunn,personer
2007,42,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2007,43,annet,1,0,sysselsatte_innvandringsgrunn,personer
2007,43,annet,alle,0,sysselsatte_innvandringsgrunn,personer
2007,47,annet,1,0,sysselsatte_innvandringsgrunn,personer
2007,48,utdanning,1,0,sysselsatte_innvandringsgrunn,personer
