aar,naringsregion_nr,innvkat_2,arbeidsalder_18_69,tabellvariabel,tabell_navn,enhet
2006,10,befolkningen_ellers,alle,7663,sysselsatte_innvkat_alder,personer
2006,10,innvandrere,18_29,63,sysselsatte_innvkat_alder,personer
2006,10,innvandrere,30_54,197,sysselsatte_innvkat_alder,personer
2006,10,innvandrere,55_69,40,sysselsatte_innvkat_alder,personer
2006,10,innvandrere,alle,309,sysselsatte_innvkat_alder,personer
2006,11,alle,18_29,4361,sysselsatte_innvkat_alder,personer
2006,11,alle,30_54,14424,sysselsatte_innvkat_alder,personer
2006,11,alle,55_69,5603,sysselsatte_innvkat_alder,personer
2006,11,alle,alle,25042,sysselsatte_innvkat_alder,personer
2006,11,befolkningen_ellers,18_29,4146,sysselsatte_innvkat_alder,personer
2006,11,befolkningen_ellers,30_54,13761,sysselsatte_innvkat_alder,personer
2006,11,befolkningen_ellers,55_69,5441,sysselsatte_innvkat_alder,personer
2006,11,befolkningen_ellers,alle,23988,sysselsatte_innvkat_alder,personer
2006,11,innvandrere,18_29,215,sysselsatte_innvkat_alder,personer
2006,11,innvandrere,30_54,663,sysselsatte_innvkat_alder,personer
2006,11,innvandrere,55_69,162,sysselsatte_innvkat_alder,personer
2006,11,innvandrere,alle,1054,sysselsatte_innvkat_alder,personer
2006,12,alle,18_29,8334,sysselsatte_innvkat_alder,personer
2006,12,alle,30_54,24493,sysselsatte_innvkat_alder,personer
2006,12,alle,55_69,8451,sysselsatte_innvkat_alder,personer
2006,12,alle,alle,42218,sysselsatte_innvkat_alder,personer
2006,12,befolkningen_ellers,18_29,7934,sysselsatte_innvkat_alder,personer
2006,12,befolkningen_ellers,30_54,23312,sysselsatte_innvkat_alder,personer
2006,12,befolkningen_ellers,55_69,8237,sysselsatte_innvkat_alder,personer
2006,12,befolkningen_ellers,alle,40392,sysselsatte_innvkat_alder,personer
2006,12,innvandrere,18_29,400,sysselsatte_innvkat_alder,personer
2006,12,innvandrere,30_54,1181,sysselsatte_innvkat_alder,personer
2006,12,innvandrere,55_69,214,sysselsatte_innvkat_alder,personer
2006,12,innvandrere,alle,1826,sysselsatte_innvkat_alder,personer
2006,13,alle,18_29,3142,sysselsatte_innvkat_alder,personer
2006,13,alle,30_54,9603,sysselsatte_innvkat_alder,personer
2006,13,alle,55_69,3463,sysselsatte_innvkat_alder,personer
2006,13,alle,alle,16577,sysselsatte_innvkat_alder,personer
2006,13,befolkningen_ellers,18_29,2996,sysselsatte_innvkat_alder,personer
2006,13,befolkningen_ellers,30_54,9157,sysselsatte_innvkat_alder,personer
2006,13,befolkningen_ellers,55_69,3357,sysselsatte_innvkat_alder,personer
2006,13,befolkningen_ellers,alle,15871,sysselsatte_innvkat_alder,personer
2006,13,innvandrere,18_29,146,sysselsatte_innvkat_alder,personer
2006,13,innvandrere,30_54,446,sysselsatte_innvkat_alder,personer
2006,13,innvandrere,55_69,106,sysselsatte_innvkat_alder,personer
2006,13,innvandrere,alle,706,sysselsatte_innvkat_alder,personer
2006,14,alle,18_29,6594,sysselsatte_innvkat_alder,personer
2006,14,alle,30_54,20376,sysselsatte_innvkat_alder,personer
2006,14,alle,55_69,7095,sysselsatte_innvkat_alder,personer
2006,14,alle,alle,34958,sysselsatte_innvkat_alder,personer
2006,14,befolkningen_ellers,18_29,6259,sysselsatte_innvkat_alder,personer
2006,14,befolkningen_ellers,30_54,19422,sysselsatte_innvkat_alder,personer
2006,14,befolkningen_ellers,55_69,6923,sysselsatte_innvkat_alder,personer
2006,14,befolkningen_ellers,alle,33479,sysselsatte_innvkat_alder,personer
2006,14,innvandrere,18_29,335,sysselsatte_innvkat_alder,personer
2006,14,innvandrere,30_54,954,sysselsatte_innvkat_alder,personer
2006,14,innvandrere,55_69,172,sysselsatte_innvkat_alder,personer
2006,14,innvandrere,alle,1479,sysselsatte_innvkat_alder,personer
2006,15,alle,18_29,2719,sysselsatte_innvkat_alder,personer
2006,15,alle,30_54,8473,sysselsatte_innvkat_alder,personer
2006,15,alle,55_69,2720,sysselsatte_innvkat_alder,personer
2006,15,alle,alle,14307,sysselsatte_innvkat_alder,personer
2006,15,befolkningen_ellers,18_29,2613,sysselsatte_innvkat_alder,personer
2006,15,befolkningen_ellers,30_54,8088,sysselsatte_innvkat_alder,personer
2006,15,befolkningen_ellers,55_69,2656,sysselsatte_innvkat_alder,personer
2006,15,befolkningen_ellers,alle,13747,sysselsatte_innvkat_alder,personer
2006,15,innvandrere,18_29,106,sysselsatte_innvkat_alder,personer
2006,15,innvandrere,30_54,385,sysselsatte_innvkat_alder,personer
2006,15,innvandrere,55_69,64,sysselsatte_innvkat_alder,personer
2006,15,innvandrere,alle,560,sysselsatte_innvkat_alder,personer
2006,16,alle,18_29,3749,sysselsatte_innvkat_alder,personer
2006,16,alle,30_54,10829,sysselsatte_innvkat_alder,personer
2006,16,alle,55_69,3856,sysselsatte_innvkat_alder,personer
2006,16,alle,alle,18888,sysselsatte_innvkat_alder,personer
2006,16,befolkningen_ellers,18_29,3504,sysselsatte_innvkat_alder,personer
2006,16,befolkningen_ellers,30_54,10198,sysselsatte_innvkat_alder,personer
2006,16,befolkningen_ellers,55_69,3720,sysselsatte_innvkat_alder,personer
2006,16,befolkningen_ellers,alle,17866,sysselsatte_innvkat_alder,personer
2006,16,innvandrere,18_29,245,sysselsatte_innvkat_alder,personer
2006,16,innvandrere,30_54,631,sysselsatte_innvkat_alder,personer
2006,16,innvandrere,55_69,136,sysselsatte_innvkat_alder,personer
2006,16,innvandrere,alle,1022,sysselsatte_innvkat_alder,personer
2006,17,alle,18_29,1268,sysselsatte_innvkat_alder,personer
2006,17,alle,30_54,3847,sysselsatte_innvkat_alder,personer
2006,17,alle,55_69,1512,sysselsatte_innvkat_alder,personer
2006,17,alle,alle,6843,sysselsatte_innvkat_alder,personer
2006,17,befolkningen_ellers,18_29,1230,sysselsatte_innvkat_alder,personer
2006,17,befolkningen_ellers,30_54,3704,sysselsatte_innvkat_alder,personer
2006,17,befolkningen_ellers,55_69,1494,sysselsatte_innvkat_alder,personer
2006,17,befolkningen_ellers,alle,6640,sysselsatte_innvkat_alder,personer
2006,17,innvandrere,18_29,38,sysselsatte_innvkat_alder,personer
2006,17,innvandrere,30_54,143,sysselsatte_innvkat_alder,personer
2006,17,innvandrere,55_69,18,sysselsatte_innvkat_alder,personer
2006,17,innvandrere,alle,203,sysselsatte_innvkat_alder,personer
2006,18,alle,18_29,1942,sysselsatte_innvkat_alder,personer
2006,18,alle,30_54,5629,sysselsatte_innvkat_alder,personer
2006,18,alle,55_69,2200,sysselsatte_innvkat_alder,personer
2006,18,alle,alle,10120,sysselsatte_innvkat_alder,personer
2006,18,befolkningen_ellers,18_29,1882,sysselsatte_innvkat_alder,personer
2006,18,befolkningen_ellers,30_54,5474,sysselsatte_innvkat_alder,personer
2006,18,befolkningen_ellers,55_69,2177,sysselsatte_innvkat_alder,personer
2006,18,befolkningen_ellers,alle,9877,sysselsatte_innvkat_alder,personer
2006,18,innvandrere,18_29,60,sysselsatte_innvkat_alder,personer
2006,18,innvandrere,30_54,155,sysselsatte_innvkat_alder,personer
2006,18,innvandrere,55_69,23,sysselsatte_innvkat_alder,personer
2006,18,innvandrere,alle,243,sysselsatte_innvkat_alder,personer
2006,19,alle,18_29,1789,sysselsatte_innvkat_alder,personer
2006,19,alle,30_54,5173,sysselsatte_innvkat_alder,personer
2006,19,alle,55_69,2185,sysselsatte_innvkat_alder,personer
2006,19,alle,alle,9504,sysselsatte_innvkat_alder,personer
2006,19,befolkningen_ellers,18_29,1702,sysselsatte_innvkat_alder,personer
2006,19,befolkningen_ellers,30_54,4937,sysselsatte_innvkat_alder,personer
2006,19,befolkningen_ellers,55_69,2136,sysselsatte_innvkat_alder,personer
2006,19,befolkningen_ellers,alle,9122,sysselsatte_innvkat_alder,personer
2006,19,innvandrere,18_29,87,sysselsatte_innvkat_alder,personer
2006,19,innvandrere,30_54,236,sysselsatte_innvkat_alder,personer
2006,19,innvandrere,55_69,49,sysselsatte_innvkat_alder,personer
2006,19,innvandrere,alle,382,sysselsatte_innvkat_alder,personer
2006,20,alle,18_29,15752,sysselsatte_innvkat_alder,personer
2006,20,alle,30_54,47969,sysselsatte_innvkat_alder,personer
2006,20,alle,55_69,15580,sysselsatte_innvkat_alder,personer
2006,20,alle,alle,81244,sysselsatte_innvkat_alder,personer
2006,20,befolkningen_ellers,18_29,14057,sysselsatte_innvkat_alder,personer
2006,20,befolkningen_ellers,30_54,42937,sysselsatte_innvkat_alder,personer
2006,20,befolkningen_ellers,55_69,14776,sysselsatte_innvkat_alder,personer
2006,20,befolkningen_ellers,alle,73635,sysselsatte_innvkat_alder,personer
2006,20,innvandrere,18_29,1695,sysselsatte_innvkat_alder,personer
2006,20,innvandrere,30_54,5032,sysselsatte_innvkat_alder,personer
2006,20,innvandrere,55_69,804,sysselsatte_innvkat_alder,personer
2006,20,innvandrere,alle,7609,sysselsatte_innvkat_alder,personer
2006,21,alle,18_29,2039,sysselsatte_innvkat_alder,personer
2006,21,alle,30_54,6089,sysselsatte_innvkat_alder,personer
2006,21,alle,55_69,2311,sysselsatte_innvkat_alder,personer
2006,21,alle,alle,10927,sysselsatte_innvkat_alder,personer
2006,21,befolkningen_ellers,18_29,1809,sysselsatte_innvkat_alder,personer
2006,21,befolkningen_ellers,30_54,5587,sysselsatte_innvkat_alder,personer
2006,21,befolkningen_ellers,55_69,2231,sysselsatte_innvkat_alder,personer
2006,21,befolkningen_ellers,alle,10099,sysselsatte_innvkat_alder,personer
2006,21,innvandrere,18_29,230,sysselsatte_innvkat_alder,personer
2006,21,innvandrere,30_54,502,sysselsatte_innvkat_alder,personer
2006,21,innvandrere,55_69,80,sysselsatte_innvkat_alder,personer
2006,21,innvandrere,alle,828,sysselsatte_innvkat_alder,personer
2006,22,alle,18_29,3079,sysselsatte_innvkat_alder,personer
2006,22,alle,30_54,9226,sysselsatte_innvkat_alder,personer
2006,22,alle,55_69,3385,sysselsatte_innvkat_alder,personer
2006,22,alle,alle,16115,sysselsatte_innvkat_alder,personer
2006,22,befolkningen_ellers,18_29,2888,sysselsatte_innvkat_alder,personer
2006,22,befolkningen_ellers,30_54,8607,sysselsatte_innvkat_alder,personer
2006,22,befolkningen_ellers,55_69,3246,sysselsatte_innvkat_alder,personer
2006,22,befolkningen_ellers,alle,15155,sysselsatte_innvkat_alder,personer
2006,22,innvandrere,18_29,191,sysselsatte_innvkat_alder,personer
2006,22,innvandrere,30_54,619,sysselsatte_innvkat_alder,personer
2006,22,innvandrere,55_69,139,sysselsatte_innvkat_alder,personer
2006,22,innvandrere,alle,960,sysselsatte_innvkat_alder,personer
2006,23,alle,18_29,1851,sysselsatte_innvkat_alder,personer
2006,23,alle,30_54,5408,sysselsatte_innvkat_alder,personer
2006,23,alle,55_69,1995,sysselsatte_innvkat_alder,personer
2006,23,alle,alle,9497,sysselsatte_innvkat_alder,personer
2006,23,befolkningen_ellers,18_29,1781,sysselsatte_innvkat_alder,personer
2006,23,befolkningen_ellers,30_54,5184,sysselsatte_innvkat_alder,personer
2006,23,befolkningen_ellers,55_69,1947,sysselsatte_innvkat_alder,personer
2006,23,befolkningen_ellers,alle,9151,sysselsatte_innvkat_alder,personer
2006,23,innvandrere,18_29,70,sysselsatte_innvkat_alder,personer
2006,23,innvandrere,30_54,224,sysselsatte_innvkat_alder,personer
2006,23,innvandrere,55_69,48,sysselsatte_innvkat_alder,personer
2006,23,innvandrere,alle,346,sysselsatte_innvkat_alder,personer
2006,24,alle,18_29,3304,sysselsatte_innvkat_alder,personer
2006,24,alle,30_54,10140,sysselsatte_innvkat_alder,personer
2006,24,alle,55_69,3390,sysselsatte_innvkat_alder,personer
2006,24,alle,alle,17246,sysselsatte_innvkat_alder,personer
2006,24,befolkningen_ellers,18_29,3074,sysselsatte_innvkat_alder,personer
2006,24,befolkningen_ellers,30_54,9444,sysselsatte_innvkat_alder,personer
2006,24,befolkningen_ellers,55_69,3287,sysselsatte_innvkat_alder,personer
2006,24,befolkningen_ellers,alle,16200,sysselsatte_innvkat_alder,personer
2006,24,innvandrere,18_29,230,sysselsatte_innvkat_alder,personer
2006,24,innvandrere,30_54,696,sysselsatte_innvkat_alder,personer
2006,24,innvandrere,55_69,103,sysselsatte_innvkat_alder,personer
2006,24,innvandrere,alle,1046,sysselsatte_innvkat_alder,personer
2006,25,alle,18_29,12554,sysselsatte_innvkat_alder,personer
2006,25,alle,30_54,35874,sysselsatte_innvkat_alder,personer
2006,25,alle,55_69,11414,sysselsatte_innvkat_alder,personer
2006,25,alle,alle,61552,sysselsatte_innvkat_alder,personer
2006,25,befolkningen_ellers,18_29,11709,sysselsatte_innvkat_alder,personer
2006,25,befolkningen_ellers,30_54,33415,sysselsatte_innvkat_alder,personer
2006,25,befolkningen_ellers,55_69,10931,sysselsatte_innvkat_alder,personer
2006,25,befolkningen_ellers,alle,57695,sysselsatte_innvkat_alder,personer
2006,25,innvandrere,18_29,845,sysselsatte_innvkat_alder,personer
2006,25,innvandrere,30_54,2459,sysselsatte_innvkat_alder,personer
2006,25,innvandrere,55_69,483,sysselsatte_innvkat_alder,personer
2006,25,innvandrere,alle,3857,sysselsatte_innvkat_alder,personer
2006,26,alle,18_29,8180,sysselsatte_innvkat_alder,personer
2006,26,alle,30_54,24097,sysselsatte_innvkat_alder,personer
2006,26,alle,55_69,8057,sysselsatte_innvkat_alder,personer
2006,26,alle,alle,41532,sysselsatte_innvkat_alder,personer
2006,26,befolkningen_ellers,18_29,7532,sysselsatte_innvkat_alder,personer
2006,26,befolkningen_ellers,30_54,22318,sysselsatte_innvkat_alder,personer
2006,26,befolkningen_ellers,55_69,7745,sysselsatte_innvkat_alder,personer
2006,26,befolkningen_ellers,alle,38757,sysselsatte_innvkat_alder,personer
2006,26,innvandrere,18_29,648,sysselsatte_innvkat_alder,personer
2006,26,innvandrere,30_54,1779,sysselsatte_innvkat_alder,personer
2006,26,innvandrere,55_69,312,sysselsatte_innvkat_alder,personer
2006,26,innvandrere,alle,2775,sysselsatte_innvkat_alder,personer
2006,27,alle,18_29,11218,sysselsatte_innvkat_alder,personer
2006,27,alle,30_54,32595,sysselsatte_innvkat_alder,personer
2006,27,alle,55_69,10794,sysselsatte_innvkat_alder,personer
2006,27,alle,alle,55918,sysselsatte_innvkat_alder,personer
2006,27,befolkningen_ellers,18_29,10537,sysselsatte_innvkat_alder,personer
2006,27,befolkningen_ellers,30_54,30555,sysselsatte_innvkat_alder,personer
2006,27,befolkningen_ellers,55_69,10397,sysselsatte_innvkat_alder,personer
2006,27,befolkningen_ellers,alle,52754,sysselsatte_innvkat_alder,personer
2006,27,innvandrere,18_29,681,sysselsatte_innvkat_alder,personer
2006,27,innvandrere,30_54,2040,sysselsatte_innvkat_alder,personer
2006,27,innvandrere,55_69,397,sysselsatte_innvkat_alder,personer
2006,27,innvandrere,alle,3164,sysselsatte_innvkat_alder,personer
2006,28,alle,18_29,1601,sysselsatte_innvkat_alder,personer
2006,28,alle,30_54,4375,sysselsatte_innvkat_alder,personer
2006,28,alle,55_69,1693,sysselsatte_innvkat_alder,personer
2006,28,alle,alle,7900,sysselsatte_innvkat_alder,personer
2006,28,befolkningen_ellers,18_29,1525,sysselsatte_innvkat_alder,personer
2006,28,befolkningen_ellers,30_54,4160,sysselsatte_innvkat_alder,personer
2006,28,befolkningen_ellers,55_69,1644,sysselsatte_innvkat_alder,personer
2006,28,befolkningen_ellers,alle,7553,sysselsatte_innvkat_alder,personer
2006,28,innvandrere,18_29,76,sysselsatte_innvkat_alder,personer
2006,28,innvandrere,30_54,215,sysselsatte_innvkat_alder,personer
2006,28,innvandrere,55_69,49,sysselsatte_innvkat_alder,personer
2006,28,innvandrere,alle,347,sysselsatte_innvkat_alder,personer
2006,29,alle,18_29,1928,sysselsatte_innvkat_alder,personer
2006,29,alle,30_54,5578,sysselsatte_innvkat_alder,personer
2006,29,alle,55_69,1981,sysselsatte_innvkat_alder,personer
2006,29,alle,alle,9744,sysselsatte_innvkat_alder,personer
2006,29,befolkningen_ellers,18_29,1806,sysselsatte_innvkat_alder,personer
2006,29,befolkningen_ellers,30_54,5249,sysselsatte_innvkat_alder,personer
2006,29,befolkningen_ellers,55_69,1924,sysselsatte_innvkat_alder,personer
2006,29,befolkningen_ellers,alle,9231,sysselsatte_innvkat_alder,personer
2006,29,innvandrere,18_29,122,sysselsatte_innvkat_alder,personer
2006,29,innvandrere,30_54,329,sysselsatte_innvkat_alder,personer
2006,29,innvandrere,55_69,57,sysselsatte_innvkat_alder,personer
2006,29,innvandrere,alle,513,sysselsatte_innvkat_alder,personer
2006,30,alle,18_29,1465,sysselsatte_innvkat_alder,personer
2006,30,alle,30_54,4168,sysselsatte_innvkat_alder,personer
2006,30,alle,55_69,1602,sysselsatte_innvkat_alder,personer
2006,30,alle,alle,7536,sysselsatte_innvkat_alder,personer
2006,30,befolkningen_ellers,18_29,1409,sysselsatte_innvkat_alder,personer
2006,30,befolkningen_ellers,30_54,3960,sysselsatte_innvkat_alder,personer
2006,30,befolkningen_ellers,55_69,1565,sysselsatte_innvkat_alder,personer
2006,30,befolkningen_ellers,alle,7223,sysselsatte_innvkat_alder,personer
2006,30,innvandrere,18_29,56,sysselsatte_innvkat_alder,personer
2006,30,innvandrere,30_54,208,sysselsatte_innvkat_alder,personer
2006,30,innvandrere,55_69,37,sysselsatte_innvkat_alder,personer
2006,30,innvandrere,alle,313,sysselsatte_innvkat_alder,personer
2006,31,alle,18_29,768,sysselsatte_innvkat_alder,personer
2006,31,alle,30_54,1935,sysselsatte_innvkat_alder,personer
2006,31,alle,55_69,740,sysselsatte_innvkat_alder,personer
2006,31,alle,alle,3575,sysselsatte_innvkat_alder,personer
2006,31,befolkningen_ellers,18_29,734,sysselsatte_innvkat_alder,personer
2006,31,befolkningen_ellers,30_54,1819,sysselsatte_innvkat_alder,personer
2006,31,befolkningen_ellers,55_69,712,sysselsatte_innvkat_alder,personer
2006,31,befolkningen_ellers,alle,3394,sysselsatte_innvkat_alder,personer
2006,31,innvandrere,18_29,34,sysselsatte_innvkat_alder,personer
2006,31,innvandrere,30_54,116,sysselsatte_innvkat_alder,personer
2006,31,innvandrere,55_69,28,sysselsatte_innvkat_alder,personer
2006,31,innvandrere,alle,181,sysselsatte_innvkat_alder,personer
2006,32,alle,18_29,8354,sysselsatte_innvkat_alder,personer
2006,32,alle,30_54,23129,sysselsatte_innvkat_alder,personer
2006,32,alle,55_69,7399,sysselsatte_innvkat_alder,personer
2006,32,alle,alle,39969,sysselsatte_innvkat_alder,personer
2006,32,befolkningen_ellers,18_29,7945,sysselsatte_innvkat_alder,personer
2006,32,befolkningen_ellers,30_54,21820,sysselsatte_innvkat_alder,personer
2006,32,befolkningen_ellers,55_69,7124,sysselsatte_innvkat_alder,personer
2006,32,befolkningen_ellers,alle,37942,sysselsatte_innvkat_alder,personer
2006,32,innvandrere,18_29,409,sysselsatte_innvkat_alder,personer
2006,32,innvandrere,30_54,1309,sysselsatte_innvkat_alder,personer
2006,32,innvandrere,55_69,275,sysselsatte_innvkat_alder,personer
2006,32,innvandrere,alle,2027,sysselsatte_innvkat_alder,personer
2006,33,alle,18_29,3818,sysselsatte_innvkat_alder,personer
2006,33,alle,30_54,9517,sysselsatte_innvkat_alder,personer
2006,33,alle,55_69,3216,sysselsatte_innvkat_alder,personer
2006,33,alle,alle,17163,sysselsatte_innvkat_alder,personer
