tabell_navn;aar;naringsregion_nr;kjonn;innvkat_5;vreg_3;invalder_3;enhet;tabellvariabel
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;0_6;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;0_6;person;23
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;7+;grunnskolepoeng;34,6
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;7+;person;14
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;alle;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;alle;person;37
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;0_6;grunnskolepoeng;38
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;0_6;person;25
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;7+;grunnskolepoeng;36,2
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;7+;person;38
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;alle;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;alle;person;64
grunnskolepoeng;2013-2014;02;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;02;alle;norskfodte_m_innvf;NULL;NULL;person;34
grunnskolepoeng;2013-2014;02;1;alle;NULL;NULL;grunnskolepoeng;37
grunnskolepoeng;2013-2014;02;1;alle;NULL;NULL;person;363
grunnskolepoeng;2013-2014;02;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;02;1;bef_u_innv_og_norskf;NULL;NULL;person;307
grunnskolepoeng;2013-2014;02;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;37
grunnskolepoeng;2013-2014;02;1;befolkningen_ellers;NULL;NULL;person;326
grunnskolepoeng;2013-2014;02;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;02;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;02;1;innvandrere;1;7+;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;02;1;innvandrere;1;7+;person;17
grunnskolepoeng;2013-2014;02;1;innvandrere;1;alle;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;02;1;innvandrere;1;alle;person;17
grunnskolepoeng;2013-2014;02;1;innvandrere;2;0_6;grunnskolepoeng;38,6
grunnskolepoeng;2013-2014;02;1;innvandrere;2;0_6;person;12
grunnskolepoeng;2013-2014;02;1;innvandrere;2;7+;grunnskolepoeng;32,4
grunnskolepoeng;2013-2014;02;1;innvandrere;2;7+;person;7
grunnskolepoeng;2013-2014;02;1;innvandrere;2;alle;grunnskolepoeng;36,2
grunnskolepoeng;2013-2014;02;1;innvandrere;2;alle;person;20
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;0_6;grunnskolepoeng;37,8
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;0_6;person;16
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;7+;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;7+;person;22
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;alle;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;alle;person;36
grunnskolepoeng;2013-2014;02;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;34
grunnskolepoeng;2013-2014;02;1;norskfodte_m_innvf;NULL;NULL;person;19
grunnskolepoeng;2013-2014;02;0;alle;NULL;NULL;grunnskolepoeng;42
grunnskolepoeng;2013-2014;02;0;alle;NULL;NULL;person;366
grunnskolepoeng;2013-2014;02;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,6
grunnskolepoeng;2013-2014;02;0;bef_u_innv_og_norskf;NULL;NULL;person;325
grunnskolepoeng;2013-2014;02;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,4
grunnskolepoeng;2013-2014;02;0;befolkningen_ellers;NULL;NULL;person;339
grunnskolepoeng;2013-2014;02;0;innvandrere;1;0_6;grunnskolepoeng;40,6
grunnskolepoeng;2013-2014;02;0;innvandrere;1;0_6;person;3
grunnskolepoeng;2013-2014;02;0;innvandrere;1;7+;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;02;0;innvandrere;1;7+;person;9
grunnskolepoeng;2013-2014;02;0;innvandrere;1;alle;grunnskolepoeng;38
grunnskolepoeng;2013-2014;02;0;innvandrere;1;alle;person;9
grunnskolepoeng;2013-2014;02;0;innvandrere;2;0_6;grunnskolepoeng;37,8
grunnskolepoeng;2013-2014;02;0;innvandrere;2;0_6;person;11
grunnskolepoeng;2013-2014;02;0;innvandrere;2;7+;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;02;0;innvandrere;2;7+;person;6
grunnskolepoeng;2013-2014;02;0;innvandrere;2;alle;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;02;0;innvandrere;2;alle;person;18
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;0_6;grunnskolepoeng;38,4
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;0_6;person;12
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;7+;grunnskolepoeng;37
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;7+;person;16
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;alle;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;alle;person;28
grunnskolepoeng;2013-2014;02;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;02;0;norskfodte_m_innvf;NULL;NULL;person;16
grunnskolepoeng;2013-2014;03;alle;alle;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2013-2014;03;alle;alle;NULL;NULL;person;716
grunnskolepoeng;2013-2014;03;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40,4
grunnskolepoeng;2013-2014;03;alle;bef_u_innv_og_norskf;NULL;NULL;person;619
grunnskolepoeng;2013-2014;03;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40,2
grunnskolepoeng;2013-2014;03;alle;befolkningen_ellers;NULL;NULL;person;672
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;7+;grunnskolepoeng;31,6
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;7+;person;12
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;alle;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;alle;person;13
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;0_6;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;0_6;person;14
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;7+;grunnskolepoeng;28,4
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;7+;person;17
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;alle;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;alle;person;31
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;0_6;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;0_6;person;14
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;7+;grunnskolepoeng;29,8
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;7+;person;29
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;alle;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;alle;person;44
grunnskolepoeng;2013-2014;03;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;03;alle;norskfodte_m_innvf;NULL;NULL;person;52
grunnskolepoeng;2013-2014;03;1;alle;NULL;NULL;grunnskolepoeng;37,8
grunnskolepoeng;2013-2014;03;1;alle;NULL;NULL;person;375
grunnskolepoeng;2013-2014;03;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;38,6
grunnskolepoeng;2013-2014;03;1;bef_u_innv_og_norskf;NULL;NULL;person;327
grunnskolepoeng;2013-2014;03;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;03;1;befolkningen_ellers;NULL;NULL;person;351
grunnskolepoeng;2013-2014;03;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;03;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;03;1;innvandrere;1;7+;grunnskolepoeng;33
grunnskolepoeng;2013-2014;03;1;innvandrere;1;7+;person;5
grunnskolepoeng;2013-2014;03;1;innvandrere;1;alle;grunnskolepoeng;33
grunnskolepoeng;2013-2014;03;1;innvandrere;1;alle;person;5
grunnskolepoeng;2013-2014;03;1;innvandrere;2;0_6;grunnskolepoeng;33,8
grunnskolepoeng;2013-2014;03;1;innvandrere;2;0_6;person;7
grunnskolepoeng;2013-2014;03;1;innvandrere;2;7+;grunnskolepoeng;27,2
grunnskolepoeng;2013-2014;03;1;innvandrere;2;7+;person;10
grunnskolepoeng;2013-2014;03;1;innvandrere;2;alle;grunnskolepoeng;30,4
grunnskolepoeng;2013-2014;03;1;innvandrere;2;alle;person;14
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;0_6;grunnskolepoeng;33,8
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;0_6;person;7
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;7+;grunnskolepoeng;29,8
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;7+;person;16
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;alle;grunnskolepoeng;31,2
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;alle;person;23
grunnskolepoeng;2013-2014;03;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;03;1;norskfodte_m_innvf;NULL;NULL;person;25
grunnskolepoeng;2013-2014;03;0;alle;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2013-2014;03;0;alle;NULL;NULL;person;341
grunnskolepoeng;2013-2014;03;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,4
grunnskolepoeng;2013-2014;03;0;bef_u_innv_og_norskf;NULL;NULL;person;292
grunnskolepoeng;2013-2014;03;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;03;0;befolkningen_ellers;NULL;NULL;person;321
grunnskolepoeng;2013-2014;03;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;03;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;03;0;innvandrere;1;7+;grunnskolepoeng;29,6
grunnskolepoeng;2013-2014;03;0;innvandrere;1;7+;person;6
grunnskolepoeng;2013-2014;03;0;innvandrere;1;alle;grunnskolepoeng;32
grunnskolepoeng;2013-2014;03;0;innvandrere;1;alle;person;7
grunnskolepoeng;2013-2014;03;0;innvandrere;2;0_6;grunnskolepoeng;40,2
grunnskolepoeng;2013-2014;03;0;innvandrere;2;0_6;person;7
grunnskolepoeng;2013-2014;03;0;innvandrere;2;7+;grunnskolepoeng;30
grunnskolepoeng;2013-2014;03;0;innvandrere;2;7+;person;9
grunnskolepoeng;2013-2014;03;0;innvandrere;2;alle;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;03;0;innvandrere;2;alle;person;16
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;0_6;grunnskolepoeng;40,8
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;0_6;person;7
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;7+;grunnskolepoeng;29,8
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;7+;person;13
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;alle;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;alle;person;21
grunnskolepoeng;2013-2014;03;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2013-2014;03;0;norskfodte_m_innvf;NULL;NULL;person;28
grunnskolepoeng;2013-2014;04;alle;alle;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2013-2014;04;alle;alle;NULL;NULL;person;1580
grunnskolepoeng;2013-2014;04;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;04;alle;bef_u_innv_og_norskf;NULL;NULL;person;1333
grunnskolepoeng;2013-2014;04;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;04;alle;befolkningen_ellers;NULL;NULL;person;1406
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;0_6;grunnskolepoeng;43,6
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;0_6;person;6
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;7+;grunnskolepoeng;35
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;7+;person;35
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;alle;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;alle;person;42
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;0_6;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;0_6;person;64
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;7+;grunnskolepoeng;33,8
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;7+;person;69
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;alle;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;alle;person;133
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;0_6;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;0_6;person;71
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;7+;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;7+;person;104
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;alle;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;alle;person;175
grunnskolepoeng;2013-2014;04;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;38,8
grunnskolepoeng;2013-2014;04;alle;norskfodte_m_innvf;NULL;NULL;person;72
grunnskolepoeng;2013-2014;04;1;alle;NULL;NULL;grunnskolepoeng;37
grunnskolepoeng;2013-2014;04;1;alle;NULL;NULL;person;796
grunnskolepoeng;2013-2014;04;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;04;1;bef_u_innv_og_norskf;NULL;NULL;person;662
grunnskolepoeng;2013-2014;04;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;04;1;befolkningen_ellers;NULL;NULL;person;705
grunnskolepoeng;2013-2014;04;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;04;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;04;1;innvandrere;1;7+;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;04;1;innvandrere;1;7+;person;13
grunnskolepoeng;2013-2014;04;1;innvandrere;1;alle;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;04;1;innvandrere;1;alle;person;13
grunnskolepoeng;2013-2014;04;1;innvandrere;2;0_6;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;04;1;innvandrere;2;0_6;person;33
grunnskolepoeng;2013-2014;04;1;innvandrere;2;7+;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;04;1;innvandrere;2;7+;person;44
grunnskolepoeng;2013-2014;04;1;innvandrere;2;alle;grunnskolepoeng;33,6
grunnskolepoeng;2013-2014;04;1;innvandrere;2;alle;person;77
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;0_6;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;0_6;person;33
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;7+;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;7+;person;57
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;alle;grunnskolepoeng;33,4
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;alle;person;90
grunnskolepoeng;2013-2014;04;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;04;1;norskfodte_m_innvf;NULL;NULL;person;42
grunnskolepoeng;2013-2014;04;0;alle;NULL;NULL;grunnskolepoeng;41,6
grunnskolepoeng;2013-2014;04;0;alle;NULL;NULL;person;784
grunnskolepoeng;2013-2014;04;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;04;0;bef_u_innv_og_norskf;NULL;NULL;person;671
grunnskolepoeng;2013-2014;04;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42
grunnskolepoeng;2013-2014;04;0;befolkningen_ellers;NULL;NULL;person;701
grunnskolepoeng;2013-2014;04;0;innvandrere;1;0_6;grunnskolepoeng;43,6
grunnskolepoeng;2013-2014;04;0;innvandrere;1;0_6;person;6
grunnskolepoeng;2013-2014;04;0;innvandrere;1;7+;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;04;0;innvandrere;1;7+;person;19
grunnskolepoeng;2013-2014;04;0;innvandrere;1;alle;grunnskolepoeng;38,6
grunnskolepoeng;2013-2014;04;0;innvandrere;1;alle;person;26
grunnskolepoeng;2013-2014;04;0;innvandrere;2;0_6;grunnskolepoeng;40,2
grunnskolepoeng;2013-2014;04;0;innvandrere;2;0_6;person;31
grunnskolepoeng;2013-2014;04;0;innvandrere;2;7+;grunnskolepoeng;36
grunnskolepoeng;2013-2014;04;0;innvandrere;2;7+;person;28
grunnskolepoeng;2013-2014;04;0;innvandrere;2;alle;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;04;0;innvandrere;2;alle;person;59
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;0_6;grunnskolepoeng;40,8
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;0_6;person;38
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;7+;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;7+;person;47
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;alle;grunnskolepoeng;38,4
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;alle;person;85
grunnskolepoeng;2013-2014;04;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,4
grunnskolepoeng;2013-2014;04;0;norskfodte_m_innvf;NULL;NULL;person;30
grunnskolepoeng;2013-2014;05;alle;alle;NULL;NULL;grunnskolepoeng;43,2
grunnskolepoeng;2013-2014;05;alle;alle;NULL;NULL;person;2152
grunnskolepoeng;2013-2014;05;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43,6
grunnskolepoeng;2013-2014;05;alle;bef_u_innv_og_norskf;NULL;NULL;person;1943
grunnskolepoeng;2013-2014;05;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;43,4
grunnskolepoeng;2013-2014;05;alle;befolkningen_ellers;NULL;NULL;person;2032
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;0_6;grunnskolepoeng;37,8
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;0_6;person;10
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;7+;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;7+;person;29
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;alle;grunnskolepoeng;39
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;alle;person;38
grunnskolepoeng;2013-2014;05;alle;innvandrere;2;0_6;grunnskolepoeng;38,8
