tabell_navn;aar;naringsregion_id;innvkat_3;kjonn;alder_grupper;enhet;tabellvariabel;
befolkning_alder;2008;01;innvandrere;alle;55-66;person;262;
befolkning_alder;2008;01;innvandrere;alle;67+;person;192;
befolkning_alder;2008;01;befolkningen_ellers;alle;0-5;person;1874;
befolkning_alder;2008;01;befolkningen_ellers;alle;6-15;person;3400;
befolkning_alder;2008;01;befolkningen_ellers;alle;16-19;person;1378;
befolkning_alder;2008;01;befolkningen_ellers;alle;20-29;person;2738;
befolkning_alder;2008;01;befolkningen_ellers;alle;30-54;person;8639;
befolkning_alder;2008;01;befolkningen_ellers;alle;55-66;person;3971;
befolkning_alder;2008;01;befolkningen_ellers;alle;67+;person;4055;
befolkning_alder;2008;01;alle;1;0-5;person;988;
befolkning_alder;2008;01;alle;1;6-15;person;1865;
befolkning_alder;2008;01;alle;1;16-19;person;751;
befolkning_alder;2008;01;alle;1;20-29;person;1554;
befolkning_alder;2008;01;alle;1;30-54;person;4878;
befolkning_alder;2008;01;alle;1;55-66;person;2131;
befolkning_alder;2008;01;alle;1;67+;person;1773;
befolkning_alder;2008;01;innvandrere;1;0-5;person;18;
befolkning_alder;2008;01;innvandrere;1;6-15;person;85;
befolkning_alder;2008;01;innvandrere;1;16-19;person;49;
befolkning_alder;2008;01;innvandrere;1;20-29;person;151;
befolkning_alder;2008;01;innvandrere;1;30-54;person;449;
befolkning_alder;2008;01;innvandrere;1;55-66;person;146;
befolkning_alder;2008;01;innvandrere;1;67+;person;73;
befolkning_alder;2008;01;befolkningen_ellers;1;0-5;person;970;
befolkning_alder;2008;01;befolkningen_ellers;1;6-15;person;1780;
befolkning_alder;2008;01;befolkningen_ellers;1;16-19;person;702;
befolkning_alder;2008;01;befolkningen_ellers;1;20-29;person;1403;
befolkning_alder;2008;01;befolkningen_ellers;1;30-54;person;4429;
befolkning_alder;2008;01;befolkningen_ellers;1;55-66;person;1985;
befolkning_alder;2008;01;befolkningen_ellers;1;67+;person;1700;
befolkning_alder;2008;01;alle;0;0-5;person;921;
befolkning_alder;2008;01;alle;0;6-15;person;1704;
befolkning_alder;2008;01;alle;0;16-19;person;751;
befolkning_alder;2008;01;alle;0;20-29;person;1503;
befolkning_alder;2008;01;alle;0;30-54;person;4697;
befolkning_alder;2008;01;alle;0;55-66;person;2102;
befolkning_alder;2008;01;alle;0;67+;person;2474;
befolkning_alder;2008;01;innvandrere;0;0-5;person;17;
befolkning_alder;2008;01;innvandrere;0;6-15;person;84;
befolkning_alder;2008;01;innvandrere;0;16-19;person;75;
befolkning_alder;2008;01;innvandrere;0;20-29;person;168;
befolkning_alder;2008;01;innvandrere;0;30-54;person;487;
befolkning_alder;2008;01;innvandrere;0;55-66;person;116;
befolkning_alder;2008;01;innvandrere;0;67+;person;119;
befolkning_alder;2008;01;befolkningen_ellers;0;0-5;person;904;
befolkning_alder;2008;01;befolkningen_ellers;0;6-15;person;1620;
befolkning_alder;2008;01;befolkningen_ellers;0;16-19;person;676;
befolkning_alder;2008;01;befolkningen_ellers;0;20-29;person;1335;
befolkning_alder;2008;01;befolkningen_ellers;0;30-54;person;4210;
befolkning_alder;2008;01;befolkningen_ellers;0;55-66;person;1986;
befolkning_alder;2008;01;befolkningen_ellers;0;67+;person;2355;
befolkning_alder;2009;01;alle;alle;0-5;person;1919;
befolkning_alder;2009;01;alle;alle;6-15;person;3585;
befolkning_alder;2009;01;alle;alle;16-19;person;1511;
befolkning_alder;2009;01;alle;alle;20-29;person;3158;
befolkning_alder;2009;01;alle;alle;30-54;person;9595;
befolkning_alder;2009;01;alle;alle;55-66;person;4360;
befolkning_alder;2009;01;alle;alle;67+;person;4261;
befolkning_alder;2009;01;innvandrere;alle;0-5;person;34;
befolkning_alder;2009;01;innvandrere;alle;6-15;person;188;
befolkning_alder;2009;01;innvandrere;alle;16-19;person;120;
befolkning_alder;2009;01;innvandrere;alle;20-29;person;354;
befolkning_alder;2009;01;innvandrere;alle;30-54;person;1002;
befolkning_alder;2009;01;innvandrere;alle;55-66;person;268;
befolkning_alder;2009;01;innvandrere;alle;67+;person;199;
befolkning_alder;2009;01;befolkningen_ellers;alle;0-5;person;1885;
befolkning_alder;2009;01;befolkningen_ellers;alle;6-15;person;3397;
befolkning_alder;2009;01;befolkningen_ellers;alle;16-19;person;1391;
befolkning_alder;2009;01;befolkningen_ellers;alle;20-29;person;2804;
befolkning_alder;2009;01;befolkningen_ellers;alle;30-54;person;8593;
befolkning_alder;2009;01;befolkningen_ellers;alle;55-66;person;4092;
befolkning_alder;2009;01;befolkningen_ellers;alle;67+;person;4062;
befolkning_alder;2009;01;alle;1;0-5;person;979;
befolkning_alder;2009;01;alle;1;6-15;person;1874;
befolkning_alder;2009;01;alle;1;16-19;person;772;
befolkning_alder;2009;01;alle;1;20-29;person;1580;
befolkning_alder;2009;01;alle;1;30-54;person;4905;
befolkning_alder;2009;01;alle;1;55-66;person;2208;
befolkning_alder;2009;01;alle;1;67+;person;1774;
befolkning_alder;2009;01;innvandrere;1;0-5;person;18;
befolkning_alder;2009;01;innvandrere;1;6-15;person;92;
befolkning_alder;2009;01;innvandrere;1;16-19;person;52;
befolkning_alder;2009;01;innvandrere;1;20-29;person;153;
befolkning_alder;2009;01;innvandrere;1;30-54;person;477;
befolkning_alder;2009;01;innvandrere;1;55-66;person;154;
befolkning_alder;2009;01;innvandrere;1;67+;person;77;
befolkning_alder;2009;01;befolkningen_ellers;1;0-5;person;961;
befolkning_alder;2009;01;befolkningen_ellers;1;6-15;person;1782;
befolkning_alder;2009;01;befolkningen_ellers;1;16-19;person;720;
befolkning_alder;2009;01;befolkningen_ellers;1;20-29;person;1427;
befolkning_alder;2009;01;befolkningen_ellers;1;30-54;person;4428;
befolkning_alder;2009;01;befolkningen_ellers;1;55-66;person;2054;
befolkning_alder;2009;01;befolkningen_ellers;1;67+;person;1697;
befolkning_alder;2009;01;alle;0;0-5;person;940;
befolkning_alder;2009;01;alle;0;6-15;person;1711;
befolkning_alder;2009;01;alle;0;16-19;person;739;
befolkning_alder;2009;01;alle;0;20-29;person;1578;
befolkning_alder;2009;01;alle;0;30-54;person;4690;
befolkning_alder;2009;01;alle;0;55-66;person;2152;
befolkning_alder;2009;01;alle;0;67+;person;2487;
befolkning_alder;2009;01;innvandrere;0;0-5;person;16;
befolkning_alder;2009;01;innvandrere;0;6-15;person;96;
befolkning_alder;2009;01;innvandrere;0;16-19;person;68;
befolkning_alder;2009;01;innvandrere;0;20-29;person;201;
befolkning_alder;2009;01;innvandrere;0;30-54;person;525;
befolkning_alder;2009;01;innvandrere;0;55-66;person;114;
befolkning_alder;2009;01;innvandrere;0;67+;person;122;
befolkning_alder;2009;01;befolkningen_ellers;0;0-5;person;924;
befolkning_alder;2009;01;befolkningen_ellers;0;6-15;person;1615;
befolkning_alder;2009;01;befolkningen_ellers;0;16-19;person;671;
befolkning_alder;2009;01;befolkningen_ellers;0;20-29;person;1377;
befolkning_alder;2009;01;befolkningen_ellers;0;30-54;person;4165;
befolkning_alder;2009;01;befolkningen_ellers;0;55-66;person;2038;
befolkning_alder;2009;01;befolkningen_ellers;0;67+;person;2365;
befolkning_alder;2010;01;alle;alle;0-5;person;1935;
befolkning_alder;2010;01;alle;alle;6-15;person;3573;
befolkning_alder;2010;01;alle;alle;16-19;person;1540;
befolkning_alder;2010;01;alle;alle;20-29;person;3276;
befolkning_alder;2010;01;alle;alle;30-54;person;9670;
befolkning_alder;2010;01;alle;alle;55-66;person;4478;
befolkning_alder;2010;01;alle;alle;67+;person;4304;
befolkning_alder;2010;01;innvandrere;alle;0-5;person;34;
befolkning_alder;2010;01;innvandrere;alle;6-15;person;182;
befolkning_alder;2010;01;innvandrere;alle;16-19;person;117;
befolkning_alder;2010;01;innvandrere;alle;20-29;person;386;
befolkning_alder;2010;01;innvandrere;alle;30-54;person;1088;
befolkning_alder;2010;01;innvandrere;alle;55-66;person;284;
befolkning_alder;2010;01;innvandrere;alle;67+;person;203;
befolkning_alder;2010;01;befolkningen_ellers;alle;0-5;person;1901;
befolkning_alder;2010;01;befolkningen_ellers;alle;6-15;person;3391;
befolkning_alder;2010;01;befolkningen_ellers;alle;16-19;person;1423;
befolkning_alder;2010;01;befolkningen_ellers;alle;20-29;person;2890;
befolkning_alder;2010;01;befolkningen_ellers;alle;30-54;person;8582;
befolkning_alder;2010;01;befolkningen_ellers;alle;55-66;person;4194;
befolkning_alder;2010;01;befolkningen_ellers;alle;67+;person;4101;
befolkning_alder;2010;01;alle;1;0-5;person;984;
befolkning_alder;2010;01;alle;1;6-15;person;1861;
befolkning_alder;2010;01;alle;1;16-19;person;781;
befolkning_alder;2010;01;alle;1;20-29;person;1640;
befolkning_alder;2010;01;alle;1;30-54;person;4948;
befolkning_alder;2010;01;alle;1;55-66;person;2262;
befolkning_alder;2010;01;alle;1;67+;person;1809;
befolkning_alder;2010;01;innvandrere;1;0-5;person;20;
befolkning_alder;2010;01;innvandrere;1;6-15;person;88;
befolkning_alder;2010;01;innvandrere;1;16-19;person;53;
befolkning_alder;2010;01;innvandrere;1;20-29;person;174;
befolkning_alder;2010;01;innvandrere;1;30-54;person;529;
befolkning_alder;2010;01;innvandrere;1;55-66;person;157;
befolkning_alder;2010;01;innvandrere;1;67+;person;80;
befolkning_alder;2010;01;befolkningen_ellers;1;0-5;person;964;
befolkning_alder;2010;01;befolkningen_ellers;1;6-15;person;1773;
befolkning_alder;2010;01;befolkningen_ellers;1;16-19;person;728;
befolkning_alder;2010;01;befolkningen_ellers;1;20-29;person;1466;
befolkning_alder;2010;01;befolkningen_ellers;1;30-54;person;4419;
befolkning_alder;2010;01;befolkningen_ellers;1;55-66;person;2105;
befolkning_alder;2010;01;befolkningen_ellers;1;67+;person;1729;
befolkning_alder;2010;01;alle;0;0-5;person;951;
befolkning_alder;2010;01;alle;0;6-15;person;1712;
befolkning_alder;2010;01;alle;0;16-19;person;759;
befolkning_alder;2010;01;alle;0;20-29;person;1636;
befolkning_alder;2010;01;alle;0;30-54;person;4722;
befolkning_alder;2010;01;alle;0;55-66;person;2216;
befolkning_alder;2010;01;alle;0;67+;person;2495;
befolkning_alder;2010;01;innvandrere;0;0-5;person;14;
befolkning_alder;2010;01;innvandrere;0;6-15;person;94;
befolkning_alder;2010;01;innvandrere;0;16-19;person;64;
befolkning_alder;2010;01;innvandrere;0;20-29;person;212;
befolkning_alder;2010;01;innvandrere;0;30-54;person;559;
befolkning_alder;2010;01;innvandrere;0;55-66;person;127;
befolkning_alder;2010;01;innvandrere;0;67+;person;123;
befolkning_alder;2010;01;befolkningen_ellers;0;0-5;person;937;
befolkning_alder;2010;01;befolkningen_ellers;0;6-15;person;1618;
befolkning_alder;2010;01;befolkningen_ellers;0;16-19;person;695;
befolkning_alder;2010;01;befolkningen_ellers;0;20-29;person;1424;
befolkning_alder;2010;01;befolkningen_ellers;0;30-54;person;4163;
befolkning_alder;2010;01;befolkningen_ellers;0;55-66;person;2089;
befolkning_alder;2010;01;befolkningen_ellers;0;67+;person;2372;
befolkning_alder;2011;01;alle;alle;0-5;person;1934;
befolkning_alder;2011;01;alle;alle;6-15;person;3589;
befolkning_alder;2011;01;alle;alle;16-19;person;1527;
befolkning_alder;2011;01;alle;alle;20-29;person;3482;
befolkning_alder;2011;01;alle;alle;30-54;person;9747;
befolkning_alder;2011;01;alle;alle;55-66;person;4591;
befolkning_alder;2011;01;alle;alle;67+;person;4350;
befolkning_alder;2011;01;innvandrere;alle;0-5;person;42;
befolkning_alder;2011;01;innvandrere;alle;6-15;person;182;
befolkning_alder;2011;01;innvandrere;alle;16-19;person;125;
befolkning_alder;2011;01;innvandrere;alle;20-29;person;448;
befolkning_alder;2011;01;innvandrere;alle;30-54;person;1165;
befolkning_alder;2011;01;innvandrere;alle;55-66;person;312;
befolkning_alder;2011;01;innvandrere;alle;67+;person;212;
befolkning_alder;2011;01;befolkningen_ellers;alle;0-5;person;1892;
befolkning_alder;2011;01;befolkningen_ellers;alle;6-15;person;3407;
befolkning_alder;2011;01;befolkningen_ellers;alle;16-19;person;1402;
befolkning_alder;2011;01;befolkningen_ellers;alle;20-29;person;3034;
befolkning_alder;2011;01;befolkningen_ellers;alle;30-54;person;8582;
befolkning_alder;2011;01;befolkningen_ellers;alle;55-66;person;4279;
befolkning_alder;2011;01;befolkningen_ellers;alle;67+;person;4138;
befolkning_alder;2011;01;alle;1;0-5;person;972;
befolkning_alder;2011;01;alle;1;6-15;person;1874;
befolkning_alder;2011;01;alle;1;16-19;person;798;
befolkning_alder;2011;01;alle;1;20-29;person;1764;
befolkning_alder;2011;01;alle;1;30-54;person;5005;
befolkning_alder;2011;01;alle;1;55-66;person;2306;
befolkning_alder;2011;01;alle;1;67+;person;1855;
befolkning_alder;2011;01;innvandrere;1;0-5;person;22;
befolkning_alder;2011;01;innvandrere;1;6-15;person;98;
befolkning_alder;2011;01;innvandrere;1;16-19;person;57;
befolkning_alder;2011;01;innvandrere;1;20-29;person;213;
befolkning_alder;2011;01;innvandrere;1;30-54;person;570;
befolkning_alder;2011;01;innvandrere;1;55-66;person;173;
befolkning_alder;2011;01;innvandrere;1;67+;person;86;
befolkning_alder;2011;01;befolkningen_ellers;1;0-5;person;950;
befolkning_alder;2011;01;befolkningen_ellers;1;6-15;person;1776;
befolkning_alder;2011;01;befolkningen_ellers;1;16-19;person;741;
befolkning_alder;2011;01;befolkningen_ellers;1;20-29;person;1551;
befolkning_alder;2011;01;befolkningen_ellers;1;30-54;person;4435;
befolkning_alder;2011;01;befolkningen_ellers;1;55-66;person;2133;
befolkning_alder;2011;01;befolkningen_ellers;1;67+;person;1769;
befolkning_alder;2011;01;alle;0;0-5;person;962;
befolkning_alder;2011;01;alle;0;6-15;person;1715;
befolkning_alder;2011;01;alle;0;16-19;person;729;
befolkning_alder;2011;01;alle;0;20-29;person;1718;
befolkning_alder;2011;01;alle;0;30-54;person;4742;
befolkning_alder;2011;01;alle;0;55-66;person;2285;
befolkning_alder;2011;01;alle;0;67+;person;2495;
befolkning_alder;2011;01;innvandrere;0;0-5;person;20;
befolkning_alder;2011;01;innvandrere;0;6-15;person;84;
befolkning_alder;2011;01;innvandrere;0;16-19;person;68;
befolkning_alder;2011;01;innvandrere;0;20-29;person;235;
befolkning_alder;2011;01;innvandrere;0;30-54;person;595;
befolkning_alder;2011;01;innvandrere;0;55-66;person;139;
befolkning_alder;2011;01;innvandrere;0;67+;person;126;
befolkning_alder;2011;01;befolkningen_ellers;0;0-5;person;942;
befolkning_alder;2011;01;befolkningen_ellers;0;6-15;person;1631;
befolkning_alder;2011;01;befolkningen_ellers;0;16-19;person;661;
befolkning_alder;2011;01;befolkningen_ellers;0;20-29;person;1483;
befolkning_alder;2011;01;befolkningen_ellers;0;30-54;person;4147;
befolkning_alder;2011;01;befolkningen_ellers;0;55-66;person;2146;
befolkning_alder;2011;01;befolkningen_ellers;0;67+;person;2369;
befolkning_alder;2012;01;alle;alle;0-5;person;1974;
befolkning_alder;2012;01;alle;alle;6-15;person;3583;
befolkning_alder;2012;01;alle;alle;16-19;person;1556;
befolkning_alder;2012;01;alle;alle;20-29;person;3606;
befolkning_alder;2012;01;alle;alle;30-54;person;9759;
befolkning_alder;2012;01;alle;alle;55-66;person;4643;
befolkning_alder;2012;01;alle;alle;67+;person;4422;
befolkning_alder;2012;01;innvandrere;alle;0-5;person;46;
befolkning_alder;2012;01;innvandrere;alle;6-15;person;188;
befolkning_alder;2012;01;innvandrere;alle;16-19;person;131;
befolkning_alder;2012;01;innvandrere;alle;20-29;person;524;
befolkning_alder;2012;01;innvandrere;alle;30-54;person;1217;
befolkning_alder;2012;01;innvandrere;alle;55-66;person;335;
befolkning_alder;2012;01;innvandrere;alle;67+;person;230;
befolkning_alder;2012;01;befolkningen_ellers;alle;0-5;person;1928;
befolkning_alder;2012;01;befolkningen_ellers;alle;6-15;person;3395;
befolkning_alder;2012;01;befolkningen_ellers;alle;16-19;person;1425;
befolkning_alder;2012;01;befolkningen_ellers;alle;20-29;person;3082;
befolkning_alder;2012;01;befolkningen_ellers;alle;30-54;person;8542;
befolkning_alder;2012;01;befolkningen_ellers;alle;55-66;person;4308;
befolkning_alder;2012;01;befolkningen_ellers;alle;67+;person;4192;
befolkning_alder;2012;01;alle;1;0-5;person;982;
befolkning_alder;2012;01;alle;1;6-15;person;1882;
befolkning_alder;2012;01;alle;1;16-19;person;829;
befolkning_alder;2012;01;alle;1;20-29;person;1845;
befolkning_alder;2012;01;alle;1;30-54;person;4966;
befolkning_alder;2012;01;alle;1;55-66;person;2345;
befolkning_alder;2012;01;alle;1;67+;person;1911;
befolkning_alder;2012;01;innvandrere;1;0-5;person;21;
befolkning_alder;2012;01;innvandrere;1;6-15;person;104;
befolkning_alder;2012;01;innvandrere;1;16-19;person;65;
befolkning_alder;2012;01;innvandrere;1;20-29;person;259;
befolkning_alder;2012;01;innvandrere;1;30-54;person;591;
befolkning_alder;2012;01;innvandrere;1;55-66;person;191;
befolkning_alder;2012;01;innvandrere;1;67+;person;94;
befolkning_alder;2012;01;befolkningen_ellers;1;0-5;person;961;
befolkning_alder;2012;01;befolkningen_ellers;1;6-15;person;1778;
befolkning_alder;2012;01;befolkningen_ellers;1;16-19;person;764;
befolkning_alder;2012;01;befolkningen_ellers;1;20-29;person;1586;
befolkning_alder;2012;01;befolkningen_ellers;1;30-54;person;4375;
befolkning_alder;2012;01;befolkningen_ellers;1;55-66;person;2154;
befolkning_alder;2012;01;befolkningen_ellers;1;67+;person;1817;
befolkning_alder;2012;01;alle;0;0-5;person;992;
befolkning_alder;2012;01;alle;0;6-15;person;1701;
befolkning_alder;2012;01;alle;0;16-19;person;727;
befolkning_alder;2012;01;alle;0;20-29;person;1761;
befolkning_alder;2012;01;alle;0;30-54;person;4793;
befolkning_alder;2012;01;alle;0;55-66;person;2298;
befolkning_alder;2012;01;alle;0;67+;person;2511;
befolkning_alder;2012;01;innvandrere;0;0-5;person;25;
befolkning_alder;2012;01;innvandrere;0;6-15;person;84;
befolkning_alder;2012;01;innvandrere;0;16-19;person;66;
befolkning_alder;2012;01;innvandrere;0;20-29;person;265;
befolkning_alder;2012;01;innvandrere;0;30-54;person;626;
befolkning_alder;2012;01;innvandrere;0;55-66;person;144;
befolkning_alder;2012;01;innvandrere;0;67+;person;136;
befolkning_alder;2012;01;befolkningen_ellers;0;0-5;person;967;
befolkning_alder;2012;01;befolkningen_ellers;0;6-15;person;1617;
befolkning_alder;2012;01;befolkningen_ellers;0;16-19;person;661;
befolkning_alder;2012;01;befolkningen_ellers;0;20-29;person;1496;
befolkning_alder;2012;01;befolkningen_ellers;0;30-54;person;4167;
befolkning_alder;2012;01;befolkningen_ellers;0;55-66;person;2154;
befolkning_alder;2012;01;befolkningen_ellers;0;67+;person;2375;
befolkning_alder;2013;01;alle;alle;0-5;person;2019;
befolkning_alder;2013;01;alle;alle;6-15;person;3569;
befolkning_alder;2013;01;alle;alle;16-19;person;1582;
befolkning_alder;2013;01;alle;alle;20-29;person;3688;
befolkning_alder;2013;01;alle;alle;30-54;person;9820;
befolkning_alder;2013;01;alle;alle;55-66;person;4641;
