tabell_navn;aar;kommune_id;innvkat_3;kjonn;alder_grupper;enhet;tabellvariabel;
befolkning_alder;2015;0111;innvandrere;alle;67+;person;20;
befolkning_alder;2015;0111;befolkningen_ellers;alle;0-5;person;218;
befolkning_alder;2015;0111;befolkningen_ellers;alle;6-15;person;458;
befolkning_alder;2015;0111;befolkningen_ellers;alle;16-19;person;196;
befolkning_alder;2015;0111;befolkningen_ellers;alle;20-29;person;369;
befolkning_alder;2015;0111;befolkningen_ellers;alle;30-54;person;1255;
befolkning_alder;2015;0111;befolkningen_ellers;alle;55-66;person;924;
befolkning_alder;2015;0111;befolkningen_ellers;alle;67+;person;808;
befolkning_alder;2015;0111;alle;1;0-5;person;119;
befolkning_alder;2015;0111;alle;1;6-15;person;249;
befolkning_alder;2015;0111;alle;1;16-19;person;115;
befolkning_alder;2015;0111;alle;1;20-29;person;195;
befolkning_alder;2015;0111;alle;1;30-54;person;689;
befolkning_alder;2015;0111;alle;1;55-66;person;468;
befolkning_alder;2015;0111;alle;1;67+;person;417;
befolkning_alder;2015;0111;innvandrere;1;0-5;person;3;
befolkning_alder;2015;0111;innvandrere;1;6-15;person;9;
befolkning_alder;2015;0111;innvandrere;1;16-19;person;12;
befolkning_alder;2015;0111;innvandrere;1;20-29;person;9;
befolkning_alder;2015;0111;innvandrere;1;30-54;person;57;
befolkning_alder;2015;0111;innvandrere;1;55-66;person;15;
befolkning_alder;2015;0111;innvandrere;1;67+;person;10;
befolkning_alder;2015;0111;befolkningen_ellers;1;0-5;person;116;
befolkning_alder;2015;0111;befolkningen_ellers;1;6-15;person;240;
befolkning_alder;2015;0111;befolkningen_ellers;1;16-19;person;103;
befolkning_alder;2015;0111;befolkningen_ellers;1;20-29;person;186;
befolkning_alder;2015;0111;befolkningen_ellers;1;30-54;person;632;
befolkning_alder;2015;0111;befolkningen_ellers;1;55-66;person;453;
befolkning_alder;2015;0111;befolkningen_ellers;1;67+;person;407;
befolkning_alder;2015;0111;alle;0;0-5;person;105;
befolkning_alder;2015;0111;alle;0;6-15;person;229;
befolkning_alder;2015;0111;alle;0;16-19;person;105;
befolkning_alder;2015;0111;alle;0;20-29;person;205;
befolkning_alder;2015;0111;alle;0;30-54;person;687;
befolkning_alder;2015;0111;alle;0;55-66;person;486;
befolkning_alder;2015;0111;alle;0;67+;person;411;
befolkning_alder;2015;0111;innvandrere;0;0-5;person;3;
befolkning_alder;2015;0111;innvandrere;0;6-15;person;11;
befolkning_alder;2015;0111;innvandrere;0;16-19;person;12;
befolkning_alder;2015;0111;innvandrere;0;20-29;person;22;
befolkning_alder;2015;0111;innvandrere;0;30-54;person;64;
befolkning_alder;2015;0111;innvandrere;0;55-66;person;15;
befolkning_alder;2015;0111;innvandrere;0;67+;person;10;
befolkning_alder;2015;0111;befolkningen_ellers;0;0-5;person;102;
befolkning_alder;2015;0111;befolkningen_ellers;0;6-15;person;218;
befolkning_alder;2015;0111;befolkningen_ellers;0;16-19;person;93;
befolkning_alder;2015;0111;befolkningen_ellers;0;20-29;person;183;
befolkning_alder;2015;0111;befolkningen_ellers;0;30-54;person;623;
befolkning_alder;2015;0111;befolkningen_ellers;0;55-66;person;471;
befolkning_alder;2015;0111;befolkningen_ellers;0;67+;person;401;
befolkning_alder;2015;0118;alle;alle;0-5;person;85;
befolkning_alder;2015;0118;alle;alle;6-15;person;178;
befolkning_alder;2015;0118;alle;alle;16-19;person;60;
befolkning_alder;2015;0118;alle;alle;20-29;person;127;
befolkning_alder;2015;0118;alle;alle;30-54;person;459;
befolkning_alder;2015;0118;alle;alle;55-66;person;238;
befolkning_alder;2015;0118;alle;alle;67+;person;259;
befolkning_alder;2015;0118;innvandrere;alle;0-5;person;0;
befolkning_alder;2015;0118;innvandrere;alle;6-15;person;0;
befolkning_alder;2015;0118;innvandrere;alle;16-19;person;0;
befolkning_alder;2015;0118;innvandrere;alle;20-29;person;6;
befolkning_alder;2015;0118;innvandrere;alle;30-54;person;21;
befolkning_alder;2015;0118;innvandrere;alle;55-66;person;11;
befolkning_alder;2015;0118;innvandrere;alle;67+;person;7;
befolkning_alder;2015;0118;befolkningen_ellers;alle;0-5;person;85;
befolkning_alder;2015;0118;befolkningen_ellers;alle;6-15;person;178;
befolkning_alder;2015;0118;befolkningen_ellers;alle;16-19;person;60;
befolkning_alder;2015;0118;befolkningen_ellers;alle;20-29;person;121;
befolkning_alder;2015;0118;befolkningen_ellers;alle;30-54;person;438;
befolkning_alder;2015;0118;befolkningen_ellers;alle;55-66;person;227;
befolkning_alder;2015;0118;befolkningen_ellers;alle;67+;person;252;
befolkning_alder;2015;0118;alle;1;0-5;person;46;
befolkning_alder;2015;0118;alle;1;6-15;person;88;
befolkning_alder;2015;0118;alle;1;16-19;person;27;
befolkning_alder;2015;0118;alle;1;20-29;person;67;
befolkning_alder;2015;0118;alle;1;30-54;person;237;
befolkning_alder;2015;0118;alle;1;55-66;person;132;
befolkning_alder;2015;0118;alle;1;67+;person;126;
befolkning_alder;2015;0118;innvandrere;1;0-5;person;0;
befolkning_alder;2015;0118;innvandrere;1;6-15;person;0;
befolkning_alder;2015;0118;innvandrere;1;16-19;person;0;
befolkning_alder;2015;0118;innvandrere;1;20-29;person;0;
befolkning_alder;2015;0118;innvandrere;1;30-54;person;8;
befolkning_alder;2015;0118;innvandrere;1;55-66;person;7;
befolkning_alder;2015;0118;innvandrere;1;67+;person;0;
befolkning_alder;2015;0118;befolkningen_ellers;1;0-5;person;46;
befolkning_alder;2015;0118;befolkningen_ellers;1;6-15;person;88;
befolkning_alder;2015;0118;befolkningen_ellers;1;16-19;person;27;
befolkning_alder;2015;0118;befolkningen_ellers;1;20-29;person;67;
befolkning_alder;2015;0118;befolkningen_ellers;1;30-54;person;229;
befolkning_alder;2015;0118;befolkningen_ellers;1;55-66;person;125;
befolkning_alder;2015;0118;befolkningen_ellers;1;67+;person;126;
befolkning_alder;2015;0118;alle;0;0-5;person;39;
befolkning_alder;2015;0118;alle;0;6-15;person;90;
befolkning_alder;2015;0118;alle;0;16-19;person;33;
befolkning_alder;2015;0118;alle;0;20-29;person;60;
befolkning_alder;2015;0118;alle;0;30-54;person;222;
befolkning_alder;2015;0118;alle;0;55-66;person;106;
befolkning_alder;2015;0118;alle;0;67+;person;133;
befolkning_alder;2015;0118;innvandrere;0;0-5;person;0;
befolkning_alder;2015;0118;innvandrere;0;6-15;person;0;
befolkning_alder;2015;0118;innvandrere;0;16-19;person;0;
befolkning_alder;2015;0118;innvandrere;0;20-29;person;5;
befolkning_alder;2015;0118;innvandrere;0;30-54;person;13;
befolkning_alder;2015;0118;innvandrere;0;55-66;person;4;
befolkning_alder;2015;0118;innvandrere;0;67+;person;6;
befolkning_alder;2015;0118;befolkningen_ellers;0;0-5;person;39;
befolkning_alder;2015;0118;befolkningen_ellers;0;6-15;person;90;
befolkning_alder;2015;0118;befolkningen_ellers;0;16-19;person;33;
befolkning_alder;2015;0118;befolkningen_ellers;0;20-29;person;55;
befolkning_alder;2015;0118;befolkningen_ellers;0;30-54;person;209;
befolkning_alder;2015;0118;befolkningen_ellers;0;55-66;person;102;
befolkning_alder;2015;0118;befolkningen_ellers;0;67+;person;127;
befolkning_alder;2015;0119;alle;alle;0-5;person;214;
befolkning_alder;2015;0119;alle;alle;6-15;person;396;
befolkning_alder;2015;0119;alle;alle;16-19;person;185;
befolkning_alder;2015;0119;alle;alle;20-29;person;378;
befolkning_alder;2015;0119;alle;alle;30-54;person;1127;
befolkning_alder;2015;0119;alle;alle;55-66;person;575;
befolkning_alder;2015;0119;alle;alle;67+;person;738;
befolkning_alder;2015;0119;innvandrere;alle;0-5;person;4;
befolkning_alder;2015;0119;innvandrere;alle;6-15;person;30;
befolkning_alder;2015;0119;innvandrere;alle;16-19;person;11;
befolkning_alder;2015;0119;innvandrere;alle;20-29;person;35;
befolkning_alder;2015;0119;innvandrere;alle;30-54;person;137;
befolkning_alder;2015;0119;innvandrere;alle;55-66;person;30;
befolkning_alder;2015;0119;innvandrere;alle;67+;person;36;
befolkning_alder;2015;0119;befolkningen_ellers;alle;0-5;person;210;
befolkning_alder;2015;0119;befolkningen_ellers;alle;6-15;person;366;
befolkning_alder;2015;0119;befolkningen_ellers;alle;16-19;person;174;
befolkning_alder;2015;0119;befolkningen_ellers;alle;20-29;person;343;
befolkning_alder;2015;0119;befolkningen_ellers;alle;30-54;person;990;
befolkning_alder;2015;0119;befolkningen_ellers;alle;55-66;person;545;
befolkning_alder;2015;0119;befolkningen_ellers;alle;67+;person;702;
befolkning_alder;2015;0119;alle;1;0-5;person;113;
befolkning_alder;2015;0119;alle;1;6-15;person;212;
befolkning_alder;2015;0119;alle;1;16-19;person;96;
befolkning_alder;2015;0119;alle;1;20-29;person;195;
befolkning_alder;2015;0119;alle;1;30-54;person;579;
befolkning_alder;2015;0119;alle;1;55-66;person;296;
befolkning_alder;2015;0119;alle;1;67+;person;334;
befolkning_alder;2015;0119;innvandrere;1;0-5;person;4;
befolkning_alder;2015;0119;innvandrere;1;6-15;person;17;
befolkning_alder;2015;0119;innvandrere;1;16-19;person;4;
befolkning_alder;2015;0119;innvandrere;1;20-29;person;16;
befolkning_alder;2015;0119;innvandrere;1;30-54;person;64;
befolkning_alder;2015;0119;innvandrere;1;55-66;person;12;
befolkning_alder;2015;0119;innvandrere;1;67+;person;17;
befolkning_alder;2015;0119;befolkningen_ellers;1;0-5;person;109;
befolkning_alder;2015;0119;befolkningen_ellers;1;6-15;person;195;
befolkning_alder;2015;0119;befolkningen_ellers;1;16-19;person;92;
befolkning_alder;2015;0119;befolkningen_ellers;1;20-29;person;179;
befolkning_alder;2015;0119;befolkningen_ellers;1;30-54;person;515;
befolkning_alder;2015;0119;befolkningen_ellers;1;55-66;person;284;
befolkning_alder;2015;0119;befolkningen_ellers;1;67+;person;317;
befolkning_alder;2015;0119;alle;0;0-5;person;101;
befolkning_alder;2015;0119;alle;0;6-15;person;184;
befolkning_alder;2015;0119;alle;0;16-19;person;89;
befolkning_alder;2015;0119;alle;0;20-29;person;183;
befolkning_alder;2015;0119;alle;0;30-54;person;548;
befolkning_alder;2015;0119;alle;0;55-66;person;279;
befolkning_alder;2015;0119;alle;0;67+;person;404;
befolkning_alder;2015;0119;innvandrere;0;0-5;person;0;
befolkning_alder;2015;0119;innvandrere;0;6-15;person;13;
befolkning_alder;2015;0119;innvandrere;0;16-19;person;7;
befolkning_alder;2015;0119;innvandrere;0;20-29;person;19;
befolkning_alder;2015;0119;innvandrere;0;30-54;person;73;
befolkning_alder;2015;0119;innvandrere;0;55-66;person;18;
befolkning_alder;2015;0119;innvandrere;0;67+;person;19;
befolkning_alder;2015;0119;befolkningen_ellers;0;0-5;person;101;
befolkning_alder;2015;0119;befolkningen_ellers;0;6-15;person;171;
