tabell_navn;aar;bydel_id;innvkat_3;kjonn;alder_grupper;enhet;tabellvariabel;
befolkning_alder;2015;01;innvandrere;1;30-54;person;4930;
befolkning_alder;2015;01;innvandrere;1;55-66;person;732;
befolkning_alder;2015;01;innvandrere;1;67+;person;305;
befolkning_alder;2015;01;befolkningen_ellers;1;0-5;person;2182;
befolkning_alder;2015;01;befolkningen_ellers;1;6-15;person;1545;
befolkning_alder;2015;01;befolkningen_ellers;1;16-19;person;453;
befolkning_alder;2015;01;befolkningen_ellers;1;20-29;person;3548;
befolkning_alder;2015;01;befolkningen_ellers;1;30-54;person;7650;
befolkning_alder;2015;01;befolkningen_ellers;1;55-66;person;1529;
befolkning_alder;2015;01;befolkningen_ellers;1;67+;person;873;
befolkning_alder;2015;01;alle;0;0-5;person;2302;
befolkning_alder;2015;01;alle;0;6-15;person;1732;
befolkning_alder;2015;01;alle;0;16-19;person;600;
befolkning_alder;2015;01;alle;0;20-29;person;5644;
befolkning_alder;2015;01;alle;0;30-54;person;10016;
befolkning_alder;2015;01;alle;0;55-66;person;2105;
befolkning_alder;2015;01;alle;0;67+;person;1478;
befolkning_alder;2015;01;innvandrere;0;0-5;person;103;
befolkning_alder;2015;01;innvandrere;0;6-15;person;246;
befolkning_alder;2015;01;innvandrere;0;16-19;person;137;
befolkning_alder;2015;01;innvandrere;0;20-29;person;1847;
befolkning_alder;2015;01;innvandrere;0;30-54;person;3512;
befolkning_alder;2015;01;innvandrere;0;55-66;person;592;
befolkning_alder;2015;01;innvandrere;0;67+;person;291;
befolkning_alder;2015;01;befolkningen_ellers;0;0-5;person;2199;
befolkning_alder;2015;01;befolkningen_ellers;0;6-15;person;1486;
befolkning_alder;2015;01;befolkningen_ellers;0;16-19;person;463;
befolkning_alder;2015;01;befolkningen_ellers;0;20-29;person;3797;
befolkning_alder;2015;01;befolkningen_ellers;0;30-54;person;6504;
befolkning_alder;2015;01;befolkningen_ellers;0;55-66;person;1513;
befolkning_alder;2015;01;befolkningen_ellers;0;67+;person;1187;
befolkning_alder;2015;02;alle;alle;0-5;person;4170;
befolkning_alder;2015;02;alle;alle;6-15;person;3032;
befolkning_alder;2015;02;alle;alle;16-19;person;1167;
befolkning_alder;2015;02;alle;alle;20-29;person;15483;
befolkning_alder;2015;02;alle;alle;30-54;person;24049;
befolkning_alder;2015;02;alle;alle;55-66;person;3989;
befolkning_alder;2015;02;alle;alle;67+;person;2811;
befolkning_alder;2015;02;innvandrere;alle;0-5;person;220;
befolkning_alder;2015;02;innvandrere;alle;6-15;person;525;
befolkning_alder;2015;02;innvandrere;alle;16-19;person;299;
befolkning_alder;2015;02;innvandrere;alle;20-29;person;4409;
befolkning_alder;2015;02;innvandrere;alle;30-54;person;8589;
befolkning_alder;2015;02;innvandrere;alle;55-66;person;1205;
befolkning_alder;2015;02;innvandrere;alle;67+;person;498;
befolkning_alder;2015;02;befolkningen_ellers;alle;0-5;person;3950;
befolkning_alder;2015;02;befolkningen_ellers;alle;6-15;person;2507;
befolkning_alder;2015;02;befolkningen_ellers;alle;16-19;person;868;
befolkning_alder;2015;02;befolkningen_ellers;alle;20-29;person;11074;
befolkning_alder;2015;02;befolkningen_ellers;alle;30-54;person;15460;
befolkning_alder;2015;02;befolkningen_ellers;alle;55-66;person;2784;
befolkning_alder;2015;02;befolkningen_ellers;alle;67+;person;2313;
befolkning_alder;2015;02;alle;1;0-5;person;2127;
befolkning_alder;2015;02;alle;1;6-15;person;1572;
befolkning_alder;2015;02;alle;1;16-19;person;558;
befolkning_alder;2015;02;alle;1;20-29;person;7366;
befolkning_alder;2015;02;alle;1;30-54;person;13432;
befolkning_alder;2015;02;alle;1;55-66;person;2121;
befolkning_alder;2015;02;alle;1;67+;person;1213;
befolkning_alder;2015;02;innvandrere;1;0-5;person;107;
befolkning_alder;2015;02;innvandrere;1;6-15;person;280;
befolkning_alder;2015;02;innvandrere;1;16-19;person;155;
befolkning_alder;2015;02;innvandrere;1;20-29;person;2197;
befolkning_alder;2015;02;innvandrere;1;30-54;person;5108;
befolkning_alder;2015;02;innvandrere;1;55-66;person;715;
befolkning_alder;2015;02;innvandrere;1;67+;person;250;
befolkning_alder;2015;02;befolkningen_ellers;1;0-5;person;2020;
befolkning_alder;2015;02;befolkningen_ellers;1;6-15;person;1292;
befolkning_alder;2015;02;befolkningen_ellers;1;16-19;person;403;
befolkning_alder;2015;02;befolkningen_ellers;1;20-29;person;5169;
befolkning_alder;2015;02;befolkningen_ellers;1;30-54;person;8324;
befolkning_alder;2015;02;befolkningen_ellers;1;55-66;person;1406;
befolkning_alder;2015;02;befolkningen_ellers;1;67+;person;963;
befolkning_alder;2015;02;alle;0;0-5;person;2043;
befolkning_alder;2015;02;alle;0;6-15;person;1460;
befolkning_alder;2015;02;alle;0;16-19;person;609;
befolkning_alder;2015;02;alle;0;20-29;person;8117;
befolkning_alder;2015;02;alle;0;30-54;person;10617;
befolkning_alder;2015;02;alle;0;55-66;person;1868;
befolkning_alder;2015;02;alle;0;67+;person;1598;
befolkning_alder;2015;02;innvandrere;0;0-5;person;113;
befolkning_alder;2015;02;innvandrere;0;6-15;person;245;
befolkning_alder;2015;02;innvandrere;0;16-19;person;144;
befolkning_alder;2015;02;innvandrere;0;20-29;person;2212;
befolkning_alder;2015;02;innvandrere;0;30-54;person;3481;
befolkning_alder;2015;02;innvandrere;0;55-66;person;490;
befolkning_alder;2015;02;innvandrere;0;67+;person;248;
befolkning_alder;2015;02;befolkningen_ellers;0;0-5;person;1930;
befolkning_alder;2015;02;befolkningen_ellers;0;6-15;person;1215;
befolkning_alder;2015;02;befolkningen_ellers;0;16-19;person;465;
befolkning_alder;2015;02;befolkningen_ellers;0;20-29;person;5905;
befolkning_alder;2015;02;befolkningen_ellers;0;30-54;person;7136;
befolkning_alder;2015;02;befolkningen_ellers;0;55-66;person;1378;
befolkning_alder;2015;02;befolkningen_ellers;0;67+;person;1350;
befolkning_alder;2015;03;alle;alle;0-5;person;3316;
befolkning_alder;2015;03;alle;alle;6-15;person;1916;
befolkning_alder;2015;03;alle;alle;16-19;person;703;
befolkning_alder;2015;03;alle;alle;20-29;person;10796;
befolkning_alder;2015;03;alle;alle;30-54;person;17451;
befolkning_alder;2015;03;alle;alle;55-66;person;3203;
befolkning_alder;2015;03;alle;alle;67+;person;2533;
befolkning_alder;2015;03;innvandrere;alle;0-5;person;93;
befolkning_alder;2015;03;innvandrere;alle;6-15;person;227;
befolkning_alder;2015;03;innvandrere;alle;16-19;person;149;
befolkning_alder;2015;03;innvandrere;alle;20-29;person;2083;
befolkning_alder;2015;03;innvandrere;alle;30-54;person;4543;
befolkning_alder;2015;03;innvandrere;alle;55-66;person;734;
befolkning_alder;2015;03;innvandrere;alle;67+;person;330;
befolkning_alder;2015;03;befolkningen_ellers;alle;0-5;person;3223;
befolkning_alder;2015;03;befolkningen_ellers;alle;6-15;person;1689;
befolkning_alder;2015;03;befolkningen_ellers;alle;16-19;person;554;
befolkning_alder;2015;03;befolkningen_ellers;alle;20-29;person;8713;
befolkning_alder;2015;03;befolkningen_ellers;alle;30-54;person;12908;
befolkning_alder;2015;03;befolkningen_ellers;alle;55-66;person;2469;
befolkning_alder;2015;03;befolkningen_ellers;alle;67+;person;2203;
befolkning_alder;2015;03;alle;1;0-5;person;1657;
befolkning_alder;2015;03;alle;1;6-15;person;945;
befolkning_alder;2015;03;alle;1;16-19;person;316;
befolkning_alder;2015;03;alle;1;20-29;person;4800;
befolkning_alder;2015;03;alle;1;30-54;person;9204;
befolkning_alder;2015;03;alle;1;55-66;person;1571;
befolkning_alder;2015;03;alle;1;67+;person;1070;
befolkning_alder;2015;03;innvandrere;1;0-5;person;39;
befolkning_alder;2015;03;innvandrere;1;6-15;person;121;
befolkning_alder;2015;03;innvandrere;1;16-19;person;69;
befolkning_alder;2015;03;innvandrere;1;20-29;person;955;
befolkning_alder;2015;03;innvandrere;1;30-54;person;2565;
befolkning_alder;2015;03;innvandrere;1;55-66;person;416;
befolkning_alder;2015;03;innvandrere;1;67+;person;161;
befolkning_alder;2015;03;befolkningen_ellers;1;0-5;person;1618;
befolkning_alder;2015;03;befolkningen_ellers;1;6-15;person;824;
befolkning_alder;2015;03;befolkningen_ellers;1;16-19;person;247;
befolkning_alder;2015;03;befolkningen_ellers;1;20-29;person;3845;
befolkning_alder;2015;03;befolkningen_ellers;1;30-54;person;6639;
befolkning_alder;2015;03;befolkningen_ellers;1;55-66;person;1155;
befolkning_alder;2015;03;befolkningen_ellers;1;67+;person;909;
befolkning_alder;2015;03;alle;0;0-5;person;1659;
befolkning_alder;2015;03;alle;0;6-15;person;971;
befolkning_alder;2015;03;alle;0;16-19;person;387;
befolkning_alder;2015;03;alle;0;20-29;person;5996;
befolkning_alder;2015;03;alle;0;30-54;person;8247;
befolkning_alder;2015;03;alle;0;55-66;person;1632;
befolkning_alder;2015;03;alle;0;67+;person;1463;
befolkning_alder;2015;03;innvandrere;0;0-5;person;54;
befolkning_alder;2015;03;innvandrere;0;6-15;person;106;
befolkning_alder;2015;03;innvandrere;0;16-19;person;80;
befolkning_alder;2015;03;innvandrere;0;20-29;person;1128;
befolkning_alder;2015;03;innvandrere;0;30-54;person;1978;
befolkning_alder;2015;03;innvandrere;0;55-66;person;318;
befolkning_alder;2015;03;innvandrere;0;67+;person;169;
befolkning_alder;2015;03;befolkningen_ellers;0;0-5;person;1605;
befolkning_alder;2015;03;befolkningen_ellers;0;6-15;person;865;
befolkning_alder;2015;03;befolkningen_ellers;0;16-19;person;307;
befolkning_alder;2015;03;befolkningen_ellers;0;20-29;person;4868;
befolkning_alder;2015;03;befolkningen_ellers;0;30-54;person;6269;
befolkning_alder;2015;03;befolkningen_ellers;0;55-66;person;1314;
befolkning_alder;2015;03;befolkningen_ellers;0;67+;person;1294;
befolkning_alder;2015;04;alle;alle;0-5;person;2262;
befolkning_alder;2015;04;alle;alle;6-15;person;1716;
befolkning_alder;2015;04;alle;alle;16-19;person;756;
befolkning_alder;2015;04;alle;alle;20-29;person;11136;
befolkning_alder;2015;04;alle;alle;30-54;person;14912;
befolkning_alder;2015;04;alle;alle;55-66;person;2868;
befolkning_alder;2015;04;alle;alle;67+;person;2568;
befolkning_alder;2015;04;innvandrere;alle;0-5;person;137;
befolkning_alder;2015;04;innvandrere;alle;6-15;person;235;
befolkning_alder;2015;04;innvandrere;alle;16-19;person;164;
befolkning_alder;2015;04;innvandrere;alle;20-29;person;2519;
befolkning_alder;2015;04;innvandrere;alle;30-54;person;4645;
befolkning_alder;2015;04;innvandrere;alle;55-66;person;581;
befolkning_alder;2015;04;innvandrere;alle;67+;person;314;
befolkning_alder;2015;04;befolkningen_ellers;alle;0-5;person;2125;
befolkning_alder;2015;04;befolkningen_ellers;alle;6-15;person;1481;
befolkning_alder;2015;04;befolkningen_ellers;alle;16-19;person;592;
befolkning_alder;2015;04;befolkningen_ellers;alle;20-29;person;8617;
befolkning_alder;2015;04;befolkningen_ellers;alle;30-54;person;10267;
befolkning_alder;2015;04;befolkningen_ellers;alle;55-66;person;2287;
befolkning_alder;2015;04;befolkningen_ellers;alle;67+;person;2254;
befolkning_alder;2015;04;alle;1;0-5;person;1156;
befolkning_alder;2015;04;alle;1;6-15;person;856;
befolkning_alder;2015;04;alle;1;16-19;person;372;
befolkning_alder;2015;04;alle;1;20-29;person;5153;
befolkning_alder;2015;04;alle;1;30-54;person;8238;
befolkning_alder;2015;04;alle;1;55-66;person;1383;
befolkning_alder;2015;04;alle;1;67+;person;1012;
befolkning_alder;2015;04;innvandrere;1;0-5;person;72;
befolkning_alder;2015;04;innvandrere;1;6-15;person;121;
befolkning_alder;2015;04;innvandrere;1;16-19;person;85;
befolkning_alder;2015;04;innvandrere;1;20-29;person;1228;
befolkning_alder;2015;04;innvandrere;1;30-54;person;2786;
befolkning_alder;2015;04;innvandrere;1;55-66;person;326;
befolkning_alder;2015;04;innvandrere;1;67+;person;121;
befolkning_alder;2015;04;befolkningen_ellers;1;0-5;person;1084;
befolkning_alder;2015;04;befolkningen_ellers;1;6-15;person;735;
befolkning_alder;2015;04;befolkningen_ellers;1;16-19;person;287;
befolkning_alder;2015;04;befolkningen_ellers;1;20-29;person;3925;
befolkning_alder;2015;04;befolkningen_ellers;1;30-54;person;5452;
befolkning_alder;2015;04;befolkningen_ellers;1;55-66;person;1057;
befolkning_alder;2015;04;befolkningen_ellers;1;67+;person;891;
befolkning_alder;2015;04;alle;0;0-5;person;1106;
befolkning_alder;2015;04;alle;0;6-15;person;860;
befolkning_alder;2015;04;alle;0;16-19;person;384;
befolkning_alder;2015;04;alle;0;20-29;person;5983;
befolkning_alder;2015;04;alle;0;30-54;person;6674;
befolkning_alder;2015;04;alle;0;55-66;person;1485;
befolkning_alder;2015;04;alle;0;67+;person;1556;
befolkning_alder;2015;04;innvandrere;0;0-5;person;65;
befolkning_alder;2015;04;innvandrere;0;6-15;person;114;
befolkning_alder;2015;04;innvandrere;0;16-19;person;79;
befolkning_alder;2015;04;innvandrere;0;20-29;person;1291;
befolkning_alder;2015;04;innvandrere;0;30-54;person;1859;
befolkning_alder;2015;04;innvandrere;0;55-66;person;255;
befolkning_alder;2015;04;innvandrere;0;67+;person;193;
befolkning_alder;2015;04;befolkningen_ellers;0;0-5;person;1041;
befolkning_alder;2015;04;befolkningen_ellers;0;6-15;person;746;
befolkning_alder;2015;04;befolkningen_ellers;0;16-19;person;305;
befolkning_alder;2015;04;befolkningen_ellers;0;20-29;person;4692;
befolkning_alder;2015;04;befolkningen_ellers;0;30-54;person;4815;
befolkning_alder;2015;04;befolkningen_ellers;0;55-66;person;1230;
befolkning_alder;2015;04;befolkningen_ellers;0;67+;person;1363;
befolkning_alder;2015;05;alle;alle;0-5;person;3049;
befolkning_alder;2015;05;alle;alle;6-15;person;2795;
befolkning_alder;2015;05;alle;alle;16-19;person;1335;
befolkning_alder;2015;05;alle;alle;20-29;person;14265;
befolkning_alder;2015;05;alle;alle;30-54;person;21261;
befolkning_alder;2015;05;alle;alle;55-66;person;6427;
befolkning_alder;2015;05;alle;alle;67+;person;6833;
befolkning_alder;2015;05;innvandrere;alle;0-5;person;304;
befolkning_alder;2015;05;innvandrere;alle;6-15;person;443;
befolkning_alder;2015;05;innvandrere;alle;16-19;person;185;
befolkning_alder;2015;05;innvandrere;alle;20-29;person;3708;
befolkning_alder;2015;05;innvandrere;alle;30-54;person;7465;
befolkning_alder;2015;05;innvandrere;alle;55-66;person;1105;
befolkning_alder;2015;05;innvandrere;alle;67+;person;801;
befolkning_alder;2015;05;befolkningen_ellers;alle;0-5;person;2745;
befolkning_alder;2015;05;befolkningen_ellers;alle;6-15;person;2352;
befolkning_alder;2015;05;befolkningen_ellers;alle;16-19;person;1150;
befolkning_alder;2015;05;befolkningen_ellers;alle;20-29;person;10557;
befolkning_alder;2015;05;befolkningen_ellers;alle;30-54;person;13796;
befolkning_alder;2015;05;befolkningen_ellers;alle;55-66;person;5322;
befolkning_alder;2015;05;befolkningen_ellers;alle;67+;person;6032;
befolkning_alder;2015;05;alle;1;0-5;person;1533;
befolkning_alder;2015;05;alle;1;6-15;person;1387;
befolkning_alder;2015;05;alle;1;16-19;person;630;
befolkning_alder;2015;05;alle;1;20-29;person;6636;
befolkning_alder;2015;05;alle;1;30-54;person;11496;
befolkning_alder;2015;05;alle;1;55-66;person;3161;
befolkning_alder;2015;05;alle;1;67+;person;2914;
befolkning_alder;2015;05;innvandrere;1;0-5;person;165;
befolkning_alder;2015;05;innvandrere;1;6-15;person;231;
befolkning_alder;2015;05;innvandrere;1;16-19;person;93;
befolkning_alder;2015;05;innvandrere;1;20-29;person;1744;
befolkning_alder;2015;05;innvandrere;1;30-54;person;4036;
befolkning_alder;2015;05;innvandrere;1;55-66;person;557;
befolkning_alder;2015;05;innvandrere;1;67+;person;316;
befolkning_alder;2015;05;befolkningen_ellers;1;0-5;person;1368;
befolkning_alder;2015;05;befolkningen_ellers;1;6-15;person;1156;
befolkning_alder;2015;05;befolkningen_ellers;1;16-19;person;537;
befolkning_alder;2015;05;befolkningen_ellers;1;20-29;person;4892;
befolkning_alder;2015;05;befolkningen_ellers;1;30-54;person;7460;
befolkning_alder;2015;05;befolkningen_ellers;1;55-66;person;2604;
befolkning_alder;2015;05;befolkningen_ellers;1;67+;person;2598;
befolkning_alder;2015;05;alle;0;0-5;person;1516;
befolkning_alder;2015;05;alle;0;6-15;person;1408;
befolkning_alder;2015;05;alle;0;16-19;person;705;
befolkning_alder;2015;05;alle;0;20-29;person;7629;
befolkning_alder;2015;05;alle;0;30-54;person;9765;
befolkning_alder;2015;05;alle;0;55-66;person;3266;
befolkning_alder;2015;05;alle;0;67+;person;3919;
befolkning_alder;2015;05;innvandrere;0;0-5;person;139;
befolkning_alder;2015;05;innvandrere;0;6-15;person;212;
befolkning_alder;2015;05;innvandrere;0;16-19;person;92;
befolkning_alder;2015;05;innvandrere;0;20-29;person;1964;
befolkning_alder;2015;05;innvandrere;0;30-54;person;3429;
befolkning_alder;2015;05;innvandrere;0;55-66;person;548;
befolkning_alder;2015;05;innvandrere;0;67+;person;485;
befolkning_alder;2015;05;befolkningen_ellers;0;0-5;person;1377;
befolkning_alder;2015;05;befolkningen_ellers;0;6-15;person;1196;
befolkning_alder;2015;05;befolkningen_ellers;0;16-19;person;613;
befolkning_alder;2015;05;befolkningen_ellers;0;20-29;person;5665;
befolkning_alder;2015;05;befolkningen_ellers;0;30-54;person;6336;
befolkning_alder;2015;05;befolkningen_ellers;0;55-66;person;2718;
befolkning_alder;2015;05;befolkningen_ellers;0;67+;person;3434;
befolkning_alder;2015;06;alle;alle;0-5;person;2588;
befolkning_alder;2015;06;alle;alle;6-15;person;3602;
befolkning_alder;2015;06;alle;alle;16-19;person;1205;
befolkning_alder;2015;06;alle;alle;20-29;person;3525;
befolkning_alder;2015;06;alle;alle;30-54;person;11348;
befolkning_alder;2015;06;alle;alle;55-66;person;4598;
befolkning_alder;2015;06;alle;alle;67+;person;5258;
befolkning_alder;2015;06;innvandrere;alle;0-5;person;99;
befolkning_alder;2015;06;innvandrere;alle;6-15;person;183;
befolkning_alder;2015;06;innvandrere;alle;16-19;person;66;
befolkning_alder;2015;06;innvandrere;alle;20-29;person;855;
befolkning_alder;2015;06;innvandrere;alle;30-54;person;2774;
befolkning_alder;2015;06;innvandrere;alle;55-66;person;552;
befolkning_alder;2015;06;innvandrere;alle;67+;person;461;
befolkning_alder;2015;06;befolkningen_ellers;alle;0-5;person;2489;
befolkning_alder;2015;06;befolkningen_ellers;alle;6-15;person;3419;
befolkning_alder;2015;06;befolkningen_ellers;alle;16-19;person;1139;
befolkning_alder;2015;06;befolkningen_ellers;alle;20-29;person;2670;
befolkning_alder;2015;06;befolkningen_ellers;alle;30-54;person;8574;
befolkning_alder;2015;06;befolkningen_ellers;alle;55-66;person;4046;
befolkning_alder;2015;06;befolkningen_ellers;alle;67+;person;4797;
befolkning_alder;2015;06;alle;1;0-5;person;1397;
befolkning_alder;2015;06;alle;1;6-15;person;1786;
befolkning_alder;2015;06;alle;1;16-19;person;623;
befolkning_alder;2015;06;alle;1;20-29;person;1679;
befolkning_alder;2015;06;alle;1;30-54;person;5618;
befolkning_alder;2015;06;alle;1;55-66;person;2149;
befolkning_alder;2015;06;alle;1;67+;person;2222;
befolkning_alder;2015;06;innvandrere;1;0-5;person;40;
befolkning_alder;2015;06;innvandrere;1;6-15;person;91;
befolkning_alder;2015;06;innvandrere;1;16-19;person;32;
befolkning_alder;2015;06;innvandrere;1;20-29;person;338;
befolkning_alder;2015;06;innvandrere;1;30-54;person;1405;
befolkning_alder;2015;06;innvandrere;1;55-66;person;281;
befolkning_alder;2015;06;innvandrere;1;67+;person;153;
befolkning_alder;2015;06;befolkningen_ellers;1;0-5;person;1357;
befolkning_alder;2015;06;befolkningen_ellers;1;6-15;person;1695;
befolkning_alder;2015;06;befolkningen_ellers;1;16-19;person;591;
befolkning_alder;2015;06;befolkningen_ellers;1;20-29;person;1341;
befolkning_alder;2015;06;befolkningen_ellers;1;30-54;person;4213;
befolkning_alder;2015;06;befolkningen_ellers;1;55-66;person;1868;
befolkning_alder;2015;06;befolkningen_ellers;1;67+;person;2069;
befolkning_alder;2015;06;alle;0;0-5;person;1191;
befolkning_alder;2015;06;alle;0;6-15;person;1816;
befolkning_alder;2015;06;alle;0;16-19;person;582;
befolkning_alder;2015;06;alle;0;20-29;person;1846;
befolkning_alder;2015;06;alle;0;30-54;person;5730;
befolkning_alder;2015;06;alle;0;55-66;person;2449;
befolkning_alder;2015;06;alle;0;67+;person;3036;
befolkning_alder;2015;06;innvandrere;0;0-5;person;59;
befolkning_alder;2015;06;innvandrere;0;6-15;person;92;
befolkning_alder;2015;06;innvandrere;0;16-19;person;34;
befolkning_alder;2015;06;innvandrere;0;20-29;person;517;
befolkning_alder;2015;06;innvandrere;0;30-54;person;1369;
befolkning_alder;2015;06;innvandrere;0;55-66;person;271;
befolkning_alder;2015;06;innvandrere;0;67+;person;308;
befolkning_alder;2015;06;befolkningen_ellers;0;0-5;person;1132;
befolkning_alder;2015;06;befolkningen_ellers;0;6-15;person;1724;
befolkning_alder;2015;06;befolkningen_ellers;0;16-19;person;548;
befolkning_alder;2015;06;befolkningen_ellers;0;20-29;person;1329;
befolkning_alder;2015;06;befolkningen_ellers;0;30-54;person;4361;
befolkning_alder;2015;06;befolkningen_ellers;0;55-66;person;2178;
befolkning_alder;2015;06;befolkningen_ellers;0;67+;person;2728;
befolkning_alder;2015;07;alle;alle;0-5;person;4045;
befolkning_alder;2015;07;alle;alle;6-15;person;6071;
befolkning_alder;2015;07;alle;alle;16-19;person;2163;
befolkning_alder;2015;07;alle;alle;20-29;person;5496;
befolkning_alder;2015;07;alle;alle;30-54;person;16162;
befolkning_alder;2015;07;alle;alle;55-66;person;6608;
befolkning_alder;2015;07;alle;alle;67+;person;6479;
befolkning_alder;2015;07;innvandrere;alle;0-5;person;145;
befolkning_alder;2015;07;innvandrere;alle;6-15;person;274;
befolkning_alder;2015;07;innvandrere;alle;16-19;person;131;
befolkning_alder;2015;07;innvandrere;alle;20-29;person;1393;
befolkning_alder;2015;07;innvandrere;alle;30-54;person;3734;
befolkning_alder;2015;07;innvandrere;alle;55-66;person;738;
befolkning_alder;2015;07;innvandrere;alle;67+;person;574;
befolkning_alder;2015;07;befolkningen_ellers;alle;0-5;person;3900;
befolkning_alder;2015;07;befolkningen_ellers;alle;6-15;person;5797;
befolkning_alder;2015;07;befolkningen_ellers;alle;16-19;person;2032;
befolkning_alder;2015;07;befolkningen_ellers;alle;20-29;person;4103;
befolkning_alder;2015;07;befolkningen_ellers;alle;30-54;person;12428;
befolkning_alder;2015;07;befolkningen_ellers;alle;55-66;person;5870;
befolkning_alder;2015;07;befolkningen_ellers;alle;67+;person;5905;
befolkning_alder;2015;07;alle;1;0-5;person;2093;
befolkning_alder;2015;07;alle;1;6-15;person;3057;
befolkning_alder;2015;07;alle;1;16-19;person;1105;
befolkning_alder;2015;07;alle;1;20-29;person;2482;
befolkning_alder;2015;07;alle;1;30-54;person;7882;
befolkning_alder;2015;07;alle;1;55-66;person;3205;
befolkning_alder;2015;07;alle;1;67+;person;2859;
befolkning_alder;2015;07;innvandrere;1;0-5;person;69;
befolkning_alder;2015;07;innvandrere;1;6-15;person;143;
befolkning_alder;2015;07;innvandrere;1;16-19;person;63;
befolkning_alder;2015;07;innvandrere;1;20-29;person;475;
befolkning_alder;2015;07;innvandrere;1;30-54;person;1829;
befolkning_alder;2015;07;innvandrere;1;55-66;person;339;
befolkning_alder;2015;07;innvandrere;1;67+;person;217;
befolkning_alder;2015;07;befolkningen_ellers;1;0-5;person;2024;
befolkning_alder;2015;07;befolkningen_ellers;1;6-15;person;2914;
befolkning_alder;2015;07;befolkningen_ellers;1;16-19;person;1042;
befolkning_alder;2015;07;befolkningen_ellers;1;20-29;person;2007;
befolkning_alder;2015;07;befolkningen_ellers;1;30-54;person;6053;
befolkning_alder;2015;07;befolkningen_ellers;1;55-66;person;2866;
befolkning_alder;2015;07;befolkningen_ellers;1;67+;person;2642;
befolkning_alder;2015;07;alle;0;0-5;person;1952;
befolkning_alder;2015;07;alle;0;6-15;person;3014;
befolkning_alder;2015;07;alle;0;16-19;person;1058;
befolkning_alder;2015;07;alle;0;20-29;person;3014;
befolkning_alder;2015;07;alle;0;30-54;person;8280;
befolkning_alder;2015;07;alle;0;55-66;person;3403;
befolkning_alder;2015;07;alle;0;67+;person;3620;
befolkning_alder;2015;07;innvandrere;0;0-5;person;76;
befolkning_alder;2015;07;innvandrere;0;6-15;person;131;
befolkning_alder;2015;07;innvandrere;0;16-19;person;68;
befolkning_alder;2015;07;innvandrere;0;20-29;person;918;
befolkning_alder;2015;07;innvandrere;0;30-54;person;1905;
befolkning_alder;2015;07;innvandrere;0;55-66;person;399;
befolkning_alder;2015;07;innvandrere;0;67+;person;357;
befolkning_alder;2015;07;befolkningen_ellers;0;0-5;person;1876;
befolkning_alder;2015;07;befolkningen_ellers;0;6-15;person;2883;
befolkning_alder;2015;07;befolkningen_ellers;0;16-19;person;990;
befolkning_alder;2015;07;befolkningen_ellers;0;20-29;person;2096;
befolkning_alder;2015;07;befolkningen_ellers;0;30-54;person;6375;
befolkning_alder;2015;07;befolkningen_ellers;0;55-66;person;3004;
befolkning_alder;2015;07;befolkningen_ellers;0;67+;person;3263;
befolkning_alder;2015;08;alle;alle;0-5;person;4117;
befolkning_alder;2015;08;alle;alle;6-15;person;6036;
befolkning_alder;2015;08;alle;alle;16-19;person;2197;
befolkning_alder;2015;08;alle;alle;20-29;person;7833;
befolkning_alder;2015;08;alle;alle;30-54;person;17677;
