"aar","fylke_nr","kohort","kjonn","avslutning_status_4","enhet","tabellvariabel","tabell_navn","bydel_nr","kommune_nr","naringsregion_nr"
"2013","02","2008","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2008","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2008","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2008","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2008","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2008","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2010","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2010","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2010","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2010","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2010","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2010","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2010","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2010","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2010","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2010","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2010","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2012","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2012","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2012","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2012","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2012","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2012","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2012","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2012","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2012","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2012","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","02","2012","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2008","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2008","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2008","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2008","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2008","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2008","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2008","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2008","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2008","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2008","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2008","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2010","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2010","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2010","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2010","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2010","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2010","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2010","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2010","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2010","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2010","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2010","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2012","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2012","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2012","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2012","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2012","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2012","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2012","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2012","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2012","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2012","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","03","2012","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2008","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2008","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2008","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2008","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2008","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2008","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2008","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2008","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2008","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2008","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2008","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2010","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2010","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2010","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2010","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2010","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2010","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2010","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2010","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2010","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2010","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2010","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2012","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2012","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2012","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2012","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2012","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2012","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2012","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2012","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2012","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2012","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","04","2012","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2008","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2008","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2008","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2008","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2008","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2008","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2008","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2008","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2008","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2008","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2008","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2010","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2010","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2010","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2010","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2010","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2010","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2010","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2010","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2010","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2010","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2010","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2012","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2012","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2012","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2012","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2012","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2012","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2012","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2012","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2012","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2012","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","05","2012","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2008","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2008","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2008","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2008","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2008","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2008","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2008","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2008","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2008","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2008","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2008","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2010","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2010","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2010","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2010","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2010","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2010","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2010","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2010","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2010","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2010","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2010","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2012","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2012","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2012","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2012","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2012","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2012","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2012","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2012","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2012","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2012","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","06","2012","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2008","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2008","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2008","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2008","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2008","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2008","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2008","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2008","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2008","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2008","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2008","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2010","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2010","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2010","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2010","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2010","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2010","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2010","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2010","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2010","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2010","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2010","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2012","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2012","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2012","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2012","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2012","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2012","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2012","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2012","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2012","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2012","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","07","2012","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2008","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2008","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2008","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2008","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2008","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2008","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2008","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2008","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2008","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2008","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2008","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2010","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2010","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2010","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2010","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2010","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2010","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2010","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2010","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2010","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2010","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2010","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2012","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2012","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2012","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2012","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2012","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2012","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2012","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2012","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2012","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2012","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","08","2012","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2008","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2008","0","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2008","0","arbutd","prosent","52","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2008","1","alle","personer","105.2","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2008","1","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2008","1","arbutd","prosent","70","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2008","alle","alle","personer","192.15","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2008","alle","alle","prosent","100","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2008","alle","arbutd","prosent","62","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2008","alle","ledig_tiltak","prosent","12","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2008","alle","annet","prosent","26","intro_status_arbutd","NULL","NULL","NULL"
"2013","09","2010","0","alle","personer","86.95","intro_status_arbutd","NULL","NULL","NULL"
