tabell_navn,aar,kommune_nr,fylke_nr,bydel_nr,naringsregion_nr,innvkat_3,kjonn,enhet,tabellvariabel
sosialhjelp,2013,NULL,07,NULL,NULL,alle,alle,person,5926
sosialhjelp,2013,NULL,07,NULL,NULL,alle,alle,prosent,3.14
sosialhjelp,2013,NULL,07,NULL,NULL,alle,1,person,3295
sosialhjelp,2013,NULL,07,NULL,NULL,alle,1,prosent,3.55
sosialhjelp,2013,NULL,07,NULL,NULL,alle,0,person,2631
sosialhjelp,2013,NULL,07,NULL,NULL,alle,0,prosent,2.74
sosialhjelp,2013,NULL,07,NULL,NULL,befolkningen_ellers,alle,person,4214
sosialhjelp,2013,NULL,07,NULL,NULL,befolkningen_ellers,alle,prosent,2.52
sosialhjelp,2013,NULL,07,NULL,NULL,befolkningen_ellers,1,person,2347
sosialhjelp,2013,NULL,07,NULL,NULL,befolkningen_ellers,1,prosent,2.87
sosialhjelp,2013,NULL,07,NULL,NULL,befolkningen_ellers,0,person,1867
sosialhjelp,2013,NULL,07,NULL,NULL,befolkningen_ellers,0,prosent,2.19
sosialhjelp,2013,NULL,07,NULL,NULL,innvandrere,alle,person,1712
sosialhjelp,2013,NULL,07,NULL,NULL,innvandrere,alle,prosent,7.76
sosialhjelp,2013,NULL,07,NULL,NULL,innvandrere,1,person,948
sosialhjelp,2013,NULL,07,NULL,NULL,innvandrere,1,prosent,8.52
sosialhjelp,2013,NULL,07,NULL,NULL,innvandrere,0,person,764
sosialhjelp,2013,NULL,07,NULL,NULL,innvandrere,0,prosent,6.98
sosialhjelp,2013,NULL,08,NULL,NULL,alle,alle,person,5043
sosialhjelp,2013,NULL,08,NULL,NULL,alle,alle,prosent,3.71
sosialhjelp,2013,NULL,08,NULL,NULL,alle,1,person,2952
sosialhjelp,2013,NULL,08,NULL,NULL,alle,1,prosent,4.39
sosialhjelp,2013,NULL,08,NULL,NULL,alle,0,person,2091
sosialhjelp,2013,NULL,08,NULL,NULL,alle,0,prosent,3.04
sosialhjelp,2013,NULL,08,NULL,NULL,befolkningen_ellers,alle,person,3370
sosialhjelp,2013,NULL,08,NULL,NULL,befolkningen_ellers,alle,prosent,2.76
sosialhjelp,2013,NULL,08,NULL,NULL,befolkningen_ellers,1,person,1939
sosialhjelp,2013,NULL,08,NULL,NULL,befolkningen_ellers,1,prosent,3.22
sosialhjelp,2013,NULL,08,NULL,NULL,befolkningen_ellers,0,person,1431
sosialhjelp,2013,NULL,08,NULL,NULL,befolkningen_ellers,0,prosent,2.31
sosialhjelp,2013,NULL,08,NULL,NULL,innvandrere,alle,person,1673
sosialhjelp,2013,NULL,08,NULL,NULL,innvandrere,alle,prosent,11.96
sosialhjelp,2013,NULL,08,NULL,NULL,innvandrere,1,person,1013
sosialhjelp,2013,NULL,08,NULL,NULL,innvandrere,1,prosent,14.34
sosialhjelp,2013,NULL,08,NULL,NULL,innvandrere,0,person,660
sosialhjelp,2013,NULL,08,NULL,NULL,innvandrere,0,prosent,9.54
sosialhjelp,2013,NULL,09,NULL,NULL,alle,alle,person,3199
sosialhjelp,2013,NULL,09,NULL,NULL,alle,alle,prosent,3.64
sosialhjelp,2013,NULL,09,NULL,NULL,alle,1,person,1770
sosialhjelp,2013,NULL,09,NULL,NULL,alle,1,prosent,4.04
sosialhjelp,2013,NULL,09,NULL,NULL,alle,0,person,1429
sosialhjelp,2013,NULL,09,NULL,NULL,alle,0,prosent,3.25
sosialhjelp,2013,NULL,09,NULL,NULL,befolkningen_ellers,alle,person,2291
sosialhjelp,2013,NULL,09,NULL,NULL,befolkningen_ellers,alle,prosent,2.92
sosialhjelp,2013,NULL,09,NULL,NULL,befolkningen_ellers,1,person,1275
sosialhjelp,2013,NULL,09,NULL,NULL,befolkningen_ellers,1,prosent,3.27
sosialhjelp,2013,NULL,09,NULL,NULL,befolkningen_ellers,0,person,1016
sosialhjelp,2013,NULL,09,NULL,NULL,befolkningen_ellers,0,prosent,2.58
sosialhjelp,2013,NULL,09,NULL,NULL,innvandrere,alle,person,908
sosialhjelp,2013,NULL,09,NULL,NULL,innvandrere,alle,prosent,9.66
sosialhjelp,2013,NULL,09,NULL,NULL,innvandrere,1,person,495
sosialhjelp,2013,NULL,09,NULL,NULL,innvandrere,1,prosent,10.30
sosialhjelp,2013,NULL,09,NULL,NULL,innvandrere,0,person,413
sosialhjelp,2013,NULL,09,NULL,NULL,innvandrere,0,prosent,8.99
sosialhjelp,2013,NULL,10,NULL,NULL,alle,alle,person,3983
sosialhjelp,2013,NULL,10,NULL,NULL,alle,alle,prosent,2.92
sosialhjelp,2013,NULL,10,NULL,NULL,alle,1,person,2208
sosialhjelp,2013,NULL,10,NULL,NULL,alle,1,prosent,3.25
sosialhjelp,2013,NULL,10,NULL,NULL,alle,0,person,1775
sosialhjelp,2013,NULL,10,NULL,NULL,alle,0,prosent,2.60
sosialhjelp,2013,NULL,10,NULL,NULL,befolkningen_ellers,alle,person,2418
sosialhjelp,2013,NULL,10,NULL,NULL,befolkningen_ellers,alle,prosent,2.03
sosialhjelp,2013,NULL,10,NULL,NULL,befolkningen_ellers,1,person,1324
sosialhjelp,2013,NULL,10,NULL,NULL,befolkningen_ellers,1,prosent,2.24
sosialhjelp,2013,NULL,10,NULL,NULL,befolkningen_ellers,0,person,1094
sosialhjelp,2013,NULL,10,NULL,NULL,befolkningen_ellers,0,prosent,1.82
sosialhjelp,2013,NULL,10,NULL,NULL,innvandrere,alle,person,1565
sosialhjelp,2013,NULL,10,NULL,NULL,innvandrere,alle,prosent,9.18
sosialhjelp,2013,NULL,10,NULL,NULL,innvandrere,1,person,884
sosialhjelp,2013,NULL,10,NULL,NULL,innvandrere,1,prosent,10.10
sosialhjelp,2013,NULL,10,NULL,NULL,innvandrere,0,person,681
sosialhjelp,2013,NULL,10,NULL,NULL,innvandrere,0,prosent,8.21
sosialhjelp,2013,NULL,11,NULL,NULL,alle,alle,person,8914
sosialhjelp,2013,NULL,11,NULL,NULL,alle,alle,prosent,2.57
sosialhjelp,2013,NULL,11,NULL,NULL,alle,1,person,4942
sosialhjelp,2013,NULL,11,NULL,NULL,alle,1,prosent,2.80
sosialhjelp,2013,NULL,11,NULL,NULL,alle,0,person,3972
sosialhjelp,2013,NULL,11,NULL,NULL,alle,0,prosent,2.32
sosialhjelp,2013,NULL,11,NULL,NULL,befolkningen_ellers,alle,person,5728
sosialhjelp,2013,NULL,11,NULL,NULL,befolkningen_ellers,alle,prosent,1.96
sosialhjelp,2013,NULL,11,NULL,NULL,befolkningen_ellers,1,person,3153
sosialhjelp,2013,NULL,11,NULL,NULL,befolkningen_ellers,1,prosent,2.16
sosialhjelp,2013,NULL,11,NULL,NULL,befolkningen_ellers,0,person,2575
sosialhjelp,2013,NULL,11,NULL,NULL,befolkningen_ellers,0,prosent,1.76
sosialhjelp,2013,NULL,11,NULL,NULL,innvandrere,alle,person,3186
sosialhjelp,2013,NULL,11,NULL,NULL,innvandrere,alle,prosent,5.80
sosialhjelp,2013,NULL,11,NULL,NULL,innvandrere,1,person,1789
sosialhjelp,2013,NULL,11,NULL,NULL,innvandrere,1,prosent,5.93
sosialhjelp,2013,NULL,11,NULL,NULL,innvandrere,0,person,1397
sosialhjelp,2013,NULL,11,NULL,NULL,innvandrere,0,prosent,5.63
sosialhjelp,2013,NULL,12,NULL,NULL,alle,alle,person,10767
sosialhjelp,2013,NULL,12,NULL,NULL,alle,alle,prosent,2.76
sosialhjelp,2013,NULL,12,NULL,NULL,alle,1,person,6136
sosialhjelp,2013,NULL,12,NULL,NULL,alle,1,prosent,3.12
sosialhjelp,2013,NULL,12,NULL,NULL,alle,0,person,4631
sosialhjelp,2013,NULL,12,NULL,NULL,alle,0,prosent,2.39
sosialhjelp,2013,NULL,12,NULL,NULL,befolkningen_ellers,alle,person,7521
sosialhjelp,2013,NULL,12,NULL,NULL,befolkningen_ellers,alle,prosent,2.20
sosialhjelp,2013,NULL,12,NULL,NULL,befolkningen_ellers,1,person,4363
sosialhjelp,2013,NULL,12,NULL,NULL,befolkningen_ellers,1,prosent,2.56
sosialhjelp,2013,NULL,12,NULL,NULL,befolkningen_ellers,0,person,3158
sosialhjelp,2013,NULL,12,NULL,NULL,befolkningen_ellers,0,prosent,1.84
sosialhjelp,2013,NULL,12,NULL,NULL,innvandrere,alle,person,3246
sosialhjelp,2013,NULL,12,NULL,NULL,innvandrere,alle,prosent,6.64
sosialhjelp,2013,NULL,12,NULL,NULL,innvandrere,1,person,1773
sosialhjelp,2013,NULL,12,NULL,NULL,innvandrere,1,prosent,6.65
sosialhjelp,2013,NULL,12,NULL,NULL,innvandrere,0,person,1473
sosialhjelp,2013,NULL,12,NULL,NULL,innvandrere,0,prosent,6.62
sosialhjelp,2013,NULL,14,NULL,NULL,alle,alle,person,1944
sosialhjelp,2013,NULL,14,NULL,NULL,alle,alle,prosent,2.31
sosialhjelp,2013,NULL,14,NULL,NULL,alle,1,person,1059
sosialhjelp,2013,NULL,14,NULL,NULL,alle,1,prosent,2.49
sosialhjelp,2013,NULL,14,NULL,NULL,alle,0,person,885
sosialhjelp,2013,NULL,14,NULL,NULL,alle,0,prosent,2.13
sosialhjelp,2013,NULL,14,NULL,NULL,befolkningen_ellers,alle,person,1394
sosialhjelp,2013,NULL,14,NULL,NULL,befolkningen_ellers,alle,prosent,1.83
sosialhjelp,2013,NULL,14,NULL,NULL,befolkningen_ellers,1,person,768
sosialhjelp,2013,NULL,14,NULL,NULL,befolkningen_ellers,1,prosent,2.01
sosialhjelp,2013,NULL,14,NULL,NULL,befolkningen_ellers,0,person,626
sosialhjelp,2013,NULL,14,NULL,NULL,befolkningen_ellers,0,prosent,1.66
sosialhjelp,2013,NULL,14,NULL,NULL,innvandrere,alle,person,550
sosialhjelp,2013,NULL,14,NULL,NULL,innvandrere,alle,prosent,6.84
sosialhjelp,2013,NULL,14,NULL,NULL,innvandrere,1,person,291
sosialhjelp,2013,NULL,14,NULL,NULL,innvandrere,1,prosent,6.70
sosialhjelp,2013,NULL,14,NULL,NULL,innvandrere,0,person,259
sosialhjelp,2013,NULL,14,NULL,NULL,innvandrere,0,prosent,7.00
sosialhjelp,2013,NULL,15,NULL,NULL,alle,alle,person,4475
sosialhjelp,2013,NULL,15,NULL,NULL,alle,alle,prosent,2.20
sosialhjelp,2013,NULL,15,NULL,NULL,alle,1,person,2407
sosialhjelp,2013,NULL,15,NULL,NULL,alle,1,prosent,2.33
sosialhjelp,2013,NULL,15,NULL,NULL,alle,0,person,2068
sosialhjelp,2013,NULL,15,NULL,NULL,alle,0,prosent,2.07
sosialhjelp,2013,NULL,15,NULL,NULL,befolkningen_ellers,alle,person,3225
sosialhjelp,2013,NULL,15,NULL,NULL,befolkningen_ellers,alle,prosent,1.77
sosialhjelp,2013,NULL,15,NULL,NULL,befolkningen_ellers,1,person,1748
sosialhjelp,2013,NULL,15,NULL,NULL,befolkningen_ellers,1,prosent,1.91
sosialhjelp,2013,NULL,15,NULL,NULL,befolkningen_ellers,0,person,1477
sosialhjelp,2013,NULL,15,NULL,NULL,befolkningen_ellers,0,prosent,1.64
sosialhjelp,2013,NULL,15,NULL,NULL,innvandrere,alle,person,1250
sosialhjelp,2013,NULL,15,NULL,NULL,innvandrere,alle,prosent,5.81
sosialhjelp,2013,NULL,15,NULL,NULL,innvandrere,1,person,659
sosialhjelp,2013,NULL,15,NULL,NULL,innvandrere,1,prosent,5.67
sosialhjelp,2013,NULL,15,NULL,NULL,innvandrere,0,person,591
sosialhjelp,2013,NULL,15,NULL,NULL,innvandrere,0,prosent,5.97
sosialhjelp,2013,NULL,16,NULL,NULL,alle,alle,person,6174
sosialhjelp,2013,NULL,16,NULL,NULL,alle,alle,prosent,2.57
sosialhjelp,2013,NULL,16,NULL,NULL,alle,1,person,3409
sosialhjelp,2013,NULL,16,NULL,NULL,alle,1,prosent,2.82
sosialhjelp,2013,NULL,16,NULL,NULL,alle,0,person,2765
sosialhjelp,2013,NULL,16,NULL,NULL,alle,0,prosent,2.32
sosialhjelp,2013,NULL,16,NULL,NULL,befolkningen_ellers,alle,person,4247
sosialhjelp,2013,NULL,16,NULL,NULL,befolkningen_ellers,alle,prosent,1.98
sosialhjelp,2013,NULL,16,NULL,NULL,befolkningen_ellers,1,person,2327
sosialhjelp,2013,NULL,16,NULL,NULL,befolkningen_ellers,1,prosent,2.17
sosialhjelp,2013,NULL,16,NULL,NULL,befolkningen_ellers,0,person,1920
sosialhjelp,2013,NULL,16,NULL,NULL,befolkningen_ellers,0,prosent,1.79
sosialhjelp,2013,NULL,16,NULL,NULL,innvandrere,alle,person,1927
sosialhjelp,2013,NULL,16,NULL,NULL,innvandrere,alle,prosent,7.49
sosialhjelp,2013,NULL,16,NULL,NULL,innvandrere,1,person,1082
sosialhjelp,2013,NULL,16,NULL,NULL,innvandrere,1,prosent,7.79
sosialhjelp,2013,NULL,16,NULL,NULL,innvandrere,0,person,845
sosialhjelp,2013,NULL,16,NULL,NULL,innvandrere,0,prosent,7.13
sosialhjelp,2013,NULL,17,NULL,NULL,alle,alle,person,2820
sosialhjelp,2013,NULL,17,NULL,NULL,alle,alle,prosent,2.70
sosialhjelp,2013,NULL,17,NULL,NULL,alle,1,person,1446
sosialhjelp,2013,NULL,17,NULL,NULL,alle,1,prosent,2.77
sosialhjelp,2013,NULL,17,NULL,NULL,alle,0,person,1374
sosialhjelp,2013,NULL,17,NULL,NULL,alle,0,prosent,2.63
sosialhjelp,2013,NULL,17,NULL,NULL,befolkningen_ellers,alle,person,2164
sosialhjelp,2013,NULL,17,NULL,NULL,befolkningen_ellers,alle,prosent,2.22
sosialhjelp,2013,NULL,17,NULL,NULL,befolkningen_ellers,1,person,1113
sosialhjelp,2013,NULL,17,NULL,NULL,befolkningen_ellers,1,prosent,2.29
sosialhjelp,2013,NULL,17,NULL,NULL,befolkningen_ellers,0,person,1051
sosialhjelp,2013,NULL,17,NULL,NULL,befolkningen_ellers,0,prosent,2.15
sosialhjelp,2013,NULL,17,NULL,NULL,innvandrere,alle,person,656
sosialhjelp,2013,NULL,17,NULL,NULL,innvandrere,alle,prosent,9.19
sosialhjelp,2013,NULL,17,NULL,NULL,innvandrere,1,person,333
sosialhjelp,2013,NULL,17,NULL,NULL,innvandrere,1,prosent,8.90
sosialhjelp,2013,NULL,17,NULL,NULL,innvandrere,0,person,323
sosialhjelp,2013,NULL,17,NULL,NULL,innvandrere,0,prosent,9.50
sosialhjelp,2013,NULL,18,NULL,NULL,alle,alle,person,6435
sosialhjelp,2013,NULL,18,NULL,NULL,alle,alle,prosent,3.39
sosialhjelp,2013,NULL,18,NULL,NULL,alle,1,person,3555
sosialhjelp,2013,NULL,18,NULL,NULL,alle,1,prosent,3.73
sosialhjelp,2013,NULL,18,NULL,NULL,alle,0,person,2880
sosialhjelp,2013,NULL,18,NULL,NULL,alle,0,prosent,3.05
sosialhjelp,2013,NULL,18,NULL,NULL,befolkningen_ellers,alle,person,4858
sosialhjelp,2013,NULL,18,NULL,NULL,befolkningen_ellers,alle,prosent,2.78
sosialhjelp,2013,NULL,18,NULL,NULL,befolkningen_ellers,1,person,2679
sosialhjelp,2013,NULL,18,NULL,NULL,befolkningen_ellers,1,prosent,3.06
sosialhjelp,2013,NULL,18,NULL,NULL,befolkningen_ellers,0,person,2179
sosialhjelp,2013,NULL,18,NULL,NULL,befolkningen_ellers,0,prosent,2.50
sosialhjelp,2013,NULL,18,NULL,NULL,innvandrere,alle,person,1577
sosialhjelp,2013,NULL,18,NULL,NULL,innvandrere,alle,prosent,10.50
sosialhjelp,2013,NULL,18,NULL,NULL,innvandrere,1,person,876
sosialhjelp,2013,NULL,18,NULL,NULL,innvandrere,1,prosent,11.37
sosialhjelp,2013,NULL,18,NULL,NULL,innvandrere,0,person,701
sosialhjelp,2013,NULL,18,NULL,NULL,innvandrere,0,prosent,9.57
sosialhjelp,2013,NULL,19,NULL,NULL,alle,alle,person,3511
sosialhjelp,2013,NULL,19,NULL,NULL,alle,alle,prosent,2.76
sosialhjelp,2013,NULL,19,NULL,NULL,alle,1,person,2032
sosialhjelp,2013,NULL,19,NULL,NULL,alle,1,prosent,3.17
sosialhjelp,2013,NULL,19,NULL,NULL,alle,0,person,1479
sosialhjelp,2013,NULL,19,NULL,NULL,alle,0,prosent,2.34
sosialhjelp,2013,NULL,19,NULL,NULL,befolkningen_ellers,alle,person,2612
sosialhjelp,2013,NULL,19,NULL,NULL,befolkningen_ellers,alle,prosent,2.27
sosialhjelp,2013,NULL,19,NULL,NULL,befolkningen_ellers,1,person,1519
sosialhjelp,2013,NULL,19,NULL,NULL,befolkningen_ellers,1,prosent,2.62
sosialhjelp,2013,NULL,19,NULL,NULL,befolkningen_ellers,0,person,1093
sosialhjelp,2013,NULL,19,NULL,NULL,befolkningen_ellers,0,prosent,1.91
sosialhjelp,2013,NULL,19,NULL,NULL,innvandrere,alle,person,899
sosialhjelp,2013,NULL,19,NULL,NULL,innvandrere,alle,prosent,7.44
sosialhjelp,2013,NULL,19,NULL,NULL,innvandrere,1,person,513
sosialhjelp,2013,NULL,19,NULL,NULL,innvandrere,1,prosent,8.36
sosialhjelp,2013,NULL,19,NULL,NULL,innvandrere,0,person,386
sosialhjelp,2013,NULL,19,NULL,NULL,innvandrere,0,prosent,6.49
sosialhjelp,2013,NULL,20,NULL,NULL,alle,alle,person,2589
sosialhjelp,2013,NULL,20,NULL,NULL,alle,alle,prosent,4.40
sosialhjelp,2013,NULL,20,NULL,NULL,alle,1,person,1508
sosialhjelp,2013,NULL,20,NULL,NULL,alle,1,prosent,4.97
