"aar","bydel_nr","innvkat_3","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_nr","kommune_nr","naringsregion_nr"
"2013","030110","befolkningen_ellers","alle","prosent","11.3","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030111","alle","alle","prosent","17.4","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030111","innvandrere","1","prosent","20.3","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030111","innvandrere","2","prosent","29.2","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030111","innvandrere","alle","prosent","27.9","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030111","befolkningen_ellers","alle","prosent","12.4","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030112","alle","alle","prosent","15.2","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030112","innvandrere","1","prosent","16.9","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030112","innvandrere","2","prosent","24.8","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030112","innvandrere","alle","prosent","23.6","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030112","befolkningen_ellers","alle","prosent","11.2","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030113","alle","alle","prosent","8.9","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030113","innvandrere","1","prosent","15.1","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030113","innvandrere","2","prosent","26.2","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030113","innvandrere","alle","prosent","22.9","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030113","befolkningen_ellers","alle","prosent","6.2","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030114","alle","alle","prosent","7.7","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030114","innvandrere","1","prosent","17","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030114","innvandrere","2","prosent","29.2","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030114","innvandrere","alle","prosent","22.9","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030114","befolkningen_ellers","alle","prosent","5.6","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030115","alle","alle","prosent","17.4","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030115","innvandrere","1","prosent","20.6","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030115","innvandrere","2","prosent","28.1","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030115","innvandrere","alle","prosent","26.7","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030115","befolkningen_ellers","alle","prosent","13","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030116","alle","alle","prosent","29.9","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030116","innvandrere","1","prosent","24.7","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030116","innvandrere","2","prosent","49.7","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030116","innvandrere","alle","prosent","36.4","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030116","befolkningen_ellers","alle","prosent","24.9","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030117","alle","alle","prosent","8.5","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030117","innvandrere","1","prosent","25","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030117","innvandrere","2","prosent",":","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030117","innvandrere","alle","prosent","25.2","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030117","befolkningen_ellers","alle","prosent","7.2","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030199","alle","alle","prosent","30.7","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030199","innvandrere","1","prosent","35","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030199","innvandrere","2","prosent","62","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030199","innvandrere","alle","prosent","54.3","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","030199","befolkningen_ellers","alle","prosent","25.9","vedvarende_lavinntekt","NULL","NULL","NULL"
"2013","NULL","alle","alle","prosent","8.6","vedvarende_lavinntekt","00","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","19","vedvarende_lavinntekt","00","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","30.5","vedvarende_lavinntekt","00","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","25.3","vedvarende_lavinntekt","00","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","6.7","vedvarende_lavinntekt","00","NULL","NULL"
"2013","NULL","alle","alle","prosent","9.9","vedvarende_lavinntekt","01","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","21","vedvarende_lavinntekt","01","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","37.2","vedvarende_lavinntekt","01","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","30.4","vedvarende_lavinntekt","01","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7.5","vedvarende_lavinntekt","01","NULL","NULL"
"2013","NULL","alle","alle","prosent","6.4","vedvarende_lavinntekt","02","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","16.8","vedvarende_lavinntekt","02","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","22.8","vedvarende_lavinntekt","02","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","19.8","vedvarende_lavinntekt","02","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","4.5","vedvarende_lavinntekt","02","NULL","NULL"
"2013","NULL","alle","alle","prosent","13.7","vedvarende_lavinntekt","03","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","19.6","vedvarende_lavinntekt","03","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","31","vedvarende_lavinntekt","03","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","27.2","vedvarende_lavinntekt","03","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","10","vedvarende_lavinntekt","03","NULL","NULL"
"2013","NULL","alle","alle","prosent","9.5","vedvarende_lavinntekt","04","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","23.4","vedvarende_lavinntekt","04","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","40.2","vedvarende_lavinntekt","04","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","31.6","vedvarende_lavinntekt","04","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","8","vedvarende_lavinntekt","04","NULL","NULL"
"2013","NULL","alle","alle","prosent","9.3","vedvarende_lavinntekt","05","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","24.6","vedvarende_lavinntekt","05","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","40.1","vedvarende_lavinntekt","05","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","32.3","vedvarende_lavinntekt","05","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7.7","vedvarende_lavinntekt","05","NULL","NULL"
"2013","NULL","alle","alle","prosent","8.6","vedvarende_lavinntekt","06","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","19.5","vedvarende_lavinntekt","06","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","30.3","vedvarende_lavinntekt","06","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","25.2","vedvarende_lavinntekt","06","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","6.3","vedvarende_lavinntekt","06","NULL","NULL"
"2013","NULL","alle","alle","prosent","9","vedvarende_lavinntekt","07","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","22.1","vedvarende_lavinntekt","07","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","35.7","vedvarende_lavinntekt","07","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","28.7","vedvarende_lavinntekt","07","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7","vedvarende_lavinntekt","07","NULL","NULL"
"2013","NULL","alle","alle","prosent","9.5","vedvarende_lavinntekt","08","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","23.5","vedvarende_lavinntekt","08","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","39.9","vedvarende_lavinntekt","08","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","32.8","vedvarende_lavinntekt","08","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7.5","vedvarende_lavinntekt","08","NULL","NULL"
"2013","NULL","alle","alle","prosent","8.9","vedvarende_lavinntekt","09","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","23.9","vedvarende_lavinntekt","09","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","36.3","vedvarende_lavinntekt","09","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","29.7","vedvarende_lavinntekt","09","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7","vedvarende_lavinntekt","09","NULL","NULL"
"2013","NULL","alle","alle","prosent","8.8","vedvarende_lavinntekt","10","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","18.5","vedvarende_lavinntekt","10","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","32.5","vedvarende_lavinntekt","10","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","26.5","vedvarende_lavinntekt","10","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7","vedvarende_lavinntekt","10","NULL","NULL"
"2013","NULL","alle","alle","prosent","6.1","vedvarende_lavinntekt","11","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","13.9","vedvarende_lavinntekt","11","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","22.8","vedvarende_lavinntekt","11","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","18.1","vedvarende_lavinntekt","11","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","4.6","vedvarende_lavinntekt","11","NULL","NULL"
"2013","NULL","alle","alle","prosent","7.7","vedvarende_lavinntekt","12","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","18.9","vedvarende_lavinntekt","12","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","29.6","vedvarende_lavinntekt","12","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","24","vedvarende_lavinntekt","12","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","6.1","vedvarende_lavinntekt","12","NULL","NULL"
"2013","NULL","alle","alle","prosent","6.9","vedvarende_lavinntekt","14","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","18","vedvarende_lavinntekt","14","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","28.4","vedvarende_lavinntekt","14","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","21.7","vedvarende_lavinntekt","14","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","5.8","vedvarende_lavinntekt","14","NULL","NULL"
"2013","NULL","alle","alle","prosent","6.9","vedvarende_lavinntekt","15","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","19.7","vedvarende_lavinntekt","15","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","26.5","vedvarende_lavinntekt","15","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","22.3","vedvarende_lavinntekt","15","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","5.7","vedvarende_lavinntekt","15","NULL","NULL"
"2013","NULL","alle","alle","prosent","8.8","vedvarende_lavinntekt","16","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","19.3","vedvarende_lavinntekt","16","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","31.9","vedvarende_lavinntekt","16","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","26.1","vedvarende_lavinntekt","16","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7.5","vedvarende_lavinntekt","16","NULL","NULL"
"2013","NULL","alle","alle","prosent","7.7","vedvarende_lavinntekt","17","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","22.6","vedvarende_lavinntekt","17","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","43.6","vedvarende_lavinntekt","17","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","33.4","vedvarende_lavinntekt","17","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","6.5","vedvarende_lavinntekt","17","NULL","NULL"
"2013","NULL","alle","alle","prosent","7.3","vedvarende_lavinntekt","18","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","20.2","vedvarende_lavinntekt","18","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","33.6","vedvarende_lavinntekt","18","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","27.2","vedvarende_lavinntekt","18","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","6.2","vedvarende_lavinntekt","18","NULL","NULL"
"2013","NULL","alle","alle","prosent","7.5","vedvarende_lavinntekt","19","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","18.3","vedvarende_lavinntekt","19","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","31.9","vedvarende_lavinntekt","19","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","25","vedvarende_lavinntekt","19","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","6.3","vedvarende_lavinntekt","19","NULL","NULL"
"2013","NULL","alle","alle","prosent","7.1","vedvarende_lavinntekt","20","NULL","NULL"
"2013","NULL","innvandrere","1","prosent","15.9","vedvarende_lavinntekt","20","NULL","NULL"
"2013","NULL","innvandrere","2","prosent","23.8","vedvarende_lavinntekt","20","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent","19.9","vedvarende_lavinntekt","20","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","5.9","vedvarende_lavinntekt","20","NULL","NULL"
"2013","NULL","alle","alle","prosent",".","vedvarende_lavinntekt","99","NULL","NULL"
"2013","NULL","innvandrere","1","prosent",".","vedvarende_lavinntekt","99","NULL","NULL"
"2013","NULL","innvandrere","2","prosent",".","vedvarende_lavinntekt","99","NULL","NULL"
"2013","NULL","innvandrere","alle","prosent",".","vedvarende_lavinntekt","99","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent",".","vedvarende_lavinntekt","99","NULL","NULL"
"2013","NULL","alle","alle","prosent","11.4","vedvarende_lavinntekt","NULL","0101","NULL"
"2013","NULL","innvandrere","1","prosent","24.4","vedvarende_lavinntekt","NULL","0101","NULL"
"2013","NULL","innvandrere","2","prosent","44.6","vedvarende_lavinntekt","NULL","0101","NULL"
"2013","NULL","innvandrere","alle","prosent","35.5","vedvarende_lavinntekt","NULL","0101","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","9.1","vedvarende_lavinntekt","NULL","0101","NULL"
"2013","NULL","alle","alle","prosent","10.1","vedvarende_lavinntekt","NULL","0104","NULL"
"2013","NULL","innvandrere","1","prosent","19.6","vedvarende_lavinntekt","NULL","0104","NULL"
"2013","NULL","innvandrere","2","prosent","34.2","vedvarende_lavinntekt","NULL","0104","NULL"
"2013","NULL","innvandrere","alle","prosent","28.6","vedvarende_lavinntekt","NULL","0104","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7.3","vedvarende_lavinntekt","NULL","0104","NULL"
"2013","NULL","alle","alle","prosent","10.7","vedvarende_lavinntekt","NULL","0105","NULL"
"2013","NULL","innvandrere","1","prosent","23.8","vedvarende_lavinntekt","NULL","0105","NULL"
"2013","NULL","innvandrere","2","prosent","38.4","vedvarende_lavinntekt","NULL","0105","NULL"
"2013","NULL","innvandrere","alle","prosent","33.1","vedvarende_lavinntekt","NULL","0105","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7.7","vedvarende_lavinntekt","NULL","0105","NULL"
"2013","NULL","alle","alle","prosent","10.7","vedvarende_lavinntekt","NULL","0106","NULL"
"2013","NULL","innvandrere","1","prosent","18.8","vedvarende_lavinntekt","NULL","0106","NULL"
"2013","NULL","innvandrere","2","prosent","41.8","vedvarende_lavinntekt","NULL","0106","NULL"
"2013","NULL","innvandrere","alle","prosent","33.5","vedvarende_lavinntekt","NULL","0106","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","8","vedvarende_lavinntekt","NULL","0106","NULL"
"2013","NULL","alle","alle","prosent","6.1","vedvarende_lavinntekt","NULL","0111","NULL"
"2013","NULL","innvandrere","1","prosent","18.9","vedvarende_lavinntekt","NULL","0111","NULL"
"2013","NULL","innvandrere","2","prosent","27.7","vedvarende_lavinntekt","NULL","0111","NULL"
"2013","NULL","innvandrere","alle","prosent","22.2","vedvarende_lavinntekt","NULL","0111","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","5.4","vedvarende_lavinntekt","NULL","0111","NULL"
"2013","NULL","alle","alle","prosent","8.1","vedvarende_lavinntekt","NULL","0118","NULL"
"2013","NULL","innvandrere","1","prosent",":","vedvarende_lavinntekt","NULL","0118","NULL"
"2013","NULL","innvandrere","2","prosent",":","vedvarende_lavinntekt","NULL","0118","NULL"
"2013","NULL","innvandrere","alle","prosent",":","vedvarende_lavinntekt","NULL","0118","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7.8","vedvarende_lavinntekt","NULL","0118","NULL"
"2013","NULL","alle","alle","prosent","9.5","vedvarende_lavinntekt","NULL","0119","NULL"
"2013","NULL","innvandrere","1","prosent","27.8","vedvarende_lavinntekt","NULL","0119","NULL"
"2013","NULL","innvandrere","2","prosent","34","vedvarende_lavinntekt","NULL","0119","NULL"
"2013","NULL","innvandrere","alle","prosent","30.2","vedvarende_lavinntekt","NULL","0119","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7.9","vedvarende_lavinntekt","NULL","0119","NULL"
"2013","NULL","alle","alle","prosent","6.4","vedvarende_lavinntekt","NULL","0121","NULL"
"2013","NULL","innvandrere","1","prosent",":","vedvarende_lavinntekt","NULL","0121","NULL"
"2013","NULL","innvandrere","2","prosent",":","vedvarende_lavinntekt","NULL","0121","NULL"
"2013","NULL","innvandrere","alle","prosent",":","vedvarende_lavinntekt","NULL","0121","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","5.8","vedvarende_lavinntekt","NULL","0121","NULL"
"2013","NULL","alle","alle","prosent","8.5","vedvarende_lavinntekt","NULL","0122","NULL"
"2013","NULL","innvandrere","1","prosent","21.2","vedvarende_lavinntekt","NULL","0122","NULL"
"2013","NULL","innvandrere","2","prosent","32","vedvarende_lavinntekt","NULL","0122","NULL"
"2013","NULL","innvandrere","alle","prosent","24.3","vedvarende_lavinntekt","NULL","0122","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7.3","vedvarende_lavinntekt","NULL","0122","NULL"
"2013","NULL","alle","alle","prosent","6.9","vedvarende_lavinntekt","NULL","0123","NULL"
"2013","NULL","innvandrere","1","prosent","18.6","vedvarende_lavinntekt","NULL","0123","NULL"
"2013","NULL","innvandrere","2","prosent","28.2","vedvarende_lavinntekt","NULL","0123","NULL"
"2013","NULL","innvandrere","alle","prosent","23.4","vedvarende_lavinntekt","NULL","0123","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","5.5","vedvarende_lavinntekt","NULL","0123","NULL"
"2013","NULL","alle","alle","prosent","10.5","vedvarende_lavinntekt","NULL","0124","NULL"
"2013","NULL","innvandrere","1","prosent","18.9","vedvarende_lavinntekt","NULL","0124","NULL"
"2013","NULL","innvandrere","2","prosent","30.6","vedvarende_lavinntekt","NULL","0124","NULL"
"2013","NULL","innvandrere","alle","prosent","26.3","vedvarende_lavinntekt","NULL","0124","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7.9","vedvarende_lavinntekt","NULL","0124","NULL"
"2013","NULL","alle","alle","prosent","11.3","vedvarende_lavinntekt","NULL","0125","NULL"
"2013","NULL","innvandrere","1","prosent","23.3","vedvarende_lavinntekt","NULL","0125","NULL"
"2013","NULL","innvandrere","2","prosent","38.2","vedvarende_lavinntekt","NULL","0125","NULL"
"2013","NULL","innvandrere","alle","prosent","30.9","vedvarende_lavinntekt","NULL","0125","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","8.8","vedvarende_lavinntekt","NULL","0125","NULL"
"2013","NULL","alle","alle","prosent","7.5","vedvarende_lavinntekt","NULL","0127","NULL"
"2013","NULL","innvandrere","1","prosent","26.6","vedvarende_lavinntekt","NULL","0127","NULL"
"2013","NULL","innvandrere","2","prosent","16.7","vedvarende_lavinntekt","NULL","0127","NULL"
"2013","NULL","innvandrere","alle","prosent","23.2","vedvarende_lavinntekt","NULL","0127","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","6.2","vedvarende_lavinntekt","NULL","0127","NULL"
"2013","NULL","alle","alle","prosent","9.7","vedvarende_lavinntekt","NULL","0128","NULL"
"2013","NULL","innvandrere","1","prosent","28.3","vedvarende_lavinntekt","NULL","0128","NULL"
"2013","NULL","innvandrere","2","prosent","39.3","vedvarende_lavinntekt","NULL","0128","NULL"
"2013","NULL","innvandrere","alle","prosent","34.3","vedvarende_lavinntekt","NULL","0128","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","7.2","vedvarende_lavinntekt","NULL","0128","NULL"
"2013","NULL","alle","alle","prosent","7","vedvarende_lavinntekt","NULL","0135","NULL"
"2013","NULL","innvandrere","1","prosent","17.4","vedvarende_lavinntekt","NULL","0135","NULL"
"2013","NULL","innvandrere","2","prosent","31.6","vedvarende_lavinntekt","NULL","0135","NULL"
"2013","NULL","innvandrere","alle","prosent","22.1","vedvarende_lavinntekt","NULL","0135","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","5.7","vedvarende_lavinntekt","NULL","0135","NULL"
"2013","NULL","alle","alle","prosent","5.8","vedvarende_lavinntekt","NULL","0136","NULL"
"2013","NULL","innvandrere","1","prosent","19.1","vedvarende_lavinntekt","NULL","0136","NULL"
"2013","NULL","innvandrere","2","prosent","15.2","vedvarende_lavinntekt","NULL","0136","NULL"
"2013","NULL","innvandrere","alle","prosent","17.3","vedvarende_lavinntekt","NULL","0136","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","4.7","vedvarende_lavinntekt","NULL","0136","NULL"
"2013","NULL","alle","alle","prosent","5.8","vedvarende_lavinntekt","NULL","0137","NULL"
"2013","NULL","innvandrere","1","prosent","17.3","vedvarende_lavinntekt","NULL","0137","NULL"
