tabell_navn;aar;bydel_id;innvkat_3;kjonn;alder_grupper;enhet;tabellvariabel;
befolkning_alder;2007;01;innvandrere;alle;0-5;personer;120;
befolkning_alder;2007;01;innvandrere;alle;6-15;personer;421;
befolkning_alder;2007;01;innvandrere;alle;16-19;personer;304;
befolkning_alder;2007;01;innvandrere;alle;20-29;personer;2193;
befolkning_alder;2007;01;innvandrere;alle;30-54;personer;4968;
befolkning_alder;2007;01;innvandrere;alle;55-66;personer;828;
befolkning_alder;2007;01;innvandrere;alle;67+;personer;332;
befolkning_alder;2007;01;befolkningen_ellers;alle;0-5;personer;3333;
befolkning_alder;2007;01;befolkningen_ellers;alle;6-15;personer;2368;
befolkning_alder;2007;01;befolkningen_ellers;alle;16-19;personer;669;
befolkning_alder;2007;01;befolkningen_ellers;alle;20-29;personer;6109;
befolkning_alder;2007;01;befolkningen_ellers;alle;30-54;personer;11830;
befolkning_alder;2007;01;befolkningen_ellers;alle;55-66;personer;2365;
befolkning_alder;2007;01;befolkningen_ellers;alle;67+;personer;1877;
befolkning_alder;2007;01;alle;1;0-5;personer;1722;
befolkning_alder;2007;01;alle;1;6-15;personer;1416;
befolkning_alder;2007;01;alle;1;16-19;personer;479;
befolkning_alder;2007;01;alle;1;20-29;personer;3799;
befolkning_alder;2007;01;alle;1;30-54;personer;9233;
befolkning_alder;2007;01;alle;1;55-66;personer;1694;
befolkning_alder;2007;01;alle;1;67+;personer;843;
befolkning_alder;2007;01;innvandrere;1;0-5;personer;56;
befolkning_alder;2007;01;innvandrere;1;6-15;personer;228;
befolkning_alder;2007;01;innvandrere;1;16-19;personer;138;
befolkning_alder;2007;01;innvandrere;1;20-29;personer;1014;
befolkning_alder;2007;01;innvandrere;1;30-54;personer;2870;
befolkning_alder;2007;01;innvandrere;1;55-66;personer;483;
befolkning_alder;2007;01;innvandrere;1;67+;personer;158;
befolkning_alder;2007;01;befolkningen_ellers;1;0-5;personer;1666;
befolkning_alder;2007;01;befolkningen_ellers;1;6-15;personer;1188;
befolkning_alder;2007;01;befolkningen_ellers;1;16-19;personer;341;
befolkning_alder;2007;01;befolkningen_ellers;1;20-29;personer;2785;
befolkning_alder;2007;01;befolkningen_ellers;1;30-54;personer;6363;
befolkning_alder;2007;01;befolkningen_ellers;1;55-66;personer;1211;
befolkning_alder;2007;01;befolkningen_ellers;1;67+;personer;685;
befolkning_alder;2007;01;alle;0;0-5;personer;1731;
befolkning_alder;2007;01;alle;0;6-15;personer;1373;
befolkning_alder;2007;01;alle;0;16-19;personer;494;
befolkning_alder;2007;01;alle;0;20-29;personer;4503;
befolkning_alder;2007;01;alle;0;30-54;personer;7565;
befolkning_alder;2007;01;alle;0;55-66;personer;1499;
befolkning_alder;2007;01;alle;0;67+;personer;1366;
befolkning_alder;2007;01;innvandrere;0;0-5;personer;64;
befolkning_alder;2007;01;innvandrere;0;6-15;personer;193;
befolkning_alder;2007;01;innvandrere;0;16-19;personer;166;
befolkning_alder;2007;01;innvandrere;0;20-29;personer;1179;
befolkning_alder;2007;01;innvandrere;0;30-54;personer;2098;
befolkning_alder;2007;01;innvandrere;0;55-66;personer;345;
befolkning_alder;2007;01;innvandrere;0;67+;personer;174;
befolkning_alder;2007;01;befolkningen_ellers;0;0-5;personer;1667;
befolkning_alder;2007;01;befolkningen_ellers;0;6-15;personer;1180;
befolkning_alder;2007;01;befolkningen_ellers;0;16-19;personer;328;
befolkning_alder;2007;01;befolkningen_ellers;0;20-29;personer;3324;
befolkning_alder;2007;01;befolkningen_ellers;0;30-54;personer;5467;
befolkning_alder;2007;01;befolkningen_ellers;0;55-66;personer;1154;
befolkning_alder;2007;01;befolkningen_ellers;0;67+;personer;1192;
befolkning_alder;2008;01;alle;alle;0-5;personer;3645;
befolkning_alder;2008;01;alle;alle;6-15;personer;2858;
befolkning_alder;2008;01;alle;alle;16-19;personer;1027;
befolkning_alder;2008;01;alle;alle;20-29;personer;8939;
befolkning_alder;2008;01;alle;alle;30-54;personer;17553;
befolkning_alder;2008;01;alle;alle;55-66;personer;3291;
befolkning_alder;2008;01;alle;alle;67+;personer;2187;
befolkning_alder;2008;01;innvandrere;alle;0-5;personer;132;
befolkning_alder;2008;01;innvandrere;alle;6-15;personer;465;
befolkning_alder;2008;01;innvandrere;alle;16-19;personer;306;
befolkning_alder;2008;01;innvandrere;alle;20-29;personer;2486;
befolkning_alder;2008;01;innvandrere;alle;30-54;personer;5393;
befolkning_alder;2008;01;innvandrere;alle;55-66;personer;846;
befolkning_alder;2008;01;innvandrere;alle;67+;personer;357;
befolkning_alder;2008;01;befolkningen_ellers;alle;0-5;personer;3513;
befolkning_alder;2008;01;befolkningen_ellers;alle;6-15;personer;2393;
befolkning_alder;2008;01;befolkningen_ellers;alle;16-19;personer;721;
befolkning_alder;2008;01;befolkningen_ellers;alle;20-29;personer;6453;
befolkning_alder;2008;01;befolkningen_ellers;alle;30-54;personer;12160;
befolkning_alder;2008;01;befolkningen_ellers;alle;55-66;personer;2445;
befolkning_alder;2008;01;befolkningen_ellers;alle;67+;personer;1830;
befolkning_alder;2008;01;alle;1;0-5;personer;1833;
befolkning_alder;2008;01;alle;1;6-15;personer;1464;
befolkning_alder;2008;01;alle;1;16-19;personer;470;
befolkning_alder;2008;01;alle;1;20-29;personer;4235;
befolkning_alder;2008;01;alle;1;30-54;personer;9725;
befolkning_alder;2008;01;alle;1;55-66;personer;1744;
befolkning_alder;2008;01;alle;1;67+;personer;847;
befolkning_alder;2008;01;innvandrere;1;0-5;personer;61;
befolkning_alder;2008;01;innvandrere;1;6-15;personer;249;
befolkning_alder;2008;01;innvandrere;1;16-19;personer;134;
befolkning_alder;2008;01;innvandrere;1;20-29;personer;1215;
befolkning_alder;2008;01;innvandrere;1;30-54;personer;3164;
befolkning_alder;2008;01;innvandrere;1;55-66;personer;490;
befolkning_alder;2008;01;innvandrere;1;67+;personer;171;
befolkning_alder;2008;01;befolkningen_ellers;1;0-5;personer;1772;
befolkning_alder;2008;01;befolkningen_ellers;1;6-15;personer;1215;
befolkning_alder;2008;01;befolkningen_ellers;1;16-19;personer;336;
befolkning_alder;2008;01;befolkningen_ellers;1;20-29;personer;3020;
befolkning_alder;2008;01;befolkningen_ellers;1;30-54;personer;6561;
befolkning_alder;2008;01;befolkningen_ellers;1;55-66;personer;1254;
befolkning_alder;2008;01;befolkningen_ellers;1;67+;personer;676;
befolkning_alder;2008;01;alle;0;0-5;personer;1812;
befolkning_alder;2008;01;alle;0;6-15;personer;1394;
befolkning_alder;2008;01;alle;0;16-19;personer;557;
befolkning_alder;2008;01;alle;0;20-29;personer;4704;
befolkning_alder;2008;01;alle;0;30-54;personer;7828;
befolkning_alder;2008;01;alle;0;55-66;personer;1547;
befolkning_alder;2008;01;alle;0;67+;personer;1340;
befolkning_alder;2008;01;innvandrere;0;0-5;personer;71;
befolkning_alder;2008;01;innvandrere;0;6-15;personer;216;
befolkning_alder;2008;01;innvandrere;0;16-19;personer;172;
befolkning_alder;2008;01;innvandrere;0;20-29;personer;1271;
befolkning_alder;2008;01;innvandrere;0;30-54;personer;2229;
befolkning_alder;2008;01;innvandrere;0;55-66;personer;356;
befolkning_alder;2008;01;innvandrere;0;67+;personer;186;
befolkning_alder;2008;01;befolkningen_ellers;0;0-5;personer;1741;
befolkning_alder;2008;01;befolkningen_ellers;0;6-15;personer;1178;
befolkning_alder;2008;01;befolkningen_ellers;0;16-19;personer;385;
befolkning_alder;2008;01;befolkningen_ellers;0;20-29;personer;3433;
befolkning_alder;2008;01;befolkningen_ellers;0;30-54;personer;5599;
befolkning_alder;2008;01;befolkningen_ellers;0;55-66;personer;1191;
befolkning_alder;2008;01;befolkningen_ellers;0;67+;personer;1154;
befolkning_alder;2009;01;alle;alle;0-5;personer;3834;
befolkning_alder;2009;01;alle;alle;6-15;personer;2980;
befolkning_alder;2009;01;alle;alle;16-19;personer;1099;
befolkning_alder;2009;01;alle;alle;20-29;personer;9296;
befolkning_alder;2009;01;alle;alle;30-54;personer;18667;
befolkning_alder;2009;01;alle;alle;55-66;personer;3446;
befolkning_alder;2009;01;alle;alle;67+;personer;2130;
befolkning_alder;2009;01;innvandrere;alle;0-5;personer;132;
befolkning_alder;2009;01;innvandrere;alle;6-15;personer;473;
befolkning_alder;2009;01;innvandrere;alle;16-19;personer;325;
befolkning_alder;2009;01;innvandrere;alle;20-29;personer;2837;
befolkning_alder;2009;01;innvandrere;alle;30-54;personer;5910;
befolkning_alder;2009;01;innvandrere;alle;55-66;personer;890;
befolkning_alder;2009;01;innvandrere;alle;67+;personer;378;
befolkning_alder;2009;01;befolkningen_ellers;alle;0-5;personer;3702;
befolkning_alder;2009;01;befolkningen_ellers;alle;6-15;personer;2507;
befolkning_alder;2009;01;befolkningen_ellers;alle;16-19;personer;774;
befolkning_alder;2009;01;befolkningen_ellers;alle;20-29;personer;6459;
befolkning_alder;2009;01;befolkningen_ellers;alle;30-54;personer;12757;
befolkning_alder;2009;01;befolkningen_ellers;alle;55-66;personer;2556;
befolkning_alder;2009;01;befolkningen_ellers;alle;67+;personer;1752;
befolkning_alder;2009;01;alle;1;0-5;personer;1951;
befolkning_alder;2009;01;alle;1;6-15;personer;1538;
befolkning_alder;2009;01;alle;1;16-19;personer;512;
befolkning_alder;2009;01;alle;1;20-29;personer;4414;
befolkning_alder;2009;01;alle;1;30-54;personer;10460;
befolkning_alder;2009;01;alle;1;55-66;personer;1767;
befolkning_alder;2009;01;alle;1;67+;personer;847;
befolkning_alder;2009;01;innvandrere;1;0-5;personer;63;
befolkning_alder;2009;01;innvandrere;1;6-15;personer;253;
befolkning_alder;2009;01;innvandrere;1;16-19;personer;146;
befolkning_alder;2009;01;innvandrere;1;20-29;personer;1409;
befolkning_alder;2009;01;innvandrere;1;30-54;personer;3518;
befolkning_alder;2009;01;innvandrere;1;55-66;personer;503;
befolkning_alder;2009;01;innvandrere;1;67+;personer;185;
befolkning_alder;2009;01;befolkningen_ellers;1;0-5;personer;1888;
befolkning_alder;2009;01;befolkningen_ellers;1;6-15;personer;1285;
befolkning_alder;2009;01;befolkningen_ellers;1;16-19;personer;366;
befolkning_alder;2009;01;befolkningen_ellers;1;20-29;personer;3005;
befolkning_alder;2009;01;befolkningen_ellers;1;30-54;personer;6942;
befolkning_alder;2009;01;befolkningen_ellers;1;55-66;personer;1264;
befolkning_alder;2009;01;befolkningen_ellers;1;67+;personer;662;
befolkning_alder;2009;01;alle;0;0-5;personer;1883;
befolkning_alder;2009;01;alle;0;6-15;personer;1442;
befolkning_alder;2009;01;alle;0;16-19;personer;587;
befolkning_alder;2009;01;alle;0;20-29;personer;4882;
befolkning_alder;2009;01;alle;0;30-54;personer;8207;
befolkning_alder;2009;01;alle;0;55-66;personer;1679;
befolkning_alder;2009;01;alle;0;67+;personer;1283;
befolkning_alder;2009;01;innvandrere;0;0-5;personer;69;
befolkning_alder;2009;01;innvandrere;0;6-15;personer;220;
befolkning_alder;2009;01;innvandrere;0;16-19;personer;179;
befolkning_alder;2009;01;innvandrere;0;20-29;personer;1428;
befolkning_alder;2009;01;innvandrere;0;30-54;personer;2392;
befolkning_alder;2009;01;innvandrere;0;55-66;personer;387;
befolkning_alder;2009;01;innvandrere;0;67+;personer;193;
befolkning_alder;2009;01;befolkningen_ellers;0;0-5;personer;1814;
befolkning_alder;2009;01;befolkningen_ellers;0;6-15;personer;1222;
befolkning_alder;2009;01;befolkningen_ellers;0;16-19;personer;408;
befolkning_alder;2009;01;befolkningen_ellers;0;20-29;personer;3454;
befolkning_alder;2009;01;befolkningen_ellers;0;30-54;personer;5815;
befolkning_alder;2009;01;befolkningen_ellers;0;55-66;personer;1292;
befolkning_alder;2009;01;befolkningen_ellers;0;67+;personer;1090;
befolkning_alder;2010;01;alle;alle;0-5;personer;4042;
befolkning_alder;2010;01;alle;alle;6-15;personer;3012;
befolkning_alder;2010;01;alle;alle;16-19;personer;1127;
befolkning_alder;2010;01;alle;alle;20-29;personer;9426;
befolkning_alder;2010;01;alle;alle;30-54;personer;19194;
befolkning_alder;2010;01;alle;alle;55-66;personer;3633;
befolkning_alder;2010;01;alle;alle;67+;personer;2135;
befolkning_alder;2010;01;innvandrere;alle;0-5;personer;131;
befolkning_alder;2010;01;innvandrere;alle;6-15;personer;464;
befolkning_alder;2010;01;innvandrere;alle;16-19;personer;311;
befolkning_alder;2010;01;innvandrere;alle;20-29;personer;2964;
befolkning_alder;2010;01;innvandrere;alle;30-54;personer;6210;
befolkning_alder;2010;01;innvandrere;alle;55-66;personer;928;
befolkning_alder;2010;01;innvandrere;alle;67+;personer;426;
befolkning_alder;2010;01;befolkningen_ellers;alle;0-5;personer;3911;
befolkning_alder;2010;01;befolkningen_ellers;alle;6-15;personer;2548;
befolkning_alder;2010;01;befolkningen_ellers;alle;16-19;personer;816;
befolkning_alder;2010;01;befolkningen_ellers;alle;20-29;personer;6462;
befolkning_alder;2010;01;befolkningen_ellers;alle;30-54;personer;12984;
befolkning_alder;2010;01;befolkningen_ellers;alle;55-66;personer;2705;
befolkning_alder;2010;01;befolkningen_ellers;alle;67+;personer;1709;
befolkning_alder;2010;01;alle;1;0-5;personer;2062;
befolkning_alder;2010;01;alle;1;6-15;personer;1538;
befolkning_alder;2010;01;alle;1;16-19;personer;542;
befolkning_alder;2010;01;alle;1;20-29;personer;4475;
befolkning_alder;2010;01;alle;1;30-54;personer;10664;
befolkning_alder;2010;01;alle;1;55-66;personer;1865;
befolkning_alder;2010;01;alle;1;67+;personer;869;
befolkning_alder;2010;01;innvandrere;1;0-5;personer;66;
befolkning_alder;2010;01;innvandrere;1;6-15;personer;239;
befolkning_alder;2010;01;innvandrere;1;16-19;personer;153;
befolkning_alder;2010;01;innvandrere;1;20-29;personer;1439;
befolkning_alder;2010;01;innvandrere;1;30-54;personer;3655;
befolkning_alder;2010;01;innvandrere;1;55-66;personer;524;
befolkning_alder;2010;01;innvandrere;1;67+;personer;211;
befolkning_alder;2010;01;befolkningen_ellers;1;0-5;personer;1996;
befolkning_alder;2010;01;befolkningen_ellers;1;6-15;personer;1299;
befolkning_alder;2010;01;befolkningen_ellers;1;16-19;personer;389;
befolkning_alder;2010;01;befolkningen_ellers;1;20-29;personer;3036;
befolkning_alder;2010;01;befolkningen_ellers;1;30-54;personer;7009;
befolkning_alder;2010;01;befolkningen_ellers;1;55-66;personer;1341;
befolkning_alder;2010;01;befolkningen_ellers;1;67+;personer;658;
befolkning_alder;2010;01;alle;0;0-5;personer;1980;
befolkning_alder;2010;01;alle;0;6-15;personer;1474;
befolkning_alder;2010;01;alle;0;16-19;personer;585;
befolkning_alder;2010;01;alle;0;20-29;personer;4951;
befolkning_alder;2010;01;alle;0;30-54;personer;8530;
befolkning_alder;2010;01;alle;0;55-66;personer;1768;
befolkning_alder;2010;01;alle;0;67+;personer;1266;
befolkning_alder;2010;01;innvandrere;0;0-5;personer;65;
befolkning_alder;2010;01;innvandrere;0;6-15;personer;225;
befolkning_alder;2010;01;innvandrere;0;16-19;personer;158;
befolkning_alder;2010;01;innvandrere;0;20-29;personer;1525;
befolkning_alder;2010;01;innvandrere;0;30-54;personer;2555;
befolkning_alder;2010;01;innvandrere;0;55-66;personer;404;
befolkning_alder;2010;01;innvandrere;0;67+;personer;215;
befolkning_alder;2010;01;befolkningen_ellers;0;0-5;personer;1915;
befolkning_alder;2010;01;befolkningen_ellers;0;6-15;personer;1249;
befolkning_alder;2010;01;befolkningen_ellers;0;16-19;personer;427;
befolkning_alder;2010;01;befolkningen_ellers;0;20-29;personer;3426;
befolkning_alder;2010;01;befolkningen_ellers;0;30-54;personer;5975;
befolkning_alder;2010;01;befolkningen_ellers;0;55-66;personer;1364;
befolkning_alder;2010;01;befolkningen_ellers;0;67+;personer;1051;
befolkning_alder;2011;01;alle;alle;0-5;personer;4221;
befolkning_alder;2011;01;alle;alle;6-15;personer;3074;
befolkning_alder;2011;01;alle;alle;16-19;personer;1172;
befolkning_alder;2011;01;alle;alle;20-29;personer;9550;
befolkning_alder;2011;01;alle;alle;30-54;personer;19800;
befolkning_alder;2011;01;alle;alle;55-66;personer;3793;
befolkning_alder;2011;01;alle;alle;67+;personer;2160;
befolkning_alder;2011;01;innvandrere;alle;0-5;personer;143;
befolkning_alder;2011;01;innvandrere;alle;6-15;personer;464;
befolkning_alder;2011;01;innvandrere;alle;16-19;personer;332;
befolkning_alder;2011;01;innvandrere;alle;20-29;personer;3141;
befolkning_alder;2011;01;innvandrere;alle;30-54;personer;6559;
befolkning_alder;2011;01;innvandrere;alle;55-66;personer;988;
befolkning_alder;2011;01;innvandrere;alle;67+;personer;448;
befolkning_alder;2011;01;befolkningen_ellers;alle;0-5;personer;4078;
befolkning_alder;2011;01;befolkningen_ellers;alle;6-15;personer;2610;
befolkning_alder;2011;01;befolkningen_ellers;alle;16-19;personer;840;
befolkning_alder;2011;01;befolkningen_ellers;alle;20-29;personer;6409;
befolkning_alder;2011;01;befolkningen_ellers;alle;30-54;personer;13241;
befolkning_alder;2011;01;befolkningen_ellers;alle;55-66;personer;2805;
befolkning_alder;2011;01;befolkningen_ellers;alle;67+;personer;1712;
befolkning_alder;2011;01;alle;1;0-5;personer;2172;
befolkning_alder;2011;01;alle;1;6-15;personer;1549;
befolkning_alder;2011;01;alle;1;16-19;personer;566;
befolkning_alder;2011;01;alle;1;20-29;personer;4553;
befolkning_alder;2011;01;alle;1;30-54;personer;10965;
befolkning_alder;2011;01;alle;1;55-66;personer;1954;
befolkning_alder;2011;01;alle;1;67+;personer;893;
befolkning_alder;2011;01;innvandrere;1;0-5;personer;77;
befolkning_alder;2011;01;innvandrere;1;6-15;personer;236;
befolkning_alder;2011;01;innvandrere;1;16-19;personer;172;
befolkning_alder;2011;01;innvandrere;1;20-29;personer;1534;
befolkning_alder;2011;01;innvandrere;1;30-54;personer;3856;
befolkning_alder;2011;01;innvandrere;1;55-66;personer;548;
befolkning_alder;2011;01;innvandrere;1;67+;personer;222;
befolkning_alder;2011;01;befolkningen_ellers;1;0-5;personer;2095;
befolkning_alder;2011;01;befolkningen_ellers;1;6-15;personer;1313;
befolkning_alder;2011;01;befolkningen_ellers;1;16-19;personer;394;
befolkning_alder;2011;01;befolkningen_ellers;1;20-29;personer;3019;
befolkning_alder;2011;01;befolkningen_ellers;1;30-54;personer;7109;
befolkning_alder;2011;01;befolkningen_ellers;1;55-66;personer;1406;
befolkning_alder;2011;01;befolkningen_ellers;1;67+;personer;671;
befolkning_alder;2011;01;alle;0;0-5;personer;2049;
befolkning_alder;2011;01;alle;0;6-15;personer;1525;
befolkning_alder;2011;01;alle;0;16-19;personer;606;
befolkning_alder;2011;01;alle;0;20-29;personer;4997;
befolkning_alder;2011;01;alle;0;30-54;personer;8835;
befolkning_alder;2011;01;alle;0;55-66;personer;1839;
befolkning_alder;2011;01;alle;0;67+;personer;1267;
befolkning_alder;2011;01;innvandrere;0;0-5;personer;66;
befolkning_alder;2011;01;innvandrere;0;6-15;personer;228;
befolkning_alder;2011;01;innvandrere;0;16-19;personer;160;
befolkning_alder;2011;01;innvandrere;0;20-29;personer;1607;
befolkning_alder;2011;01;innvandrere;0;30-54;personer;2703;
befolkning_alder;2011;01;innvandrere;0;55-66;personer;440;
befolkning_alder;2011;01;innvandrere;0;67+;personer;226;
befolkning_alder;2011;01;befolkningen_ellers;0;0-5;personer;1983;
befolkning_alder;2011;01;befolkningen_ellers;0;6-15;personer;1297;
befolkning_alder;2011;01;befolkningen_ellers;0;16-19;personer;446;
befolkning_alder;2011;01;befolkningen_ellers;0;20-29;personer;3390;
befolkning_alder;2011;01;befolkningen_ellers;0;30-54;personer;6132;
befolkning_alder;2011;01;befolkningen_ellers;0;55-66;personer;1399;
befolkning_alder;2011;01;befolkningen_ellers;0;67+;personer;1041;
befolkning_alder;2012;01;alle;alle;0-5;personer;4259;
befolkning_alder;2012;01;alle;alle;6-15;personer;3127;
befolkning_alder;2012;01;alle;alle;16-19;personer;1187;
befolkning_alder;2012;01;alle;alle;20-29;personer;9789;
befolkning_alder;2012;01;alle;alle;30-54;personer;20443;
befolkning_alder;2012;01;alle;alle;55-66;personer;3923;
befolkning_alder;2012;01;alle;alle;67+;personer;2230;
befolkning_alder;2012;01;innvandrere;alle;0-5;personer;164;
befolkning_alder;2012;01;innvandrere;alle;6-15;personer;469;
befolkning_alder;2012;01;innvandrere;alle;16-19;personer;343;
befolkning_alder;2012;01;innvandrere;alle;20-29;personer;3382;
befolkning_alder;2012;01;innvandrere;alle;30-54;personer;7070;
befolkning_alder;2012;01;innvandrere;alle;55-66;personer;1070;
befolkning_alder;2012;01;innvandrere;alle;67+;personer;487;
befolkning_alder;2012;01;befolkningen_ellers;alle;0-5;personer;4095;
befolkning_alder;2012;01;befolkningen_ellers;alle;6-15;personer;2658;
befolkning_alder;2012;01;befolkningen_ellers;alle;16-19;personer;844;
befolkning_alder;2012;01;befolkningen_ellers;alle;20-29;personer;6407;
befolkning_alder;2012;01;befolkningen_ellers;alle;30-54;personer;13373;
befolkning_alder;2012;01;befolkningen_ellers;alle;55-66;personer;2853;
befolkning_alder;2012;01;befolkningen_ellers;alle;67+;personer;1743;
befolkning_alder;2012;01;alle;1;0-5;personer;2186;
befolkning_alder;2012;01;alle;1;6-15;personer;1523;
befolkning_alder;2012;01;alle;1;16-19;personer;583;
befolkning_alder;2012;01;alle;1;20-29;personer;4709;
befolkning_alder;2012;01;alle;1;30-54;personer;11346;
befolkning_alder;2012;01;alle;1;55-66;personer;2026;
befolkning_alder;2012;01;alle;1;67+;personer;948;
befolkning_alder;2012;01;innvandrere;1;0-5;personer;90;
befolkning_alder;2012;01;innvandrere;1;6-15;personer;227;
befolkning_alder;2012;01;innvandrere;1;16-19;personer;180;
befolkning_alder;2012;01;innvandrere;1;20-29;personer;1670;
befolkning_alder;2012;01;innvandrere;1;30-54;personer;4194;
befolkning_alder;2012;01;innvandrere;1;55-66;personer;612;
befolkning_alder;2012;01;innvandrere;1;67+;personer;244;
befolkning_alder;2012;01;befolkningen_ellers;1;0-5;personer;2096;
befolkning_alder;2012;01;befolkningen_ellers;1;6-15;personer;1296;
befolkning_alder;2012;01;befolkningen_ellers;1;16-19;personer;403;
befolkning_alder;2012;01;befolkningen_ellers;1;20-29;personer;3039;
befolkning_alder;2012;01;befolkningen_ellers;1;30-54;personer;7152;
befolkning_alder;2012;01;befolkningen_ellers;1;55-66;personer;1414;
befolkning_alder;2012;01;befolkningen_ellers;1;67+;personer;704;
befolkning_alder;2012;01;alle;0;0-5;personer;2073;
befolkning_alder;2012;01;alle;0;6-15;personer;1604;
befolkning_alder;2012;01;alle;0;16-19;personer;604;
befolkning_alder;2012;01;alle;0;20-29;personer;5080;
befolkning_alder;2012;01;alle;0;30-54;personer;9097;
befolkning_alder;2012;01;alle;0;55-66;personer;1897;
befolkning_alder;2012;01;alle;0;67+;personer;1282;
befolkning_alder;2012;01;innvandrere;0;0-5;personer;74;
befolkning_alder;2012;01;innvandrere;0;6-15;personer;242;
befolkning_alder;2012;01;innvandrere;0;16-19;personer;163;
befolkning_alder;2012;01;innvandrere;0;20-29;personer;1712;
befolkning_alder;2012;01;innvandrere;0;30-54;personer;2876;
