tabell_navn;aar;naringsregion_id;innvkat_3;kjonn;alder_grupper;enhet;tabellvariabel;
befolkning_alder;2015;02;befolkningen_ellers;alle;55-66;person;8431;
befolkning_alder;2015;02;befolkningen_ellers;alle;67+;person;8904;
befolkning_alder;2015;02;alle;1;0-5;person;2167;
befolkning_alder;2015;02;alle;1;6-15;person;3835;
befolkning_alder;2015;02;alle;1;16-19;person;1664;
befolkning_alder;2015;02;alle;1;20-29;person;3504;
befolkning_alder;2015;02;alle;1;30-54;person;10588;
befolkning_alder;2015;02;alle;1;55-66;person;4627;
befolkning_alder;2015;02;alle;1;67+;person;4162;
befolkning_alder;2015;02;innvandrere;1;0-5;person;57;
befolkning_alder;2015;02;innvandrere;1;6-15;person;324;
befolkning_alder;2015;02;innvandrere;1;16-19;person;191;
befolkning_alder;2015;02;innvandrere;1;20-29;person;578;
befolkning_alder;2015;02;innvandrere;1;30-54;person;2061;
befolkning_alder;2015;02;innvandrere;1;55-66;person;414;
befolkning_alder;2015;02;innvandrere;1;67+;person;192;
befolkning_alder;2015;02;befolkningen_ellers;1;0-5;person;2110;
befolkning_alder;2015;02;befolkningen_ellers;1;6-15;person;3511;
befolkning_alder;2015;02;befolkningen_ellers;1;16-19;person;1473;
befolkning_alder;2015;02;befolkningen_ellers;1;20-29;person;2926;
befolkning_alder;2015;02;befolkningen_ellers;1;30-54;person;8527;
befolkning_alder;2015;02;befolkningen_ellers;1;55-66;person;4213;
befolkning_alder;2015;02;befolkningen_ellers;1;67+;person;3970;
befolkning_alder;2015;02;alle;0;0-5;person;1981;
befolkning_alder;2015;02;alle;0;6-15;person;3609;
befolkning_alder;2015;02;alle;0;16-19;person;1551;
befolkning_alder;2015;02;alle;0;20-29;person;3309;
befolkning_alder;2015;02;alle;0;30-54;person;9968;
befolkning_alder;2015;02;alle;0;55-66;person;4570;
befolkning_alder;2015;02;alle;0;67+;person;5154;
befolkning_alder;2015;02;innvandrere;0;0-5;person;61;
befolkning_alder;2015;02;innvandrere;0;6-15;person;242;
befolkning_alder;2015;02;innvandrere;0;16-19;person;168;
befolkning_alder;2015;02;innvandrere;0;20-29;person;549;
befolkning_alder;2015;02;innvandrere;0;30-54;person;1856;
befolkning_alder;2015;02;innvandrere;0;55-66;person;352;
befolkning_alder;2015;02;innvandrere;0;67+;person;220;
befolkning_alder;2015;02;befolkningen_ellers;0;0-5;person;1920;
befolkning_alder;2015;02;befolkningen_ellers;0;6-15;person;3367;
befolkning_alder;2015;02;befolkningen_ellers;0;16-19;person;1383;
befolkning_alder;2015;02;befolkningen_ellers;0;20-29;person;2760;
befolkning_alder;2015;02;befolkningen_ellers;0;30-54;person;8112;
befolkning_alder;2015;02;befolkningen_ellers;0;55-66;person;4218;
befolkning_alder;2015;02;befolkningen_ellers;0;67+;person;4934;
befolkning_alder;2015;03;alle;alle;0-5;person;3919;
befolkning_alder;2015;03;alle;alle;6-15;person;7138;
befolkning_alder;2015;03;alle;alle;16-19;person;3094;
befolkning_alder;2015;03;alle;alle;20-29;person;6604;
befolkning_alder;2015;03;alle;alle;30-54;person;20472;
befolkning_alder;2015;03;alle;alle;55-66;person;8742;
befolkning_alder;2015;03;alle;alle;67+;person;9381;
befolkning_alder;2015;03;innvandrere;alle;0-5;person;140;
befolkning_alder;2015;03;innvandrere;alle;6-15;person;505;
befolkning_alder;2015;03;innvandrere;alle;16-19;person;275;
befolkning_alder;2015;03;innvandrere;alle;20-29;person;1161;
befolkning_alder;2015;03;innvandrere;alle;30-54;person;4112;
befolkning_alder;2015;03;innvandrere;alle;55-66;person;839;
befolkning_alder;2015;03;innvandrere;alle;67+;person;599;
befolkning_alder;2015;03;befolkningen_ellers;alle;0-5;person;3779;
befolkning_alder;2015;03;befolkningen_ellers;alle;6-15;person;6633;
befolkning_alder;2015;03;befolkningen_ellers;alle;16-19;person;2819;
befolkning_alder;2015;03;befolkningen_ellers;alle;20-29;person;5443;
befolkning_alder;2015;03;befolkningen_ellers;alle;30-54;person;16360;
befolkning_alder;2015;03;befolkningen_ellers;alle;55-66;person;7903;
befolkning_alder;2015;03;befolkningen_ellers;alle;67+;person;8782;
befolkning_alder;2015;03;alle;1;0-5;person;2035;
befolkning_alder;2015;03;alle;1;6-15;person;3699;
befolkning_alder;2015;03;alle;1;16-19;person;1614;
befolkning_alder;2015;03;alle;1;20-29;person;3473;
befolkning_alder;2015;03;alle;1;30-54;person;10383;
befolkning_alder;2015;03;alle;1;55-66;person;4302;
befolkning_alder;2015;03;alle;1;67+;person;4199;
befolkning_alder;2015;03;innvandrere;1;0-5;person;69;
befolkning_alder;2015;03;innvandrere;1;6-15;person;250;
befolkning_alder;2015;03;innvandrere;1;16-19;person;150;
befolkning_alder;2015;03;innvandrere;1;20-29;person;590;
befolkning_alder;2015;03;innvandrere;1;30-54;person;2209;
befolkning_alder;2015;03;innvandrere;1;55-66;person;451;
befolkning_alder;2015;03;innvandrere;1;67+;person;277;
befolkning_alder;2015;03;befolkningen_ellers;1;0-5;person;1966;
befolkning_alder;2015;03;befolkningen_ellers;1;6-15;person;3449;
befolkning_alder;2015;03;befolkningen_ellers;1;16-19;person;1464;
befolkning_alder;2015;03;befolkningen_ellers;1;20-29;person;2883;
befolkning_alder;2015;03;befolkningen_ellers;1;30-54;person;8174;
befolkning_alder;2015;03;befolkningen_ellers;1;55-66;person;3851;
befolkning_alder;2015;03;befolkningen_ellers;1;67+;person;3922;
befolkning_alder;2015;03;alle;0;0-5;person;1884;
befolkning_alder;2015;03;alle;0;6-15;person;3439;
befolkning_alder;2015;03;alle;0;16-19;person;1480;
befolkning_alder;2015;03;alle;0;20-29;person;3131;
befolkning_alder;2015;03;alle;0;30-54;person;10089;
befolkning_alder;2015;03;alle;0;55-66;person;4440;
befolkning_alder;2015;03;alle;0;67+;person;5182;
befolkning_alder;2015;03;innvandrere;0;0-5;person;71;
befolkning_alder;2015;03;innvandrere;0;6-15;person;255;
befolkning_alder;2015;03;innvandrere;0;16-19;person;125;
befolkning_alder;2015;03;innvandrere;0;20-29;person;571;
befolkning_alder;2015;03;innvandrere;0;30-54;person;1903;
befolkning_alder;2015;03;innvandrere;0;55-66;person;388;
befolkning_alder;2015;03;innvandrere;0;67+;person;322;
befolkning_alder;2015;03;befolkningen_ellers;0;0-5;person;1813;
befolkning_alder;2015;03;befolkningen_ellers;0;6-15;person;3184;
befolkning_alder;2015;03;befolkningen_ellers;0;16-19;person;1355;
befolkning_alder;2015;03;befolkningen_ellers;0;20-29;person;2560;
befolkning_alder;2015;03;befolkningen_ellers;0;30-54;person;8186;
befolkning_alder;2015;03;befolkningen_ellers;0;55-66;person;4052;
befolkning_alder;2015;03;befolkningen_ellers;0;67+;person;4860;
befolkning_alder;2015;04;alle;alle;0-5;person;9070;
befolkning_alder;2015;04;alle;alle;6-15;person;16446;
befolkning_alder;2015;04;alle;alle;16-19;person;7195;
befolkning_alder;2015;04;alle;alle;20-29;person;16297;
befolkning_alder;2015;04;alle;alle;30-54;person;46220;
befolkning_alder;2015;04;alle;alle;55-66;person;20224;
befolkning_alder;2015;04;alle;alle;67+;person;21379;
befolkning_alder;2015;04;innvandrere;alle;0-5;person;214;
befolkning_alder;2015;04;innvandrere;alle;6-15;person;1178;
befolkning_alder;2015;04;innvandrere;alle;16-19;person;889;
befolkning_alder;2015;04;innvandrere;alle;20-29;person;3104;
befolkning_alder;2015;04;innvandrere;alle;30-54;person;8894;
befolkning_alder;2015;04;innvandrere;alle;55-66;person;1646;
befolkning_alder;2015;04;innvandrere;alle;67+;person;1110;
befolkning_alder;2015;04;befolkningen_ellers;alle;0-5;person;8856;
befolkning_alder;2015;04;befolkningen_ellers;alle;6-15;person;15268;
befolkning_alder;2015;04;befolkningen_ellers;alle;16-19;person;6306;
befolkning_alder;2015;04;befolkningen_ellers;alle;20-29;person;13193;
befolkning_alder;2015;04;befolkningen_ellers;alle;30-54;person;37326;
befolkning_alder;2015;04;befolkningen_ellers;alle;55-66;person;18578;
befolkning_alder;2015;04;befolkningen_ellers;alle;67+;person;20269;
befolkning_alder;2015;04;alle;1;0-5;person;4704;
befolkning_alder;2015;04;alle;1;6-15;person;8481;
befolkning_alder;2015;04;alle;1;16-19;person;3653;
befolkning_alder;2015;04;alle;1;20-29;person;8354;
befolkning_alder;2015;04;alle;1;30-54;person;23438;
befolkning_alder;2015;04;alle;1;55-66;person;10023;
befolkning_alder;2015;04;alle;1;67+;person;9387;
befolkning_alder;2015;04;innvandrere;1;0-5;person;109;
befolkning_alder;2015;04;innvandrere;1;6-15;person;605;
befolkning_alder;2015;04;innvandrere;1;16-19;person;472;
befolkning_alder;2015;04;innvandrere;1;20-29;person;1582;
befolkning_alder;2015;04;innvandrere;1;30-54;person;4687;
befolkning_alder;2015;04;innvandrere;1;55-66;person;910;
befolkning_alder;2015;04;innvandrere;1;67+;person;454;
befolkning_alder;2015;04;befolkningen_ellers;1;0-5;person;4595;
befolkning_alder;2015;04;befolkningen_ellers;1;6-15;person;7876;
befolkning_alder;2015;04;befolkningen_ellers;1;16-19;person;3181;
befolkning_alder;2015;04;befolkningen_ellers;1;20-29;person;6772;
befolkning_alder;2015;04;befolkningen_ellers;1;30-54;person;18751;
befolkning_alder;2015;04;befolkningen_ellers;1;55-66;person;9113;
befolkning_alder;2015;04;befolkningen_ellers;1;67+;person;8933;
befolkning_alder;2015;04;alle;0;0-5;person;4366;
befolkning_alder;2015;04;alle;0;6-15;person;7965;
befolkning_alder;2015;04;alle;0;16-19;person;3542;
befolkning_alder;2015;04;alle;0;20-29;person;7943;
befolkning_alder;2015;04;alle;0;30-54;person;22782;
befolkning_alder;2015;04;alle;0;55-66;person;10201;
befolkning_alder;2015;04;alle;0;67+;person;11992;
befolkning_alder;2015;04;innvandrere;0;0-5;person;105;
befolkning_alder;2015;04;innvandrere;0;6-15;person;573;
befolkning_alder;2015;04;innvandrere;0;16-19;person;417;
befolkning_alder;2015;04;innvandrere;0;20-29;person;1522;
befolkning_alder;2015;04;innvandrere;0;30-54;person;4207;
befolkning_alder;2015;04;innvandrere;0;55-66;person;736;
befolkning_alder;2015;04;innvandrere;0;67+;person;656;
befolkning_alder;2015;04;befolkningen_ellers;0;0-5;person;4261;
befolkning_alder;2015;04;befolkningen_ellers;0;6-15;person;7392;
befolkning_alder;2015;04;befolkningen_ellers;0;16-19;person;3125;
befolkning_alder;2015;04;befolkningen_ellers;0;20-29;person;6421;
befolkning_alder;2015;04;befolkningen_ellers;0;30-54;person;18575;
befolkning_alder;2015;04;befolkningen_ellers;0;55-66;person;9465;
befolkning_alder;2015;04;befolkningen_ellers;0;67+;person;11336;
befolkning_alder;2015;05;alle;alle;0-5;person;14089;
befolkning_alder;2015;05;alle;alle;6-15;person;24813;
befolkning_alder;2015;05;alle;alle;16-19;person;9665;
befolkning_alder;2015;05;alle;alle;20-29;person;19231;
befolkning_alder;2015;05;alle;alle;30-54;person;63992;
befolkning_alder;2015;05;alle;alle;55-66;person;23964;
befolkning_alder;2015;05;alle;alle;67+;person;24502;
befolkning_alder;2015;05;innvandrere;alle;0-5;person;579;
befolkning_alder;2015;05;innvandrere;alle;6-15;person;1830;
befolkning_alder;2015;05;innvandrere;alle;16-19;person;777;
befolkning_alder;2015;05;innvandrere;alle;20-29;person;4592;
befolkning_alder;2015;05;innvandrere;alle;30-54;person;16617;
befolkning_alder;2015;05;innvandrere;alle;55-66;person;3029;
befolkning_alder;2015;05;innvandrere;alle;67+;person;1952;
befolkning_alder;2015;05;befolkningen_ellers;alle;0-5;person;13510;
befolkning_alder;2015;05;befolkningen_ellers;alle;6-15;person;22983;
befolkning_alder;2015;05;befolkningen_ellers;alle;16-19;person;8888;
befolkning_alder;2015;05;befolkningen_ellers;alle;20-29;person;14639;
befolkning_alder;2015;05;befolkningen_ellers;alle;30-54;person;47375;
befolkning_alder;2015;05;befolkningen_ellers;alle;55-66;person;20935;
befolkning_alder;2015;05;befolkningen_ellers;alle;67+;person;22550;
befolkning_alder;2015;05;alle;1;0-5;person;7257;
befolkning_alder;2015;05;alle;1;6-15;person;12560;
befolkning_alder;2015;05;alle;1;16-19;person;5024;
befolkning_alder;2015;05;alle;1;20-29;person;9561;
befolkning_alder;2015;05;alle;1;30-54;person;31917;
befolkning_alder;2015;05;alle;1;55-66;person;12217;
befolkning_alder;2015;05;alle;1;67+;person;10618;
befolkning_alder;2015;05;innvandrere;1;0-5;person;298;
befolkning_alder;2015;05;innvandrere;1;6-15;person;908;
befolkning_alder;2015;05;innvandrere;1;16-19;person;392;
befolkning_alder;2015;05;innvandrere;1;20-29;person;2020;
befolkning_alder;2015;05;innvandrere;1;30-54;person;8847;
befolkning_alder;2015;05;innvandrere;1;55-66;person;1620;
befolkning_alder;2015;05;innvandrere;1;67+;person;728;
befolkning_alder;2015;05;befolkningen_ellers;1;0-5;person;6959;
befolkning_alder;2015;05;befolkningen_ellers;1;6-15;person;11652;
befolkning_alder;2015;05;befolkningen_ellers;1;16-19;person;4632;
befolkning_alder;2015;05;befolkningen_ellers;1;20-29;person;7541;
befolkning_alder;2015;05;befolkningen_ellers;1;30-54;person;23070;
befolkning_alder;2015;05;befolkningen_ellers;1;55-66;person;10597;
befolkning_alder;2015;05;befolkningen_ellers;1;67+;person;9890;
befolkning_alder;2015;05;alle;0;0-5;person;6832;
befolkning_alder;2015;05;alle;0;6-15;person;12253;
befolkning_alder;2015;05;alle;0;16-19;person;4641;
befolkning_alder;2015;05;alle;0;20-29;person;9670;
befolkning_alder;2015;05;alle;0;30-54;person;32075;
befolkning_alder;2015;05;alle;0;55-66;person;11747;
befolkning_alder;2015;05;alle;0;67+;person;13884;
befolkning_alder;2015;05;innvandrere;0;0-5;person;281;
befolkning_alder;2015;05;innvandrere;0;6-15;person;922;
befolkning_alder;2015;05;innvandrere;0;16-19;person;385;
befolkning_alder;2015;05;innvandrere;0;20-29;person;2572;
befolkning_alder;2015;05;innvandrere;0;30-54;person;7770;
befolkning_alder;2015;05;innvandrere;0;55-66;person;1409;
befolkning_alder;2015;05;innvandrere;0;67+;person;1224;
befolkning_alder;2015;05;befolkningen_ellers;0;0-5;person;6551;
befolkning_alder;2015;05;befolkningen_ellers;0;6-15;person;11331;
befolkning_alder;2015;05;befolkningen_ellers;0;16-19;person;4256;
befolkning_alder;2015;05;befolkningen_ellers;0;20-29;person;7098;
befolkning_alder;2015;05;befolkningen_ellers;0;30-54;person;24305;
befolkning_alder;2015;05;befolkningen_ellers;0;55-66;person;10338;
befolkning_alder;2015;05;befolkningen_ellers;0;67+;person;12660;
befolkning_alder;2015;06;alle;alle;0-5;person;10252;
befolkning_alder;2015;06;alle;alle;6-15;person;18627;
befolkning_alder;2015;06;alle;alle;16-19;person;7396;
befolkning_alder;2015;06;alle;alle;20-29;person;14760;
befolkning_alder;2015;06;alle;alle;30-54;person;48256;
befolkning_alder;2015;06;alle;alle;55-66;person;18620;
befolkning_alder;2015;06;alle;alle;67+;person;18045;
befolkning_alder;2015;06;innvandrere;alle;0-5;person;251;
befolkning_alder;2015;06;innvandrere;alle;6-15;person;985;
befolkning_alder;2015;06;innvandrere;alle;16-19;person;506;
befolkning_alder;2015;06;innvandrere;alle;20-29;person;2772;
befolkning_alder;2015;06;innvandrere;alle;30-54;person;9649;
befolkning_alder;2015;06;innvandrere;alle;55-66;person;1818;
befolkning_alder;2015;06;innvandrere;alle;67+;person;1165;
befolkning_alder;2015;06;befolkningen_ellers;alle;0-5;person;10001;
befolkning_alder;2015;06;befolkningen_ellers;alle;6-15;person;17642;
befolkning_alder;2015;06;befolkningen_ellers;alle;16-19;person;6890;
befolkning_alder;2015;06;befolkningen_ellers;alle;20-29;person;11988;
befolkning_alder;2015;06;befolkningen_ellers;alle;30-54;person;38607;
befolkning_alder;2015;06;befolkningen_ellers;alle;55-66;person;16802;
befolkning_alder;2015;06;befolkningen_ellers;alle;67+;person;16880;
befolkning_alder;2015;06;alle;1;0-5;person;5252;
befolkning_alder;2015;06;alle;1;6-15;person;9489;
befolkning_alder;2015;06;alle;1;16-19;person;3828;
befolkning_alder;2015;06;alle;1;20-29;person;7639;
befolkning_alder;2015;06;alle;1;30-54;person;23934;
befolkning_alder;2015;06;alle;1;55-66;person;9391;
befolkning_alder;2015;06;alle;1;67+;person;8241;
befolkning_alder;2015;06;innvandrere;1;0-5;person;139;
befolkning_alder;2015;06;innvandrere;1;6-15;person;494;
befolkning_alder;2015;06;innvandrere;1;16-19;person;284;
befolkning_alder;2015;06;innvandrere;1;20-29;person;1392;
befolkning_alder;2015;06;innvandrere;1;30-54;person;5076;
befolkning_alder;2015;06;innvandrere;1;55-66;person;959;
befolkning_alder;2015;06;innvandrere;1;67+;person;513;
befolkning_alder;2015;06;befolkningen_ellers;1;0-5;person;5113;
befolkning_alder;2015;06;befolkningen_ellers;1;6-15;person;8995;
befolkning_alder;2015;06;befolkningen_ellers;1;16-19;person;3544;
befolkning_alder;2015;06;befolkningen_ellers;1;20-29;person;6247;
befolkning_alder;2015;06;befolkningen_ellers;1;30-54;person;18858;
befolkning_alder;2015;06;befolkningen_ellers;1;55-66;person;8432;
befolkning_alder;2015;06;befolkningen_ellers;1;67+;person;7728;
befolkning_alder;2015;06;alle;0;0-5;person;5000;
befolkning_alder;2015;06;alle;0;6-15;person;9138;
befolkning_alder;2015;06;alle;0;16-19;person;3568;
befolkning_alder;2015;06;alle;0;20-29;person;7121;
befolkning_alder;2015;06;alle;0;30-54;person;24322;
befolkning_alder;2015;06;alle;0;55-66;person;9229;
befolkning_alder;2015;06;alle;0;67+;person;9804;
befolkning_alder;2015;06;innvandrere;0;0-5;person;112;
befolkning_alder;2015;06;innvandrere;0;6-15;person;491;
befolkning_alder;2015;06;innvandrere;0;16-19;person;222;
befolkning_alder;2015;06;innvandrere;0;20-29;person;1380;
befolkning_alder;2015;06;innvandrere;0;30-54;person;4573;
befolkning_alder;2015;06;innvandrere;0;55-66;person;859;
befolkning_alder;2015;06;innvandrere;0;67+;person;652;
befolkning_alder;2015;06;befolkningen_ellers;0;0-5;person;4888;
befolkning_alder;2015;06;befolkningen_ellers;0;6-15;person;8647;
befolkning_alder;2015;06;befolkningen_ellers;0;16-19;person;3346;
befolkning_alder;2015;06;befolkningen_ellers;0;20-29;person;5741;
befolkning_alder;2015;06;befolkningen_ellers;0;30-54;person;19749;
befolkning_alder;2015;06;befolkningen_ellers;0;55-66;person;8370;
befolkning_alder;2015;06;befolkningen_ellers;0;67+;person;9152;
befolkning_alder;2015;07;alle;alle;0-5;person;12691;
befolkning_alder;2015;07;alle;alle;6-15;person;22550;
befolkning_alder;2015;07;alle;alle;16-19;person;8905;
befolkning_alder;2015;07;alle;alle;20-29;person;19659;
befolkning_alder;2015;07;alle;alle;30-54;person;63163;
befolkning_alder;2015;07;alle;alle;55-66;person;21971;
befolkning_alder;2015;07;alle;alle;67+;person;21830;
befolkning_alder;2015;07;innvandrere;alle;0-5;person;324;
befolkning_alder;2015;07;innvandrere;alle;6-15;person;1461;
befolkning_alder;2015;07;innvandrere;alle;16-19;person;819;
befolkning_alder;2015;07;innvandrere;alle;20-29;person;4276;
befolkning_alder;2015;07;innvandrere;alle;30-54;person;15529;
befolkning_alder;2015;07;innvandrere;alle;55-66;person;2584;
befolkning_alder;2015;07;innvandrere;alle;67+;person;1405;
befolkning_alder;2015;07;befolkningen_ellers;alle;0-5;person;12367;
befolkning_alder;2015;07;befolkningen_ellers;alle;6-15;person;21089;
befolkning_alder;2015;07;befolkningen_ellers;alle;16-19;person;8086;
befolkning_alder;2015;07;befolkningen_ellers;alle;20-29;person;15383;
befolkning_alder;2015;07;befolkningen_ellers;alle;30-54;person;47634;
befolkning_alder;2015;07;befolkningen_ellers;alle;55-66;person;19387;
befolkning_alder;2015;07;befolkningen_ellers;alle;67+;person;20425;
befolkning_alder;2015;07;alle;1;0-5;person;6514;
befolkning_alder;2015;07;alle;1;6-15;person;11568;
befolkning_alder;2015;07;alle;1;16-19;person;4543;
befolkning_alder;2015;07;alle;1;20-29;person;10127;
befolkning_alder;2015;07;alle;1;30-54;person;32269;
befolkning_alder;2015;07;alle;1;55-66;person;11118;
befolkning_alder;2015;07;alle;1;67+;person;9826;
befolkning_alder;2015;07;innvandrere;1;0-5;person;172;
befolkning_alder;2015;07;innvandrere;1;6-15;person;745;
befolkning_alder;2015;07;innvandrere;1;16-19;person;417;
befolkning_alder;2015;07;innvandrere;1;20-29;person;2204;
befolkning_alder;2015;07;innvandrere;1;30-54;person;8434;
befolkning_alder;2015;07;innvandrere;1;55-66;person;1460;
befolkning_alder;2015;07;innvandrere;1;67+;person;606;
befolkning_alder;2015;07;befolkningen_ellers;1;0-5;person;6342;
befolkning_alder;2015;07;befolkningen_ellers;1;6-15;person;10823;
befolkning_alder;2015;07;befolkningen_ellers;1;16-19;person;4126;
befolkning_alder;2015;07;befolkningen_ellers;1;20-29;person;7923;
befolkning_alder;2015;07;befolkningen_ellers;1;30-54;person;23835;
befolkning_alder;2015;07;befolkningen_ellers;1;55-66;person;9658;
befolkning_alder;2015;07;befolkningen_ellers;1;67+;person;9220;
befolkning_alder;2015;07;alle;0;0-5;person;6177;
befolkning_alder;2015;07;alle;0;6-15;person;10982;
befolkning_alder;2015;07;alle;0;16-19;person;4362;
befolkning_alder;2015;07;alle;0;20-29;person;9532;
befolkning_alder;2015;07;alle;0;30-54;person;30894;
befolkning_alder;2015;07;alle;0;55-66;person;10853;
befolkning_alder;2015;07;alle;0;67+;person;12004;
befolkning_alder;2015;07;innvandrere;0;0-5;person;152;
befolkning_alder;2015;07;innvandrere;0;6-15;person;716;
befolkning_alder;2015;07;innvandrere;0;16-19;person;402;
befolkning_alder;2015;07;innvandrere;0;20-29;person;2072;
befolkning_alder;2015;07;innvandrere;0;30-54;person;7095;
befolkning_alder;2015;07;innvandrere;0;55-66;person;1124;
befolkning_alder;2015;07;innvandrere;0;67+;person;799;
befolkning_alder;2015;07;befolkningen_ellers;0;0-5;person;6025;
befolkning_alder;2015;07;befolkningen_ellers;0;6-15;person;10266;
befolkning_alder;2015;07;befolkningen_ellers;0;16-19;person;3960;
befolkning_alder;2015;07;befolkningen_ellers;0;20-29;person;7460;
befolkning_alder;2015;07;befolkningen_ellers;0;30-54;person;23799;
befolkning_alder;2015;07;befolkningen_ellers;0;55-66;person;9729;
befolkning_alder;2015;07;befolkningen_ellers;0;67+;person;11205;
befolkning_alder;2015;08;alle;alle;0-5;person;7448;
befolkning_alder;2015;08;alle;alle;6-15;person;13007;
befolkning_alder;2015;08;alle;alle;16-19;person;4924;
