tabell_navn;aar;naringsregion_id;innvkat_5;kjonn;enhet;tabellvariabel;
befolkning_hovedgruppe;2015;07;bef_u_innv_og_norskf;alle;person;136525;
befolkning_hovedgruppe;2015;07;alle;1;person;85965;
befolkning_hovedgruppe;2015;07;innvandrere;1;person;14038;
befolkning_hovedgruppe;2015;07;befolkningen_ellers;1;person;71927;
befolkning_hovedgruppe;2015;07;norskfodte_m_innvf;1;person;4035;
befolkning_hovedgruppe;2015;07;bef_u_innv_og_norskf;1;person;67892;
befolkning_hovedgruppe;2015;07;alle;0;person;84804;
befolkning_hovedgruppe;2015;07;innvandrere;0;person;12360;
befolkning_hovedgruppe;2015;07;befolkningen_ellers;0;person;72444;
befolkning_hovedgruppe;2015;07;norskfodte_m_innvf;0;person;3811;
befolkning_hovedgruppe;2015;07;bef_u_innv_og_norskf;0;person;68633;
befolkning_hovedgruppe;2015;08;alle;alle;person;97918;
befolkning_hovedgruppe;2015;08;innvandrere;alle;person;12591;
befolkning_hovedgruppe;2015;08;befolkningen_ellers;alle;person;85327;
befolkning_hovedgruppe;2015;08;norskfodte_m_innvf;alle;person;2546;
befolkning_hovedgruppe;2015;08;bef_u_innv_og_norskf;alle;person;82781;
befolkning_hovedgruppe;2015;08;alle;1;person;49643;
befolkning_hovedgruppe;2015;08;innvandrere;1;person;6640;
befolkning_hovedgruppe;2015;08;befolkningen_ellers;1;person;43003;
befolkning_hovedgruppe;2015;08;norskfodte_m_innvf;1;person;1325;
befolkning_hovedgruppe;2015;08;bef_u_innv_og_norskf;1;person;41678;
befolkning_hovedgruppe;2015;08;alle;0;person;48275;
befolkning_hovedgruppe;2015;08;innvandrere;0;person;5951;
befolkning_hovedgruppe;2015;08;befolkningen_ellers;0;person;42324;
befolkning_hovedgruppe;2015;08;norskfodte_m_innvf;0;person;1221;
befolkning_hovedgruppe;2015;08;bef_u_innv_og_norskf;0;person;41103;
befolkning_hovedgruppe;2015;09;alle;alle;person;647676;
befolkning_hovedgruppe;2015;09;innvandrere;alle;person;158835;
befolkning_hovedgruppe;2015;09;befolkningen_ellers;alle;person;488841;
befolkning_hovedgruppe;2015;09;norskfodte_m_innvf;alle;person;47857;
befolkning_hovedgruppe;2015;09;bef_u_innv_og_norskf;alle;person;440984;
befolkning_hovedgruppe;2015;09;alle;1;person;322892;
befolkning_hovedgruppe;2015;09;innvandrere;1;person;83130;
befolkning_hovedgruppe;2015;09;befolkningen_ellers;1;person;239762;
befolkning_hovedgruppe;2015;09;norskfodte_m_innvf;1;person;24427;
befolkning_hovedgruppe;2015;09;bef_u_innv_og_norskf;1;person;215335;
befolkning_hovedgruppe;2015;09;alle;0;person;324784;
befolkning_hovedgruppe;2015;09;innvandrere;0;person;75705;
befolkning_hovedgruppe;2015;09;befolkningen_ellers;0;person;249079;
befolkning_hovedgruppe;2015;09;norskfodte_m_innvf;0;person;23430;
befolkning_hovedgruppe;2015;09;bef_u_innv_og_norskf;0;person;225649;
befolkning_hovedgruppe;2015;10;alle;alle;person;15109;
befolkning_hovedgruppe;2015;10;innvandrere;alle;person;1168;
befolkning_hovedgruppe;2015;10;befolkningen_ellers;alle;person;13941;
befolkning_hovedgruppe;2015;10;norskfodte_m_innvf;alle;person;145;
befolkning_hovedgruppe;2015;10;bef_u_innv_og_norskf;alle;person;13796;
befolkning_hovedgruppe;2015;10;alle;1;person;7621;
befolkning_hovedgruppe;2015;10;innvandrere;1;person;599;
befolkning_hovedgruppe;2015;10;befolkningen_ellers;1;person;7022;
befolkning_hovedgruppe;2015;10;norskfodte_m_innvf;1;person;68;
befolkning_hovedgruppe;2015;10;bef_u_innv_og_norskf;1;person;6954;
befolkning_hovedgruppe;2015;10;alle;0;person;7488;
befolkning_hovedgruppe;2015;10;innvandrere;0;person;569;
befolkning_hovedgruppe;2015;10;befolkningen_ellers;0;person;6919;
befolkning_hovedgruppe;2015;10;norskfodte_m_innvf;0;person;77;
befolkning_hovedgruppe;2015;10;bef_u_innv_og_norskf;0;person;6842;
befolkning_hovedgruppe;2015;11;alle;alle;person;53232;
befolkning_hovedgruppe;2015;11;innvandrere;alle;person;3910;
befolkning_hovedgruppe;2015;11;befolkningen_ellers;alle;person;49322;
befolkning_hovedgruppe;2015;11;norskfodte_m_innvf;alle;person;557;
befolkning_hovedgruppe;2015;11;bef_u_innv_og_norskf;alle;person;48765;
befolkning_hovedgruppe;2015;11;alle;1;person;26458;
befolkning_hovedgruppe;2015;11;innvandrere;1;person;1938;
befolkning_hovedgruppe;2015;11;befolkningen_ellers;1;person;24520;
befolkning_hovedgruppe;2015;11;norskfodte_m_innvf;1;person;269;
befolkning_hovedgruppe;2015;11;bef_u_innv_og_norskf;1;person;24251;
befolkning_hovedgruppe;2015;11;alle;0;person;26774;
befolkning_hovedgruppe;2015;11;innvandrere;0;person;1972;
befolkning_hovedgruppe;2015;11;befolkningen_ellers;0;person;24802;
befolkning_hovedgruppe;2015;11;norskfodte_m_innvf;0;person;288;
befolkning_hovedgruppe;2015;11;bef_u_innv_og_norskf;0;person;24514;
befolkning_hovedgruppe;2015;12;alle;alle;person;91015;
befolkning_hovedgruppe;2015;12;innvandrere;alle;person;7630;
befolkning_hovedgruppe;2015;12;befolkningen_ellers;alle;person;83385;
befolkning_hovedgruppe;2015;12;norskfodte_m_innvf;alle;person;1213;
befolkning_hovedgruppe;2015;12;bef_u_innv_og_norskf;alle;person;82172;
befolkning_hovedgruppe;2015;12;alle;1;person;45320;
befolkning_hovedgruppe;2015;12;innvandrere;1;person;3971;
befolkning_hovedgruppe;2015;12;befolkningen_ellers;1;person;41349;
befolkning_hovedgruppe;2015;12;norskfodte_m_innvf;1;person;626;
befolkning_hovedgruppe;2015;12;bef_u_innv_og_norskf;1;person;40723;
befolkning_hovedgruppe;2015;12;alle;0;person;45695;
befolkning_hovedgruppe;2015;12;innvandrere;0;person;3659;
befolkning_hovedgruppe;2015;12;befolkningen_ellers;0;person;42036;
befolkning_hovedgruppe;2015;12;norskfodte_m_innvf;0;person;587;
befolkning_hovedgruppe;2015;12;bef_u_innv_og_norskf;0;person;41449;
befolkning_hovedgruppe;2015;13;alle;alle;person;35797;
befolkning_hovedgruppe;2015;13;innvandrere;alle;person;3072;
befolkning_hovedgruppe;2015;13;befolkningen_ellers;alle;person;32725;
befolkning_hovedgruppe;2015;13;norskfodte_m_innvf;alle;person;392;
befolkning_hovedgruppe;2015;13;bef_u_innv_og_norskf;alle;person;32333;
befolkning_hovedgruppe;2015;13;alle;1;person;17913;
befolkning_hovedgruppe;2015;13;innvandrere;1;person;1564;
befolkning_hovedgruppe;2015;13;befolkningen_ellers;1;person;16349;
befolkning_hovedgruppe;2015;13;norskfodte_m_innvf;1;person;194;
befolkning_hovedgruppe;2015;13;bef_u_innv_og_norskf;1;person;16155;
befolkning_hovedgruppe;2015;13;alle;0;person;17884;
befolkning_hovedgruppe;2015;13;innvandrere;0;person;1508;
befolkning_hovedgruppe;2015;13;befolkningen_ellers;0;person;16376;
befolkning_hovedgruppe;2015;13;norskfodte_m_innvf;0;person;198;
befolkning_hovedgruppe;2015;13;bef_u_innv_og_norskf;0;person;16178;
befolkning_hovedgruppe;2015;14;alle;alle;person;70523;
befolkning_hovedgruppe;2015;14;innvandrere;alle;person;6028;
befolkning_hovedgruppe;2015;14;befolkningen_ellers;alle;person;64495;
befolkning_hovedgruppe;2015;14;norskfodte_m_innvf;alle;person;1022;
befolkning_hovedgruppe;2015;14;bef_u_innv_og_norskf;alle;person;63473;
befolkning_hovedgruppe;2015;14;alle;1;person;35350;
befolkning_hovedgruppe;2015;14;innvandrere;1;person;3155;
befolkning_hovedgruppe;2015;14;befolkningen_ellers;1;person;32195;
befolkning_hovedgruppe;2015;14;norskfodte_m_innvf;1;person;513;
befolkning_hovedgruppe;2015;14;bef_u_innv_og_norskf;1;person;31682;
befolkning_hovedgruppe;2015;14;alle;0;person;35173;
befolkning_hovedgruppe;2015;14;innvandrere;0;person;2873;
befolkning_hovedgruppe;2015;14;befolkningen_ellers;0;person;32300;
befolkning_hovedgruppe;2015;14;norskfodte_m_innvf;0;person;509;
befolkning_hovedgruppe;2015;14;bef_u_innv_og_norskf;0;person;31791;
befolkning_hovedgruppe;2015;15;alle;alle;person;29287;
befolkning_hovedgruppe;2015;15;innvandrere;alle;person;2393;
befolkning_hovedgruppe;2015;15;befolkningen_ellers;alle;person;26894;
befolkning_hovedgruppe;2015;15;norskfodte_m_innvf;alle;person;336;
befolkning_hovedgruppe;2015;15;bef_u_innv_og_norskf;alle;person;26558;
befolkning_hovedgruppe;2015;15;alle;1;person;14575;
befolkning_hovedgruppe;2015;15;innvandrere;1;person;1238;
befolkning_hovedgruppe;2015;15;befolkningen_ellers;1;person;13337;
befolkning_hovedgruppe;2015;15;norskfodte_m_innvf;1;person;166;
befolkning_hovedgruppe;2015;15;bef_u_innv_og_norskf;1;person;13171;
befolkning_hovedgruppe;2015;15;alle;0;person;14712;
befolkning_hovedgruppe;2015;15;innvandrere;0;person;1155;
befolkning_hovedgruppe;2015;15;befolkningen_ellers;0;person;13557;
befolkning_hovedgruppe;2015;15;norskfodte_m_innvf;0;person;170;
befolkning_hovedgruppe;2015;15;bef_u_innv_og_norskf;0;person;13387;
befolkning_hovedgruppe;2015;16;alle;alle;person;38575;
befolkning_hovedgruppe;2015;16;innvandrere;alle;person;3510;
befolkning_hovedgruppe;2015;16;befolkningen_ellers;alle;person;35065;
befolkning_hovedgruppe;2015;16;norskfodte_m_innvf;alle;person;549;
befolkning_hovedgruppe;2015;16;bef_u_innv_og_norskf;alle;person;34516;
befolkning_hovedgruppe;2015;16;alle;1;person;19088;
befolkning_hovedgruppe;2015;16;innvandrere;1;person;1805;
befolkning_hovedgruppe;2015;16;befolkningen_ellers;1;person;17283;
befolkning_hovedgruppe;2015;16;norskfodte_m_innvf;1;person;273;
befolkning_hovedgruppe;2015;16;bef_u_innv_og_norskf;1;person;17010;
befolkning_hovedgruppe;2015;16;alle;0;person;19487;
befolkning_hovedgruppe;2015;16;innvandrere;0;person;1705;
befolkning_hovedgruppe;2015;16;befolkningen_ellers;0;person;17782;
befolkning_hovedgruppe;2015;16;norskfodte_m_innvf;0;person;276;
befolkning_hovedgruppe;2015;16;bef_u_innv_og_norskf;0;person;17506;
befolkning_hovedgruppe;2015;17;alle;alle;person;13417;
befolkning_hovedgruppe;2015;17;innvandrere;alle;person;956;
befolkning_hovedgruppe;2015;17;befolkningen_ellers;alle;person;12461;
befolkning_hovedgruppe;2015;17;norskfodte_m_innvf;alle;person;92;
befolkning_hovedgruppe;2015;17;bef_u_innv_og_norskf;alle;person;12369;
befolkning_hovedgruppe;2015;17;alle;1;person;6772;
befolkning_hovedgruppe;2015;17;innvandrere;1;person;527;
befolkning_hovedgruppe;2015;17;befolkningen_ellers;1;person;6245;
befolkning_hovedgruppe;2015;17;norskfodte_m_innvf;1;person;44;
befolkning_hovedgruppe;2015;17;bef_u_innv_og_norskf;1;person;6201;
befolkning_hovedgruppe;2015;17;alle;0;person;6645;
befolkning_hovedgruppe;2015;17;innvandrere;0;person;429;
befolkning_hovedgruppe;2015;17;befolkningen_ellers;0;person;6216;
befolkning_hovedgruppe;2015;17;norskfodte_m_innvf;0;person;48;
befolkning_hovedgruppe;2015;17;bef_u_innv_og_norskf;0;person;6168;
befolkning_hovedgruppe;2015;18;alle;alle;person;19045;
befolkning_hovedgruppe;2015;18;innvandrere;alle;person;1152;
befolkning_hovedgruppe;2015;18;befolkningen_ellers;alle;person;17893;
befolkning_hovedgruppe;2015;18;norskfodte_m_innvf;alle;person;113;
befolkning_hovedgruppe;2015;18;bef_u_innv_og_norskf;alle;person;17780;
befolkning_hovedgruppe;2015;18;alle;1;person;9660;
befolkning_hovedgruppe;2015;18;innvandrere;1;person;594;
befolkning_hovedgruppe;2015;18;befolkningen_ellers;1;person;9066;
befolkning_hovedgruppe;2015;18;norskfodte_m_innvf;1;person;73;
befolkning_hovedgruppe;2015;18;bef_u_innv_og_norskf;1;person;8993;
befolkning_hovedgruppe;2015;18;alle;0;person;9385;
befolkning_hovedgruppe;2015;18;innvandrere;0;person;558;
befolkning_hovedgruppe;2015;18;befolkningen_ellers;0;person;8827;
befolkning_hovedgruppe;2015;18;norskfodte_m_innvf;0;person;40;
befolkning_hovedgruppe;2015;18;bef_u_innv_og_norskf;0;person;8787;
befolkning_hovedgruppe;2015;19;alle;alle;person;17960;
befolkning_hovedgruppe;2015;19;innvandrere;alle;person;1593;
befolkning_hovedgruppe;2015;19;befolkningen_ellers;alle;person;16367;
befolkning_hovedgruppe;2015;19;norskfodte_m_innvf;alle;person;161;
befolkning_hovedgruppe;2015;19;bef_u_innv_og_norskf;alle;person;16206;
befolkning_hovedgruppe;2015;19;alle;1;person;9115;
befolkning_hovedgruppe;2015;19;innvandrere;1;person;874;
befolkning_hovedgruppe;2015;19;befolkningen_ellers;1;person;8241;
befolkning_hovedgruppe;2015;19;norskfodte_m_innvf;1;person;86;
befolkning_hovedgruppe;2015;19;bef_u_innv_og_norskf;1;person;8155;
befolkning_hovedgruppe;2015;19;alle;0;person;8845;
befolkning_hovedgruppe;2015;19;innvandrere;0;person;719;
befolkning_hovedgruppe;2015;19;befolkningen_ellers;0;person;8126;
befolkning_hovedgruppe;2015;19;norskfodte_m_innvf;0;person;75;
befolkning_hovedgruppe;2015;19;bef_u_innv_og_norskf;0;person;8051;
befolkning_hovedgruppe;2015;20;alle;alle;person;180740;
befolkning_hovedgruppe;2015;20;innvandrere;alle;person;28345;
befolkning_hovedgruppe;2015;20;befolkningen_ellers;alle;person;152395;
befolkning_hovedgruppe;2015;20;norskfodte_m_innvf;alle;person;7408;
befolkning_hovedgruppe;2015;20;bef_u_innv_og_norskf;alle;person;144987;
befolkning_hovedgruppe;2015;20;alle;1;person;90551;
befolkning_hovedgruppe;2015;20;innvandrere;1;person;14857;
befolkning_hovedgruppe;2015;20;befolkningen_ellers;1;person;75694;
befolkning_hovedgruppe;2015;20;norskfodte_m_innvf;1;person;3789;
befolkning_hovedgruppe;2015;20;bef_u_innv_og_norskf;1;person;71905;
befolkning_hovedgruppe;2015;20;alle;0;person;90189;
befolkning_hovedgruppe;2015;20;innvandrere;0;person;13488;
befolkning_hovedgruppe;2015;20;befolkningen_ellers;0;person;76701;
befolkning_hovedgruppe;2015;20;norskfodte_m_innvf;0;person;3619;
befolkning_hovedgruppe;2015;20;bef_u_innv_og_norskf;0;person;73082;
befolkning_hovedgruppe;2015;21;alle;alle;person;20566;
befolkning_hovedgruppe;2015;21;innvandrere;alle;person;2613;
befolkning_hovedgruppe;2015;21;befolkningen_ellers;alle;person;17953;
befolkning_hovedgruppe;2015;21;norskfodte_m_innvf;alle;person;267;
befolkning_hovedgruppe;2015;21;bef_u_innv_og_norskf;alle;person;17686;
befolkning_hovedgruppe;2015;21;alle;1;person;10334;
befolkning_hovedgruppe;2015;21;innvandrere;1;person;1363;
befolkning_hovedgruppe;2015;21;befolkningen_ellers;1;person;8971;
befolkning_hovedgruppe;2015;21;norskfodte_m_innvf;1;person;133;
befolkning_hovedgruppe;2015;21;bef_u_innv_og_norskf;1;person;8838;
befolkning_hovedgruppe;2015;21;alle;0;person;10232;
befolkning_hovedgruppe;2015;21;innvandrere;0;person;1250;
befolkning_hovedgruppe;2015;21;befolkningen_ellers;0;person;8982;
befolkning_hovedgruppe;2015;21;norskfodte_m_innvf;0;person;134;
befolkning_hovedgruppe;2015;21;bef_u_innv_og_norskf;0;person;8848;
befolkning_hovedgruppe;2015;22;alle;alle;person;33298;
befolkning_hovedgruppe;2015;22;innvandrere;alle;person;4126;
befolkning_hovedgruppe;2015;22;befolkningen_ellers;alle;person;29172;
befolkning_hovedgruppe;2015;22;norskfodte_m_innvf;alle;person;562;
befolkning_hovedgruppe;2015;22;bef_u_innv_og_norskf;alle;person;28610;
befolkning_hovedgruppe;2015;22;alle;1;person;16935;
befolkning_hovedgruppe;2015;22;innvandrere;1;person;2112;
befolkning_hovedgruppe;2015;22;befolkningen_ellers;1;person;14823;
befolkning_hovedgruppe;2015;22;norskfodte_m_innvf;1;person;280;
befolkning_hovedgruppe;2015;22;bef_u_innv_og_norskf;1;person;14543;
befolkning_hovedgruppe;2015;22;alle;0;person;16363;
befolkning_hovedgruppe;2015;22;innvandrere;0;person;2014;
befolkning_hovedgruppe;2015;22;befolkningen_ellers;0;person;14349;
befolkning_hovedgruppe;2015;22;norskfodte_m_innvf;0;person;282;
befolkning_hovedgruppe;2015;22;bef_u_innv_og_norskf;0;person;14067;
befolkning_hovedgruppe;2015;23;alle;alle;person;19473;
befolkning_hovedgruppe;2015;23;innvandrere;alle;person;1633;
befolkning_hovedgruppe;2015;23;befolkningen_ellers;alle;person;17840;
befolkning_hovedgruppe;2015;23;norskfodte_m_innvf;alle;person;259;
befolkning_hovedgruppe;2015;23;bef_u_innv_og_norskf;alle;person;17581;
befolkning_hovedgruppe;2015;23;alle;1;person;9749;
befolkning_hovedgruppe;2015;23;innvandrere;1;person;859;
befolkning_hovedgruppe;2015;23;befolkningen_ellers;1;person;8890;
befolkning_hovedgruppe;2015;23;norskfodte_m_innvf;1;person;120;
befolkning_hovedgruppe;2015;23;bef_u_innv_og_norskf;1;person;8770;
befolkning_hovedgruppe;2015;23;alle;0;person;9724;
befolkning_hovedgruppe;2015;23;innvandrere;0;person;774;
befolkning_hovedgruppe;2015;23;befolkningen_ellers;0;person;8950;
befolkning_hovedgruppe;2015;23;norskfodte_m_innvf;0;person;139;
befolkning_hovedgruppe;2015;23;bef_u_innv_og_norskf;0;person;8811;
befolkning_hovedgruppe;2015;24;alle;alle;person;36410;
befolkning_hovedgruppe;2015;24;innvandrere;alle;person;4009;
befolkning_hovedgruppe;2015;24;befolkningen_ellers;alle;person;32401;
befolkning_hovedgruppe;2015;24;norskfodte_m_innvf;alle;person;634;
befolkning_hovedgruppe;2015;24;bef_u_innv_og_norskf;alle;person;31767;
befolkning_hovedgruppe;2015;24;alle;1;person;18251;
befolkning_hovedgruppe;2015;24;innvandrere;1;person;2035;
befolkning_hovedgruppe;2015;24;befolkningen_ellers;1;person;16216;
befolkning_hovedgruppe;2015;24;norskfodte_m_innvf;1;person;321;
befolkning_hovedgruppe;2015;24;bef_u_innv_og_norskf;1;person;15895;
befolkning_hovedgruppe;2015;24;alle;0;person;18159;
befolkning_hovedgruppe;2015;24;innvandrere;0;person;1974;
befolkning_hovedgruppe;2015;24;befolkningen_ellers;0;person;16185;
befolkning_hovedgruppe;2015;24;norskfodte_m_innvf;0;person;313;
befolkning_hovedgruppe;2015;24;bef_u_innv_og_norskf;0;person;15872;
befolkning_hovedgruppe;2015;25;alle;alle;person;135662;
befolkning_hovedgruppe;2015;25;innvandrere;alle;person;14285;
befolkning_hovedgruppe;2015;25;befolkningen_ellers;alle;person;121377;
befolkning_hovedgruppe;2015;25;norskfodte_m_innvf;alle;person;2466;
befolkning_hovedgruppe;2015;25;bef_u_innv_og_norskf;alle;person;118911;
befolkning_hovedgruppe;2015;25;alle;1;person;67520;
befolkning_hovedgruppe;2015;25;innvandrere;1;person;7247;
befolkning_hovedgruppe;2015;25;befolkningen_ellers;1;person;60273;
befolkning_hovedgruppe;2015;25;norskfodte_m_innvf;1;person;1300;
befolkning_hovedgruppe;2015;25;bef_u_innv_og_norskf;1;person;58973;
befolkning_hovedgruppe;2015;25;alle;0;person;68142;
befolkning_hovedgruppe;2015;25;innvandrere;0;person;7038;
befolkning_hovedgruppe;2015;25;befolkningen_ellers;0;person;61104;
befolkning_hovedgruppe;2015;25;norskfodte_m_innvf;0;person;1166;
befolkning_hovedgruppe;2015;25;bef_u_innv_og_norskf;0;person;59938;
befolkning_hovedgruppe;2015;26;alle;alle;person;91250;
befolkning_hovedgruppe;2015;26;innvandrere;alle;person;10404;
befolkning_hovedgruppe;2015;26;befolkningen_ellers;alle;person;80846;
befolkning_hovedgruppe;2015;26;norskfodte_m_innvf;alle;person;2223;
befolkning_hovedgruppe;2015;26;bef_u_innv_og_norskf;alle;person;78623;
befolkning_hovedgruppe;2015;26;alle;1;person;45287;
befolkning_hovedgruppe;2015;26;innvandrere;1;person;5318;
befolkning_hovedgruppe;2015;26;befolkningen_ellers;1;person;39969;
befolkning_hovedgruppe;2015;26;norskfodte_m_innvf;1;person;1159;
befolkning_hovedgruppe;2015;26;bef_u_innv_og_norskf;1;person;38810;
befolkning_hovedgruppe;2015;26;alle;0;person;45963;
befolkning_hovedgruppe;2015;26;innvandrere;0;person;5086;
befolkning_hovedgruppe;2015;26;befolkningen_ellers;0;person;40877;
befolkning_hovedgruppe;2015;26;norskfodte_m_innvf;0;person;1064;
befolkning_hovedgruppe;2015;26;bef_u_innv_og_norskf;0;person;39813;
befolkning_hovedgruppe;2015;27;alle;alle;person;120748;
befolkning_hovedgruppe;2015;27;innvandrere;alle;person;12245;
befolkning_hovedgruppe;2015;27;befolkningen_ellers;alle;person;108503;
befolkning_hovedgruppe;2015;27;norskfodte_m_innvf;alle;person;2553;
befolkning_hovedgruppe;2015;27;bef_u_innv_og_norskf;alle;person;105950;
