"tabellnavn","aar","naringsregion_id","invkat_2","vreg_3","enhet","tabellvariabel","flytting"
befolkning_flytting,2014,39,innvandrere,alle,personer,5301,innvandring
befolkning_flytting,2014,40,innvandrere,alle,personer,3987,innvandring
befolkning_flytting,2014,41,innvandrere,alle,personer,205,innvandring
befolkning_flytting,2014,42,innvandrere,alle,personer,281,innvandring
befolkning_flytting,2014,43,innvandrere,alle,personer,151,innvandring
befolkning_flytting,2014,44,innvandrere,alle,personer,208,innvandring
befolkning_flytting,2014,45,innvandrere,alle,personer,70,innvandring
befolkning_flytting,2014,46,innvandrere,alle,personer,609,innvandring
befolkning_flytting,2014,47,innvandrere,alle,personer,422,innvandring
befolkning_flytting,2014,48,innvandrere,alle,personer,153,innvandring
befolkning_flytting,2014,49,innvandrere,alle,personer,341,innvandring
befolkning_flytting,2014,50,innvandrere,alle,personer,389,innvandring
befolkning_flytting,2014,51,innvandrere,alle,personer,385,innvandring
befolkning_flytting,2014,52,innvandrere,alle,personer,652,innvandring
befolkning_flytting,2014,53,innvandrere,alle,personer,772,innvandring
befolkning_flytting,2014,54,innvandrere,alle,personer,143,innvandring
befolkning_flytting,2014,55,innvandrere,alle,personer,646,innvandring
befolkning_flytting,2014,56,innvandrere,alle,personer,998,innvandring
befolkning_flytting,2014,57,innvandrere,alle,personer,133,innvandring
befolkning_flytting,2014,58,innvandrere,alle,personer,221,innvandring
befolkning_flytting,2014,59,innvandrere,alle,personer,44,innvandring
befolkning_flytting,2014,60,innvandrere,alle,personer,144,innvandring
befolkning_flytting,2014,61,innvandrere,alle,personer,2710,innvandring
befolkning_flytting,2014,62,innvandrere,alle,personer,39,innvandring
befolkning_flytting,2014,63,innvandrere,alle,personer,183,innvandring
befolkning_flytting,2014,64,innvandrere,alle,personer,521,innvandring
befolkning_flytting,2014,65,innvandrere,alle,personer,107,innvandring
befolkning_flytting,2014,66,innvandrere,alle,personer,54,innvandring
befolkning_flytting,2014,67,innvandrere,alle,personer,184,innvandring
befolkning_flytting,2014,68,innvandrere,alle,personer,79,innvandring
befolkning_flytting,2014,69,innvandrere,alle,personer,205,innvandring
befolkning_flytting,2014,70,innvandrere,alle,personer,29,innvandring
befolkning_flytting,2014,71,innvandrere,alle,personer,218,innvandring
befolkning_flytting,2014,72,innvandrere,alle,personer,315,innvandring
befolkning_flytting,2014,73,innvandrere,alle,personer,822,innvandring
befolkning_flytting,2014,74,innvandrere,alle,personer,348,innvandring
befolkning_flytting,2014,75,innvandrere,alle,personer,271,innvandring
befolkning_flytting,2014,76,innvandrere,alle,personer,371,innvandring
befolkning_flytting,2014,77,innvandrere,alle,personer,501,innvandring
befolkning_flytting,2014,78,innvandrere,alle,personer,404,innvandring
befolkning_flytting,2014,79,innvandrere,alle,personer,1207,innvandring
befolkning_flytting,2014,80,innvandrere,alle,personer,168,innvandring
befolkning_flytting,2014,81,innvandrere,alle,personer,599,innvandring
befolkning_flytting,2014,82,innvandrere,alle,personer,99,innvandring
befolkning_flytting,2014,83,innvandrere,alle,personer,544,innvandring
befolkning_flytting,2014,01,innvandrere,1,personer,107,innvandring
befolkning_flytting,2014,01,innvandrere,2,personer,47,innvandring
befolkning_flytting,2014,02,innvandrere,1,personer,207,innvandring
befolkning_flytting,2014,02,innvandrere,2,personer,235,innvandring
befolkning_flytting,2014,03,innvandrere,1,personer,309,innvandring
befolkning_flytting,2014,03,innvandrere,2,personer,174,innvandring
befolkning_flytting,2014,04,innvandrere,1,personer,370,innvandring
befolkning_flytting,2014,04,innvandrere,2,personer,287,innvandring
befolkning_flytting,2014,05,innvandrere,1,personer,1329,innvandring
befolkning_flytting,2014,05,innvandrere,2,personer,983,innvandring
befolkning_flytting,2014,06,innvandrere,1,personer,735,innvandring
befolkning_flytting,2014,06,innvandrere,2,personer,508,innvandring
befolkning_flytting,2014,07,innvandrere,1,personer,1055,innvandring
befolkning_flytting,2014,07,innvandrere,2,personer,511,innvandring
befolkning_flytting,2014,08,innvandrere,1,personer,606,innvandring
befolkning_flytting,2014,08,innvandrere,2,personer,265,innvandring
befolkning_flytting,2014,09,innvandrere,1,personer,7854,innvandring
befolkning_flytting,2014,09,innvandrere,2,personer,5761,innvandring
befolkning_flytting,2014,10,innvandrere,1,personer,58,innvandring
befolkning_flytting,2014,10,innvandrere,2,personer,28,innvandring
befolkning_flytting,2014,11,innvandrere,1,personer,171,innvandring
befolkning_flytting,2014,11,innvandrere,2,personer,295,innvandring
befolkning_flytting,2014,12,innvandrere,1,personer,414,innvandring
befolkning_flytting,2014,12,innvandrere,2,personer,311,innvandring
befolkning_flytting,2014,13,innvandrere,1,personer,165,innvandring
befolkning_flytting,2014,13,innvandrere,2,personer,217,innvandring
befolkning_flytting,2014,14,innvandrere,1,personer,321,innvandring
befolkning_flytting,2014,14,innvandrere,2,personer,391,innvandring
befolkning_flytting,2014,15,innvandrere,1,personer,103,innvandring
befolkning_flytting,2014,15,innvandrere,2,personer,128,innvandring
befolkning_flytting,2014,16,innvandrere,1,personer,190,innvandring
befolkning_flytting,2014,16,innvandrere,2,personer,103,innvandring
befolkning_flytting,2014,17,innvandrere,1,personer,69,innvandring
befolkning_flytting,2014,17,innvandrere,2,personer,41,innvandring
befolkning_flytting,2014,18,innvandrere,1,personer,64,innvandring
befolkning_flytting,2014,18,innvandrere,2,personer,143,innvandring
befolkning_flytting,2014,19,innvandrere,1,personer,90,innvandring
befolkning_flytting,2014,19,innvandrere,2,personer,166,innvandring
befolkning_flytting,2014,20,innvandrere,1,personer,1174,innvandring
befolkning_flytting,2014,20,innvandrere,2,personer,561,innvandring
befolkning_flytting,2014,21,innvandrere,1,personer,168,innvandring
befolkning_flytting,2014,21,innvandrere,2,personer,160,innvandring
befolkning_flytting,2014,22,innvandrere,1,personer,204,innvandring
befolkning_flytting,2014,22,innvandrere,2,personer,189,innvandring
befolkning_flytting,2014,23,innvandrere,1,personer,70,innvandring
befolkning_flytting,2014,23,innvandrere,2,personer,37,innvandring
befolkning_flytting,2014,24,innvandrere,1,personer,205,innvandring
befolkning_flytting,2014,24,innvandrere,2,personer,126,innvandring
befolkning_flytting,2014,25,innvandrere,1,personer,707,innvandring
befolkning_flytting,2014,25,innvandrere,2,personer,449,innvandring
befolkning_flytting,2014,26,innvandrere,1,personer,497,innvandring
befolkning_flytting,2014,26,innvandrere,2,personer,258,innvandring
befolkning_flytting,2014,27,innvandrere,1,personer,340,innvandring
befolkning_flytting,2014,27,innvandrere,2,personer,353,innvandring
befolkning_flytting,2014,28,innvandrere,1,personer,106,innvandring
befolkning_flytting,2014,28,innvandrere,2,personer,87,innvandring
befolkning_flytting,2014,29,innvandrere,1,personer,81,innvandring
befolkning_flytting,2014,29,innvandrere,2,personer,64,innvandring
befolkning_flytting,2014,30,innvandrere,1,personer,56,innvandring
befolkning_flytting,2014,30,innvandrere,2,personer,33,innvandring
befolkning_flytting,2014,31,innvandrere,1,personer,24,innvandring
befolkning_flytting,2014,31,innvandrere,2,personer,32,innvandring
befolkning_flytting,2014,32,innvandrere,1,personer,362,innvandring
befolkning_flytting,2014,32,innvandrere,2,personer,309,innvandring
befolkning_flytting,2014,33,innvandrere,1,personer,161,innvandring
befolkning_flytting,2014,33,innvandrere,2,personer,346,innvandring
befolkning_flytting,2014,34,innvandrere,1,personer,95,innvandring
befolkning_flytting,2014,34,innvandrere,2,personer,135,innvandring
befolkning_flytting,2014,35,innvandrere,1,personer,731,innvandring
befolkning_flytting,2014,35,innvandrere,2,personer,640,innvandring
befolkning_flytting,2014,36,innvandrere,1,personer,107,innvandring
befolkning_flytting,2014,36,innvandrere,2,personer,141,innvandring
befolkning_flytting,2014,37,innvandrere,1,personer,728,innvandring
befolkning_flytting,2014,37,innvandrere,2,personer,284,innvandring
befolkning_flytting,2014,38,innvandrere,1,personer,140,innvandring
befolkning_flytting,2014,38,innvandrere,2,personer,122,innvandring
befolkning_flytting,2014,39,innvandrere,1,personer,3413,innvandring
befolkning_flytting,2014,39,innvandrere,2,personer,1888,innvandring
befolkning_flytting,2014,40,innvandrere,1,personer,2587,innvandring
befolkning_flytting,2014,40,innvandrere,2,personer,1400,innvandring
befolkning_flytting,2014,41,innvandrere,1,personer,156,innvandring
befolkning_flytting,2014,41,innvandrere,2,personer,49,innvandring
befolkning_flytting,2014,42,innvandrere,1,personer,137,innvandring
befolkning_flytting,2014,42,innvandrere,2,personer,144,innvandring
befolkning_flytting,2014,43,innvandrere,1,personer,89,innvandring
befolkning_flytting,2014,43,innvandrere,2,personer,62,innvandring
befolkning_flytting,2014,44,innvandrere,1,personer,156,innvandring
befolkning_flytting,2014,44,innvandrere,2,personer,52,innvandring
befolkning_flytting,2014,45,innvandrere,1,personer,50,innvandring
befolkning_flytting,2014,45,innvandrere,2,personer,20,innvandring
befolkning_flytting,2014,46,innvandrere,1,personer,411,innvandring
befolkning_flytting,2014,46,innvandrere,2,personer,198,innvandring
befolkning_flytting,2014,47,innvandrere,1,personer,304,innvandring
befolkning_flytting,2014,47,innvandrere,2,personer,118,innvandring
befolkning_flytting,2014,48,innvandrere,1,personer,64,innvandring
befolkning_flytting,2014,48,innvandrere,2,personer,89,innvandring
befolkning_flytting,2014,49,innvandrere,1,personer,228,innvandring
befolkning_flytting,2014,49,innvandrere,2,personer,113,innvandring
befolkning_flytting,2014,50,innvandrere,1,personer,221,innvandring
befolkning_flytting,2014,50,innvandrere,2,personer,168,innvandring
befolkning_flytting,2014,51,innvandrere,1,personer,164,innvandring
befolkning_flytting,2014,51,innvandrere,2,personer,221,innvandring
befolkning_flytting,2014,52,innvandrere,1,personer,311,innvandring
befolkning_flytting,2014,52,innvandrere,2,personer,341,innvandring
befolkning_flytting,2014,53,innvandrere,1,personer,476,innvandring
befolkning_flytting,2014,53,innvandrere,2,personer,296,innvandring
befolkning_flytting,2014,54,innvandrere,1,personer,113,innvandring
befolkning_flytting,2014,54,innvandrere,2,personer,30,innvandring
befolkning_flytting,2014,55,innvandrere,1,personer,373,innvandring
befolkning_flytting,2014,55,innvandrere,2,personer,273,innvandring
befolkning_flytting,2014,56,innvandrere,1,personer,705,innvandring
befolkning_flytting,2014,56,innvandrere,2,personer,293,innvandring
befolkning_flytting,2014,57,innvandrere,1,personer,98,innvandring
befolkning_flytting,2014,57,innvandrere,2,personer,35,innvandring
befolkning_flytting,2014,58,innvandrere,1,personer,198,innvandring
befolkning_flytting,2014,58,innvandrere,2,personer,23,innvandring
befolkning_flytting,2014,59,innvandrere,1,personer,28,innvandring
befolkning_flytting,2014,59,innvandrere,2,personer,16,innvandring
befolkning_flytting,2014,60,innvandrere,1,personer,60,innvandring
befolkning_flytting,2014,60,innvandrere,2,personer,84,innvandring
befolkning_flytting,2014,61,innvandrere,1,personer,1601,innvandring
befolkning_flytting,2014,61,innvandrere,2,personer,1109,innvandring
befolkning_flytting,2014,62,innvandrere,1,personer,27,innvandring
befolkning_flytting,2014,62,innvandrere,2,personer,12,innvandring
befolkning_flytting,2014,63,innvandrere,1,personer,90,innvandring
befolkning_flytting,2014,63,innvandrere,2,personer,93,innvandring
befolkning_flytting,2014,64,innvandrere,1,personer,245,innvandring
befolkning_flytting,2014,64,innvandrere,2,personer,276,innvandring
befolkning_flytting,2014,65,innvandrere,1,personer,18,innvandring
befolkning_flytting,2014,65,innvandrere,2,personer,89,innvandring
befolkning_flytting,2014,66,innvandrere,1,personer,24,innvandring
befolkning_flytting,2014,66,innvandrere,2,personer,30,innvandring
befolkning_flytting,2014,67,innvandrere,1,personer,63,innvandring
befolkning_flytting,2014,67,innvandrere,2,personer,121,innvandring
befolkning_flytting,2014,68,innvandrere,1,personer,29,innvandring
befolkning_flytting,2014,68,innvandrere,2,personer,50,innvandring
befolkning_flytting,2014,69,innvandrere,1,personer,86,innvandring
befolkning_flytting,2014,69,innvandrere,2,personer,119,innvandring
befolkning_flytting,2014,70,innvandrere,1,personer,24,innvandring
befolkning_flytting,2014,70,innvandrere,2,personer,5,innvandring
befolkning_flytting,2014,71,innvandrere,1,personer,53,innvandring
befolkning_flytting,2014,71,innvandrere,2,personer,165,innvandring
befolkning_flytting,2014,72,innvandrere,1,personer,119,innvandring
befolkning_flytting,2014,72,innvandrere,2,personer,196,innvandring
befolkning_flytting,2014,73,innvandrere,1,personer,366,innvandring
befolkning_flytting,2014,73,innvandrere,2,personer,456,innvandring
befolkning_flytting,2014,74,innvandrere,1,personer,162,innvandring
befolkning_flytting,2014,74,innvandrere,2,personer,186,innvandring
befolkning_flytting,2014,75,innvandrere,1,personer,152,innvandring
befolkning_flytting,2014,75,innvandrere,2,personer,119,innvandring
befolkning_flytting,2014,76,innvandrere,1,personer,173,innvandring
befolkning_flytting,2014,76,innvandrere,2,personer,198,innvandring
befolkning_flytting,2014,77,innvandrere,1,personer,198,innvandring
befolkning_flytting,2014,77,innvandrere,2,personer,303,innvandring
befolkning_flytting,2014,78,innvandrere,1,personer,118,innvandring
befolkning_flytting,2014,78,innvandrere,2,personer,286,innvandring
befolkning_flytting,2014,79,innvandrere,1,personer,797,innvandring
befolkning_flytting,2014,79,innvandrere,2,personer,410,innvandring
befolkning_flytting,2014,80,innvandrere,1,personer,93,innvandring
befolkning_flytting,2014,80,innvandrere,2,personer,75,innvandring
befolkning_flytting,2014,81,innvandrere,1,personer,372,innvandring
befolkning_flytting,2014,81,innvandrere,2,personer,227,innvandring
befolkning_flytting,2014,82,innvandrere,1,personer,78,innvandring
befolkning_flytting,2014,82,innvandrere,2,personer,21,innvandring
befolkning_flytting,2014,83,innvandrere,1,personer,301,innvandring
befolkning_flytting,2014,83,innvandrere,2,personer,243,innvandring
befolkning_flytting,2014,01,alle,alle,personer,156,utvandring
befolkning_flytting,2014,02,alle,alle,personer,236,utvandring
befolkning_flytting,2014,03,alle,alle,personer,276,utvandring
befolkning_flytting,2014,04,alle,alle,personer,696,utvandring
befolkning_flytting,2014,05,alle,alle,personer,1477,utvandring
befolkning_flytting,2014,06,alle,alle,personer,729,utvandring
befolkning_flytting,2014,07,alle,alle,personer,906,utvandring
befolkning_flytting,2014,08,alle,alle,personer,414,utvandring
befolkning_flytting,2014,09,alle,alle,personer,8686,utvandring
befolkning_flytting,2014,10,alle,alle,personer,44,utvandring
befolkning_flytting,2014,11,alle,alle,personer,169,utvandring
befolkning_flytting,2014,12,alle,alle,personer,269,utvandring
befolkning_flytting,2014,13,alle,alle,personer,114,utvandring
befolkning_flytting,2014,14,alle,alle,personer,185,utvandring
befolkning_flytting,2014,15,alle,alle,personer,57,utvandring
befolkning_flytting,2014,16,alle,alle,personer,136,utvandring
befolkning_flytting,2014,17,alle,alle,personer,18,utvandring
befolkning_flytting,2014,18,alle,alle,personer,39,utvandring
befolkning_flytting,2014,19,alle,alle,personer,47,utvandring
befolkning_flytting,2014,20,alle,alle,personer,903,utvandring
befolkning_flytting,2014,21,alle,alle,personer,151,utvandring
befolkning_flytting,2014,22,alle,alle,personer,232,utvandring
befolkning_flytting,2014,23,alle,alle,personer,61,utvandring
befolkning_flytting,2014,24,alle,alle,personer,189,utvandring
befolkning_flytting,2014,25,alle,alle,personer,719,utvandring
befolkning_flytting,2014,26,alle,alle,personer,430,utvandring
befolkning_flytting,2014,27,alle,alle,personer,394,utvandring
befolkning_flytting,2014,28,alle,alle,personer,66,utvandring
befolkning_flytting,2014,29,alle,alle,personer,61,utvandring
befolkning_flytting,2014,30,alle,alle,personer,49,utvandring
befolkning_flytting,2014,31,alle,alle,personer,21,utvandring
befolkning_flytting,2014,32,alle,alle,personer,309,utvandring
befolkning_flytting,2014,33,alle,alle,personer,103,utvandring
befolkning_flytting,2014,34,alle,alle,personer,88,utvandring
befolkning_flytting,2014,35,alle,alle,personer,592,utvandring
befolkning_flytting,2014,36,alle,alle,personer,101,utvandring
befolkning_flytting,2014,37,alle,alle,personer,527,utvandring
befolkning_flytting,2014,38,alle,alle,personer,77,utvandring
befolkning_flytting,2014,39,alle,alle,personer,3173,utvandring
befolkning_flytting,2014,40,alle,alle,personer,2390,utvandring
befolkning_flytting,2014,41,alle,alle,personer,86,utvandring
befolkning_flytting,2014,42,alle,alle,personer,86,utvandring
befolkning_flytting,2014,43,alle,alle,personer,35,utvandring
befolkning_flytting,2014,44,alle,alle,personer,108,utvandring
befolkning_flytting,2014,45,alle,alle,personer,29,utvandring
befolkning_flytting,2014,46,alle,alle,personer,257,utvandring
befolkning_flytting,2014,47,alle,alle,personer,179,utvandring
befolkning_flytting,2014,48,alle,alle,personer,121,utvandring
befolkning_flytting,2014,49,alle,alle,personer,103,utvandring
befolkning_flytting,2014,50,alle,alle,personer,109,utvandring
befolkning_flytting,2014,51,alle,alle,personer,111,utvandring
befolkning_flytting,2014,52,alle,alle,personer,210,utvandring
befolkning_flytting,2014,53,alle,alle,personer,242,utvandring
befolkning_flytting,2014,54,alle,alle,personer,63,utvandring
befolkning_flytting,2014,55,alle,alle,personer,210,utvandring
befolkning_flytting,2014,56,alle,alle,personer,426,utvandring
befolkning_flytting,2014,57,alle,alle,personer,66,utvandring
befolkning_flytting,2014,58,alle,alle,personer,88,utvandring
befolkning_flytting,2014,59,alle,alle,personer,28,utvandring
befolkning_flytting,2014,60,alle,alle,personer,54,utvandring
befolkning_flytting,2014,61,alle,alle,personer,1772,utvandring
befolkning_flytting,2014,62,alle,alle,personer,34,utvandring
befolkning_flytting,2014,63,alle,alle,personer,71,utvandring
befolkning_flytting,2014,64,alle,alle,personer,190,utvandring
befolkning_flytting,2014,65,alle,alle,personer,23,utvandring
befolkning_flytting,2014,66,alle,alle,personer,31,utvandring
befolkning_flytting,2014,67,alle,alle,personer,50,utvandring
befolkning_flytting,2014,68,alle,alle,personer,19,utvandring
befolkning_flytting,2014,69,alle,alle,personer,47,utvandring
befolkning_flytting,2014,70,alle,alle,personer,13,utvandring
befolkning_flytting,2014,71,alle,alle,personer,28,utvandring
befolkning_flytting,2014,72,alle,alle,personer,79,utvandring
befolkning_flytting,2014,73,alle,alle,personer,257,utvandring
befolkning_flytting,2014,74,alle,alle,personer,103,utvandring
befolkning_flytting,2014,75,alle,alle,personer,67,utvandring
befolkning_flytting,2014,76,alle,alle,personer,68,utvandring
befolkning_flytting,2014,77,alle,alle,personer,133,utvandring
befolkning_flytting,2014,78,alle,alle,personer,96,utvandring
befolkning_flytting,2014,79,alle,alle,personer,477,utvandring
befolkning_flytting,2014,80,alle,alle,personer,39,utvandring
befolkning_flytting,2014,81,alle,alle,personer,189,utvandring
befolkning_flytting,2014,82,alle,alle,personer,43,utvandring
befolkning_flytting,2014,83,alle,alle,personer,145,utvandring
befolkning_flytting,2014,01,innvandrere,alle,personer,88,utvandring
befolkning_flytting,2014,02,innvandrere,alle,personer,147,utvandring
befolkning_flytting,2014,03,innvandrere,alle,personer,154,utvandring
befolkning_flytting,2014,04,innvandrere,alle,personer,438,utvandring
befolkning_flytting,2014,05,innvandrere,alle,personer,1019,utvandring
befolkning_flytting,2014,06,innvandrere,alle,personer,492,utvandring
befolkning_flytting,2014,07,innvandrere,alle,personer,644,utvandring
befolkning_flytting,2014,08,innvandrere,alle,personer,295,utvandring
befolkning_flytting,2014,09,innvandrere,alle,personer,6413,utvandring
befolkning_flytting,2014,10,innvandrere,alle,personer,23,utvandring
befolkning_flytting,2014,11,innvandrere,alle,personer,87,utvandring
befolkning_flytting,2014,12,innvandrere,alle,personer,185,utvandring
befolkning_flytting,2014,13,innvandrere,alle,personer,68,utvandring
befolkning_flytting,2014,14,innvandrere,alle,personer,130,utvandring
befolkning_flytting,2014,15,innvandrere,alle,personer,39,utvandring
befolkning_flytting,2014,16,innvandrere,alle,personer,106,utvandring
befolkning_flytting,2014,17,innvandrere,alle,personer,12,utvandring
befolkning_flytting,2014,18,innvandrere,alle,personer,26,utvandring
befolkning_flytting,2014,19,innvandrere,alle,personer,36,utvandring
befolkning_flytting,2014,20,innvandrere,alle,personer,617,utvandring
befolkning_flytting,2014,21,innvandrere,alle,personer,122,utvandring
befolkning_flytting,2014,22,innvandrere,alle,personer,179,utvandring
befolkning_flytting,2014,23,innvandrere,alle,personer,43,utvandring
befolkning_flytting,2014,24,innvandrere,alle,personer,130,utvandring
befolkning_flytting,2014,25,innvandrere,alle,personer,486,utvandring
