"tabell_navn","aar","kommune_nr","innvgrunn_6","kjonn","enhet","tabellvariabel"
"befolkning_innvandringsgrunn",2014,"0121","arbeid","alle","personer",10
"befolkning_innvandringsgrunn",2014,"0121","flukt","alle","personer",3
"befolkning_innvandringsgrunn",2014,"0121","familie","alle","personer",9
"befolkning_innvandringsgrunn",2014,"0121","annet","alle","personer",0
"befolkning_innvandringsgrunn",2014,"0121","uoppgitt","alle","personer",26
"befolkning_innvandringsgrunn",2014,"0121","alle","1","personer",26
"befolkning_innvandringsgrunn",2014,"0121","arbeid","1","personer",7
"befolkning_innvandringsgrunn",2014,"0121","flukt","1","personer",3
"befolkning_innvandringsgrunn",2014,"0121","familie","1","personer",3
"befolkning_innvandringsgrunn",2014,"0121","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0121","uoppgitt","1","personer",13
"befolkning_innvandringsgrunn",2014,"0121","alle","0","personer",22
"befolkning_innvandringsgrunn",2014,"0121","arbeid","0","personer",3
"befolkning_innvandringsgrunn",2014,"0121","flukt","0","personer",0
"befolkning_innvandringsgrunn",2014,"0121","familie","0","personer",6
"befolkning_innvandringsgrunn",2014,"0121","annet","0","personer",0
"befolkning_innvandringsgrunn",2014,"0121","uoppgitt","0","personer",13
"befolkning_innvandringsgrunn",2014,"0122","alle","alle","personer",471
"befolkning_innvandringsgrunn",2014,"0122","arbeid","alle","personer",165
"befolkning_innvandringsgrunn",2014,"0122","flukt","alle","personer",54
"befolkning_innvandringsgrunn",2014,"0122","familie","alle","personer",133
"befolkning_innvandringsgrunn",2014,"0122","annet","alle","personer",18
"befolkning_innvandringsgrunn",2014,"0122","uoppgitt","alle","personer",101
"befolkning_innvandringsgrunn",2014,"0122","alle","1","personer",261
"befolkning_innvandringsgrunn",2014,"0122","arbeid","1","personer",134
"befolkning_innvandringsgrunn",2014,"0122","flukt","1","personer",33
"befolkning_innvandringsgrunn",2014,"0122","familie","1","personer",34
"befolkning_innvandringsgrunn",2014,"0122","annet","1","personer",4
"befolkning_innvandringsgrunn",2014,"0122","uoppgitt","1","personer",56
"befolkning_innvandringsgrunn",2014,"0122","alle","0","personer",210
"befolkning_innvandringsgrunn",2014,"0122","arbeid","0","personer",31
"befolkning_innvandringsgrunn",2014,"0122","flukt","0","personer",21
"befolkning_innvandringsgrunn",2014,"0122","familie","0","personer",99
"befolkning_innvandringsgrunn",2014,"0122","annet","0","personer",14
"befolkning_innvandringsgrunn",2014,"0122","uoppgitt","0","personer",45
"befolkning_innvandringsgrunn",2014,"0123","alle","alle","personer",546
"befolkning_innvandringsgrunn",2014,"0123","arbeid","alle","personer",133
"befolkning_innvandringsgrunn",2014,"0123","flukt","alle","personer",153
"befolkning_innvandringsgrunn",2014,"0123","familie","alle","personer",126
"befolkning_innvandringsgrunn",2014,"0123","annet","alle","personer",21
"befolkning_innvandringsgrunn",2014,"0123","uoppgitt","alle","personer",113
"befolkning_innvandringsgrunn",2014,"0123","alle","1","personer",283
"befolkning_innvandringsgrunn",2014,"0123","arbeid","1","personer",106
"befolkning_innvandringsgrunn",2014,"0123","flukt","1","personer",81
"befolkning_innvandringsgrunn",2014,"0123","familie","1","personer",38
"befolkning_innvandringsgrunn",2014,"0123","annet","1","personer",5
"befolkning_innvandringsgrunn",2014,"0123","uoppgitt","1","personer",53
"befolkning_innvandringsgrunn",2014,"0123","alle","0","personer",263
"befolkning_innvandringsgrunn",2014,"0123","arbeid","0","personer",27
"befolkning_innvandringsgrunn",2014,"0123","flukt","0","personer",72
"befolkning_innvandringsgrunn",2014,"0123","familie","0","personer",88
"befolkning_innvandringsgrunn",2014,"0123","annet","0","personer",16
"befolkning_innvandringsgrunn",2014,"0123","uoppgitt","0","personer",60
"befolkning_innvandringsgrunn",2014,"0124","alle","alle","personer",2292
"befolkning_innvandringsgrunn",2014,"0124","arbeid","alle","personer",341
"befolkning_innvandringsgrunn",2014,"0124","flukt","alle","personer",732
"befolkning_innvandringsgrunn",2014,"0124","familie","alle","personer",505
"befolkning_innvandringsgrunn",2014,"0124","annet","alle","personer",53
"befolkning_innvandringsgrunn",2014,"0124","uoppgitt","alle","personer",661
"befolkning_innvandringsgrunn",2014,"0124","alle","1","personer",1182
"befolkning_innvandringsgrunn",2014,"0124","arbeid","1","personer",270
"befolkning_innvandringsgrunn",2014,"0124","flukt","1","personer",359
"befolkning_innvandringsgrunn",2014,"0124","familie","1","personer",181
"befolkning_innvandringsgrunn",2014,"0124","annet","1","personer",10
"befolkning_innvandringsgrunn",2014,"0124","uoppgitt","1","personer",362
"befolkning_innvandringsgrunn",2014,"0124","alle","0","personer",1110
"befolkning_innvandringsgrunn",2014,"0124","arbeid","0","personer",71
"befolkning_innvandringsgrunn",2014,"0124","flukt","0","personer",373
"befolkning_innvandringsgrunn",2014,"0124","familie","0","personer",324
"befolkning_innvandringsgrunn",2014,"0124","annet","0","personer",43
"befolkning_innvandringsgrunn",2014,"0124","uoppgitt","0","personer",299
"befolkning_innvandringsgrunn",2014,"0125","alle","alle","personer",1469
"befolkning_innvandringsgrunn",2014,"0125","arbeid","alle","personer",338
"befolkning_innvandringsgrunn",2014,"0125","flukt","alle","personer",435
"befolkning_innvandringsgrunn",2014,"0125","familie","alle","personer",385
"befolkning_innvandringsgrunn",2014,"0125","annet","alle","personer",32
"befolkning_innvandringsgrunn",2014,"0125","uoppgitt","alle","personer",279
"befolkning_innvandringsgrunn",2014,"0125","alle","1","personer",768
"befolkning_innvandringsgrunn",2014,"0125","arbeid","1","personer",269
"befolkning_innvandringsgrunn",2014,"0125","flukt","1","personer",222
"befolkning_innvandringsgrunn",2014,"0125","familie","1","personer",129
"befolkning_innvandringsgrunn",2014,"0125","annet","1","personer",7
"befolkning_innvandringsgrunn",2014,"0125","uoppgitt","1","personer",141
"befolkning_innvandringsgrunn",2014,"0125","alle","0","personer",701
"befolkning_innvandringsgrunn",2014,"0125","arbeid","0","personer",69
"befolkning_innvandringsgrunn",2014,"0125","flukt","0","personer",213
"befolkning_innvandringsgrunn",2014,"0125","familie","0","personer",256
"befolkning_innvandringsgrunn",2014,"0125","annet","0","personer",25
"befolkning_innvandringsgrunn",2014,"0125","uoppgitt","0","personer",138
"befolkning_innvandringsgrunn",2014,"0127","alle","alle","personer",334
"befolkning_innvandringsgrunn",2014,"0127","arbeid","alle","personer",123
"befolkning_innvandringsgrunn",2014,"0127","flukt","alle","personer",54
"befolkning_innvandringsgrunn",2014,"0127","familie","alle","personer",100
"befolkning_innvandringsgrunn",2014,"0127","annet","alle","personer",4
"befolkning_innvandringsgrunn",2014,"0127","uoppgitt","alle","personer",53
"befolkning_innvandringsgrunn",2014,"0127","alle","1","personer",184
"befolkning_innvandringsgrunn",2014,"0127","arbeid","1","personer",98
"befolkning_innvandringsgrunn",2014,"0127","flukt","1","personer",27
"befolkning_innvandringsgrunn",2014,"0127","familie","1","personer",35
"befolkning_innvandringsgrunn",2014,"0127","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0127","uoppgitt","1","personer",24
"befolkning_innvandringsgrunn",2014,"0127","alle","0","personer",150
"befolkning_innvandringsgrunn",2014,"0127","arbeid","0","personer",25
"befolkning_innvandringsgrunn",2014,"0127","flukt","0","personer",27
"befolkning_innvandringsgrunn",2014,"0127","familie","0","personer",65
"befolkning_innvandringsgrunn",2014,"0127","annet","0","personer",4
"befolkning_innvandringsgrunn",2014,"0127","uoppgitt","0","personer",29
"befolkning_innvandringsgrunn",2014,"0128","alle","alle","personer",857
"befolkning_innvandringsgrunn",2014,"0128","arbeid","alle","personer",243
"befolkning_innvandringsgrunn",2014,"0128","flukt","alle","personer",310
"befolkning_innvandringsgrunn",2014,"0128","familie","alle","personer",186
"befolkning_innvandringsgrunn",2014,"0128","annet","alle","personer",6
"befolkning_innvandringsgrunn",2014,"0128","uoppgitt","alle","personer",112
"befolkning_innvandringsgrunn",2014,"0128","alle","1","personer",474
"befolkning_innvandringsgrunn",2014,"0128","arbeid","1","personer",200
"befolkning_innvandringsgrunn",2014,"0128","flukt","1","personer",157
"befolkning_innvandringsgrunn",2014,"0128","familie","1","personer",63
"befolkning_innvandringsgrunn",2014,"0128","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0128","uoppgitt","1","personer",54
"befolkning_innvandringsgrunn",2014,"0128","alle","0","personer",383
"befolkning_innvandringsgrunn",2014,"0128","arbeid","0","personer",43
"befolkning_innvandringsgrunn",2014,"0128","flukt","0","personer",153
"befolkning_innvandringsgrunn",2014,"0128","familie","0","personer",123
"befolkning_innvandringsgrunn",2014,"0128","annet","0","personer",6
"befolkning_innvandringsgrunn",2014,"0128","uoppgitt","0","personer",58
"befolkning_innvandringsgrunn",2014,"0135","alle","alle","personer",617
"befolkning_innvandringsgrunn",2014,"0135","arbeid","alle","personer",205
"befolkning_innvandringsgrunn",2014,"0135","flukt","alle","personer",106
"befolkning_innvandringsgrunn",2014,"0135","familie","alle","personer",139
"befolkning_innvandringsgrunn",2014,"0135","annet","alle","personer",13
"befolkning_innvandringsgrunn",2014,"0135","uoppgitt","alle","personer",154
"befolkning_innvandringsgrunn",2014,"0135","alle","1","personer",368
"befolkning_innvandringsgrunn",2014,"0135","arbeid","1","personer",172
"befolkning_innvandringsgrunn",2014,"0135","flukt","1","personer",54
"befolkning_innvandringsgrunn",2014,"0135","familie","1","personer",50
"befolkning_innvandringsgrunn",2014,"0135","annet","1","personer",3
"befolkning_innvandringsgrunn",2014,"0135","uoppgitt","1","personer",89
"befolkning_innvandringsgrunn",2014,"0135","alle","0","personer",249
"befolkning_innvandringsgrunn",2014,"0135","arbeid","0","personer",33
"befolkning_innvandringsgrunn",2014,"0135","flukt","0","personer",52
"befolkning_innvandringsgrunn",2014,"0135","familie","0","personer",89
"befolkning_innvandringsgrunn",2014,"0135","annet","0","personer",10
"befolkning_innvandringsgrunn",2014,"0135","uoppgitt","0","personer",65
"befolkning_innvandringsgrunn",2014,"0136","alle","alle","personer",1453
"befolkning_innvandringsgrunn",2014,"0136","arbeid","alle","personer",340
"befolkning_innvandringsgrunn",2014,"0136","flukt","alle","personer",193
"befolkning_innvandringsgrunn",2014,"0136","familie","alle","personer",345
"befolkning_innvandringsgrunn",2014,"0136","annet","alle","personer",36
"befolkning_innvandringsgrunn",2014,"0136","uoppgitt","alle","personer",539
"befolkning_innvandringsgrunn",2014,"0136","alle","1","personer",745
"befolkning_innvandringsgrunn",2014,"0136","arbeid","1","personer",265
"befolkning_innvandringsgrunn",2014,"0136","flukt","1","personer",94
"befolkning_innvandringsgrunn",2014,"0136","familie","1","personer",101
"befolkning_innvandringsgrunn",2014,"0136","annet","1","personer",14
"befolkning_innvandringsgrunn",2014,"0136","uoppgitt","1","personer",271
"befolkning_innvandringsgrunn",2014,"0136","alle","0","personer",708
"befolkning_innvandringsgrunn",2014,"0136","arbeid","0","personer",75
"befolkning_innvandringsgrunn",2014,"0136","flukt","0","personer",99
"befolkning_innvandringsgrunn",2014,"0136","familie","0","personer",244
"befolkning_innvandringsgrunn",2014,"0136","annet","0","personer",22
"befolkning_innvandringsgrunn",2014,"0136","uoppgitt","0","personer",268
"befolkning_innvandringsgrunn",2014,"0137","alle","alle","personer",501
"befolkning_innvandringsgrunn",2014,"0137","arbeid","alle","personer",179
"befolkning_innvandringsgrunn",2014,"0137","flukt","alle","personer",37
"befolkning_innvandringsgrunn",2014,"0137","familie","alle","personer",135
"befolkning_innvandringsgrunn",2014,"0137","annet","alle","personer",7
"befolkning_innvandringsgrunn",2014,"0137","uoppgitt","alle","personer",143
"befolkning_innvandringsgrunn",2014,"0137","alle","1","personer",274
"befolkning_innvandringsgrunn",2014,"0137","arbeid","1","personer",146
"befolkning_innvandringsgrunn",2014,"0137","flukt","1","personer",17
"befolkning_innvandringsgrunn",2014,"0137","familie","1","personer",39
"befolkning_innvandringsgrunn",2014,"0137","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0137","uoppgitt","1","personer",72
"befolkning_innvandringsgrunn",2014,"0137","alle","0","personer",227
"befolkning_innvandringsgrunn",2014,"0137","arbeid","0","personer",33
"befolkning_innvandringsgrunn",2014,"0137","flukt","0","personer",20
"befolkning_innvandringsgrunn",2014,"0137","familie","0","personer",96
"befolkning_innvandringsgrunn",2014,"0137","annet","0","personer",7
"befolkning_innvandringsgrunn",2014,"0137","uoppgitt","0","personer",71
"befolkning_innvandringsgrunn",2014,"0138","alle","alle","personer",680
"befolkning_innvandringsgrunn",2014,"0138","arbeid","alle","personer",228
"befolkning_innvandringsgrunn",2014,"0138","flukt","alle","personer",93
"befolkning_innvandringsgrunn",2014,"0138","familie","alle","personer",176
"befolkning_innvandringsgrunn",2014,"0138","annet","alle","personer",24
"befolkning_innvandringsgrunn",2014,"0138","uoppgitt","alle","personer",159
"befolkning_innvandringsgrunn",2014,"0138","alle","1","personer",355
"befolkning_innvandringsgrunn",2014,"0138","arbeid","1","personer",176
"befolkning_innvandringsgrunn",2014,"0138","flukt","1","personer",53
"befolkning_innvandringsgrunn",2014,"0138","familie","1","personer",46
"befolkning_innvandringsgrunn",2014,"0138","annet","1","personer",6
"befolkning_innvandringsgrunn",2014,"0138","uoppgitt","1","personer",74
"befolkning_innvandringsgrunn",2014,"0138","alle","0","personer",325
"befolkning_innvandringsgrunn",2014,"0138","arbeid","0","personer",52
"befolkning_innvandringsgrunn",2014,"0138","flukt","0","personer",40
"befolkning_innvandringsgrunn",2014,"0138","familie","0","personer",130
"befolkning_innvandringsgrunn",2014,"0138","annet","0","personer",18
"befolkning_innvandringsgrunn",2014,"0138","uoppgitt","0","personer",85
"befolkning_innvandringsgrunn",2014,"0211","alle","alle","personer",1902
"befolkning_innvandringsgrunn",2014,"0211","arbeid","alle","personer",370
"befolkning_innvandringsgrunn",2014,"0211","flukt","alle","personer",431
"befolkning_innvandringsgrunn",2014,"0211","familie","alle","personer",417
"befolkning_innvandringsgrunn",2014,"0211","annet","alle","personer",72
"befolkning_innvandringsgrunn",2014,"0211","uoppgitt","alle","personer",612
"befolkning_innvandringsgrunn",2014,"0211","alle","1","personer",997
"befolkning_innvandringsgrunn",2014,"0211","arbeid","1","personer",284
"befolkning_innvandringsgrunn",2014,"0211","flukt","1","personer",229
"befolkning_innvandringsgrunn",2014,"0211","familie","1","personer",137
"befolkning_innvandringsgrunn",2014,"0211","annet","1","personer",16
"befolkning_innvandringsgrunn",2014,"0211","uoppgitt","1","personer",331
"befolkning_innvandringsgrunn",2014,"0211","alle","0","personer",905
"befolkning_innvandringsgrunn",2014,"0211","arbeid","0","personer",86
"befolkning_innvandringsgrunn",2014,"0211","flukt","0","personer",202
"befolkning_innvandringsgrunn",2014,"0211","familie","0","personer",280
"befolkning_innvandringsgrunn",2014,"0211","annet","0","personer",56
"befolkning_innvandringsgrunn",2014,"0211","uoppgitt","0","personer",281
"befolkning_innvandringsgrunn",2014,"0213","alle","alle","personer",3672
"befolkning_innvandringsgrunn",2014,"0213","arbeid","alle","personer",614
"befolkning_innvandringsgrunn",2014,"0213","flukt","alle","personer",1047
"befolkning_innvandringsgrunn",2014,"0213","familie","alle","personer",726
"befolkning_innvandringsgrunn",2014,"0213","annet","alle","personer",110
"befolkning_innvandringsgrunn",2014,"0213","uoppgitt","alle","personer",1175
"befolkning_innvandringsgrunn",2014,"0213","alle","1","personer",1894
"befolkning_innvandringsgrunn",2014,"0213","arbeid","1","personer",494
"befolkning_innvandringsgrunn",2014,"0213","flukt","1","personer",530
"befolkning_innvandringsgrunn",2014,"0213","familie","1","personer",264
"befolkning_innvandringsgrunn",2014,"0213","annet","1","personer",25
"befolkning_innvandringsgrunn",2014,"0213","uoppgitt","1","personer",581
"befolkning_innvandringsgrunn",2014,"0213","alle","0","personer",1778
"befolkning_innvandringsgrunn",2014,"0213","arbeid","0","personer",120
"befolkning_innvandringsgrunn",2014,"0213","flukt","0","personer",517
"befolkning_innvandringsgrunn",2014,"0213","familie","0","personer",462
"befolkning_innvandringsgrunn",2014,"0213","annet","0","personer",85
"befolkning_innvandringsgrunn",2014,"0213","uoppgitt","0","personer",594
"befolkning_innvandringsgrunn",2014,"0214","alle","alle","personer",2957
"befolkning_innvandringsgrunn",2014,"0214","arbeid","alle","personer",648
"befolkning_innvandringsgrunn",2014,"0214","flukt","alle","personer",464
"befolkning_innvandringsgrunn",2014,"0214","familie","alle","personer",600
"befolkning_innvandringsgrunn",2014,"0214","annet","alle","personer",514
"befolkning_innvandringsgrunn",2014,"0214","uoppgitt","alle","personer",731
"befolkning_innvandringsgrunn",2014,"0214","alle","1","personer",1628
"befolkning_innvandringsgrunn",2014,"0214","arbeid","1","personer",473
"befolkning_innvandringsgrunn",2014,"0214","flukt","1","personer",240
"befolkning_innvandringsgrunn",2014,"0214","familie","1","personer",236
"befolkning_innvandringsgrunn",2014,"0214","annet","1","personer",293
"befolkning_innvandringsgrunn",2014,"0214","uoppgitt","1","personer",386
"befolkning_innvandringsgrunn",2014,"0214","alle","0","personer",1329
"befolkning_innvandringsgrunn",2014,"0214","arbeid","0","personer",175
"befolkning_innvandringsgrunn",2014,"0214","flukt","0","personer",224
"befolkning_innvandringsgrunn",2014,"0214","familie","0","personer",364
"befolkning_innvandringsgrunn",2014,"0214","annet","0","personer",221
"befolkning_innvandringsgrunn",2014,"0214","uoppgitt","0","personer",345
"befolkning_innvandringsgrunn",2014,"0215","alle","alle","personer",1450
"befolkning_innvandringsgrunn",2014,"0215","arbeid","alle","personer",298
"befolkning_innvandringsgrunn",2014,"0215","flukt","alle","personer",215
"befolkning_innvandringsgrunn",2014,"0215","familie","alle","personer",322
"befolkning_innvandringsgrunn",2014,"0215","annet","alle","personer",55
"befolkning_innvandringsgrunn",2014,"0215","uoppgitt","alle","personer",560
"befolkning_innvandringsgrunn",2014,"0215","alle","1","personer",697
"befolkning_innvandringsgrunn",2014,"0215","arbeid","1","personer",213
"befolkning_innvandringsgrunn",2014,"0215","flukt","1","personer",115
"befolkning_innvandringsgrunn",2014,"0215","familie","1","personer",111
"befolkning_innvandringsgrunn",2014,"0215","annet","1","personer",11
"befolkning_innvandringsgrunn",2014,"0215","uoppgitt","1","personer",247
"befolkning_innvandringsgrunn",2014,"0215","alle","0","personer",753
"befolkning_innvandringsgrunn",2014,"0215","arbeid","0","personer",85
"befolkning_innvandringsgrunn",2014,"0215","flukt","0","personer",100
"befolkning_innvandringsgrunn",2014,"0215","familie","0","personer",211
"befolkning_innvandringsgrunn",2014,"0215","annet","0","personer",44
"befolkning_innvandringsgrunn",2014,"0215","uoppgitt","0","personer",313
"befolkning_innvandringsgrunn",2014,"0216","alle","alle","personer",2088
"befolkning_innvandringsgrunn",2014,"0216","arbeid","alle","personer",432
"befolkning_innvandringsgrunn",2014,"0216","flukt","alle","personer",284
"befolkning_innvandringsgrunn",2014,"0216","familie","alle","personer",449
"befolkning_innvandringsgrunn",2014,"0216","annet","alle","personer",117
