"aar","bydel_nr","avslutning_arsak_8","kjonn","enhet","tabellvariabel","tabell_navn","avslutning_arsak_3","fylke_nr","naringsregion_nr","kommune_nr"
"2014","000301","sos_stnd","1","prosent","8.387096774","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","sos_stnd","alle","personer","32","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","sos_stnd","alle","prosent","10.3559871","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","trygd_annen","0","personer","10","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","trygd_annen","0","prosent","6.493506494","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","trygd_annen","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","trygd_annen","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","trygd_annen","alle","personer","11","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","trygd_annen","alle","prosent","3.5598706","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","annet","0","personer","27","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","annet","0","prosent","17.53246753","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","annet","1","personer","17","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","annet","1","prosent","10.96774194","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","annet","alle","personer","44","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","annet","alle","prosent","14.2394822","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","000301","NULL","0","personer","154","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","000301","NULL","1","personer","155","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","000301","NULL","alle","personer","309","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","000301","NULL","0","personer","42","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","000301","NULL","0","prosent","27.27272727","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","000301","NULL","1","personer","89","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","000301","NULL","1","prosent","57.41935484","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","000301","NULL","alle","personer","131","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","000301","NULL","alle","prosent","42.39482201","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","000301","NULL","0","personer","112","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","000301","NULL","0","prosent","72.72727273","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","000301","NULL","1","personer","66","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","000301","NULL","1","prosent","42.58064516","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","000301","NULL","alle","personer","178","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","000301","NULL","alle","prosent","57.60517799","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030101","alle","0","personer","17","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","alle","1","personer","12","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","alle","alle","personer","29","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","kvalifisering","0","personer","7","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","kvalifisering","0","prosent","41.17647059","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","kvalifisering","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","kvalifisering","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","kvalifisering","alle","personer","9","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","kvalifisering","alle","prosent","31.0344828","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","gr_skole","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","gr_skole","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","gr_skole","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","gr_skole","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","gr_skole","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","gr_skole","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","utdanning","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","utdanning","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","utdanning","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","utdanning","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","utdanning","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","utdanning","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","arbeid","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","arbeid","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","arbeid","1","personer","7","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","arbeid","1","prosent","58.33333333","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","arbeid","alle","personer","10","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","arbeid","alle","prosent","34.4827586","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","sos_stnd","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","sos_stnd","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","sos_stnd","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","sos_stnd","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","sos_stnd","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","sos_stnd","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","trygd_annen","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","trygd_annen","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","trygd_annen","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","trygd_annen","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","trygd_annen","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","trygd_annen","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","annet","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","annet","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","annet","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","annet","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","annet","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","annet","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030101","NULL","0","personer","17","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","030101","NULL","1","personer","12","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","030101","NULL","alle","personer","29","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","030101","NULL","0","personer",":","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030101","NULL","0","prosent",":","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030101","NULL","1","personer","9","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030101","NULL","1","prosent","75","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030101","NULL","alle","personer","13","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030101","NULL","alle","prosent","44.82758621","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030101","NULL","0","personer","13","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030101","NULL","0","prosent","76.47058824","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030101","NULL","1","personer",":","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030101","NULL","1","prosent",":","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030101","NULL","alle","personer","16","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030101","NULL","alle","prosent","55.17241379","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030102","alle","0","personer","12","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","alle","1","personer","21","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","alle","alle","personer","33","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","kvalifisering","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","kvalifisering","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","kvalifisering","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","kvalifisering","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","kvalifisering","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","kvalifisering","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","gr_skole","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","gr_skole","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","gr_skole","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","gr_skole","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","gr_skole","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","gr_skole","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","utdanning","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","utdanning","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","utdanning","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","utdanning","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","utdanning","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","utdanning","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","arbeid","0","personer","5","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","arbeid","0","prosent","41.66666667","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","arbeid","1","personer","14","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","arbeid","1","prosent","66.66666667","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","arbeid","alle","personer","19","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","arbeid","alle","prosent","57.5757576","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","sos_stnd","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","sos_stnd","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","sos_stnd","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","sos_stnd","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","sos_stnd","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","sos_stnd","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","trygd_annen","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","trygd_annen","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","trygd_annen","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","trygd_annen","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","trygd_annen","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","trygd_annen","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","annet","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","annet","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","annet","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","annet","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","annet","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","annet","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030102","NULL","0","personer","12","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","030102","NULL","1","personer","21","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","030102","NULL","alle","personer","33","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","030102","NULL","0","personer","6","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030102","NULL","0","prosent","50","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030102","NULL","1","personer","15","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030102","NULL","1","prosent","71.42857143","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030102","NULL","alle","personer","21","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030102","NULL","alle","prosent","63.63636364","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030102","NULL","0","personer","6","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030102","NULL","0","prosent","50","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030102","NULL","1","personer","6","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030102","NULL","1","prosent","28.57142857","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030102","NULL","alle","personer","12","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030102","NULL","alle","prosent","36.36363636","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030103","alle","0","personer","7","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","alle","1","personer","15","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","alle","alle","personer","22","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","kvalifisering","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","kvalifisering","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","kvalifisering","1","personer","6","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","kvalifisering","1","prosent","40","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","kvalifisering","alle","personer","9","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","kvalifisering","alle","prosent","40.9090909","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","gr_skole","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","gr_skole","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","gr_skole","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","gr_skole","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","gr_skole","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","gr_skole","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","utdanning","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","utdanning","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","utdanning","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","utdanning","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","utdanning","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","utdanning","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","arbeid","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","arbeid","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","arbeid","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","arbeid","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","arbeid","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","arbeid","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","sos_stnd","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","sos_stnd","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","sos_stnd","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","sos_stnd","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","sos_stnd","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","sos_stnd","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","trygd_annen","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","trygd_annen","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","trygd_annen","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","trygd_annen","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","trygd_annen","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","trygd_annen","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","annet","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","annet","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","annet","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","annet","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","annet","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","annet","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030103","NULL","0","personer","7","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","030103","NULL","1","personer","15","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","030103","NULL","alle","personer","22","intro_avslutning_direkte","alle","NULL","NULL","NULL"
"2014","030103","NULL","0","personer",":","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030103","NULL","0","prosent",":","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030103","NULL","1","personer","7","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030103","NULL","1","prosent","46.66666667","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030103","NULL","alle","personer","8","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030103","NULL","alle","prosent","36.36363636","intro_avslutning_direkte","arbutd","NULL","NULL","NULL"
"2014","030103","NULL","0","personer","6","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030103","NULL","0","prosent","85.71428571","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030103","NULL","1","personer","8","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030103","NULL","1","prosent","53.33333333","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030103","NULL","alle","personer","14","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030103","NULL","alle","prosent","63.63636364","intro_avslutning_direkte","annet","NULL","NULL","NULL"
"2014","030104","alle","0","personer","10","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","alle","1","personer","13","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","alle","alle","personer","23","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","kvalifisering","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","kvalifisering","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","kvalifisering","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","kvalifisering","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","kvalifisering","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","kvalifisering","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","gr_skole","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","gr_skole","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","gr_skole","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","gr_skole","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","gr_skole","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","gr_skole","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","utdanning","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","utdanning","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","utdanning","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","utdanning","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","utdanning","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","utdanning","alle","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","arbeid","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","arbeid","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","arbeid","1","personer","7","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","arbeid","1","prosent","53.84615385","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","arbeid","alle","personer","10","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","arbeid","alle","prosent","43.4782609","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","sos_stnd","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","sos_stnd","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","sos_stnd","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","sos_stnd","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","sos_stnd","alle","personer","8","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","sos_stnd","alle","prosent","34.7826087","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","trygd_annen","0","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","trygd_annen","0","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","trygd_annen","1","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","trygd_annen","1","prosent",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
"2014","030104","trygd_annen","alle","personer",":","intro_avslutning_direkte","NULL","NULL","NULL","NULL"
