tabell_navn;aar;kommune_id;botid_3;forste_bosettingskommune;enhet;tabellvariabel;
flyktning_botid_flytting;2015;0124;5+;uoppgitt;person;181;
flyktning_botid_flytting;2015;0125;alle;alle;person;477;
flyktning_botid_flytting;2015;0125;0-4;alle;person;69;
flyktning_botid_flytting;2015;0125;5+;alle;person;408;
flyktning_botid_flytting;2015;0125;0-4;ja;person;46;
flyktning_botid_flytting;2015;0125;0-4;nei;person;9;
flyktning_botid_flytting;2015;0125;0-4;uoppgitt;person;14;
flyktning_botid_flytting;2015;0125;5+;ja;person;135;
flyktning_botid_flytting;2015;0125;5+;nei;person;207;
flyktning_botid_flytting;2015;0125;5+;uoppgitt;person;66;
flyktning_botid_flytting;2015;0127;alle;alle;person;58;
flyktning_botid_flytting;2015;0127;0-4;alle;person;12;
flyktning_botid_flytting;2015;0127;5+;alle;person;46;
flyktning_botid_flytting;2015;0127;0-4;ja;person;12;
flyktning_botid_flytting;2015;0127;0-4;nei;person;0;
flyktning_botid_flytting;2015;0127;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;0127;5+;ja;person;31;
flyktning_botid_flytting;2015;0127;5+;nei;person;9;
flyktning_botid_flytting;2015;0127;5+;uoppgitt;person;6;
flyktning_botid_flytting;2015;0128;alle;alle;person;317;
flyktning_botid_flytting;2015;0128;0-4;alle;person;31;
flyktning_botid_flytting;2015;0128;5+;alle;person;286;
flyktning_botid_flytting;2015;0128;0-4;ja;person;13;
flyktning_botid_flytting;2015;0128;0-4;nei;person;5;
flyktning_botid_flytting;2015;0128;0-4;uoppgitt;person;13;
flyktning_botid_flytting;2015;0128;5+;ja;person;78;
flyktning_botid_flytting;2015;0128;5+;nei;person;168;
flyktning_botid_flytting;2015;0128;5+;uoppgitt;person;40;
flyktning_botid_flytting;2015;0135;alle;alle;person;133;
flyktning_botid_flytting;2015;0135;0-4;alle;person;39;
flyktning_botid_flytting;2015;0135;5+;alle;person;94;
flyktning_botid_flytting;2015;0135;0-4;ja;person;36;
flyktning_botid_flytting;2015;0135;0-4;nei;person;0;
flyktning_botid_flytting;2015;0135;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;0135;5+;ja;person;51;
flyktning_botid_flytting;2015;0135;5+;nei;person;28;
flyktning_botid_flytting;2015;0135;5+;uoppgitt;person;15;
flyktning_botid_flytting;2015;0136;alle;alle;person;389;
flyktning_botid_flytting;2015;0136;0-4;alle;person;31;
flyktning_botid_flytting;2015;0136;5+;alle;person;358;
flyktning_botid_flytting;2015;0136;0-4;ja;person;24;
flyktning_botid_flytting;2015;0136;0-4;nei;person;0;
flyktning_botid_flytting;2015;0136;0-4;uoppgitt;person;7;
flyktning_botid_flytting;2015;0136;5+;ja;person;46;
flyktning_botid_flytting;2015;0136;5+;nei;person;171;
flyktning_botid_flytting;2015;0136;5+;uoppgitt;person;141;
flyktning_botid_flytting;2015;0137;alle;alle;person;60;
flyktning_botid_flytting;2015;0137;0-4;alle;person;5;
flyktning_botid_flytting;2015;0137;5+;alle;person;55;
flyktning_botid_flytting;2015;0137;0-4;ja;person;5;
flyktning_botid_flytting;2015;0137;0-4;nei;person;0;
flyktning_botid_flytting;2015;0137;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;0137;5+;ja;person;10;
flyktning_botid_flytting;2015;0137;5+;nei;person;32;
flyktning_botid_flytting;2015;0137;5+;uoppgitt;person;13;
flyktning_botid_flytting;2015;0138;alle;alle;person;129;
flyktning_botid_flytting;2015;0138;0-4;alle;person;46;
flyktning_botid_flytting;2015;0138;5+;alle;person;83;
flyktning_botid_flytting;2015;0138;0-4;ja;person;3;
flyktning_botid_flytting;2015;0138;0-4;nei;person;15;
flyktning_botid_flytting;2015;0138;0-4;uoppgitt;person;28;
flyktning_botid_flytting;2015;0138;5+;ja;person;25;
flyktning_botid_flytting;2015;0138;5+;nei;person;41;
flyktning_botid_flytting;2015;0138;5+;uoppgitt;person;17;
flyktning_botid_flytting;2015;0211;alle;alle;person;523;
flyktning_botid_flytting;2015;0211;0-4;alle;person;87;
flyktning_botid_flytting;2015;0211;5+;alle;person;436;
flyktning_botid_flytting;2015;0211;0-4;ja;person;67;
flyktning_botid_flytting;2015;0211;0-4;nei;person;6;
flyktning_botid_flytting;2015;0211;0-4;uoppgitt;person;14;
flyktning_botid_flytting;2015;0211;5+;ja;person;119;
flyktning_botid_flytting;2015;0211;5+;nei;person;205;
flyktning_botid_flytting;2015;0211;5+;uoppgitt;person;112;
flyktning_botid_flytting;2015;0213;alle;alle;person;1318;
flyktning_botid_flytting;2015;0213;0-4;alle;person;202;
flyktning_botid_flytting;2015;0213;5+;alle;person;1116;
flyktning_botid_flytting;2015;0213;0-4;ja;person;165;
flyktning_botid_flytting;2015;0213;0-4;nei;person;12;
flyktning_botid_flytting;2015;0213;0-4;uoppgitt;person;25;
flyktning_botid_flytting;2015;0213;5+;ja;person;343;
flyktning_botid_flytting;2015;0213;5+;nei;person;526;
flyktning_botid_flytting;2015;0213;5+;uoppgitt;person;247;
flyktning_botid_flytting;2015;0214;alle;alle;person;624;
flyktning_botid_flytting;2015;0214;0-4;alle;person;136;
flyktning_botid_flytting;2015;0214;5+;alle;person;488;
flyktning_botid_flytting;2015;0214;0-4;ja;person;62;
flyktning_botid_flytting;2015;0214;0-4;nei;person;27;
flyktning_botid_flytting;2015;0214;0-4;uoppgitt;person;47;
flyktning_botid_flytting;2015;0214;5+;ja;person;111;
flyktning_botid_flytting;2015;0214;5+;nei;person;259;
flyktning_botid_flytting;2015;0214;5+;uoppgitt;person;118;
flyktning_botid_flytting;2015;0215;alle;alle;person;267;
flyktning_botid_flytting;2015;0215;0-4;alle;person;77;
flyktning_botid_flytting;2015;0215;5+;alle;person;190;
flyktning_botid_flytting;2015;0215;0-4;ja;person;66;
flyktning_botid_flytting;2015;0215;0-4;nei;person;7;
flyktning_botid_flytting;2015;0215;0-4;uoppgitt;person;4;
flyktning_botid_flytting;2015;0215;5+;ja;person;95;
flyktning_botid_flytting;2015;0215;5+;nei;person;61;
flyktning_botid_flytting;2015;0215;5+;uoppgitt;person;34;
flyktning_botid_flytting;2015;0216;alle;alle;person;380;
flyktning_botid_flytting;2015;0216;0-4;alle;person;91;
flyktning_botid_flytting;2015;0216;5+;alle;person;289;
flyktning_botid_flytting;2015;0216;0-4;ja;person;85;
flyktning_botid_flytting;2015;0216;0-4;nei;person;0;
flyktning_botid_flytting;2015;0216;0-4;uoppgitt;person;6;
flyktning_botid_flytting;2015;0216;5+;ja;person;145;
flyktning_botid_flytting;2015;0216;5+;nei;person;71;
flyktning_botid_flytting;2015;0216;5+;uoppgitt;person;73;
flyktning_botid_flytting;2015;0217;alle;alle;person;863;
flyktning_botid_flytting;2015;0217;0-4;alle;person;212;
flyktning_botid_flytting;2015;0217;5+;alle;person;651;
flyktning_botid_flytting;2015;0217;0-4;ja;person;180;
flyktning_botid_flytting;2015;0217;0-4;nei;person;12;
flyktning_botid_flytting;2015;0217;0-4;uoppgitt;person;20;
flyktning_botid_flytting;2015;0217;5+;ja;person;232;
flyktning_botid_flytting;2015;0217;5+;nei;person;278;
flyktning_botid_flytting;2015;0217;5+;uoppgitt;person;141;
flyktning_botid_flytting;2015;0219;alle;alle;person;4535;
flyktning_botid_flytting;2015;0219;0-4;alle;person;652;
flyktning_botid_flytting;2015;0219;5+;alle;person;3883;
flyktning_botid_flytting;2015;0219;0-4;ja;person;461;
flyktning_botid_flytting;2015;0219;0-4;nei;person;69;
flyktning_botid_flytting;2015;0219;0-4;uoppgitt;person;122;
flyktning_botid_flytting;2015;0219;5+;ja;person;1395;
flyktning_botid_flytting;2015;0219;5+;nei;person;1626;
flyktning_botid_flytting;2015;0219;5+;uoppgitt;person;862;
flyktning_botid_flytting;2015;0220;alle;alle;person;2185;
flyktning_botid_flytting;2015;0220;0-4;alle;person;388;
flyktning_botid_flytting;2015;0220;5+;alle;person;1797;
flyktning_botid_flytting;2015;0220;0-4;ja;person;262;
flyktning_botid_flytting;2015;0220;0-4;nei;person;49;
flyktning_botid_flytting;2015;0220;0-4;uoppgitt;person;77;
flyktning_botid_flytting;2015;0220;5+;ja;person;551;
flyktning_botid_flytting;2015;0220;5+;nei;person;848;
flyktning_botid_flytting;2015;0220;5+;uoppgitt;person;398;
flyktning_botid_flytting;2015;0221;alle;alle;person;206;
flyktning_botid_flytting;2015;0221;0-4;alle;person;56;
flyktning_botid_flytting;2015;0221;5+;alle;person;150;
flyktning_botid_flytting;2015;0221;0-4;ja;person;52;
flyktning_botid_flytting;2015;0221;0-4;nei;person;4;
flyktning_botid_flytting;2015;0221;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;0221;5+;ja;person;59;
flyktning_botid_flytting;2015;0221;5+;nei;person;41;
flyktning_botid_flytting;2015;0221;5+;uoppgitt;person;50;
flyktning_botid_flytting;2015;0226;alle;alle;person;439;
flyktning_botid_flytting;2015;0226;0-4;alle;person;62;
flyktning_botid_flytting;2015;0226;5+;alle;person;377;
flyktning_botid_flytting;2015;0226;0-4;ja;person;56;
flyktning_botid_flytting;2015;0226;0-4;nei;person;0;
flyktning_botid_flytting;2015;0226;0-4;uoppgitt;person;6;
flyktning_botid_flytting;2015;0226;5+;ja;person;65;
flyktning_botid_flytting;2015;0226;5+;nei;person;225;
flyktning_botid_flytting;2015;0226;5+;uoppgitt;person;87;
flyktning_botid_flytting;2015;0227;alle;alle;person;271;
flyktning_botid_flytting;2015;0227;0-4;alle;person;30;
flyktning_botid_flytting;2015;0227;5+;alle;person;241;
flyktning_botid_flytting;2015;0227;0-4;ja;person;20;
flyktning_botid_flytting;2015;0227;0-4;nei;person;3;
flyktning_botid_flytting;2015;0227;0-4;uoppgitt;person;7;
flyktning_botid_flytting;2015;0227;5+;ja;person;29;
flyktning_botid_flytting;2015;0227;5+;nei;person;150;
flyktning_botid_flytting;2015;0227;5+;uoppgitt;person;62;
flyktning_botid_flytting;2015;0228;alle;alle;person;1002;
flyktning_botid_flytting;2015;0228;0-4;alle;person;133;
flyktning_botid_flytting;2015;0228;5+;alle;person;869;
flyktning_botid_flytting;2015;0228;0-4;ja;person;103;
flyktning_botid_flytting;2015;0228;0-4;nei;person;11;
flyktning_botid_flytting;2015;0228;0-4;uoppgitt;person;19;
flyktning_botid_flytting;2015;0228;5+;ja;person;154;
flyktning_botid_flytting;2015;0228;5+;nei;person;451;
flyktning_botid_flytting;2015;0228;5+;uoppgitt;person;264;
flyktning_botid_flytting;2015;0229;alle;alle;person;256;
flyktning_botid_flytting;2015;0229;0-4;alle;person;46;
flyktning_botid_flytting;2015;0229;5+;alle;person;210;
flyktning_botid_flytting;2015;0229;0-4;ja;person;36;
flyktning_botid_flytting;2015;0229;0-4;nei;person;3;
flyktning_botid_flytting;2015;0229;0-4;uoppgitt;person;7;
flyktning_botid_flytting;2015;0229;5+;ja;person;42;
flyktning_botid_flytting;2015;0229;5+;nei;person;98;
flyktning_botid_flytting;2015;0229;5+;uoppgitt;person;70;
flyktning_botid_flytting;2015;0230;alle;alle;person;2296;
flyktning_botid_flytting;2015;0230;0-4;alle;person;178;
flyktning_botid_flytting;2015;0230;5+;alle;person;2118;
flyktning_botid_flytting;2015;0230;0-4;ja;person;120;
flyktning_botid_flytting;2015;0230;0-4;nei;person;18;
flyktning_botid_flytting;2015;0230;0-4;uoppgitt;person;40;
flyktning_botid_flytting;2015;0230;5+;ja;person;327;
flyktning_botid_flytting;2015;0230;5+;nei;person;1175;
flyktning_botid_flytting;2015;0230;5+;uoppgitt;person;616;
flyktning_botid_flytting;2015;0231;alle;alle;person;3669;
flyktning_botid_flytting;2015;0231;0-4;alle;person;435;
flyktning_botid_flytting;2015;0231;5+;alle;person;3234;
flyktning_botid_flytting;2015;0231;0-4;ja;person;280;
flyktning_botid_flytting;2015;0231;0-4;nei;person;57;
flyktning_botid_flytting;2015;0231;0-4;uoppgitt;person;98;
flyktning_botid_flytting;2015;0231;5+;ja;person;615;
flyktning_botid_flytting;2015;0231;5+;nei;person;1706;
flyktning_botid_flytting;2015;0231;5+;uoppgitt;person;913;
flyktning_botid_flytting;2015;0233;alle;alle;person;601;
flyktning_botid_flytting;2015;0233;0-4;alle;person;75;
flyktning_botid_flytting;2015;0233;5+;alle;person;526;
flyktning_botid_flytting;2015;0233;0-4;ja;person;67;
flyktning_botid_flytting;2015;0233;0-4;nei;person;3;
flyktning_botid_flytting;2015;0233;0-4;uoppgitt;person;5;
flyktning_botid_flytting;2015;0233;5+;ja;person;101;
flyktning_botid_flytting;2015;0233;5+;nei;person;245;
flyktning_botid_flytting;2015;0233;5+;uoppgitt;person;180;
flyktning_botid_flytting;2015;0234;alle;alle;person;100;
flyktning_botid_flytting;2015;0234;0-4;alle;person;26;
flyktning_botid_flytting;2015;0234;5+;alle;person;74;
flyktning_botid_flytting;2015;0234;0-4;ja;person;18;
flyktning_botid_flytting;2015;0234;0-4;nei;person;0;
flyktning_botid_flytting;2015;0234;0-4;uoppgitt;person;8;
flyktning_botid_flytting;2015;0234;5+;ja;person;33;
flyktning_botid_flytting;2015;0234;5+;nei;person;20;
flyktning_botid_flytting;2015;0234;5+;uoppgitt;person;21;
flyktning_botid_flytting;2015;0235;alle;alle;person;1498;
flyktning_botid_flytting;2015;0235;0-4;alle;person;142;
flyktning_botid_flytting;2015;0235;5+;alle;person;1356;
flyktning_botid_flytting;2015;0235;0-4;ja;person;61;
flyktning_botid_flytting;2015;0235;0-4;nei;person;25;
flyktning_botid_flytting;2015;0235;0-4;uoppgitt;person;56;
flyktning_botid_flytting;2015;0235;5+;ja;person;175;
flyktning_botid_flytting;2015;0235;5+;nei;person;831;
flyktning_botid_flytting;2015;0235;5+;uoppgitt;person;350;
flyktning_botid_flytting;2015;0236;alle;alle;person;433;
flyktning_botid_flytting;2015;0236;0-4;alle;person;118;
flyktning_botid_flytting;2015;0236;5+;alle;person;315;
flyktning_botid_flytting;2015;0236;0-4;ja;person;105;
flyktning_botid_flytting;2015;0236;0-4;nei;person;3;
flyktning_botid_flytting;2015;0236;0-4;uoppgitt;person;10;
flyktning_botid_flytting;2015;0236;5+;ja;person;151;
flyktning_botid_flytting;2015;0236;5+;nei;person;115;
flyktning_botid_flytting;2015;0236;5+;uoppgitt;person;49;
flyktning_botid_flytting;2015;0237;alle;alle;person;517;
flyktning_botid_flytting;2015;0237;0-4;alle;person;71;
flyktning_botid_flytting;2015;0237;5+;alle;person;446;
flyktning_botid_flytting;2015;0237;0-4;ja;person;45;
flyktning_botid_flytting;2015;0237;0-4;nei;person;13;
flyktning_botid_flytting;2015;0237;0-4;uoppgitt;person;13;
flyktning_botid_flytting;2015;0237;5+;ja;person;93;
flyktning_botid_flytting;2015;0237;5+;nei;person;237;
flyktning_botid_flytting;2015;0237;5+;uoppgitt;person;116;
flyktning_botid_flytting;2015;0238;alle;alle;person;282;
flyktning_botid_flytting;2015;0238;0-4;alle;person;55;
flyktning_botid_flytting;2015;0238;5+;alle;person;227;
flyktning_botid_flytting;2015;0238;0-4;ja;person;44;
flyktning_botid_flytting;2015;0238;0-4;nei;person;4;
flyktning_botid_flytting;2015;0238;0-4;uoppgitt;person;7;
flyktning_botid_flytting;2015;0238;5+;ja;person;42;
flyktning_botid_flytting;2015;0238;5+;nei;person;119;
flyktning_botid_flytting;2015;0238;5+;uoppgitt;person;66;
flyktning_botid_flytting;2015;0239;alle;alle;person;17;
flyktning_botid_flytting;2015;0239;0-4;alle;person;9;
flyktning_botid_flytting;2015;0239;5+;alle;person;8;
flyktning_botid_flytting;2015;0239;0-4;ja;person;6;
flyktning_botid_flytting;2015;0239;0-4;nei;person;0;
flyktning_botid_flytting;2015;0239;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;0239;5+;ja;person;5;
flyktning_botid_flytting;2015;0239;5+;nei;person;3;
flyktning_botid_flytting;2015;0239;5+;uoppgitt;person;0;
flyktning_botid_flytting;2015;0301;alle;alle;person;45664;
flyktning_botid_flytting;2015;0301;0-4;alle;person;4123;
flyktning_botid_flytting;2015;0301;5+;alle;person;41541;
flyktning_botid_flytting;2015;0301;0-4;ja;person;2332;
flyktning_botid_flytting;2015;0301;0-4;nei;person;655;
flyktning_botid_flytting;2015;0301;0-4;uoppgitt;person;1136;
flyktning_botid_flytting;2015;0301;5+;ja;person;11791;
flyktning_botid_flytting;2015;0301;5+;nei;person;17949;
flyktning_botid_flytting;2015;0301;5+;uoppgitt;person;11801;
flyktning_botid_flytting;2015;0402;alle;alle;person;785;
flyktning_botid_flytting;2015;0402;0-4;alle;person;220;
flyktning_botid_flytting;2015;0402;5+;alle;person;565;
flyktning_botid_flytting;2015;0402;0-4;ja;person;95;
flyktning_botid_flytting;2015;0402;0-4;nei;person;23;
flyktning_botid_flytting;2015;0402;0-4;uoppgitt;person;102;
flyktning_botid_flytting;2015;0402;5+;ja;person;233;
flyktning_botid_flytting;2015;0402;5+;nei;person;206;
flyktning_botid_flytting;2015;0402;5+;uoppgitt;person;126;
flyktning_botid_flytting;2015;0403;alle;alle;person;1266;
flyktning_botid_flytting;2015;0403;0-4;alle;person;312;
flyktning_botid_flytting;2015;0403;5+;alle;person;954;
flyktning_botid_flytting;2015;0403;0-4;ja;person;206;
flyktning_botid_flytting;2015;0403;0-4;nei;person;38;
flyktning_botid_flytting;2015;0403;0-4;uoppgitt;person;68;
flyktning_botid_flytting;2015;0403;5+;ja;person;414;
flyktning_botid_flytting;2015;0403;5+;nei;person;352;
flyktning_botid_flytting;2015;0403;5+;uoppgitt;person;188;
flyktning_botid_flytting;2015;0412;alle;alle;person;586;
flyktning_botid_flytting;2015;0412;0-4;alle;person;164;
flyktning_botid_flytting;2015;0412;5+;alle;person;422;
flyktning_botid_flytting;2015;0412;0-4;ja;person;126;
flyktning_botid_flytting;2015;0412;0-4;nei;person;15;
flyktning_botid_flytting;2015;0412;0-4;uoppgitt;person;23;
flyktning_botid_flytting;2015;0412;5+;ja;person;211;
flyktning_botid_flytting;2015;0412;5+;nei;person;134;
flyktning_botid_flytting;2015;0412;5+;uoppgitt;person;77;
flyktning_botid_flytting;2015;0415;alle;alle;person;156;
flyktning_botid_flytting;2015;0415;0-4;alle;person;54;
flyktning_botid_flytting;2015;0415;5+;alle;person;102;
flyktning_botid_flytting;2015;0415;0-4;ja;person;51;
flyktning_botid_flytting;2015;0415;0-4;nei;person;3;
flyktning_botid_flytting;2015;0415;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;0415;5+;ja;person;75;
flyktning_botid_flytting;2015;0415;5+;nei;person;11;
flyktning_botid_flytting;2015;0415;5+;uoppgitt;person;16;
flyktning_botid_flytting;2015;0417;alle;alle;person;600;
flyktning_botid_flytting;2015;0417;0-4;alle;person;237;
flyktning_botid_flytting;2015;0417;5+;alle;person;363;
flyktning_botid_flytting;2015;0417;0-4;ja;person;184;
flyktning_botid_flytting;2015;0417;0-4;nei;person;26;
flyktning_botid_flytting;2015;0417;0-4;uoppgitt;person;27;
flyktning_botid_flytting;2015;0417;5+;ja;person;199;
flyktning_botid_flytting;2015;0417;5+;nei;person;106;
flyktning_botid_flytting;2015;0417;5+;uoppgitt;person;58;
flyktning_botid_flytting;2015;0418;alle;alle;person;29;
flyktning_botid_flytting;2015;0418;0-4;alle;person;12;
flyktning_botid_flytting;2015;0418;5+;alle;person;17;
flyktning_botid_flytting;2015;0418;0-4;ja;person;9;
flyktning_botid_flytting;2015;0418;0-4;nei;person;3;
flyktning_botid_flytting;2015;0418;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;0418;5+;ja;person;11;
flyktning_botid_flytting;2015;0418;5+;nei;person;3;
flyktning_botid_flytting;2015;0418;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;0419;alle;alle;person;59;
flyktning_botid_flytting;2015;0419;0-4;alle;person;32;
flyktning_botid_flytting;2015;0419;5+;alle;person;27;
flyktning_botid_flytting;2015;0419;0-4;ja;person;29;
flyktning_botid_flytting;2015;0419;0-4;nei;person;0;
flyktning_botid_flytting;2015;0419;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;0419;5+;ja;person;8;
flyktning_botid_flytting;2015;0419;5+;nei;person;14;
flyktning_botid_flytting;2015;0419;5+;uoppgitt;person;5;
flyktning_botid_flytting;2015;0420;alle;alle;person;88;
flyktning_botid_flytting;2015;0420;0-4;alle;person;24;
flyktning_botid_flytting;2015;0420;5+;alle;person;64;
flyktning_botid_flytting;2015;0420;0-4;ja;person;18;
flyktning_botid_flytting;2015;0420;0-4;nei;person;3;
flyktning_botid_flytting;2015;0420;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;0420;5+;ja;person;29;
flyktning_botid_flytting;2015;0420;5+;nei;person;24;
flyktning_botid_flytting;2015;0420;5+;uoppgitt;person;11;
flyktning_botid_flytting;2015;0423;alle;alle;person;119;
flyktning_botid_flytting;2015;0423;0-4;alle;person;48;
flyktning_botid_flytting;2015;0423;5+;alle;person;71;
flyktning_botid_flytting;2015;0423;0-4;ja;person;25;
flyktning_botid_flytting;2015;0423;0-4;nei;person;11;
flyktning_botid_flytting;2015;0423;0-4;uoppgitt;person;12;
flyktning_botid_flytting;2015;0423;5+;ja;person;35;
flyktning_botid_flytting;2015;0423;5+;nei;person;16;
flyktning_botid_flytting;2015;0423;5+;uoppgitt;person;20;
flyktning_botid_flytting;2015;0425;alle;alle;person;213;
flyktning_botid_flytting;2015;0425;0-4;alle;person;150;
flyktning_botid_flytting;2015;0425;5+;alle;person;63;
flyktning_botid_flytting;2015;0425;0-4;ja;person;45;
flyktning_botid_flytting;2015;0425;0-4;nei;person;29;
flyktning_botid_flytting;2015;0425;0-4;uoppgitt;person;76;
flyktning_botid_flytting;2015;0425;5+;ja;person;46;
flyktning_botid_flytting;2015;0425;5+;nei;person;12;
flyktning_botid_flytting;2015;0425;5+;uoppgitt;person;5;
flyktning_botid_flytting;2015;0427;alle;alle;person;723;
flyktning_botid_flytting;2015;0427;0-4;alle;person;208;
flyktning_botid_flytting;2015;0427;5+;alle;person;515;
flyktning_botid_flytting;2015;0427;0-4;ja;person;176;
flyktning_botid_flytting;2015;0427;0-4;nei;person;18;
flyktning_botid_flytting;2015;0427;0-4;uoppgitt;person;14;
flyktning_botid_flytting;2015;0427;5+;ja;person;282;
flyktning_botid_flytting;2015;0427;5+;nei;person;167;
flyktning_botid_flytting;2015;0427;5+;uoppgitt;person;66;
flyktning_botid_flytting;2015;0428;alle;alle;person;127;
flyktning_botid_flytting;2015;0428;0-4;alle;person;61;
flyktning_botid_flytting;2015;0428;5+;alle;person;66;
flyktning_botid_flytting;2015;0428;0-4;ja;person;55;
flyktning_botid_flytting;2015;0428;0-4;nei;person;3;
flyktning_botid_flytting;2015;0428;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;0428;5+;ja;person;47;
