"aar","fylke_nr","spraaknivaa","provetype","enhet","tabellvariabel","tabell_navn","kommune_nr"
"2014","02","under_a1","muntlig","prosent","0","norsk_prover","NULL"
"2014","02","under_a1","muntlig","personer","0","norsk_prover","NULL"
"2014","02","under_a1","lytting","prosent","0","norsk_prover","NULL"
"2014","02","under_a1","lytting","personer","0","norsk_prover","NULL"
"2014","02","under_a1","lese","prosent","1","norsk_prover","NULL"
"2014","02","under_a1","lese","personer","12","norsk_prover","NULL"
"2014","02","under_a1","skriftlig","prosent","0","norsk_prover","NULL"
"2014","02","under_a1","skriftlig","personer","0","norsk_prover","NULL"
"2014","02","ikke_vurdert","muntlig","prosent","3","norsk_prover","NULL"
"2014","02","ikke_vurdert","muntlig","personer","29","norsk_prover","NULL"
"2014","02","ikke_vurdert","lytting","prosent","0","norsk_prover","NULL"
"2014","02","ikke_vurdert","lytting","personer","0","norsk_prover","NULL"
"2014","02","ikke_vurdert","lese","prosent","0","norsk_prover","NULL"
"2014","02","ikke_vurdert","lese","personer","0","norsk_prover","NULL"
"2014","02","ikke_vurdert","skriftlig","prosent","2","norsk_prover","NULL"
"2014","02","ikke_vurdert","skriftlig","personer","24","norsk_prover","NULL"
"2014","03","alle","muntlig","personer","1882","norsk_prover","NULL"
"2014","03","alle","lytting","personer","2464","norsk_prover","NULL"
"2014","03","alle","lese","personer","2465","norsk_prover","NULL"
"2014","03","alle","skriftlig","personer","2464","norsk_prover","NULL"
"2014","03","b1","muntlig","prosent","40","norsk_prover","NULL"
"2014","03","b1","muntlig","personer","753","norsk_prover","NULL"
"2014","03","b1","lytting","prosent","61","norsk_prover","NULL"
"2014","03","b1","lytting","personer","1503","norsk_prover","NULL"
"2014","03","b1","lese","prosent","69","norsk_prover","NULL"
"2014","03","b1","lese","personer","1701","norsk_prover","NULL"
"2014","03","b1","skriftlig","prosent","23","norsk_prover","NULL"
"2014","03","b1","skriftlig","personer","567","norsk_prover","NULL"
"2014","03","a2","muntlig","prosent","51","norsk_prover","NULL"
"2014","03","a2","muntlig","personer","960","norsk_prover","NULL"
"2014","03","a2","lytting","prosent","33","norsk_prover","NULL"
"2014","03","a2","lytting","personer","813","norsk_prover","NULL"
"2014","03","a2","lese","prosent","22","norsk_prover","NULL"
"2014","03","a2","lese","personer","542","norsk_prover","NULL"
"2014","03","a2","skriftlig","prosent","59","norsk_prover","NULL"
"2014","03","a2","skriftlig","personer","1454","norsk_prover","NULL"
"2014","03","a1","muntlig","prosent","6","norsk_prover","NULL"
"2014","03","a1","muntlig","personer","113","norsk_prover","NULL"
"2014","03","a1","lytting","prosent","5","norsk_prover","NULL"
"2014","03","a1","lytting","personer","123","norsk_prover","NULL"
"2014","03","a1","lese","prosent","8","norsk_prover","NULL"
"2014","03","a1","lese","personer","197","norsk_prover","NULL"
"2014","03","a1","skriftlig","prosent","17","norsk_prover","NULL"
"2014","03","a1","skriftlig","personer","419","norsk_prover","NULL"
"2014","03","under_a1","muntlig","prosent","0","norsk_prover","NULL"
"2014","03","under_a1","muntlig","personer","0","norsk_prover","NULL"
"2014","03","under_a1","lytting","prosent","0","norsk_prover","NULL"
"2014","03","under_a1","lytting","personer","0","norsk_prover","NULL"
"2014","03","under_a1","lese","prosent","1","norsk_prover","NULL"
"2014","03","under_a1","lese","personer","25","norsk_prover","NULL"
"2014","03","under_a1","skriftlig","prosent","1","norsk_prover","NULL"
"2014","03","under_a1","skriftlig","personer","25","norsk_prover","NULL"
"2014","03","ikke_vurdert","muntlig","prosent","3","norsk_prover","NULL"
"2014","03","ikke_vurdert","muntlig","personer","56","norsk_prover","NULL"
"2014","03","ikke_vurdert","lytting","prosent","0","norsk_prover","NULL"
"2014","03","ikke_vurdert","lytting","personer","0","norsk_prover","NULL"
"2014","03","ikke_vurdert","lese","prosent","0","norsk_prover","NULL"
"2014","03","ikke_vurdert","lese","personer","0","norsk_prover","NULL"
"2014","03","ikke_vurdert","skriftlig","prosent","1","norsk_prover","NULL"
"2014","03","ikke_vurdert","skriftlig","personer","25","norsk_prover","NULL"
"2014","04","alle","muntlig","personer","158","norsk_prover","NULL"
"2014","04","alle","lytting","personer","209","norsk_prover","NULL"
"2014","04","alle","lese","personer","210","norsk_prover","NULL"
"2014","04","alle","skriftlig","personer","210","norsk_prover","NULL"
"2014","04","b1","muntlig","prosent","34","norsk_prover","NULL"
"2014","04","b1","muntlig","personer","54","norsk_prover","NULL"
"2014","04","b1","lytting","prosent","46","norsk_prover","NULL"
"2014","04","b1","lytting","personer","96","norsk_prover","NULL"
"2014","04","b1","lese","prosent","52","norsk_prover","NULL"
"2014","04","b1","lese","personer","109","norsk_prover","NULL"
"2014","04","b1","skriftlig","prosent","13","norsk_prover","NULL"
"2014","04","b1","skriftlig","personer","27","norsk_prover","NULL"
"2014","04","a2","muntlig","prosent","53","norsk_prover","NULL"
"2014","04","a2","muntlig","personer","84","norsk_prover","NULL"
"2014","04","a2","lytting","prosent","44","norsk_prover","NULL"
"2014","04","a2","lytting","personer","92","norsk_prover","NULL"
"2014","04","a2","lese","prosent","32","norsk_prover","NULL"
"2014","04","a2","lese","personer","67","norsk_prover","NULL"
"2014","04","a2","skriftlig","prosent","51","norsk_prover","NULL"
"2014","04","a2","skriftlig","personer","107","norsk_prover","NULL"
"2014","04","a1","muntlig","prosent","10","norsk_prover","NULL"
"2014","04","a1","muntlig","personer","16","norsk_prover","NULL"
"2014","04","a1","lytting","prosent","11","norsk_prover","NULL"
"2014","04","a1","lytting","personer","23","norsk_prover","NULL"
"2014","04","a1","lese","prosent","11","norsk_prover","NULL"
"2014","04","a1","lese","personer","23","norsk_prover","NULL"
"2014","04","a1","skriftlig","prosent","31","norsk_prover","NULL"
"2014","04","a1","skriftlig","personer","65","norsk_prover","NULL"
"2014","04","under_a1","muntlig","prosent","1","norsk_prover","NULL"
"2014","04","under_a1","muntlig","personer","2","norsk_prover","NULL"
"2014","04","under_a1","lytting","prosent","0","norsk_prover","NULL"
"2014","04","under_a1","lytting","personer","0","norsk_prover","NULL"
"2014","04","under_a1","lese","prosent","5","norsk_prover","NULL"
"2014","04","under_a1","lese","personer","11","norsk_prover","NULL"
"2014","04","under_a1","skriftlig","prosent","2","norsk_prover","NULL"
"2014","04","under_a1","skriftlig","personer","4","norsk_prover","NULL"
"2014","04","ikke_vurdert","muntlig","prosent","2","norsk_prover","NULL"
"2014","04","ikke_vurdert","muntlig","personer","3","norsk_prover","NULL"
"2014","04","ikke_vurdert","lytting","prosent","0","norsk_prover","NULL"
"2014","04","ikke_vurdert","lytting","personer","0","norsk_prover","NULL"
"2014","04","ikke_vurdert","lese","prosent","0","norsk_prover","NULL"
"2014","04","ikke_vurdert","lese","personer","0","norsk_prover","NULL"
"2014","04","ikke_vurdert","skriftlig","prosent","3","norsk_prover","NULL"
"2014","04","ikke_vurdert","skriftlig","personer","6","norsk_prover","NULL"
"2014","05","alle","muntlig","personer","316","norsk_prover","NULL"
"2014","05","alle","lytting","personer","385","norsk_prover","NULL"
"2014","05","alle","lese","personer","386","norsk_prover","NULL"
"2014","05","alle","skriftlig","personer","387","norsk_prover","NULL"
"2014","05","b1","muntlig","prosent","35","norsk_prover","NULL"
"2014","05","b1","muntlig","personer","111","norsk_prover","NULL"
"2014","05","b1","lytting","prosent","49","norsk_prover","NULL"
"2014","05","b1","lytting","personer","189","norsk_prover","NULL"
"2014","05","b1","lese","prosent","53","norsk_prover","NULL"
"2014","05","b1","lese","personer","205","norsk_prover","NULL"
"2014","05","b1","skriftlig","prosent","17","norsk_prover","NULL"
"2014","05","b1","skriftlig","personer","66","norsk_prover","NULL"
"2014","05","a2","muntlig","prosent","49","norsk_prover","NULL"
"2014","05","a2","muntlig","personer","155","norsk_prover","NULL"
"2014","05","a2","lytting","prosent","40","norsk_prover","NULL"
"2014","05","a2","lytting","personer","154","norsk_prover","NULL"
"2014","05","a2","lese","prosent","27","norsk_prover","NULL"
"2014","05","a2","lese","personer","104","norsk_prover","NULL"
"2014","05","a2","skriftlig","prosent","48","norsk_prover","NULL"
"2014","05","a2","skriftlig","personer","186","norsk_prover","NULL"
"2014","05","a1","muntlig","prosent","13","norsk_prover","NULL"
"2014","05","a1","muntlig","personer","41","norsk_prover","NULL"
"2014","05","a1","lytting","prosent","10","norsk_prover","NULL"
"2014","05","a1","lytting","personer","39","norsk_prover","NULL"
"2014","05","a1","lese","prosent","16","norsk_prover","NULL"
"2014","05","a1","lese","personer","62","norsk_prover","NULL"
"2014","05","a1","skriftlig","prosent","29","norsk_prover","NULL"
"2014","05","a1","skriftlig","personer","112","norsk_prover","NULL"
"2014","05","under_a1","muntlig","prosent","0","norsk_prover","NULL"
"2014","05","under_a1","muntlig","personer","0","norsk_prover","NULL"
"2014","05","under_a1","lytting","prosent","1","norsk_prover","NULL"
"2014","05","under_a1","lytting","personer","4","norsk_prover","NULL"
"2014","05","under_a1","lese","prosent","4","norsk_prover","NULL"
"2014","05","under_a1","lese","personer","15","norsk_prover","NULL"
"2014","05","under_a1","skriftlig","prosent","5","norsk_prover","NULL"
"2014","05","under_a1","skriftlig","personer","19","norsk_prover","NULL"
"2014","05","ikke_vurdert","muntlig","prosent","3","norsk_prover","NULL"
"2014","05","ikke_vurdert","muntlig","personer","9","norsk_prover","NULL"
"2014","05","ikke_vurdert","lytting","prosent","0","norsk_prover","NULL"
"2014","05","ikke_vurdert","lytting","personer","0","norsk_prover","NULL"
"2014","05","ikke_vurdert","lese","prosent","0","norsk_prover","NULL"
"2014","05","ikke_vurdert","lese","personer","0","norsk_prover","NULL"
"2014","05","ikke_vurdert","skriftlig","prosent","2","norsk_prover","NULL"
"2014","05","ikke_vurdert","skriftlig","personer","8","norsk_prover","NULL"
"2014","06","alle","muntlig","personer","468","norsk_prover","NULL"
"2014","06","alle","lytting","personer","518","norsk_prover","NULL"
"2014","06","alle","lese","personer","519","norsk_prover","NULL"
"2014","06","alle","skriftlig","personer","519","norsk_prover","NULL"
"2014","06","b1","muntlig","prosent","35","norsk_prover","NULL"
"2014","06","b1","muntlig","personer","164","norsk_prover","NULL"
"2014","06","b1","lytting","prosent","60","norsk_prover","NULL"
"2014","06","b1","lytting","personer","311","norsk_prover","NULL"
"2014","06","b1","lese","prosent","65","norsk_prover","NULL"
"2014","06","b1","lese","personer","337","norsk_prover","NULL"
"2014","06","b1","skriftlig","prosent","28","norsk_prover","NULL"
"2014","06","b1","skriftlig","personer","145","norsk_prover","NULL"
"2014","06","a2","muntlig","prosent","54","norsk_prover","NULL"
"2014","06","a2","muntlig","personer","253","norsk_prover","NULL"
"2014","06","a2","lytting","prosent","34","norsk_prover","NULL"
"2014","06","a2","lytting","personer","176","norsk_prover","NULL"
"2014","06","a2","lese","prosent","23","norsk_prover","NULL"
"2014","06","a2","lese","personer","119","norsk_prover","NULL"
"2014","06","a2","skriftlig","prosent","52","norsk_prover","NULL"
"2014","06","a2","skriftlig","personer","270","norsk_prover","NULL"
"2014","06","a1","muntlig","prosent","8","norsk_prover","NULL"
"2014","06","a1","muntlig","personer","37","norsk_prover","NULL"
"2014","06","a1","lytting","prosent","6","norsk_prover","NULL"
"2014","06","a1","lytting","personer","31","norsk_prover","NULL"
"2014","06","a1","lese","prosent","10","norsk_prover","NULL"
"2014","06","a1","lese","personer","52","norsk_prover","NULL"
"2014","06","a1","skriftlig","prosent","18","norsk_prover","NULL"
"2014","06","a1","skriftlig","personer","93","norsk_prover","NULL"
"2014","06","under_a1","muntlig","prosent","0","norsk_prover","NULL"
"2014","06","under_a1","muntlig","personer","0","norsk_prover","NULL"
"2014","06","under_a1","lytting","prosent","0","norsk_prover","NULL"
"2014","06","under_a1","lytting","personer","0","norsk_prover","NULL"
"2014","06","under_a1","lese","prosent","2","norsk_prover","NULL"
"2014","06","under_a1","lese","personer","10","norsk_prover","NULL"
"2014","06","under_a1","skriftlig","prosent","1","norsk_prover","NULL"
"2014","06","under_a1","skriftlig","personer","5","norsk_prover","NULL"
"2014","06","ikke_vurdert","muntlig","prosent","2","norsk_prover","NULL"
"2014","06","ikke_vurdert","muntlig","personer","9","norsk_prover","NULL"
"2014","06","ikke_vurdert","lytting","prosent","0","norsk_prover","NULL"
"2014","06","ikke_vurdert","lytting","personer","0","norsk_prover","NULL"
"2014","06","ikke_vurdert","lese","prosent","0","norsk_prover","NULL"
"2014","06","ikke_vurdert","lese","personer","0","norsk_prover","NULL"
"2014","06","ikke_vurdert","skriftlig","prosent","1","norsk_prover","NULL"
"2014","06","ikke_vurdert","skriftlig","personer","5","norsk_prover","NULL"
"2014","07","alle","muntlig","personer","167","norsk_prover","NULL"
"2014","07","alle","lytting","personer","207","norsk_prover","NULL"
"2014","07","alle","lese","personer","208","norsk_prover","NULL"
"2014","07","alle","skriftlig","personer","204","norsk_prover","NULL"
"2014","07","b1","muntlig","prosent","40","norsk_prover","NULL"
"2014","07","b1","muntlig","personer","67","norsk_prover","NULL"
"2014","07","b1","lytting","prosent","70","norsk_prover","NULL"
"2014","07","b1","lytting","personer","145","norsk_prover","NULL"
"2014","07","b1","lese","prosent","73","norsk_prover","NULL"
"2014","07","b1","lese","personer","152","norsk_prover","NULL"
"2014","07","b1","skriftlig","prosent","24","norsk_prover","NULL"
"2014","07","b1","skriftlig","personer","49","norsk_prover","NULL"
"2014","07","a2","muntlig","prosent","51","norsk_prover","NULL"
"2014","07","a2","muntlig","personer","85","norsk_prover","NULL"
"2014","07","a2","lytting","prosent","24","norsk_prover","NULL"
"2014","07","a2","lytting","personer","50","norsk_prover","NULL"
"2014","07","a2","lese","prosent","14","norsk_prover","NULL"
"2014","07","a2","lese","personer","29","norsk_prover","NULL"
"2014","07","a2","skriftlig","prosent","54","norsk_prover","NULL"
"2014","07","a2","skriftlig","personer","110","norsk_prover","NULL"
"2014","07","a1","muntlig","prosent","7","norsk_prover","NULL"
"2014","07","a1","muntlig","personer","12","norsk_prover","NULL"
"2014","07","a1","lytting","prosent","6","norsk_prover","NULL"
"2014","07","a1","lytting","personer","12","norsk_prover","NULL"
"2014","07","a1","lese","prosent","10","norsk_prover","NULL"
"2014","07","a1","lese","personer","21","norsk_prover","NULL"
"2014","07","a1","skriftlig","prosent","20","norsk_prover","NULL"
"2014","07","a1","skriftlig","personer","41","norsk_prover","NULL"
"2014","07","under_a1","muntlig","prosent","1","norsk_prover","NULL"
"2014","07","under_a1","muntlig","personer","2","norsk_prover","NULL"
"2014","07","under_a1","lytting","prosent","0","norsk_prover","NULL"
"2014","07","under_a1","lytting","personer","0","norsk_prover","NULL"
"2014","07","under_a1","lese","prosent","3","norsk_prover","NULL"
"2014","07","under_a1","lese","personer","6","norsk_prover","NULL"
"2014","07","under_a1","skriftlig","prosent","2","norsk_prover","NULL"
"2014","07","under_a1","skriftlig","personer","4","norsk_prover","NULL"
"2014","07","ikke_vurdert","muntlig","prosent","1","norsk_prover","NULL"
"2014","07","ikke_vurdert","muntlig","personer","2","norsk_prover","NULL"
"2014","07","ikke_vurdert","lytting","prosent","0","norsk_prover","NULL"
"2014","07","ikke_vurdert","lytting","personer","0","norsk_prover","NULL"
"2014","07","ikke_vurdert","lese","prosent","0","norsk_prover","NULL"
"2014","07","ikke_vurdert","lese","personer","0","norsk_prover","NULL"
"2014","07","ikke_vurdert","skriftlig","prosent","0","norsk_prover","NULL"
"2014","07","ikke_vurdert","skriftlig","personer","0","norsk_prover","NULL"
"2014","08","alle","muntlig","personer","295","norsk_prover","NULL"
"2014","08","alle","lytting","personer","315","norsk_prover","NULL"
"2014","08","alle","lese","personer","315","norsk_prover","NULL"
"2014","08","alle","skriftlig","personer","316","norsk_prover","NULL"
"2014","08","b1","muntlig","prosent","22","norsk_prover","NULL"
"2014","08","b1","muntlig","personer","65","norsk_prover","NULL"
"2014","08","b1","lytting","prosent","45","norsk_prover","NULL"
"2014","08","b1","lytting","personer","142","norsk_prover","NULL"
"2014","08","b1","lese","prosent","50","norsk_prover","NULL"
"2014","08","b1","lese","personer","158","norsk_prover","NULL"
"2014","08","b1","skriftlig","prosent","12","norsk_prover","NULL"
"2014","08","b1","skriftlig","personer","38","norsk_prover","NULL"
"2014","08","a2","muntlig","prosent","61","norsk_prover","NULL"
"2014","08","a2","muntlig","personer","180","norsk_prover","NULL"
"2014","08","a2","lytting","prosent","44","norsk_prover","NULL"
"2014","08","a2","lytting","personer","139","norsk_prover","NULL"
"2014","08","a2","lese","prosent","28","norsk_prover","NULL"
"2014","08","a2","lese","personer","88","norsk_prover","NULL"
"2014","08","a2","skriftlig","prosent","50","norsk_prover","NULL"
"2014","08","a2","skriftlig","personer","158","norsk_prover","NULL"
"2014","08","a1","muntlig","prosent","14","norsk_prover","NULL"
"2014","08","a1","muntlig","personer","41","norsk_prover","NULL"
"2014","08","a1","lytting","prosent","11","norsk_prover","NULL"
"2014","08","a1","lytting","personer","35","norsk_prover","NULL"
"2014","08","a1","lese","prosent","21","norsk_prover","NULL"
"2014","08","a1","lese","personer","66","norsk_prover","NULL"
"2014","08","a1","skriftlig","prosent","34","norsk_prover","NULL"
"2014","08","a1","skriftlig","personer","107","norsk_prover","NULL"
"2014","08","under_a1","muntlig","prosent","0","norsk_prover","NULL"
"2014","08","under_a1","muntlig","personer","0","norsk_prover","NULL"
"2014","08","under_a1","lytting","prosent","0","norsk_prover","NULL"
"2014","08","under_a1","lytting","personer","0","norsk_prover","NULL"
"2014","08","under_a1","lese","prosent","1","norsk_prover","NULL"
"2014","08","under_a1","lese","personer","3","norsk_prover","NULL"
"2014","08","under_a1","skriftlig","prosent","2","norsk_prover","NULL"
"2014","08","under_a1","skriftlig","personer","6","norsk_prover","NULL"
"2014","08","ikke_vurdert","muntlig","prosent","2","norsk_prover","NULL"
"2014","08","ikke_vurdert","muntlig","personer","6","norsk_prover","NULL"
"2014","08","ikke_vurdert","lytting","prosent","0","norsk_prover","NULL"
"2014","08","ikke_vurdert","lytting","personer","0","norsk_prover","NULL"
"2014","08","ikke_vurdert","lese","prosent","0","norsk_prover","NULL"
"2014","08","ikke_vurdert","lese","personer","0","norsk_prover","NULL"
"2014","08","ikke_vurdert","skriftlig","prosent","2","norsk_prover","NULL"
"2014","08","ikke_vurdert","skriftlig","personer","6","norsk_prover","NULL"
"2014","09","alle","muntlig","personer","186","norsk_prover","NULL"
"2014","09","alle","lytting","personer","218","norsk_prover","NULL"
"2014","09","alle","lese","personer","218","norsk_prover","NULL"
"2014","09","alle","skriftlig","personer","217","norsk_prover","NULL"
"2014","09","b1","muntlig","prosent","31","norsk_prover","NULL"
"2014","09","b1","muntlig","personer","58","norsk_prover","NULL"
"2014","09","b1","lytting","prosent","56","norsk_prover","NULL"
"2014","09","b1","lytting","personer","122","norsk_prover","NULL"
"2014","09","b1","lese","prosent","57","norsk_prover","NULL"
"2014","09","b1","lese","personer","124","norsk_prover","NULL"
"2014","09","b1","skriftlig","prosent","16","norsk_prover","NULL"
"2014","09","b1","skriftlig","personer","35","norsk_prover","NULL"
"2014","09","a2","muntlig","prosent","57","norsk_prover","NULL"
"2014","09","a2","muntlig","personer","106","norsk_prover","NULL"
"2014","09","a2","lytting","prosent","35","norsk_prover","NULL"
"2014","09","a2","lytting","personer","76","norsk_prover","NULL"
"2014","09","a2","lese","prosent","24","norsk_prover","NULL"
"2014","09","a2","lese","personer","52","norsk_prover","NULL"
"2014","09","a2","skriftlig","prosent","50","norsk_prover","NULL"
"2014","09","a2","skriftlig","personer","109","norsk_prover","NULL"
"2014","09","a1","muntlig","prosent","10","norsk_prover","NULL"
"2014","09","a1","muntlig","personer","19","norsk_prover","NULL"
"2014","09","a1","lytting","prosent","10","norsk_prover","NULL"
"2014","09","a1","lytting","personer","22","norsk_prover","NULL"
"2014","09","a1","lese","prosent","18","norsk_prover","NULL"
"2014","09","a1","lese","personer","39","norsk_prover","NULL"
"2014","09","a1","skriftlig","prosent","32","norsk_prover","NULL"
"2014","09","a1","skriftlig","personer","69","norsk_prover","NULL"
"2014","09","under_a1","muntlig","prosent","1","norsk_prover","NULL"
"2014","09","under_a1","muntlig","personer","2","norsk_prover","NULL"
"2014","09","under_a1","lytting","prosent","0","norsk_prover","NULL"
"2014","09","under_a1","lytting","personer","0","norsk_prover","NULL"
"2014","09","under_a1","lese","prosent","1","norsk_prover","NULL"
