tabell_navn;aar;fylke_id;botid_3;forste_bosettingskommune;enhet;tabellvariabel;
flyktning_botid_flytting;2015;16;5+;nei;person;1256;
flyktning_botid_flytting;2015;16;5+;uoppgitt;person;1049;
flyktning_botid_flytting;2015;17;alle;alle;person;3058;
flyktning_botid_flytting;2015;17;0-4;alle;person;1734;
flyktning_botid_flytting;2015;17;5+;alle;person;1324;
flyktning_botid_flytting;2015;17;0-4;ja;person;1385;
flyktning_botid_flytting;2015;17;0-4;nei;person;123;
flyktning_botid_flytting;2015;17;0-4;uoppgitt;person;226;
flyktning_botid_flytting;2015;17;5+;ja;person;905;
flyktning_botid_flytting;2015;17;5+;nei;person;233;
flyktning_botid_flytting;2015;17;5+;uoppgitt;person;186;
flyktning_botid_flytting;2015;18;alle;alle;person;6090;
flyktning_botid_flytting;2015;18;0-4;alle;person;3590;
flyktning_botid_flytting;2015;18;5+;alle;person;2500;
flyktning_botid_flytting;2015;18;0-4;ja;person;2648;
flyktning_botid_flytting;2015;18;0-4;nei;person;325;
flyktning_botid_flytting;2015;18;0-4;uoppgitt;person;617;
flyktning_botid_flytting;2015;18;5+;ja;person;1713;
flyktning_botid_flytting;2015;18;5+;nei;person;413;
flyktning_botid_flytting;2015;18;5+;uoppgitt;person;374;
flyktning_botid_flytting;2015;19;alle;alle;person;3827;
flyktning_botid_flytting;2015;19;0-4;alle;person;2148;
flyktning_botid_flytting;2015;19;5+;alle;person;1679;
flyktning_botid_flytting;2015;19;0-4;ja;person;1578;
flyktning_botid_flytting;2015;19;0-4;nei;person;219;
flyktning_botid_flytting;2015;19;0-4;uoppgitt;person;351;
flyktning_botid_flytting;2015;19;5+;ja;person;970;
flyktning_botid_flytting;2015;19;5+;nei;person;384;
flyktning_botid_flytting;2015;19;5+;uoppgitt;person;325;
flyktning_botid_flytting;2015;20;alle;alle;person;1951;
flyktning_botid_flytting;2015;20;0-4;alle;person;1038;
flyktning_botid_flytting;2015;20;5+;alle;person;913;
flyktning_botid_flytting;2015;20;0-4;ja;person;846;
flyktning_botid_flytting;2015;20;0-4;nei;person;62;
flyktning_botid_flytting;2015;20;0-4;uoppgitt;person;130;
flyktning_botid_flytting;2015;20;5+;ja;person;567;
flyktning_botid_flytting;2015;20;5+;nei;person;142;
flyktning_botid_flytting;2015;20;5+;uoppgitt;person;204;
flyktning_botid_flytting;2015;01;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;01;0-4;alle;prosent;12,3;
flyktning_botid_flytting;2015;01;5+;alle;prosent;87,7;
flyktning_botid_flytting;2015;01;0-4;ja;prosent;7,3;
flyktning_botid_flytting;2015;01;0-4;nei;prosent;1,9;
flyktning_botid_flytting;2015;01;0-4;uoppgitt;prosent;3,0;
flyktning_botid_flytting;2015;01;5+;ja;prosent;17,8;
flyktning_botid_flytting;2015;01;5+;nei;prosent;52,8;
flyktning_botid_flytting;2015;01;5+;uoppgitt;prosent;17,2;
flyktning_botid_flytting;2015;02;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;02;0-4;alle;prosent;14,7;
flyktning_botid_flytting;2015;02;5+;alle;prosent;85,3;
flyktning_botid_flytting;2015;02;0-4;ja;prosent;10,6;
flyktning_botid_flytting;2015;02;0-4;nei;prosent;1,5;
flyktning_botid_flytting;2015;02;0-4;uoppgitt;prosent;2,7;
flyktning_botid_flytting;2015;02;5+;ja;prosent;21,9;
flyktning_botid_flytting;2015;02;5+;nei;prosent;41,7;
flyktning_botid_flytting;2015;02;5+;uoppgitt;prosent;21,7;
flyktning_botid_flytting;2015;03;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;03;0-4;alle;prosent;9,0;
flyktning_botid_flytting;2015;03;5+;alle;prosent;91,0;
flyktning_botid_flytting;2015;03;0-4;ja;prosent;5,1;
flyktning_botid_flytting;2015;03;0-4;nei;prosent;1,4;
flyktning_botid_flytting;2015;03;0-4;uoppgitt;prosent;2,5;
flyktning_botid_flytting;2015;03;5+;ja;prosent;25,8;
flyktning_botid_flytting;2015;03;5+;nei;prosent;39,3;
flyktning_botid_flytting;2015;03;5+;uoppgitt;prosent;25,8;
flyktning_botid_flytting;2015;04;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;04;0-4;alle;prosent;35,3;
flyktning_botid_flytting;2015;04;5+;alle;prosent;64,7;
flyktning_botid_flytting;2015;04;0-4;ja;prosent;23,2;
flyktning_botid_flytting;2015;04;0-4;nei;prosent;3,9;
flyktning_botid_flytting;2015;04;0-4;uoppgitt;prosent;8,2;
flyktning_botid_flytting;2015;04;5+;ja;prosent;32,3;
flyktning_botid_flytting;2015;04;5+;nei;prosent;20,7;
flyktning_botid_flytting;2015;04;5+;uoppgitt;prosent;11,7;
flyktning_botid_flytting;2015;05;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;05;0-4;alle;prosent;41,4;
flyktning_botid_flytting;2015;05;5+;alle;prosent;58,6;
flyktning_botid_flytting;2015;05;0-4;ja;prosent;29,0;
flyktning_botid_flytting;2015;05;0-4;nei;prosent;4,2;
flyktning_botid_flytting;2015;05;0-4;uoppgitt;prosent;8,2;
flyktning_botid_flytting;2015;05;5+;ja;prosent;33,5;
flyktning_botid_flytting;2015;05;5+;nei;prosent;16,2;
flyktning_botid_flytting;2015;05;5+;uoppgitt;prosent;8,8;
flyktning_botid_flytting;2015;06;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;06;0-4;alle;prosent;21,2;
flyktning_botid_flytting;2015;06;5+;alle;prosent;78,8;
flyktning_botid_flytting;2015;06;0-4;ja;prosent;15,0;
flyktning_botid_flytting;2015;06;0-4;nei;prosent;2,1;
flyktning_botid_flytting;2015;06;0-4;uoppgitt;prosent;4,1;
flyktning_botid_flytting;2015;06;5+;ja;prosent;26,4;
flyktning_botid_flytting;2015;06;5+;nei;prosent;37,4;
flyktning_botid_flytting;2015;06;5+;uoppgitt;prosent;15,0;
flyktning_botid_flytting;2015;07;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;07;0-4;alle;prosent;18,5;
flyktning_botid_flytting;2015;07;5+;alle;prosent;81,5;
flyktning_botid_flytting;2015;07;0-4;ja;prosent;13,4;
flyktning_botid_flytting;2015;07;0-4;nei;prosent;1,9;
flyktning_botid_flytting;2015;07;0-4;uoppgitt;prosent;3,1;
flyktning_botid_flytting;2015;07;5+;ja;prosent;30,0;
flyktning_botid_flytting;2015;07;5+;nei;prosent;35,6;
flyktning_botid_flytting;2015;07;5+;uoppgitt;prosent;15,9;
flyktning_botid_flytting;2015;08;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;08;0-4;alle;prosent;30,9;
flyktning_botid_flytting;2015;08;5+;alle;prosent;69,1;
flyktning_botid_flytting;2015;08;0-4;ja;prosent;24,5;
flyktning_botid_flytting;2015;08;0-4;nei;prosent;2,4;
flyktning_botid_flytting;2015;08;0-4;uoppgitt;prosent;4,0;
flyktning_botid_flytting;2015;08;5+;ja;prosent;37,3;
flyktning_botid_flytting;2015;08;5+;nei;prosent;22,0;
flyktning_botid_flytting;2015;08;5+;uoppgitt;prosent;9,8;
flyktning_botid_flytting;2015;09;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;09;0-4;alle;prosent;32,0;
flyktning_botid_flytting;2015;09;5+;alle;prosent;68,0;
flyktning_botid_flytting;2015;09;0-4;ja;prosent;26,2;
flyktning_botid_flytting;2015;09;0-4;nei;prosent;1,8;
flyktning_botid_flytting;2015;09;0-4;uoppgitt;prosent;4,0;
flyktning_botid_flytting;2015;09;5+;ja;prosent;43,2;
flyktning_botid_flytting;2015;09;5+;nei;prosent;16,7;
flyktning_botid_flytting;2015;09;5+;uoppgitt;prosent;8,1;
flyktning_botid_flytting;2015;10;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;10;0-4;alle;prosent;25,9;
flyktning_botid_flytting;2015;10;5+;alle;prosent;74,1;
flyktning_botid_flytting;2015;10;0-4;ja;prosent;19,3;
flyktning_botid_flytting;2015;10;0-4;nei;prosent;2,5;
flyktning_botid_flytting;2015;10;0-4;uoppgitt;prosent;4,1;
flyktning_botid_flytting;2015;10;5+;ja;prosent;41,9;
flyktning_botid_flytting;2015;10;5+;nei;prosent;19,9;
flyktning_botid_flytting;2015;10;5+;uoppgitt;prosent;12,3;
flyktning_botid_flytting;2015;11;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;11;0-4;alle;prosent;22,3;
flyktning_botid_flytting;2015;11;5+;alle;prosent;77,7;
flyktning_botid_flytting;2015;11;0-4;ja;prosent;16,4;
flyktning_botid_flytting;2015;11;0-4;nei;prosent;2,0;
flyktning_botid_flytting;2015;11;0-4;uoppgitt;prosent;4,0;
flyktning_botid_flytting;2015;11;5+;ja;prosent;35,6;
flyktning_botid_flytting;2015;11;5+;nei;prosent;26,9;
flyktning_botid_flytting;2015;11;5+;uoppgitt;prosent;15,1;
flyktning_botid_flytting;2015;12;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;12;0-4;alle;prosent;25,1;
flyktning_botid_flytting;2015;12;5+;alle;prosent;74,9;
flyktning_botid_flytting;2015;12;0-4;ja;prosent;20,0;
flyktning_botid_flytting;2015;12;0-4;nei;prosent;1,3;
flyktning_botid_flytting;2015;12;0-4;uoppgitt;prosent;3,8;
flyktning_botid_flytting;2015;12;5+;ja;prosent;39,4;
flyktning_botid_flytting;2015;12;5+;nei;prosent;18,5;
flyktning_botid_flytting;2015;12;5+;uoppgitt;prosent;17,0;
flyktning_botid_flytting;2015;14;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;14;0-4;alle;prosent;54,1;
flyktning_botid_flytting;2015;14;5+;alle;prosent;45,9;
flyktning_botid_flytting;2015;14;0-4;ja;prosent;41,1;
flyktning_botid_flytting;2015;14;0-4;nei;prosent;4,9;
flyktning_botid_flytting;2015;14;0-4;uoppgitt;prosent;8,1;
flyktning_botid_flytting;2015;14;5+;ja;prosent;29,9;
flyktning_botid_flytting;2015;14;5+;nei;prosent;6,9;
flyktning_botid_flytting;2015;14;5+;uoppgitt;prosent;9,1;
flyktning_botid_flytting;2015;15;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;15;0-4;alle;prosent;44,3;
flyktning_botid_flytting;2015;15;5+;alle;prosent;55,7;
flyktning_botid_flytting;2015;15;0-4;ja;prosent;34,0;
flyktning_botid_flytting;2015;15;0-4;nei;prosent;4,3;
flyktning_botid_flytting;2015;15;0-4;uoppgitt;prosent;6,1;
flyktning_botid_flytting;2015;15;5+;ja;prosent;32,6;
flyktning_botid_flytting;2015;15;5+;nei;prosent;13,8;
flyktning_botid_flytting;2015;15;5+;uoppgitt;prosent;9,3;
flyktning_botid_flytting;2015;16;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;16;0-4;alle;prosent;26,7;
flyktning_botid_flytting;2015;16;5+;alle;prosent;73,3;
flyktning_botid_flytting;2015;16;0-4;ja;prosent;22,2;
flyktning_botid_flytting;2015;16;0-4;nei;prosent;1,5;
flyktning_botid_flytting;2015;16;0-4;uoppgitt;prosent;3,0;
flyktning_botid_flytting;2015;16;5+;ja;prosent;44,0;
flyktning_botid_flytting;2015;16;5+;nei;prosent;16,0;
flyktning_botid_flytting;2015;16;5+;uoppgitt;prosent;13,3;
flyktning_botid_flytting;2015;17;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;17;0-4;alle;prosent;56,7;
flyktning_botid_flytting;2015;17;5+;alle;prosent;43,3;
flyktning_botid_flytting;2015;17;0-4;ja;prosent;45,3;
flyktning_botid_flytting;2015;17;0-4;nei;prosent;4,0;
flyktning_botid_flytting;2015;17;0-4;uoppgitt;prosent;7,4;
flyktning_botid_flytting;2015;17;5+;ja;prosent;29,6;
flyktning_botid_flytting;2015;17;5+;nei;prosent;7,6;
flyktning_botid_flytting;2015;17;5+;uoppgitt;prosent;6,1;
flyktning_botid_flytting;2015;18;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;18;0-4;alle;prosent;58,9;
flyktning_botid_flytting;2015;18;5+;alle;prosent;41,1;
flyktning_botid_flytting;2015;18;0-4;ja;prosent;43,5;
flyktning_botid_flytting;2015;18;0-4;nei;prosent;5,3;
flyktning_botid_flytting;2015;18;0-4;uoppgitt;prosent;10,1;
flyktning_botid_flytting;2015;18;5+;ja;prosent;28,1;
flyktning_botid_flytting;2015;18;5+;nei;prosent;6,8;
flyktning_botid_flytting;2015;18;5+;uoppgitt;prosent;6,1;
flyktning_botid_flytting;2015;19;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;19;0-4;alle;prosent;56,1;
flyktning_botid_flytting;2015;19;5+;alle;prosent;43,9;
flyktning_botid_flytting;2015;19;0-4;ja;prosent;41,2;
flyktning_botid_flytting;2015;19;0-4;nei;prosent;5,7;
flyktning_botid_flytting;2015;19;0-4;uoppgitt;prosent;9,2;
flyktning_botid_flytting;2015;19;5+;ja;prosent;25,3;
flyktning_botid_flytting;2015;19;5+;nei;prosent;10,0;
flyktning_botid_flytting;2015;19;5+;uoppgitt;prosent;8,5;
flyktning_botid_flytting;2015;20;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;20;0-4;alle;prosent;53,2;
flyktning_botid_flytting;2015;20;5+;alle;prosent;46,8;
flyktning_botid_flytting;2015;20;0-4;ja;prosent;43,4;
flyktning_botid_flytting;2015;20;0-4;nei;prosent;3,2;
flyktning_botid_flytting;2015;20;0-4;uoppgitt;prosent;6,7;
flyktning_botid_flytting;2015;20;5+;ja;prosent;29,1;
flyktning_botid_flytting;2015;20;5+;nei;prosent;7,3;
flyktning_botid_flytting;2015;20;5+;uoppgitt;prosent;10,5;
