"tabell_navn","aar","naringsregion_nr","innvgrunn_6","kjonn","enhet","tabellvariabel"
"befolkning_innvandringsgrunn",2014,"07","familie","alle","personer",5274
"befolkning_innvandringsgrunn",2014,"07","annet","alle","personer",703
"befolkning_innvandringsgrunn",2014,"07","uoppgitt","alle","personer",7646
"befolkning_innvandringsgrunn",2014,"07","alle","1","personer",13273
"befolkning_innvandringsgrunn",2014,"07","arbeid","1","personer",4508
"befolkning_innvandringsgrunn",2014,"07","flukt","1","personer",2692
"befolkning_innvandringsgrunn",2014,"07","familie","1","personer",1832
"befolkning_innvandringsgrunn",2014,"07","annet","1","personer",187
"befolkning_innvandringsgrunn",2014,"07","uoppgitt","1","personer",4054
"befolkning_innvandringsgrunn",2014,"07","alle","0","personer",11724
"befolkning_innvandringsgrunn",2014,"07","arbeid","0","personer",1167
"befolkning_innvandringsgrunn",2014,"07","flukt","0","personer",3007
"befolkning_innvandringsgrunn",2014,"07","familie","0","personer",3442
"befolkning_innvandringsgrunn",2014,"07","annet","0","personer",516
"befolkning_innvandringsgrunn",2014,"07","uoppgitt","0","personer",3592
"befolkning_innvandringsgrunn",2014,"08","alle","alle","personer",11576
"befolkning_innvandringsgrunn",2014,"08","arbeid","alle","personer",3129
"befolkning_innvandringsgrunn",2014,"08","flukt","alle","personer",2106
"befolkning_innvandringsgrunn",2014,"08","familie","alle","personer",2928
"befolkning_innvandringsgrunn",2014,"08","annet","alle","personer",355
"befolkning_innvandringsgrunn",2014,"08","uoppgitt","alle","personer",3058
"befolkning_innvandringsgrunn",2014,"08","alle","1","personer",6080
"befolkning_innvandringsgrunn",2014,"08","arbeid","1","personer",2435
"befolkning_innvandringsgrunn",2014,"08","flukt","1","personer",1081
"befolkning_innvandringsgrunn",2014,"08","familie","1","personer",881
"befolkning_innvandringsgrunn",2014,"08","annet","1","personer",76
"befolkning_innvandringsgrunn",2014,"08","uoppgitt","1","personer",1607
"befolkning_innvandringsgrunn",2014,"08","alle","0","personer",5496
"befolkning_innvandringsgrunn",2014,"08","arbeid","0","personer",694
"befolkning_innvandringsgrunn",2014,"08","flukt","0","personer",1025
"befolkning_innvandringsgrunn",2014,"08","familie","0","personer",2047
"befolkning_innvandringsgrunn",2014,"08","annet","0","personer",279
"befolkning_innvandringsgrunn",2014,"08","uoppgitt","0","personer",1451
"befolkning_innvandringsgrunn",2014,"09","alle","alle","personer",151722
"befolkning_innvandringsgrunn",2014,"09","arbeid","alle","personer",28499
"befolkning_innvandringsgrunn",2014,"09","flukt","alle","personer",32924
"befolkning_innvandringsgrunn",2014,"09","familie","alle","personer",30966
"befolkning_innvandringsgrunn",2014,"09","annet","alle","personer",8955
"befolkning_innvandringsgrunn",2014,"09","uoppgitt","alle","personer",50378
"befolkning_innvandringsgrunn",2014,"09","alle","1","personer",79312
"befolkning_innvandringsgrunn",2014,"09","arbeid","1","personer",20702
"befolkning_innvandringsgrunn",2014,"09","flukt","1","personer",16164
"befolkning_innvandringsgrunn",2014,"09","familie","1","personer",12197
"befolkning_innvandringsgrunn",2014,"09","annet","1","personer",3072
"befolkning_innvandringsgrunn",2014,"09","uoppgitt","1","personer",27177
"befolkning_innvandringsgrunn",2014,"09","alle","0","personer",72410
"befolkning_innvandringsgrunn",2014,"09","arbeid","0","personer",7797
"befolkning_innvandringsgrunn",2014,"09","flukt","0","personer",16760
"befolkning_innvandringsgrunn",2014,"09","familie","0","personer",18769
"befolkning_innvandringsgrunn",2014,"09","annet","0","personer",5883
"befolkning_innvandringsgrunn",2014,"09","uoppgitt","0","personer",23201
"befolkning_innvandringsgrunn",2014,"10","alle","alle","personer",1092
"befolkning_innvandringsgrunn",2014,"10","arbeid","alle","personer",314
"befolkning_innvandringsgrunn",2014,"10","flukt","alle","personer",299
"befolkning_innvandringsgrunn",2014,"10","familie","alle","personer",277
"befolkning_innvandringsgrunn",2014,"10","annet","alle","personer",28
"befolkning_innvandringsgrunn",2014,"10","uoppgitt","alle","personer",174
"befolkning_innvandringsgrunn",2014,"10","alle","1","personer",556
"befolkning_innvandringsgrunn",2014,"10","arbeid","1","personer",208
"befolkning_innvandringsgrunn",2014,"10","flukt","1","personer",162
"befolkning_innvandringsgrunn",2014,"10","familie","1","personer",97
"befolkning_innvandringsgrunn",2014,"10","annet","1","personer",11
"befolkning_innvandringsgrunn",2014,"10","uoppgitt","1","personer",78
"befolkning_innvandringsgrunn",2014,"10","alle","0","personer",536
"befolkning_innvandringsgrunn",2014,"10","arbeid","0","personer",106
"befolkning_innvandringsgrunn",2014,"10","flukt","0","personer",137
"befolkning_innvandringsgrunn",2014,"10","familie","0","personer",180
"befolkning_innvandringsgrunn",2014,"10","annet","0","personer",17
"befolkning_innvandringsgrunn",2014,"10","uoppgitt","0","personer",96
"befolkning_innvandringsgrunn",2014,"11","alle","alle","personer",3686
"befolkning_innvandringsgrunn",2014,"11","arbeid","alle","personer",584
"befolkning_innvandringsgrunn",2014,"11","flukt","alle","personer",1043
"befolkning_innvandringsgrunn",2014,"11","familie","alle","personer",866
"befolkning_innvandringsgrunn",2014,"11","annet","alle","personer",81
"befolkning_innvandringsgrunn",2014,"11","uoppgitt","alle","personer",1112
"befolkning_innvandringsgrunn",2014,"11","alle","1","personer",1809
"befolkning_innvandringsgrunn",2014,"11","arbeid","1","personer",451
"befolkning_innvandringsgrunn",2014,"11","flukt","1","personer",571
"befolkning_innvandringsgrunn",2014,"11","familie","1","personer",236
"befolkning_innvandringsgrunn",2014,"11","annet","1","personer",18
"befolkning_innvandringsgrunn",2014,"11","uoppgitt","1","personer",533
"befolkning_innvandringsgrunn",2014,"11","alle","0","personer",1877
"befolkning_innvandringsgrunn",2014,"11","arbeid","0","personer",133
"befolkning_innvandringsgrunn",2014,"11","flukt","0","personer",472
"befolkning_innvandringsgrunn",2014,"11","familie","0","personer",630
"befolkning_innvandringsgrunn",2014,"11","annet","0","personer",63
"befolkning_innvandringsgrunn",2014,"11","uoppgitt","0","personer",579
"befolkning_innvandringsgrunn",2014,"12","alle","alle","personer",7106
"befolkning_innvandringsgrunn",2014,"12","arbeid","alle","personer",1619
"befolkning_innvandringsgrunn",2014,"12","flukt","alle","personer",2181
"befolkning_innvandringsgrunn",2014,"12","familie","alle","personer",1493
"befolkning_innvandringsgrunn",2014,"12","annet","alle","personer",251
"befolkning_innvandringsgrunn",2014,"12","uoppgitt","alle","personer",1562
"befolkning_innvandringsgrunn",2014,"12","alle","1","personer",3665
"befolkning_innvandringsgrunn",2014,"12","arbeid","1","personer",1212
"befolkning_innvandringsgrunn",2014,"12","flukt","1","personer",1157
"befolkning_innvandringsgrunn",2014,"12","familie","1","personer",459
"befolkning_innvandringsgrunn",2014,"12","annet","1","personer",86
"befolkning_innvandringsgrunn",2014,"12","uoppgitt","1","personer",751
"befolkning_innvandringsgrunn",2014,"12","alle","0","personer",3441
"befolkning_innvandringsgrunn",2014,"12","arbeid","0","personer",407
"befolkning_innvandringsgrunn",2014,"12","flukt","0","personer",1024
"befolkning_innvandringsgrunn",2014,"12","familie","0","personer",1034
"befolkning_innvandringsgrunn",2014,"12","annet","0","personer",165
"befolkning_innvandringsgrunn",2014,"12","uoppgitt","0","personer",811
"befolkning_innvandringsgrunn",2014,"13","alle","alle","personer",2899
"befolkning_innvandringsgrunn",2014,"13","arbeid","alle","personer",498
"befolkning_innvandringsgrunn",2014,"13","flukt","alle","personer",1005
"befolkning_innvandringsgrunn",2014,"13","familie","alle","personer",573
"befolkning_innvandringsgrunn",2014,"13","annet","alle","personer",119
"befolkning_innvandringsgrunn",2014,"13","uoppgitt","alle","personer",704
"befolkning_innvandringsgrunn",2014,"13","alle","1","personer",1460
"befolkning_innvandringsgrunn",2014,"13","arbeid","1","personer",343
"befolkning_innvandringsgrunn",2014,"13","flukt","1","personer",568
"befolkning_innvandringsgrunn",2014,"13","familie","1","personer",166
"befolkning_innvandringsgrunn",2014,"13","annet","1","personer",38
"befolkning_innvandringsgrunn",2014,"13","uoppgitt","1","personer",345
"befolkning_innvandringsgrunn",2014,"13","alle","0","personer",1439
"befolkning_innvandringsgrunn",2014,"13","arbeid","0","personer",155
"befolkning_innvandringsgrunn",2014,"13","flukt","0","personer",437
"befolkning_innvandringsgrunn",2014,"13","familie","0","personer",407
"befolkning_innvandringsgrunn",2014,"13","annet","0","personer",81
"befolkning_innvandringsgrunn",2014,"13","uoppgitt","0","personer",359
"befolkning_innvandringsgrunn",2014,"14","alle","alle","personer",5524
"befolkning_innvandringsgrunn",2014,"14","arbeid","alle","personer",1234
"befolkning_innvandringsgrunn",2014,"14","flukt","alle","personer",1978
"befolkning_innvandringsgrunn",2014,"14","familie","alle","personer",1149
"befolkning_innvandringsgrunn",2014,"14","annet","alle","personer",212
"befolkning_innvandringsgrunn",2014,"14","uoppgitt","alle","personer",951
"befolkning_innvandringsgrunn",2014,"14","alle","1","personer",2850
"befolkning_innvandringsgrunn",2014,"14","arbeid","1","personer",917
"befolkning_innvandringsgrunn",2014,"14","flukt","1","personer",1044
"befolkning_innvandringsgrunn",2014,"14","familie","1","personer",343
"befolkning_innvandringsgrunn",2014,"14","annet","1","personer",82
"befolkning_innvandringsgrunn",2014,"14","uoppgitt","1","personer",464
"befolkning_innvandringsgrunn",2014,"14","alle","0","personer",2674
"befolkning_innvandringsgrunn",2014,"14","arbeid","0","personer",317
"befolkning_innvandringsgrunn",2014,"14","flukt","0","personer",934
"befolkning_innvandringsgrunn",2014,"14","familie","0","personer",806
"befolkning_innvandringsgrunn",2014,"14","annet","0","personer",130
"befolkning_innvandringsgrunn",2014,"14","uoppgitt","0","personer",487
"befolkning_innvandringsgrunn",2014,"15","alle","alle","personer",2182
"befolkning_innvandringsgrunn",2014,"15","arbeid","alle","personer",519
"befolkning_innvandringsgrunn",2014,"15","flukt","alle","personer",680
"befolkning_innvandringsgrunn",2014,"15","familie","alle","personer",455
"befolkning_innvandringsgrunn",2014,"15","annet","alle","personer",43
"befolkning_innvandringsgrunn",2014,"15","uoppgitt","alle","personer",485
"befolkning_innvandringsgrunn",2014,"15","alle","1","personer",1145
"befolkning_innvandringsgrunn",2014,"15","arbeid","1","personer",380
"befolkning_innvandringsgrunn",2014,"15","flukt","1","personer",361
"befolkning_innvandringsgrunn",2014,"15","familie","1","personer",142
"befolkning_innvandringsgrunn",2014,"15","annet","1","personer",11
"befolkning_innvandringsgrunn",2014,"15","uoppgitt","1","personer",251
"befolkning_innvandringsgrunn",2014,"15","alle","0","personer",1037
"befolkning_innvandringsgrunn",2014,"15","arbeid","0","personer",139
"befolkning_innvandringsgrunn",2014,"15","flukt","0","personer",319
"befolkning_innvandringsgrunn",2014,"15","familie","0","personer",313
"befolkning_innvandringsgrunn",2014,"15","annet","0","personer",32
"befolkning_innvandringsgrunn",2014,"15","uoppgitt","0","personer",234
"befolkning_innvandringsgrunn",2014,"16","alle","alle","personer",3303
"befolkning_innvandringsgrunn",2014,"16","arbeid","alle","personer",677
"befolkning_innvandringsgrunn",2014,"16","flukt","alle","personer",1125
"befolkning_innvandringsgrunn",2014,"16","familie","alle","personer",540
"befolkning_innvandringsgrunn",2014,"16","annet","alle","personer",122
"befolkning_innvandringsgrunn",2014,"16","uoppgitt","alle","personer",839
"befolkning_innvandringsgrunn",2014,"16","alle","1","personer",1675
"befolkning_innvandringsgrunn",2014,"16","arbeid","1","personer",486
"befolkning_innvandringsgrunn",2014,"16","flukt","1","personer",570
"befolkning_innvandringsgrunn",2014,"16","familie","1","personer",172
"befolkning_innvandringsgrunn",2014,"16","annet","1","personer",48
"befolkning_innvandringsgrunn",2014,"16","uoppgitt","1","personer",399
"befolkning_innvandringsgrunn",2014,"16","alle","0","personer",1628
"befolkning_innvandringsgrunn",2014,"16","arbeid","0","personer",191
"befolkning_innvandringsgrunn",2014,"16","flukt","0","personer",555
"befolkning_innvandringsgrunn",2014,"16","familie","0","personer",368
"befolkning_innvandringsgrunn",2014,"16","annet","0","personer",74
"befolkning_innvandringsgrunn",2014,"16","uoppgitt","0","personer",440
"befolkning_innvandringsgrunn",2014,"17","alle","alle","personer",900
"befolkning_innvandringsgrunn",2014,"17","arbeid","alle","personer",333
"befolkning_innvandringsgrunn",2014,"17","flukt","alle","personer",202
"befolkning_innvandringsgrunn",2014,"17","familie","alle","personer",222
"befolkning_innvandringsgrunn",2014,"17","annet","alle","personer",18
"befolkning_innvandringsgrunn",2014,"17","uoppgitt","alle","personer",125
"befolkning_innvandringsgrunn",2014,"17","alle","1","personer",496
"befolkning_innvandringsgrunn",2014,"17","arbeid","1","personer",257
"befolkning_innvandringsgrunn",2014,"17","flukt","1","personer",116
"befolkning_innvandringsgrunn",2014,"17","familie","1","personer",64
"befolkning_innvandringsgrunn",2014,"17","annet","1","personer",4
"befolkning_innvandringsgrunn",2014,"17","uoppgitt","1","personer",55
"befolkning_innvandringsgrunn",2014,"17","alle","0","personer",404
"befolkning_innvandringsgrunn",2014,"17","arbeid","0","personer",76
"befolkning_innvandringsgrunn",2014,"17","flukt","0","personer",86
"befolkning_innvandringsgrunn",2014,"17","familie","0","personer",158
"befolkning_innvandringsgrunn",2014,"17","annet","0","personer",14
"befolkning_innvandringsgrunn",2014,"17","uoppgitt","0","personer",70
"befolkning_innvandringsgrunn",2014,"18","alle","alle","personer",1052
"befolkning_innvandringsgrunn",2014,"18","arbeid","alle","personer",316
"befolkning_innvandringsgrunn",2014,"18","flukt","alle","personer",343
"befolkning_innvandringsgrunn",2014,"18","familie","alle","personer",232
"befolkning_innvandringsgrunn",2014,"18","annet","alle","personer",25
"befolkning_innvandringsgrunn",2014,"18","uoppgitt","alle","personer",136
"befolkning_innvandringsgrunn",2014,"18","alle","1","personer",548
"befolkning_innvandringsgrunn",2014,"18","arbeid","1","personer",221
"befolkning_innvandringsgrunn",2014,"18","flukt","1","personer",183
"befolkning_innvandringsgrunn",2014,"18","familie","1","personer",61
"befolkning_innvandringsgrunn",2014,"18","annet","1","personer",10
"befolkning_innvandringsgrunn",2014,"18","uoppgitt","1","personer",73
"befolkning_innvandringsgrunn",2014,"18","alle","0","personer",504
"befolkning_innvandringsgrunn",2014,"18","arbeid","0","personer",95
"befolkning_innvandringsgrunn",2014,"18","flukt","0","personer",160
"befolkning_innvandringsgrunn",2014,"18","familie","0","personer",171
"befolkning_innvandringsgrunn",2014,"18","annet","0","personer",15
"befolkning_innvandringsgrunn",2014,"18","uoppgitt","0","personer",63
"befolkning_innvandringsgrunn",2014,"19","alle","alle","personer",1489
"befolkning_innvandringsgrunn",2014,"19","arbeid","alle","personer",477
"befolkning_innvandringsgrunn",2014,"19","flukt","alle","personer",364
"befolkning_innvandringsgrunn",2014,"19","familie","alle","personer",335
"befolkning_innvandringsgrunn",2014,"19","annet","alle","personer",45
"befolkning_innvandringsgrunn",2014,"19","uoppgitt","alle","personer",268
"befolkning_innvandringsgrunn",2014,"19","alle","1","personer",818
"befolkning_innvandringsgrunn",2014,"19","arbeid","1","personer",330
"befolkning_innvandringsgrunn",2014,"19","flukt","1","personer",234
"befolkning_innvandringsgrunn",2014,"19","familie","1","personer",122
"befolkning_innvandringsgrunn",2014,"19","annet","1","personer",10
"befolkning_innvandringsgrunn",2014,"19","uoppgitt","1","personer",122
"befolkning_innvandringsgrunn",2014,"19","alle","0","personer",671
"befolkning_innvandringsgrunn",2014,"19","arbeid","0","personer",147
"befolkning_innvandringsgrunn",2014,"19","flukt","0","personer",130
"befolkning_innvandringsgrunn",2014,"19","familie","0","personer",213
"befolkning_innvandringsgrunn",2014,"19","annet","0","personer",35
"befolkning_innvandringsgrunn",2014,"19","uoppgitt","0","personer",146
"befolkning_innvandringsgrunn",2014,"20","alle","alle","personer",26941
"befolkning_innvandringsgrunn",2014,"20","arbeid","alle","personer",6363
"befolkning_innvandringsgrunn",2014,"20","flukt","alle","personer",6848
"befolkning_innvandringsgrunn",2014,"20","familie","alle","personer",6111
"befolkning_innvandringsgrunn",2014,"20","annet","alle","personer",653
"befolkning_innvandringsgrunn",2014,"20","uoppgitt","alle","personer",6966
"befolkning_innvandringsgrunn",2014,"20","alle","1","personer",14149
"befolkning_innvandringsgrunn",2014,"20","arbeid","1","personer",4929
"befolkning_innvandringsgrunn",2014,"20","flukt","1","personer",3425
"befolkning_innvandringsgrunn",2014,"20","familie","1","personer",2055
"befolkning_innvandringsgrunn",2014,"20","annet","1","personer",136
"befolkning_innvandringsgrunn",2014,"20","uoppgitt","1","personer",3604
"befolkning_innvandringsgrunn",2014,"20","alle","0","personer",12792
"befolkning_innvandringsgrunn",2014,"20","arbeid","0","personer",1434
"befolkning_innvandringsgrunn",2014,"20","flukt","0","personer",3423
"befolkning_innvandringsgrunn",2014,"20","familie","0","personer",4056
"befolkning_innvandringsgrunn",2014,"20","annet","0","personer",517
"befolkning_innvandringsgrunn",2014,"20","uoppgitt","0","personer",3362
"befolkning_innvandringsgrunn",2014,"21","alle","alle","personer",2587
"befolkning_innvandringsgrunn",2014,"21","arbeid","alle","personer",860
"befolkning_innvandringsgrunn",2014,"21","flukt","alle","personer",507
"befolkning_innvandringsgrunn",2014,"21","familie","alle","personer",555
"befolkning_innvandringsgrunn",2014,"21","annet","alle","personer",58
"befolkning_innvandringsgrunn",2014,"21","uoppgitt","alle","personer",607
"befolkning_innvandringsgrunn",2014,"21","alle","1","personer",1340
"befolkning_innvandringsgrunn",2014,"21","arbeid","1","personer",594
"befolkning_innvandringsgrunn",2014,"21","flukt","1","personer",281
"befolkning_innvandringsgrunn",2014,"21","familie","1","personer",180
"befolkning_innvandringsgrunn",2014,"21","annet","1","personer",10
"befolkning_innvandringsgrunn",2014,"21","uoppgitt","1","personer",275
"befolkning_innvandringsgrunn",2014,"21","alle","0","personer",1247
"befolkning_innvandringsgrunn",2014,"21","arbeid","0","personer",266
"befolkning_innvandringsgrunn",2014,"21","flukt","0","personer",226
"befolkning_innvandringsgrunn",2014,"21","familie","0","personer",375
"befolkning_innvandringsgrunn",2014,"21","annet","0","personer",48
"befolkning_innvandringsgrunn",2014,"21","uoppgitt","0","personer",332
"befolkning_innvandringsgrunn",2014,"22","alle","alle","personer",3955
"befolkning_innvandringsgrunn",2014,"22","arbeid","alle","personer",1023
"befolkning_innvandringsgrunn",2014,"22","flukt","alle","personer",873
"befolkning_innvandringsgrunn",2014,"22","familie","alle","personer",1025
"befolkning_innvandringsgrunn",2014,"22","annet","alle","personer",174
"befolkning_innvandringsgrunn",2014,"22","uoppgitt","alle","personer",860
"befolkning_innvandringsgrunn",2014,"22","alle","1","personer",2018
"befolkning_innvandringsgrunn",2014,"22","arbeid","1","personer",748
"befolkning_innvandringsgrunn",2014,"22","flukt","1","personer",487
"befolkning_innvandringsgrunn",2014,"22","familie","1","personer",299
"befolkning_innvandringsgrunn",2014,"22","annet","1","personer",59
"befolkning_innvandringsgrunn",2014,"22","uoppgitt","1","personer",425
"befolkning_innvandringsgrunn",2014,"22","alle","0","personer",1937
"befolkning_innvandringsgrunn",2014,"22","arbeid","0","personer",275
"befolkning_innvandringsgrunn",2014,"22","flukt","0","personer",386
"befolkning_innvandringsgrunn",2014,"22","familie","0","personer",726
"befolkning_innvandringsgrunn",2014,"22","annet","0","personer",115
"befolkning_innvandringsgrunn",2014,"22","uoppgitt","0","personer",435
"befolkning_innvandringsgrunn",2014,"23","alle","alle","personer",1554
"befolkning_innvandringsgrunn",2014,"23","arbeid","alle","personer",497
"befolkning_innvandringsgrunn",2014,"23","flukt","alle","personer",326
"befolkning_innvandringsgrunn",2014,"23","familie","alle","personer",425
"befolkning_innvandringsgrunn",2014,"23","annet","alle","personer",30
"befolkning_innvandringsgrunn",2014,"23","uoppgitt","alle","personer",276
"befolkning_innvandringsgrunn",2014,"23","alle","1","personer",802
"befolkning_innvandringsgrunn",2014,"23","arbeid","1","personer",377
"befolkning_innvandringsgrunn",2014,"23","flukt","1","personer",170
"befolkning_innvandringsgrunn",2014,"23","familie","1","personer",116
"befolkning_innvandringsgrunn",2014,"23","annet","1","personer",5
"befolkning_innvandringsgrunn",2014,"23","uoppgitt","1","personer",134
"befolkning_innvandringsgrunn",2014,"23","alle","0","personer",752
