"kommune_nr","barnikommune","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"1417","alle","1_5","personer","137","2014","barnehagedeltakelse"
"1418","alle","1_5","personer","56","2014","barnehagedeltakelse"
"1419","alle","1_5","personer","133","2014","barnehagedeltakelse"
"1420","alle","1_5","personer","454","2014","barnehagedeltakelse"
"1421","alle","1_5","personer","72","2014","barnehagedeltakelse"
"1422","alle","1_5","personer","95","2014","barnehagedeltakelse"
"1424","alle","1_5","personer","267","2014","barnehagedeltakelse"
"1426","alle","1_5","personer","283","2014","barnehagedeltakelse"
"1428","alle","1_5","personer","161","2014","barnehagedeltakelse"
"1429","alle","1_5","personer","182","2014","barnehagedeltakelse"
"1430","alle","1_5","personer","206","2014","barnehagedeltakelse"
"1431","alle","1_5","personer","199","2014","barnehagedeltakelse"
"1432","alle","1_5","personer","901","2014","barnehagedeltakelse"
"1433","alle","1_5","personer","179","2014","barnehagedeltakelse"
"1438","alle","1_5","personer","190","2014","barnehagedeltakelse"
"1439","alle","1_5","personer","359","2014","barnehagedeltakelse"
"1441","alle","1_5","personer","123","2014","barnehagedeltakelse"
"1443","alle","1_5","personer","366","2014","barnehagedeltakelse"
"1444","alle","1_5","personer","69","2014","barnehagedeltakelse"
"1445","alle","1_5","personer","308","2014","barnehagedeltakelse"
"1449","alle","1_5","personer","445","2014","barnehagedeltakelse"
"1502","alle","1_5","personer","1533","2014","barnehagedeltakelse"
"1504","alle","1_5","personer","2805","2014","barnehagedeltakelse"
"1505","alle","1_5","personer","1389","2014","barnehagedeltakelse"
"1511","alle","1_5","personer","140","2014","barnehagedeltakelse"
"1514","alle","1_5","personer","113","2014","barnehagedeltakelse"
"1515","alle","1_5","personer","516","2014","barnehagedeltakelse"
"1516","alle","1_5","personer","535","2014","barnehagedeltakelse"
"1517","alle","1_5","personer","317","2014","barnehagedeltakelse"
"1519","alle","1_5","personer","508","2014","barnehagedeltakelse"
"1520","alle","1_5","personer","670","2014","barnehagedeltakelse"
"1523","alle","1_5","personer","138","2014","barnehagedeltakelse"
"1524","alle","1_5","personer","89","2014","barnehagedeltakelse"
"1525","alle","1_5","personer","235","2014","barnehagedeltakelse"
"1526","alle","1_5","personer","51","2014","barnehagedeltakelse"
"1528","alle","1_5","personer","453","2014","barnehagedeltakelse"
"1529","alle","1_5","personer","351","2014","barnehagedeltakelse"
"1531","alle","1_5","personer","717","2014","barnehagedeltakelse"
"1532","alle","1_5","personer","559","2014","barnehagedeltakelse"
"1534","alle","1_5","personer","546","2014","barnehagedeltakelse"
"1535","alle","1_5","personer","339","2014","barnehagedeltakelse"
"1539","alle","1_5","personer","442","2014","barnehagedeltakelse"
"1543","alle","1_5","personer","137","2014","barnehagedeltakelse"
"1545","alle","1_5","personer","134","2014","barnehagedeltakelse"
"1546","alle","1_5","personer","71","2014","barnehagedeltakelse"
"1547","alle","1_5","personer","226","2014","barnehagedeltakelse"
"1548","alle","1_5","personer","585","2014","barnehagedeltakelse"
"1551","alle","1_5","personer","217","2014","barnehagedeltakelse"
"1554","alle","1_5","personer","348","2014","barnehagedeltakelse"
"1557","alle","1_5","personer","126","2014","barnehagedeltakelse"
"1560","alle","1_5","personer","146","2014","barnehagedeltakelse"
"1563","alle","1_5","personer","316","2014","barnehagedeltakelse"
"1566","alle","1_5","personer","285","2014","barnehagedeltakelse"
"1567","alle","1_5","personer","103","2014","barnehagedeltakelse"
"1571","alle","1_5","personer","64","2014","barnehagedeltakelse"
"1573","alle","1_5","personer","106","2014","barnehagedeltakelse"
"1576","alle","1_5","personer","169","2014","barnehagedeltakelse"
"1601","alle","1_5","personer","11407","2014","barnehagedeltakelse"
"1612","alle","1_5","personer","225","2014","barnehagedeltakelse"
"1613","alle","1_5","personer","39","2014","barnehagedeltakelse"
"1617","alle","1_5","personer","204","2014","barnehagedeltakelse"
"1620","alle","1_5","personer","275","2014","barnehagedeltakelse"
"1621","alle","1_5","personer","278","2014","barnehagedeltakelse"
"1622","alle","1_5","personer","74","2014","barnehagedeltakelse"
"1624","alle","1_5","personer","359","2014","barnehagedeltakelse"
"1627","alle","1_5","personer","284","2014","barnehagedeltakelse"
"1630","alle","1_5","personer","125","2014","barnehagedeltakelse"
"1632","alle","1_5","personer","41","2014","barnehagedeltakelse"
"1633","alle","1_5","personer","46","2014","barnehagedeltakelse"
"1634","alle","1_5","personer","401","2014","barnehagedeltakelse"
"1635","alle","1_5","personer","104","2014","barnehagedeltakelse"
"1636","alle","1_5","personer","214","2014","barnehagedeltakelse"
"1638","alle","1_5","personer","744","2014","barnehagedeltakelse"
"1640","alle","1_5","personer","243","2014","barnehagedeltakelse"
"1644","alle","1_5","personer","76","2014","barnehagedeltakelse"
"1648","alle","1_5","personer","371","2014","barnehagedeltakelse"
"1653","alle","1_5","personer","1040","2014","barnehagedeltakelse"
"1657","alle","1_5","personer","630","2014","barnehagedeltakelse"
"1662","alle","1_5","personer","415","2014","barnehagedeltakelse"
"1663","alle","1_5","personer","935","2014","barnehagedeltakelse"
"1664","alle","1_5","personer","200","2014","barnehagedeltakelse"
"1665","alle","1_5","personer","43","2014","barnehagedeltakelse"
"1702","alle","1_5","personer","1252","2014","barnehagedeltakelse"
"1703","alle","1_5","personer","794","2014","barnehagedeltakelse"
"1711","alle","1_5","personer","132","2014","barnehagedeltakelse"
"1714","alle","1_5","personer","1488","2014","barnehagedeltakelse"
"1717","alle","1_5","personer","151","2014","barnehagedeltakelse"
"1718","alle","1_5","personer","193","2014","barnehagedeltakelse"
"1719","alle","1_5","personer","1173","2014","barnehagedeltakelse"
"1721","alle","1_5","personer","858","2014","barnehagedeltakelse"
"1724","alle","1_5","personer","122","2014","barnehagedeltakelse"
"1725","alle","1_5","personer","78","2014","barnehagedeltakelse"
"1736","alle","1_5","personer","105","2014","barnehagedeltakelse"
"1738","alle","1_5","personer","57","2014","barnehagedeltakelse"
"1739","alle","1_5","personer","18","2014","barnehagedeltakelse"
"1740","alle","1_5","personer","45","2014","barnehagedeltakelse"
"1742","alle","1_5","personer","146","2014","barnehagedeltakelse"
"1743","alle","1_5","personer","73","2014","barnehagedeltakelse"
"1744","alle","1_5","personer","275","2014","barnehagedeltakelse"
"1748","alle","1_5","personer","25","2014","barnehagedeltakelse"
"1749","alle","1_5","personer","42","2014","barnehagedeltakelse"
"1750","alle","1_5","personer","281","2014","barnehagedeltakelse"
"1751","alle","1_5","personer","294","2014","barnehagedeltakelse"
"1755","alle","1_5","personer","22","2014","barnehagedeltakelse"
"1756","alle","1_5","personer","370","2014","barnehagedeltakelse"
"1804","alle","1_5","personer","3081","2014","barnehagedeltakelse"
"1805","alle","1_5","personer","1055","2014","barnehagedeltakelse"
"1811","alle","1_5","personer","75","2014","barnehagedeltakelse"
"1812","alle","1_5","personer","106","2014","barnehagedeltakelse"
"1813","alle","1_5","personer","504","2014","barnehagedeltakelse"
"1815","alle","1_5","personer","46","2014","barnehagedeltakelse"
"1816","alle","1_5","personer","28","2014","barnehagedeltakelse"
"1818","alle","1_5","personer","77","2014","barnehagedeltakelse"
"1820","alle","1_5","personer","400","2014","barnehagedeltakelse"
"1822","alle","1_5","personer","139","2014","barnehagedeltakelse"
"1824","alle","1_5","personer","722","2014","barnehagedeltakelse"
"1825","alle","1_5","personer","67","2014","barnehagedeltakelse"
"1826","alle","1_5","personer","71","2014","barnehagedeltakelse"
"1827","alle","1_5","personer","74","2014","barnehagedeltakelse"
"1828","alle","1_5","personer","103","2014","barnehagedeltakelse"
"1832","alle","1_5","personer","234","2014","barnehagedeltakelse"
"1833","alle","1_5","personer","1475","2014","barnehagedeltakelse"
"1834","alle","1_5","personer","116","2014","barnehagedeltakelse"
"1835","alle","1_5","personer","23","2014","barnehagedeltakelse"
"1836","alle","1_5","personer","72","2014","barnehagedeltakelse"
"1837","alle","1_5","personer","367","2014","barnehagedeltakelse"
"1838","alle","1_5","personer","94","2014","barnehagedeltakelse"
"1839","alle","1_5","personer","41","2014","barnehagedeltakelse"
"1840","alle","1_5","personer","242","2014","barnehagedeltakelse"
"1841","alle","1_5","personer","468","2014","barnehagedeltakelse"
"1845","alle","1_5","personer","72","2014","barnehagedeltakelse"
"1848","alle","1_5","personer","96","2014","barnehagedeltakelse"
"1849","alle","1_5","personer","90","2014","barnehagedeltakelse"
"1850","alle","1_5","personer","91","2014","barnehagedeltakelse"
"1851","alle","1_5","personer","95","2014","barnehagedeltakelse"
"1852","alle","1_5","personer","66","2014","barnehagedeltakelse"
"1853","alle","1_5","personer","71","2014","barnehagedeltakelse"
"1854","alle","1_5","personer","120","2014","barnehagedeltakelse"
"1856","alle","1_5","personer","25","2014","barnehagedeltakelse"
"1857","alle","1_5","personer","40","2014","barnehagedeltakelse"
"1859","alle","1_5","personer","60","2014","barnehagedeltakelse"
"1860","alle","1_5","personer","672","2014","barnehagedeltakelse"
"1865","alle","1_5","personer","481","2014","barnehagedeltakelse"
"1866","alle","1_5","personer","425","2014","barnehagedeltakelse"
"1867","alle","1_5","personer","87","2014","barnehagedeltakelse"
"1868","alle","1_5","personer","242","2014","barnehagedeltakelse"
"1870","alle","1_5","personer","605","2014","barnehagedeltakelse"
"1871","alle","1_5","personer","239","2014","barnehagedeltakelse"
"1874","alle","1_5","personer","44","2014","barnehagedeltakelse"
"1902","alle","1_5","personer","4471","2014","barnehagedeltakelse"
"1903","alle","1_5","personer","1432","2014","barnehagedeltakelse"
"1911","alle","1_5","personer","162","2014","barnehagedeltakelse"
"1913","alle","1_5","personer","152","2014","barnehagedeltakelse"
"1917","alle","1_5","personer","52","2014","barnehagedeltakelse"
"1919","alle","1_5","personer","41","2014","barnehagedeltakelse"
"1920","alle","1_5","personer","64","2014","barnehagedeltakelse"
"1922","alle","1_5","personer","244","2014","barnehagedeltakelse"
"1923","alle","1_5","personer","94","2014","barnehagedeltakelse"
"1924","alle","1_5","personer","342","2014","barnehagedeltakelse"
"1925","alle","1_5","personer","187","2014","barnehagedeltakelse"
"1926","alle","1_5","personer","50","2014","barnehagedeltakelse"
"1927","alle","1_5","personer","81","2014","barnehagedeltakelse"
"1928","alle","1_5","personer","32","2014","barnehagedeltakelse"
"1929","alle","1_5","personer","47","2014","barnehagedeltakelse"
"1931","alle","1_5","personer","700","2014","barnehagedeltakelse"
"1933","alle","1_5","personer","252","2014","barnehagedeltakelse"
"1936","alle","1_5","personer","95","2014","barnehagedeltakelse"
"1938","alle","1_5","personer","112","2014","barnehagedeltakelse"
"1939","alle","1_5","personer","93","2014","barnehagedeltakelse"
"1940","alle","1_5","personer","90","2014","barnehagedeltakelse"
"1941","alle","1_5","personer","137","2014","barnehagedeltakelse"
"1942","alle","1_5","personer","272","2014","barnehagedeltakelse"
"1943","alle","1_5","personer","52","2014","barnehagedeltakelse"
"2002","alle","1_5","personer","85","2014","barnehagedeltakelse"
"2003","alle","1_5","personer","301","2014","barnehagedeltakelse"
"2004","alle","1_5","personer","694","2014","barnehagedeltakelse"
"2011","alle","1_5","personer","179","2014","barnehagedeltakelse"
"2012","alle","1_5","personer","1350","2014","barnehagedeltakelse"
"2014","alle","1_5","personer","30","2014","barnehagedeltakelse"
"2015","alle","1_5","personer","61","2014","barnehagedeltakelse"
"2017","alle","1_5","personer","45","2014","barnehagedeltakelse"
"2018","alle","1_5","personer","47","2014","barnehagedeltakelse"
"2019","alle","1_5","personer","139","2014","barnehagedeltakelse"
"2020","alle","1_5","personer","181","2014","barnehagedeltakelse"
"2021","alle","1_5","personer","120","2014","barnehagedeltakelse"
"2022","alle","1_5","personer","56","2014","barnehagedeltakelse"
"2023","alle","1_5","personer","44","2014","barnehagedeltakelse"
"2024","alle","1_5","personer","31","2014","barnehagedeltakelse"
"2025","alle","1_5","personer","123","2014","barnehagedeltakelse"
"2027","alle","1_5","personer","60","2014","barnehagedeltakelse"
"2028","alle","1_5","personer","109","2014","barnehagedeltakelse"
"2030","alle","1_5","personer","531","2014","barnehagedeltakelse"
"0101","alle","1","personer","309","2014","barnehagedeltakelse"
"0104","alle","1","personer","337","2014","barnehagedeltakelse"
"0105","alle","1","personer","579","2014","barnehagedeltakelse"
"0106","alle","1","personer","817","2014","barnehagedeltakelse"
"0111","alle","1","personer","33","2014","barnehagedeltakelse"
"0118","alle","1","personer","13","2014","barnehagedeltakelse"
"0119","alle","1","personer","21","2014","barnehagedeltakelse"
"0121","alle","1","personer","5","2014","barnehagedeltakelse"
"0122","alle","1","personer","56","2014","barnehagedeltakelse"
"0123","alle","1","personer","64","2014","barnehagedeltakelse"
"0124","alle","1","personer","147","2014","barnehagedeltakelse"
"0125","alle","1","personer","109","2014","barnehagedeltakelse"
"0127","alle","1","personer","46","2014","barnehagedeltakelse"
"0128","alle","1","personer","89","2014","barnehagedeltakelse"
"0135","alle","1","personer","68","2014","barnehagedeltakelse"
"0136","alle","1","personer","131","2014","barnehagedeltakelse"
"0137","alle","1","personer","61","2014","barnehagedeltakelse"
"0138","alle","1","personer","84","2014","barnehagedeltakelse"
"0211","alle","1","personer","211","2014","barnehagedeltakelse"
