"aar","fylke_nr","innvkat_3","arbeidsalder_18_69","enhet","tabellvariabel","tabell_navn","bydel_nr","naringsregion_nr","kommune_nr"
"2013","01","alle","30_54","prosent","78.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","alle","55_69","personer","28342","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","alle","55_69","prosent","53.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","innvandrere","18_29","personer","3715","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","innvandrere","18_29","prosent","54.3","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","innvandrere","30_54","personer","11143","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","innvandrere","30_54","prosent","64.3","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","innvandrere","55_69","personer","1672","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","innvandrere","55_69","prosent","41.7","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","befolkningen_ellers","18_29","personer","23279","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","befolkningen_ellers","18_29","prosent","69","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","befolkningen_ellers","30_54","personer","65346","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","befolkningen_ellers","30_54","prosent","82.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","befolkningen_ellers","55_69","personer","26670","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","01","befolkningen_ellers","55_69","prosent","54.3","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","alle","18_29","personer","53284","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","alle","18_29","prosent","67.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","alle","30_54","personer","177416","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","alle","30_54","prosent","85","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","alle","55_69","personer","59695","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","alle","55_69","prosent","63.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","innvandrere","18_29","personer","8934","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","innvandrere","18_29","prosent","59.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","innvandrere","30_54","personer","33460","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","innvandrere","30_54","prosent","73.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","innvandrere","55_69","personer","4963","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","innvandrere","55_69","prosent","55.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","befolkningen_ellers","18_29","personer","44350","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","befolkningen_ellers","18_29","prosent","69.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","befolkningen_ellers","30_54","personer","143956","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","befolkningen_ellers","30_54","prosent","88.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","befolkningen_ellers","55_69","personer","54732","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","02","befolkningen_ellers","55_69","prosent","64.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","alle","18_29","personer","89600","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","alle","18_29","prosent","70.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","alle","30_54","personer","195151","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","alle","30_54","prosent","79.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","alle","55_69","personer","52238","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","alle","55_69","prosent","60","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","innvandrere","18_29","personer","22565","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","innvandrere","18_29","prosent","63.5","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","innvandrere","30_54","personer","56722","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","innvandrere","30_54","prosent","67.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","innvandrere","55_69","personer","7418","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","innvandrere","55_69","prosent","45","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","befolkningen_ellers","18_29","personer","67035","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","befolkningen_ellers","18_29","prosent","73.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","befolkningen_ellers","30_54","personer","138429","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","befolkningen_ellers","30_54","prosent","86.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","befolkningen_ellers","55_69","personer","44820","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","03","befolkningen_ellers","55_69","prosent","63.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","alle","18_29","personer","17993","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","alle","18_29","prosent","66.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","alle","30_54","personer","50438","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","alle","30_54","prosent","80.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","alle","55_69","personer","22625","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","alle","55_69","prosent","57.5","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","innvandrere","18_29","personer","1515","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","innvandrere","18_29","prosent","48.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","innvandrere","30_54","personer","4824","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","innvandrere","30_54","prosent","66.3","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","innvandrere","55_69","personer","854","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","innvandrere","55_69","prosent","50.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","befolkningen_ellers","18_29","personer","16478","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","befolkningen_ellers","18_29","prosent","68.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","befolkningen_ellers","30_54","personer","45614","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","befolkningen_ellers","30_54","prosent","82.7","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","befolkningen_ellers","55_69","personer","21771","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","04","befolkningen_ellers","55_69","prosent","57.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","alle","18_29","personer","18704","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","alle","18_29","prosent","70","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","alle","30_54","personer","51027","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","alle","30_54","prosent","83.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","alle","55_69","personer","22131","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","alle","55_69","prosent","59.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","innvandrere","18_29","personer","1700","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","innvandrere","18_29","prosent","52.7","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","innvandrere","30_54","personer","4991","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","innvandrere","30_54","prosent","69.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","innvandrere","55_69","personer","766","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","innvandrere","55_69","prosent","52.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","befolkningen_ellers","18_29","personer","17004","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","befolkningen_ellers","18_29","prosent","72.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","befolkningen_ellers","30_54","personer","46036","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","befolkningen_ellers","30_54","prosent","85.3","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","befolkningen_ellers","55_69","personer","21365","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","05","befolkningen_ellers","55_69","prosent","60.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","alle","18_29","personer","27040","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","alle","18_29","prosent","69.3","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","alle","30_54","personer","78525","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","alle","30_54","prosent","82.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","alle","55_69","personer","29969","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","alle","55_69","prosent","60.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","innvandrere","18_29","personer","4429","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","innvandrere","18_29","prosent","59.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","innvandrere","30_54","personer","14461","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","innvandrere","30_54","prosent","71.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","innvandrere","55_69","personer","1949","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","innvandrere","55_69","prosent","51.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","befolkningen_ellers","18_29","personer","22611","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","befolkningen_ellers","18_29","prosent","71.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","befolkningen_ellers","30_54","personer","64064","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","befolkningen_ellers","30_54","prosent","86","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","befolkningen_ellers","55_69","personer","28020","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","06","befolkningen_ellers","55_69","prosent","61.5","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","alle","18_29","personer","22830","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","alle","18_29","prosent","65.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","alle","30_54","personer","66100","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","alle","30_54","prosent","81.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","alle","55_69","personer","25660","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","alle","55_69","prosent","57.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","innvandrere","18_29","personer","3019","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","innvandrere","18_29","prosent","58.3","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","innvandrere","30_54","personer","8961","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","innvandrere","30_54","prosent","70.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","innvandrere","55_69","personer","1343","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","innvandrere","55_69","prosent","49.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","befolkningen_ellers","18_29","personer","19811","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","befolkningen_ellers","18_29","prosent","66.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","befolkningen_ellers","30_54","personer","57139","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","befolkningen_ellers","30_54","prosent","83.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","befolkningen_ellers","55_69","personer","24317","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","07","befolkningen_ellers","55_69","prosent","57.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","alle","18_29","personer","16510","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","alle","18_29","prosent","64.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","alle","30_54","personer","45263","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","alle","30_54","prosent","80.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","alle","55_69","personer","19064","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","alle","55_69","prosent","57","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","innvandrere","18_29","personer","1594","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","innvandrere","18_29","prosent","44.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","innvandrere","30_54","personer","5172","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","innvandrere","30_54","prosent","66","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","innvandrere","55_69","personer","895","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","innvandrere","55_69","prosent","50.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","befolkningen_ellers","18_29","personer","14916","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","befolkningen_ellers","18_29","prosent","68.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","befolkningen_ellers","30_54","personer","40091","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","befolkningen_ellers","30_54","prosent","83.3","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","befolkningen_ellers","55_69","personer","18169","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","08","befolkningen_ellers","55_69","prosent","57.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","alle","18_29","personer","11075","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","alle","18_29","prosent","65.5","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","alle","30_54","personer","30124","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","alle","30_54","prosent","79.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","alle","55_69","personer","12012","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","alle","55_69","prosent","57.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","innvandrere","18_29","personer","1205","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","innvandrere","18_29","prosent","53.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","innvandrere","30_54","personer","3620","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","innvandrere","30_54","prosent","67.3","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","innvandrere","55_69","personer","589","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","innvandrere","55_69","prosent","50.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","befolkningen_ellers","18_29","personer","9870","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","befolkningen_ellers","18_29","prosent","67.3","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","befolkningen_ellers","30_54","personer","26504","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","befolkningen_ellers","30_54","prosent","81.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","befolkningen_ellers","55_69","personer","11423","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","09","befolkningen_ellers","55_69","prosent","57.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","alle","18_29","personer","20008","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","alle","18_29","prosent","68.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","alle","30_54","personer","48792","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","alle","30_54","prosent","81.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","alle","55_69","personer","17303","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","alle","55_69","prosent","59.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","innvandrere","18_29","personer","2121","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","innvandrere","18_29","prosent","52.7","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","innvandrere","30_54","personer","6680","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","innvandrere","30_54","prosent","68.7","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","innvandrere","55_69","personer","1116","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","innvandrere","55_69","prosent","50.5","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","befolkningen_ellers","18_29","personer","17887","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","befolkningen_ellers","18_29","prosent","71.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","befolkningen_ellers","30_54","personer","42112","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","befolkningen_ellers","30_54","prosent","84.5","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","befolkningen_ellers","55_69","personer","16187","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","10","befolkningen_ellers","55_69","prosent","60.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","alle","18_29","personer","58158","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","alle","18_29","prosent","75.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","alle","30_54","personer","138213","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","alle","30_54","prosent","85.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","alle","55_69","personer","43965","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","alle","55_69","prosent","63.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","innvandrere","18_29","personer","9065","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","innvandrere","18_29","prosent","66.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","innvandrere","30_54","personer","25966","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","innvandrere","30_54","prosent","75.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","innvandrere","55_69","personer","3282","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","innvandrere","55_69","prosent","60.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","befolkningen_ellers","18_29","personer","49093","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","befolkningen_ellers","18_29","prosent","77","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","befolkningen_ellers","30_54","personer","112247","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","befolkningen_ellers","30_54","prosent","88.7","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","befolkningen_ellers","55_69","personer","40683","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","11","befolkningen_ellers","55_69","prosent","64.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","alle","18_29","personer","62470","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","alle","18_29","prosent","72.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","alle","30_54","personer","145267","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","alle","30_54","prosent","84.7","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","alle","55_69","personer","50844","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","alle","55_69","prosent","62.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","innvandrere","18_29","personer","7429","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","innvandrere","18_29","prosent","58.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","innvandrere","30_54","personer","21947","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","innvandrere","30_54","prosent","73.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","innvandrere","55_69","personer","2605","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","innvandrere","55_69","prosent","57","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","befolkningen_ellers","18_29","personer","55041","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","befolkningen_ellers","18_29","prosent","74.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","befolkningen_ellers","30_54","personer","123320","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","befolkningen_ellers","30_54","prosent","87.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","befolkningen_ellers","55_69","personer","48239","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","12","befolkningen_ellers","55_69","prosent","63.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","alle","18_29","personer","11826","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","alle","18_29","prosent","72.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","alle","30_54","personer","30040","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","alle","30_54","prosent","88","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","alle","55_69","personer","13389","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","alle","55_69","prosent","67.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","innvandrere","18_29","personer","1116","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","innvandrere","18_29","prosent","53.7","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","innvandrere","30_54","personer","3782","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","innvandrere","30_54","prosent","76.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","innvandrere","55_69","personer","522","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","innvandrere","55_69","prosent","66.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","befolkningen_ellers","18_29","personer","10710","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","befolkningen_ellers","18_29","prosent","74.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","befolkningen_ellers","30_54","personer","26258","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","befolkningen_ellers","30_54","prosent","90","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","befolkningen_ellers","55_69","personer","12867","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","14","befolkningen_ellers","55_69","prosent","67.4","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","alle","18_29","personer","28164","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","alle","18_29","prosent","71.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","alle","30_54","personer","72861","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","alle","30_54","prosent","86.1","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","alle","55_69","personer","30649","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","alle","55_69","prosent","63.8","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","innvandrere","18_29","personer","3507","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","innvandrere","18_29","prosent","61.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","innvandrere","30_54","personer","10234","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","innvandrere","30_54","prosent","76.2","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","innvandrere","55_69","personer","1171","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","innvandrere","55_69","prosent","61.7","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","befolkningen_ellers","18_29","personer","24657","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","befolkningen_ellers","18_29","prosent","72.6","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","befolkningen_ellers","30_54","personer","62627","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","befolkningen_ellers","30_54","prosent","88","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","befolkningen_ellers","55_69","personer","29478","sysselsatte_innvkat_alder","NULL","NULL","NULL"
"2013","15","befolkningen_ellers","55_69","prosent","63.9","sysselsatte_innvkat_alder","NULL","NULL","NULL"
