tabell_navn;aar;kommune_id;innvkat_5;kjonn;enhet;tabellvariabel;
befolkning_hovedgruppe;2015;0106;bef_u_innv_og_norskf;alle;person;66103;
befolkning_hovedgruppe;2015;0106;alle;1;person;38787;
befolkning_hovedgruppe;2015;0106;innvandrere;1;person;5041;
befolkning_hovedgruppe;2015;0106;befolkningen_ellers;1;person;33746;
befolkning_hovedgruppe;2015;0106;norskfodte_m_innvf;1;person;1240;
befolkning_hovedgruppe;2015;0106;bef_u_innv_og_norskf;1;person;32506;
befolkning_hovedgruppe;2015;0106;alle;0;person;39372;
befolkning_hovedgruppe;2015;0106;innvandrere;0;person;4659;
befolkning_hovedgruppe;2015;0106;befolkningen_ellers;0;person;34713;
befolkning_hovedgruppe;2015;0106;norskfodte_m_innvf;0;person;1116;
befolkning_hovedgruppe;2015;0106;bef_u_innv_og_norskf;0;person;33597;
befolkning_hovedgruppe;2015;0111;alle;alle;person;4480;
befolkning_hovedgruppe;2015;0111;innvandrere;alle;person;251;
befolkning_hovedgruppe;2015;0111;befolkningen_ellers;alle;person;4229;
befolkning_hovedgruppe;2015;0111;norskfodte_m_innvf;alle;person;23;
befolkning_hovedgruppe;2015;0111;bef_u_innv_og_norskf;alle;person;4206;
befolkning_hovedgruppe;2015;0111;alle;1;person;2252;
befolkning_hovedgruppe;2015;0111;innvandrere;1;person;114;
befolkning_hovedgruppe;2015;0111;befolkningen_ellers;1;person;2138;
befolkning_hovedgruppe;2015;0111;norskfodte_m_innvf;1;person;12;
befolkning_hovedgruppe;2015;0111;bef_u_innv_og_norskf;1;person;2126;
befolkning_hovedgruppe;2015;0111;alle;0;person;2228;
befolkning_hovedgruppe;2015;0111;innvandrere;0;person;137;
befolkning_hovedgruppe;2015;0111;befolkningen_ellers;0;person;2091;
befolkning_hovedgruppe;2015;0111;norskfodte_m_innvf;0;person;11;
befolkning_hovedgruppe;2015;0111;bef_u_innv_og_norskf;0;person;2080;
befolkning_hovedgruppe;2015;0118;alle;alle;person;1406;
befolkning_hovedgruppe;2015;0118;innvandrere;alle;person;47;
befolkning_hovedgruppe;2015;0118;befolkningen_ellers;alle;person;1359;
befolkning_hovedgruppe;2015;0118;norskfodte_m_innvf;alle;person;9;
befolkning_hovedgruppe;2015;0118;bef_u_innv_og_norskf;alle;person;1350;
befolkning_hovedgruppe;2015;0118;alle;1;person;723;
befolkning_hovedgruppe;2015;0118;innvandrere;1;person;17;
befolkning_hovedgruppe;2015;0118;befolkningen_ellers;1;person;706;
befolkning_hovedgruppe;2015;0118;norskfodte_m_innvf;1;person;6;
befolkning_hovedgruppe;2015;0118;bef_u_innv_og_norskf;1;person;700;
befolkning_hovedgruppe;2015;0118;alle;0;person;683;
befolkning_hovedgruppe;2015;0118;innvandrere;0;person;30;
befolkning_hovedgruppe;2015;0118;befolkningen_ellers;0;person;653;
befolkning_hovedgruppe;2015;0118;norskfodte_m_innvf;0;person;3;
befolkning_hovedgruppe;2015;0118;bef_u_innv_og_norskf;0;person;650;
befolkning_hovedgruppe;2015;0119;alle;alle;person;3613;
befolkning_hovedgruppe;2015;0119;innvandrere;alle;person;284;
befolkning_hovedgruppe;2015;0119;befolkningen_ellers;alle;person;3329;
befolkning_hovedgruppe;2015;0119;norskfodte_m_innvf;alle;person;32;
befolkning_hovedgruppe;2015;0119;bef_u_innv_og_norskf;alle;person;3297;
befolkning_hovedgruppe;2015;0119;alle;1;person;1825;
befolkning_hovedgruppe;2015;0119;innvandrere;1;person;134;
befolkning_hovedgruppe;2015;0119;befolkningen_ellers;1;person;1691;
befolkning_hovedgruppe;2015;0119;norskfodte_m_innvf;1;person;15;
befolkning_hovedgruppe;2015;0119;bef_u_innv_og_norskf;1;person;1676;
befolkning_hovedgruppe;2015;0119;alle;0;person;1788;
befolkning_hovedgruppe;2015;0119;innvandrere;0;person;150;
befolkning_hovedgruppe;2015;0119;befolkningen_ellers;0;person;1638;
befolkning_hovedgruppe;2015;0119;norskfodte_m_innvf;0;person;17;
befolkning_hovedgruppe;2015;0119;bef_u_innv_og_norskf;0;person;1621;
befolkning_hovedgruppe;2015;0121;alle;alle;person;672;
befolkning_hovedgruppe;2015;0121;innvandrere;alle;person;49;
befolkning_hovedgruppe;2015;0121;befolkningen_ellers;alle;person;623;
befolkning_hovedgruppe;2015;0121;norskfodte_m_innvf;alle;person;8;
befolkning_hovedgruppe;2015;0121;bef_u_innv_og_norskf;alle;person;615;
befolkning_hovedgruppe;2015;0121;alle;1;person;353;
befolkning_hovedgruppe;2015;0121;innvandrere;1;person;23;
befolkning_hovedgruppe;2015;0121;befolkningen_ellers;1;person;330;
befolkning_hovedgruppe;2015;0121;norskfodte_m_innvf;1;person;3;
befolkning_hovedgruppe;2015;0121;bef_u_innv_og_norskf;1;person;327;
befolkning_hovedgruppe;2015;0121;alle;0;person;319;
befolkning_hovedgruppe;2015;0121;innvandrere;0;person;26;
befolkning_hovedgruppe;2015;0121;befolkningen_ellers;0;person;293;
befolkning_hovedgruppe;2015;0121;norskfodte_m_innvf;0;person;5;
befolkning_hovedgruppe;2015;0121;bef_u_innv_og_norskf;0;person;288;
befolkning_hovedgruppe;2015;0122;alle;alle;person;5346;
befolkning_hovedgruppe;2015;0122;innvandrere;alle;person;490;
befolkning_hovedgruppe;2015;0122;befolkningen_ellers;alle;person;4856;
befolkning_hovedgruppe;2015;0122;norskfodte_m_innvf;alle;person;57;
befolkning_hovedgruppe;2015;0122;bef_u_innv_og_norskf;alle;person;4799;
befolkning_hovedgruppe;2015;0122;alle;1;person;2722;
befolkning_hovedgruppe;2015;0122;innvandrere;1;person;267;
befolkning_hovedgruppe;2015;0122;befolkningen_ellers;1;person;2455;
befolkning_hovedgruppe;2015;0122;norskfodte_m_innvf;1;person;30;
befolkning_hovedgruppe;2015;0122;bef_u_innv_og_norskf;1;person;2425;
befolkning_hovedgruppe;2015;0122;alle;0;person;2624;
befolkning_hovedgruppe;2015;0122;innvandrere;0;person;223;
befolkning_hovedgruppe;2015;0122;befolkningen_ellers;0;person;2401;
befolkning_hovedgruppe;2015;0122;norskfodte_m_innvf;0;person;27;
befolkning_hovedgruppe;2015;0122;bef_u_innv_og_norskf;0;person;2374;
befolkning_hovedgruppe;2015;0123;alle;alle;person;5692;
befolkning_hovedgruppe;2015;0123;innvandrere;alle;person;601;
befolkning_hovedgruppe;2015;0123;befolkningen_ellers;alle;person;5091;
befolkning_hovedgruppe;2015;0123;norskfodte_m_innvf;alle;person;73;
befolkning_hovedgruppe;2015;0123;bef_u_innv_og_norskf;alle;person;5018;
befolkning_hovedgruppe;2015;0123;alle;1;person;2877;
befolkning_hovedgruppe;2015;0123;innvandrere;1;person;318;
befolkning_hovedgruppe;2015;0123;befolkningen_ellers;1;person;2559;
befolkning_hovedgruppe;2015;0123;norskfodte_m_innvf;1;person;32;
befolkning_hovedgruppe;2015;0123;bef_u_innv_og_norskf;1;person;2527;
befolkning_hovedgruppe;2015;0123;alle;0;person;2815;
befolkning_hovedgruppe;2015;0123;innvandrere;0;person;283;
befolkning_hovedgruppe;2015;0123;befolkningen_ellers;0;person;2532;
befolkning_hovedgruppe;2015;0123;norskfodte_m_innvf;0;person;41;
befolkning_hovedgruppe;2015;0123;bef_u_innv_og_norskf;0;person;2491;
befolkning_hovedgruppe;2015;0124;alle;alle;person;15513;
befolkning_hovedgruppe;2015;0124;innvandrere;alle;person;2368;
befolkning_hovedgruppe;2015;0124;befolkningen_ellers;alle;person;13145;
befolkning_hovedgruppe;2015;0124;norskfodte_m_innvf;alle;person;728;
befolkning_hovedgruppe;2015;0124;bef_u_innv_og_norskf;alle;person;12417;
befolkning_hovedgruppe;2015;0124;alle;1;person;7729;
befolkning_hovedgruppe;2015;0124;innvandrere;1;person;1216;
befolkning_hovedgruppe;2015;0124;befolkningen_ellers;1;person;6513;
befolkning_hovedgruppe;2015;0124;norskfodte_m_innvf;1;person;406;
befolkning_hovedgruppe;2015;0124;bef_u_innv_og_norskf;1;person;6107;
befolkning_hovedgruppe;2015;0124;alle;0;person;7784;
befolkning_hovedgruppe;2015;0124;innvandrere;0;person;1152;
befolkning_hovedgruppe;2015;0124;befolkningen_ellers;0;person;6632;
befolkning_hovedgruppe;2015;0124;norskfodte_m_innvf;0;person;322;
befolkning_hovedgruppe;2015;0124;bef_u_innv_og_norskf;0;person;6310;
befolkning_hovedgruppe;2015;0125;alle;alle;person;11353;
befolkning_hovedgruppe;2015;0125;innvandrere;alle;person;1487;
befolkning_hovedgruppe;2015;0125;befolkningen_ellers;alle;person;9866;
befolkning_hovedgruppe;2015;0125;norskfodte_m_innvf;alle;person;290;
befolkning_hovedgruppe;2015;0125;bef_u_innv_og_norskf;alle;person;9576;
befolkning_hovedgruppe;2015;0125;alle;1;person;5686;
befolkning_hovedgruppe;2015;0125;innvandrere;1;person;773;
befolkning_hovedgruppe;2015;0125;befolkningen_ellers;1;person;4913;
befolkning_hovedgruppe;2015;0125;norskfodte_m_innvf;1;person;149;
befolkning_hovedgruppe;2015;0125;bef_u_innv_og_norskf;1;person;4764;
befolkning_hovedgruppe;2015;0125;alle;0;person;5667;
befolkning_hovedgruppe;2015;0125;innvandrere;0;person;714;
befolkning_hovedgruppe;2015;0125;befolkningen_ellers;0;person;4953;
befolkning_hovedgruppe;2015;0125;norskfodte_m_innvf;0;person;141;
befolkning_hovedgruppe;2015;0125;bef_u_innv_og_norskf;0;person;4812;
befolkning_hovedgruppe;2015;0127;alle;alle;person;3731;
befolkning_hovedgruppe;2015;0127;innvandrere;alle;person;344;
befolkning_hovedgruppe;2015;0127;befolkningen_ellers;alle;person;3387;
befolkning_hovedgruppe;2015;0127;norskfodte_m_innvf;alle;person;33;
befolkning_hovedgruppe;2015;0127;bef_u_innv_og_norskf;alle;person;3354;
befolkning_hovedgruppe;2015;0127;alle;1;person;1887;
befolkning_hovedgruppe;2015;0127;innvandrere;1;person;192;
befolkning_hovedgruppe;2015;0127;befolkningen_ellers;1;person;1695;
befolkning_hovedgruppe;2015;0127;norskfodte_m_innvf;1;person;18;
befolkning_hovedgruppe;2015;0127;bef_u_innv_og_norskf;1;person;1677;
befolkning_hovedgruppe;2015;0127;alle;0;person;1844;
befolkning_hovedgruppe;2015;0127;innvandrere;0;person;152;
befolkning_hovedgruppe;2015;0127;befolkningen_ellers;0;person;1692;
befolkning_hovedgruppe;2015;0127;norskfodte_m_innvf;0;person;15;
befolkning_hovedgruppe;2015;0127;bef_u_innv_og_norskf;0;person;1677;
befolkning_hovedgruppe;2015;0128;alle;alle;person;8020;
befolkning_hovedgruppe;2015;0128;innvandrere;alle;person;866;
befolkning_hovedgruppe;2015;0128;befolkningen_ellers;alle;person;7154;
befolkning_hovedgruppe;2015;0128;norskfodte_m_innvf;alle;person;194;
befolkning_hovedgruppe;2015;0128;bef_u_innv_og_norskf;alle;person;6960;
befolkning_hovedgruppe;2015;0128;alle;1;person;4014;
befolkning_hovedgruppe;2015;0128;innvandrere;1;person;485;
befolkning_hovedgruppe;2015;0128;befolkningen_ellers;1;person;3529;
befolkning_hovedgruppe;2015;0128;norskfodte_m_innvf;1;person;86;
befolkning_hovedgruppe;2015;0128;bef_u_innv_og_norskf;1;person;3443;
befolkning_hovedgruppe;2015;0128;alle;0;person;4006;
befolkning_hovedgruppe;2015;0128;innvandrere;0;person;381;
befolkning_hovedgruppe;2015;0128;befolkningen_ellers;0;person;3625;
befolkning_hovedgruppe;2015;0128;norskfodte_m_innvf;0;person;108;
befolkning_hovedgruppe;2015;0128;bef_u_innv_og_norskf;0;person;3517;
befolkning_hovedgruppe;2015;0135;alle;alle;person;7206;
befolkning_hovedgruppe;2015;0135;innvandrere;alle;person;700;
befolkning_hovedgruppe;2015;0135;befolkningen_ellers;alle;person;6506;
befolkning_hovedgruppe;2015;0135;norskfodte_m_innvf;alle;person;80;
befolkning_hovedgruppe;2015;0135;bef_u_innv_og_norskf;alle;person;6426;
befolkning_hovedgruppe;2015;0135;alle;1;person;3679;
befolkning_hovedgruppe;2015;0135;innvandrere;1;person;408;
befolkning_hovedgruppe;2015;0135;befolkningen_ellers;1;person;3271;
befolkning_hovedgruppe;2015;0135;norskfodte_m_innvf;1;person;46;
befolkning_hovedgruppe;2015;0135;bef_u_innv_og_norskf;1;person;3225;
befolkning_hovedgruppe;2015;0135;alle;0;person;3527;
befolkning_hovedgruppe;2015;0135;innvandrere;0;person;292;
befolkning_hovedgruppe;2015;0135;befolkningen_ellers;0;person;3235;
befolkning_hovedgruppe;2015;0135;norskfodte_m_innvf;0;person;34;
befolkning_hovedgruppe;2015;0135;bef_u_innv_og_norskf;0;person;3201;
befolkning_hovedgruppe;2015;0136;alle;alle;person;15242;
befolkning_hovedgruppe;2015;0136;innvandrere;alle;person;1569;
befolkning_hovedgruppe;2015;0136;befolkningen_ellers;alle;person;13673;
befolkning_hovedgruppe;2015;0136;norskfodte_m_innvf;alle;person;400;
befolkning_hovedgruppe;2015;0136;bef_u_innv_og_norskf;alle;person;13273;
befolkning_hovedgruppe;2015;0136;alle;1;person;7619;
befolkning_hovedgruppe;2015;0136;innvandrere;1;person;813;
befolkning_hovedgruppe;2015;0136;befolkningen_ellers;1;person;6806;
befolkning_hovedgruppe;2015;0136;norskfodte_m_innvf;1;person;213;
befolkning_hovedgruppe;2015;0136;bef_u_innv_og_norskf;1;person;6593;
befolkning_hovedgruppe;2015;0136;alle;0;person;7623;
befolkning_hovedgruppe;2015;0136;innvandrere;0;person;756;
befolkning_hovedgruppe;2015;0136;befolkningen_ellers;0;person;6867;
befolkning_hovedgruppe;2015;0136;norskfodte_m_innvf;0;person;187;
befolkning_hovedgruppe;2015;0136;bef_u_innv_og_norskf;0;person;6680;
befolkning_hovedgruppe;2015;0137;alle;alle;person;5100;
befolkning_hovedgruppe;2015;0137;innvandrere;alle;person;532;
befolkning_hovedgruppe;2015;0137;befolkningen_ellers;alle;person;4568;
befolkning_hovedgruppe;2015;0137;norskfodte_m_innvf;alle;person;89;
befolkning_hovedgruppe;2015;0137;bef_u_innv_og_norskf;alle;person;4479;
befolkning_hovedgruppe;2015;0137;alle;1;person;2624;
befolkning_hovedgruppe;2015;0137;innvandrere;1;person;288;
befolkning_hovedgruppe;2015;0137;befolkningen_ellers;1;person;2336;
befolkning_hovedgruppe;2015;0137;norskfodte_m_innvf;1;person;41;
befolkning_hovedgruppe;2015;0137;bef_u_innv_og_norskf;1;person;2295;
befolkning_hovedgruppe;2015;0137;alle;0;person;2476;
befolkning_hovedgruppe;2015;0137;innvandrere;0;person;244;
befolkning_hovedgruppe;2015;0137;befolkningen_ellers;0;person;2232;
befolkning_hovedgruppe;2015;0137;norskfodte_m_innvf;0;person;48;
befolkning_hovedgruppe;2015;0137;bef_u_innv_og_norskf;0;person;2184;
befolkning_hovedgruppe;2015;0138;alle;alle;person;5343;
befolkning_hovedgruppe;2015;0138;innvandrere;alle;person;729;
befolkning_hovedgruppe;2015;0138;befolkningen_ellers;alle;person;4614;
befolkning_hovedgruppe;2015;0138;norskfodte_m_innvf;alle;person;114;
befolkning_hovedgruppe;2015;0138;bef_u_innv_og_norskf;alle;person;4500;
befolkning_hovedgruppe;2015;0138;alle;1;person;2731;
befolkning_hovedgruppe;2015;0138;innvandrere;1;person;392;
befolkning_hovedgruppe;2015;0138;befolkningen_ellers;1;person;2339;
befolkning_hovedgruppe;2015;0138;norskfodte_m_innvf;1;person;58;
befolkning_hovedgruppe;2015;0138;bef_u_innv_og_norskf;1;person;2281;
befolkning_hovedgruppe;2015;0138;alle;0;person;2612;
befolkning_hovedgruppe;2015;0138;innvandrere;0;person;337;
befolkning_hovedgruppe;2015;0138;befolkningen_ellers;0;person;2275;
befolkning_hovedgruppe;2015;0138;norskfodte_m_innvf;0;person;56;
befolkning_hovedgruppe;2015;0138;bef_u_innv_og_norskf;0;person;2219;
befolkning_hovedgruppe;2015;0211;alle;alle;person;16310;
befolkning_hovedgruppe;2015;0211;innvandrere;alle;person;1983;
befolkning_hovedgruppe;2015;0211;befolkningen_ellers;alle;person;14327;
befolkning_hovedgruppe;2015;0211;norskfodte_m_innvf;alle;person;385;
befolkning_hovedgruppe;2015;0211;bef_u_innv_og_norskf;alle;person;13942;
befolkning_hovedgruppe;2015;0211;alle;1;person;8202;
befolkning_hovedgruppe;2015;0211;innvandrere;1;person;1047;
befolkning_hovedgruppe;2015;0211;befolkningen_ellers;1;person;7155;
befolkning_hovedgruppe;2015;0211;norskfodte_m_innvf;1;person;197;
befolkning_hovedgruppe;2015;0211;bef_u_innv_og_norskf;1;person;6958;
befolkning_hovedgruppe;2015;0211;alle;0;person;8108;
befolkning_hovedgruppe;2015;0211;innvandrere;0;person;936;
befolkning_hovedgruppe;2015;0211;befolkningen_ellers;0;person;7172;
befolkning_hovedgruppe;2015;0211;norskfodte_m_innvf;0;person;188;
befolkning_hovedgruppe;2015;0211;bef_u_innv_og_norskf;0;person;6984;
befolkning_hovedgruppe;2015;0213;alle;alle;person;29775;
befolkning_hovedgruppe;2015;0213;innvandrere;alle;person;3827;
befolkning_hovedgruppe;2015;0213;befolkningen_ellers;alle;person;25948;
befolkning_hovedgruppe;2015;0213;norskfodte_m_innvf;alle;person;952;
befolkning_hovedgruppe;2015;0213;bef_u_innv_og_norskf;alle;person;24996;
befolkning_hovedgruppe;2015;0213;alle;1;person;14859;
befolkning_hovedgruppe;2015;0213;innvandrere;1;person;1988;
befolkning_hovedgruppe;2015;0213;befolkningen_ellers;1;person;12871;
befolkning_hovedgruppe;2015;0213;norskfodte_m_innvf;1;person;492;
befolkning_hovedgruppe;2015;0213;bef_u_innv_og_norskf;1;person;12379;
befolkning_hovedgruppe;2015;0213;alle;0;person;14916;
befolkning_hovedgruppe;2015;0213;innvandrere;0;person;1839;
befolkning_hovedgruppe;2015;0213;befolkningen_ellers;0;person;13077;
befolkning_hovedgruppe;2015;0213;norskfodte_m_innvf;0;person;460;
befolkning_hovedgruppe;2015;0213;bef_u_innv_og_norskf;0;person;12617;
befolkning_hovedgruppe;2015;0214;alle;alle;person;18503;
befolkning_hovedgruppe;2015;0214;innvandrere;alle;person;3218;
befolkning_hovedgruppe;2015;0214;befolkningen_ellers;alle;person;15285;
befolkning_hovedgruppe;2015;0214;norskfodte_m_innvf;alle;person;587;
befolkning_hovedgruppe;2015;0214;bef_u_innv_og_norskf;alle;person;14698;
befolkning_hovedgruppe;2015;0214;alle;1;person;9409;
befolkning_hovedgruppe;2015;0214;innvandrere;1;person;1758;
befolkning_hovedgruppe;2015;0214;befolkningen_ellers;1;person;7651;
befolkning_hovedgruppe;2015;0214;norskfodte_m_innvf;1;person;311;
befolkning_hovedgruppe;2015;0214;bef_u_innv_og_norskf;1;person;7340;
befolkning_hovedgruppe;2015;0214;alle;0;person;9094;
befolkning_hovedgruppe;2015;0214;innvandrere;0;person;1460;
befolkning_hovedgruppe;2015;0214;befolkningen_ellers;0;person;7634;
befolkning_hovedgruppe;2015;0214;norskfodte_m_innvf;0;person;276;
befolkning_hovedgruppe;2015;0214;bef_u_innv_og_norskf;0;person;7358;
befolkning_hovedgruppe;2015;0215;alle;alle;person;15656;
befolkning_hovedgruppe;2015;0215;innvandrere;alle;person;1523;
befolkning_hovedgruppe;2015;0215;befolkningen_ellers;alle;person;14133;
befolkning_hovedgruppe;2015;0215;norskfodte_m_innvf;alle;person;227;
befolkning_hovedgruppe;2015;0215;bef_u_innv_og_norskf;alle;person;13906;
befolkning_hovedgruppe;2015;0215;alle;1;person;7700;
befolkning_hovedgruppe;2015;0215;innvandrere;1;person;743;
befolkning_hovedgruppe;2015;0215;befolkningen_ellers;1;person;6957;
befolkning_hovedgruppe;2015;0215;norskfodte_m_innvf;1;person;112;
befolkning_hovedgruppe;2015;0215;bef_u_innv_og_norskf;1;person;6845;
befolkning_hovedgruppe;2015;0215;alle;0;person;7956;
befolkning_hovedgruppe;2015;0215;innvandrere;0;person;780;
befolkning_hovedgruppe;2015;0215;befolkningen_ellers;0;person;7176;
befolkning_hovedgruppe;2015;0215;norskfodte_m_innvf;0;person;115;
befolkning_hovedgruppe;2015;0215;bef_u_innv_og_norskf;0;person;7061;
befolkning_hovedgruppe;2015;0216;alle;alle;person;18372;
befolkning_hovedgruppe;2015;0216;innvandrere;alle;person;2180;
befolkning_hovedgruppe;2015;0216;befolkningen_ellers;alle;person;16192;
befolkning_hovedgruppe;2015;0216;norskfodte_m_innvf;alle;person;274;
befolkning_hovedgruppe;2015;0216;bef_u_innv_og_norskf;alle;person;15918;
befolkning_hovedgruppe;2015;0216;alle;1;person;9008;
befolkning_hovedgruppe;2015;0216;innvandrere;1;person;1075;
befolkning_hovedgruppe;2015;0216;befolkningen_ellers;1;person;7933;
befolkning_hovedgruppe;2015;0216;norskfodte_m_innvf;1;person;146;
befolkning_hovedgruppe;2015;0216;bef_u_innv_og_norskf;1;person;7787;
befolkning_hovedgruppe;2015;0216;alle;0;person;9364;
befolkning_hovedgruppe;2015;0216;innvandrere;0;person;1105;
befolkning_hovedgruppe;2015;0216;befolkningen_ellers;0;person;8259;
befolkning_hovedgruppe;2015;0216;norskfodte_m_innvf;0;person;128;
befolkning_hovedgruppe;2015;0216;bef_u_innv_og_norskf;0;person;8131;
befolkning_hovedgruppe;2015;0217;alle;alle;person;26580;
befolkning_hovedgruppe;2015;0217;innvandrere;alle;person;3169;
befolkning_hovedgruppe;2015;0217;befolkningen_ellers;alle;person;23411;
befolkning_hovedgruppe;2015;0217;norskfodte_m_innvf;alle;person;675;
befolkning_hovedgruppe;2015;0217;bef_u_innv_og_norskf;alle;person;22736;
befolkning_hovedgruppe;2015;0217;alle;1;person;13110;
befolkning_hovedgruppe;2015;0217;innvandrere;1;person;1582;
befolkning_hovedgruppe;2015;0217;befolkningen_ellers;1;person;11528;
befolkning_hovedgruppe;2015;0217;norskfodte_m_innvf;1;person;365;
befolkning_hovedgruppe;2015;0217;bef_u_innv_og_norskf;1;person;11163;
befolkning_hovedgruppe;2015;0217;alle;0;person;13470;
befolkning_hovedgruppe;2015;0217;innvandrere;0;person;1587;
befolkning_hovedgruppe;2015;0217;befolkningen_ellers;0;person;11883;
befolkning_hovedgruppe;2015;0217;norskfodte_m_innvf;0;person;310;
befolkning_hovedgruppe;2015;0217;bef_u_innv_og_norskf;0;person;11573;
befolkning_hovedgruppe;2015;0219;alle;alle;person;120685;
befolkning_hovedgruppe;2015;0219;innvandrere;alle;person;19894;
befolkning_hovedgruppe;2015;0219;befolkningen_ellers;alle;person;100791;
befolkning_hovedgruppe;2015;0219;norskfodte_m_innvf;alle;person;3678;
befolkning_hovedgruppe;2015;0219;bef_u_innv_og_norskf;alle;person;97113;
befolkning_hovedgruppe;2015;0219;alle;1;person;59600;
befolkning_hovedgruppe;2015;0219;innvandrere;1;person;9949;
befolkning_hovedgruppe;2015;0219;befolkningen_ellers;1;person;49651;
befolkning_hovedgruppe;2015;0219;norskfodte_m_innvf;1;person;1887;
befolkning_hovedgruppe;2015;0219;bef_u_innv_og_norskf;1;person;47764;
befolkning_hovedgruppe;2015;0219;alle;0;person;61085;
befolkning_hovedgruppe;2015;0219;innvandrere;0;person;9945;
befolkning_hovedgruppe;2015;0219;befolkningen_ellers;0;person;51140;
befolkning_hovedgruppe;2015;0219;norskfodte_m_innvf;0;person;1791;
befolkning_hovedgruppe;2015;0219;bef_u_innv_og_norskf;0;person;49349;
befolkning_hovedgruppe;2015;0220;alle;alle;person;59571;
befolkning_hovedgruppe;2015;0220;innvandrere;alle;person;9482;
befolkning_hovedgruppe;2015;0220;befolkningen_ellers;alle;person;50089;
befolkning_hovedgruppe;2015;0220;norskfodte_m_innvf;alle;person;1741;
befolkning_hovedgruppe;2015;0220;bef_u_innv_og_norskf;alle;person;48348;
befolkning_hovedgruppe;2015;0220;alle;1;person;29554;
befolkning_hovedgruppe;2015;0220;innvandrere;1;person;4864;
befolkning_hovedgruppe;2015;0220;befolkningen_ellers;1;person;24690;
befolkning_hovedgruppe;2015;0220;norskfodte_m_innvf;1;person;853;
befolkning_hovedgruppe;2015;0220;bef_u_innv_og_norskf;1;person;23837;
befolkning_hovedgruppe;2015;0220;alle;0;person;30017;
