tabell_navn;aar;kommune_id;innvgrunn_6;kjonn;enhet;tabellvariabel;
befolkning_innvandringsgrunn;2013;0127;annet;alle;person;3;
befolkning_innvandringsgrunn;2013;0127;uoppgitt;alle;person;202;
befolkning_innvandringsgrunn;2013;0127;alle;1;person;176;
befolkning_innvandringsgrunn;2013;0127;arbeid;1;person;34;
befolkning_innvandringsgrunn;2013;0127;flukt;1;person;13;
befolkning_innvandringsgrunn;2013;0127;familie;1;person;18;
befolkning_innvandringsgrunn;2013;0127;annet;1;person;0;
befolkning_innvandringsgrunn;2013;0127;uoppgitt;1;person;111;
befolkning_innvandringsgrunn;2013;0127;alle;0;person;146;
befolkning_innvandringsgrunn;2013;0127;arbeid;0;person;15;
befolkning_innvandringsgrunn;2013;0127;flukt;0;person;9;
befolkning_innvandringsgrunn;2013;0127;familie;0;person;28;
befolkning_innvandringsgrunn;2013;0127;annet;0;person;3;
befolkning_innvandringsgrunn;2013;0127;uoppgitt;0;person;91;
befolkning_innvandringsgrunn;2013;0128; ;alle;person;7860;
befolkning_innvandringsgrunn;2013;0128;alle;alle;person;791;
befolkning_innvandringsgrunn;2013;0128;arbeid;alle;person;139;
befolkning_innvandringsgrunn;2013;0128;flukt;alle;person;29;
befolkning_innvandringsgrunn;2013;0128;familie;alle;person;73;
befolkning_innvandringsgrunn;2013;0128;annet;alle;person;3;
befolkning_innvandringsgrunn;2013;0128;uoppgitt;alle;person;547;
befolkning_innvandringsgrunn;2013;0128;alle;1;person;442;
befolkning_innvandringsgrunn;2013;0128;arbeid;1;person;114;
befolkning_innvandringsgrunn;2013;0128;flukt;1;person;16;
befolkning_innvandringsgrunn;2013;0128;familie;1;person;26;
befolkning_innvandringsgrunn;2013;0128;annet;1;person;0;
befolkning_innvandringsgrunn;2013;0128;uoppgitt;1;person;286;
befolkning_innvandringsgrunn;2013;0128;alle;0;person;349;
befolkning_innvandringsgrunn;2013;0128;arbeid;0;person;25;
befolkning_innvandringsgrunn;2013;0128;flukt;0;person;13;
befolkning_innvandringsgrunn;2013;0128;familie;0;person;47;
befolkning_innvandringsgrunn;2013;0128;annet;0;person;3;
befolkning_innvandringsgrunn;2013;0128;uoppgitt;0;person;261;
befolkning_innvandringsgrunn;2013;0135; ;alle;person;7053;
befolkning_innvandringsgrunn;2013;0135;alle;alle;person;581;
befolkning_innvandringsgrunn;2013;0135;arbeid;alle;person;118;
befolkning_innvandringsgrunn;2013;0135;flukt;alle;person;41;
befolkning_innvandringsgrunn;2013;0135;familie;alle;person;34;
befolkning_innvandringsgrunn;2013;0135;annet;alle;person;3;
befolkning_innvandringsgrunn;2013;0135;uoppgitt;alle;person;385;
befolkning_innvandringsgrunn;2013;0135;alle;1;person;344;
befolkning_innvandringsgrunn;2013;0135;arbeid;1;person;97;
befolkning_innvandringsgrunn;2013;0135;flukt;1;person;18;
befolkning_innvandringsgrunn;2013;0135;familie;1;person;13;
befolkning_innvandringsgrunn;2013;0135;annet;1;person;0;
befolkning_innvandringsgrunn;2013;0135;uoppgitt;1;person;216;
befolkning_innvandringsgrunn;2013;0135;alle;0;person;237;
befolkning_innvandringsgrunn;2013;0135;arbeid;0;person;21;
befolkning_innvandringsgrunn;2013;0135;flukt;0;person;23;
befolkning_innvandringsgrunn;2013;0135;familie;0;person;21;
befolkning_innvandringsgrunn;2013;0135;annet;0;person;3;
befolkning_innvandringsgrunn;2013;0135;uoppgitt;0;person;169;
befolkning_innvandringsgrunn;2013;0136; ;alle;person;14967;
befolkning_innvandringsgrunn;2013;0136;alle;alle;person;1365;
befolkning_innvandringsgrunn;2013;0136;arbeid;alle;person;171;
befolkning_innvandringsgrunn;2013;0136;flukt;alle;person;23;
befolkning_innvandringsgrunn;2013;0136;familie;alle;person;83;
befolkning_innvandringsgrunn;2013;0136;annet;alle;person;18;
befolkning_innvandringsgrunn;2013;0136;uoppgitt;alle;person;1070;
befolkning_innvandringsgrunn;2013;0136;alle;1;person;690;
befolkning_innvandringsgrunn;2013;0136;arbeid;1;person;133;
befolkning_innvandringsgrunn;2013;0136;flukt;1;person;13;
befolkning_innvandringsgrunn;2013;0136;familie;1;person;24;
befolkning_innvandringsgrunn;2013;0136;annet;1;person;6;
befolkning_innvandringsgrunn;2013;0136;uoppgitt;1;person;514;
befolkning_innvandringsgrunn;2013;0136;alle;0;person;675;
befolkning_innvandringsgrunn;2013;0136;arbeid;0;person;38;
befolkning_innvandringsgrunn;2013;0136;flukt;0;person;10;
befolkning_innvandringsgrunn;2013;0136;familie;0;person;59;
befolkning_innvandringsgrunn;2013;0136;annet;0;person;12;
befolkning_innvandringsgrunn;2013;0136;uoppgitt;0;person;556;
befolkning_innvandringsgrunn;2013;0137; ;alle;person;4857;
befolkning_innvandringsgrunn;2013;0137;alle;alle;person;502;
befolkning_innvandringsgrunn;2013;0137;arbeid;alle;person;102;
befolkning_innvandringsgrunn;2013;0137;flukt;alle;person;3;
befolkning_innvandringsgrunn;2013;0137;familie;alle;person;54;
befolkning_innvandringsgrunn;2013;0137;annet;alle;person;3;
befolkning_innvandringsgrunn;2013;0137;uoppgitt;alle;person;340;
befolkning_innvandringsgrunn;2013;0137;alle;1;person;288;
befolkning_innvandringsgrunn;2013;0137;arbeid;1;person;84;
befolkning_innvandringsgrunn;2013;0137;flukt;1;person;3;
befolkning_innvandringsgrunn;2013;0137;familie;1;person;15;
befolkning_innvandringsgrunn;2013;0137;annet;1;person;0;
befolkning_innvandringsgrunn;2013;0137;uoppgitt;1;person;186;
befolkning_innvandringsgrunn;2013;0137;alle;0;person;214;
befolkning_innvandringsgrunn;2013;0137;arbeid;0;person;18;
befolkning_innvandringsgrunn;2013;0137;flukt;0;person;0;
befolkning_innvandringsgrunn;2013;0137;familie;0;person;39;
befolkning_innvandringsgrunn;2013;0137;annet;0;person;3;
befolkning_innvandringsgrunn;2013;0137;uoppgitt;0;person;154;
befolkning_innvandringsgrunn;2013;0138; ;alle;person;4980;
befolkning_innvandringsgrunn;2013;0138;alle;alle;person;585;
befolkning_innvandringsgrunn;2013;0138;arbeid;alle;person;104;
befolkning_innvandringsgrunn;2013;0138;flukt;alle;person;31;
befolkning_innvandringsgrunn;2013;0138;familie;alle;person;69;
befolkning_innvandringsgrunn;2013;0138;annet;alle;person;3;
befolkning_innvandringsgrunn;2013;0138;uoppgitt;alle;person;378;
befolkning_innvandringsgrunn;2013;0138;alle;1;person;312;
befolkning_innvandringsgrunn;2013;0138;arbeid;1;person;75;
befolkning_innvandringsgrunn;2013;0138;flukt;1;person;23;
befolkning_innvandringsgrunn;2013;0138;familie;1;person;19;
befolkning_innvandringsgrunn;2013;0138;annet;1;person;0;
befolkning_innvandringsgrunn;2013;0138;uoppgitt;1;person;195;
befolkning_innvandringsgrunn;2013;0138;alle;0;person;273;
befolkning_innvandringsgrunn;2013;0138;arbeid;0;person;29;
befolkning_innvandringsgrunn;2013;0138;flukt;0;person;8;
befolkning_innvandringsgrunn;2013;0138;familie;0;person;50;
befolkning_innvandringsgrunn;2013;0138;annet;0;person;3;
befolkning_innvandringsgrunn;2013;0138;uoppgitt;0;person;183;
befolkning_innvandringsgrunn;2013;0211; ;alle;person;15605;
befolkning_innvandringsgrunn;2013;0211;alle;alle;person;1804;
befolkning_innvandringsgrunn;2013;0211;arbeid;alle;person;178;
befolkning_innvandringsgrunn;2013;0211;flukt;alle;person;87;
befolkning_innvandringsgrunn;2013;0211;familie;alle;person;140;
befolkning_innvandringsgrunn;2013;0211;annet;alle;person;29;
befolkning_innvandringsgrunn;2013;0211;uoppgitt;alle;person;1370;
befolkning_innvandringsgrunn;2013;0211;alle;1;person;949;
befolkning_innvandringsgrunn;2013;0211;arbeid;1;person;130;
befolkning_innvandringsgrunn;2013;0211;flukt;1;person;55;
befolkning_innvandringsgrunn;2013;0211;familie;1;person;48;
befolkning_innvandringsgrunn;2013;0211;annet;1;person;6;
befolkning_innvandringsgrunn;2013;0211;uoppgitt;1;person;710;
befolkning_innvandringsgrunn;2013;0211;alle;0;person;855;
befolkning_innvandringsgrunn;2013;0211;arbeid;0;person;48;
befolkning_innvandringsgrunn;2013;0211;flukt;0;person;32;
befolkning_innvandringsgrunn;2013;0211;familie;0;person;92;
befolkning_innvandringsgrunn;2013;0211;annet;0;person;23;
befolkning_innvandringsgrunn;2013;0211;uoppgitt;0;person;660;
befolkning_innvandringsgrunn;2013;0213; ;alle;person;29307;
befolkning_innvandringsgrunn;2013;0213;alle;alle;person;3492;
befolkning_innvandringsgrunn;2013;0213;arbeid;alle;person;354;
befolkning_innvandringsgrunn;2013;0213;flukt;alle;person;153;
befolkning_innvandringsgrunn;2013;0213;familie;alle;person;221;
befolkning_innvandringsgrunn;2013;0213;annet;alle;person;37;
befolkning_innvandringsgrunn;2013;0213;uoppgitt;alle;person;2727;
befolkning_innvandringsgrunn;2013;0213;alle;1;person;1810;
befolkning_innvandringsgrunn;2013;0213;arbeid;1;person;290;
befolkning_innvandringsgrunn;2013;0213;flukt;1;person;74;
befolkning_innvandringsgrunn;2013;0213;familie;1;person;81;
befolkning_innvandringsgrunn;2013;0213;annet;1;person;9;
befolkning_innvandringsgrunn;2013;0213;uoppgitt;1;person;1356;
befolkning_innvandringsgrunn;2013;0213;alle;0;person;1682;
befolkning_innvandringsgrunn;2013;0213;arbeid;0;person;64;
befolkning_innvandringsgrunn;2013;0213;flukt;0;person;79;
befolkning_innvandringsgrunn;2013;0213;familie;0;person;140;
befolkning_innvandringsgrunn;2013;0213;annet;0;person;28;
befolkning_innvandringsgrunn;2013;0213;uoppgitt;0;person;1371;
befolkning_innvandringsgrunn;2013;0214; ;alle;person;17568;
befolkning_innvandringsgrunn;2013;0214;alle;alle;person;2765;
befolkning_innvandringsgrunn;2013;0214;arbeid;alle;person;317;
befolkning_innvandringsgrunn;2013;0214;flukt;alle;person;91;
befolkning_innvandringsgrunn;2013;0214;familie;alle;person;248;
befolkning_innvandringsgrunn;2013;0214;annet;alle;person;371;
befolkning_innvandringsgrunn;2013;0214;uoppgitt;alle;person;1738;
befolkning_innvandringsgrunn;2013;0214;alle;1;person;1502;
befolkning_innvandringsgrunn;2013;0214;arbeid;1;person;224;
befolkning_innvandringsgrunn;2013;0214;flukt;1;person;46;
befolkning_innvandringsgrunn;2013;0214;familie;1;person;108;
befolkning_innvandringsgrunn;2013;0214;annet;1;person;205;
befolkning_innvandringsgrunn;2013;0214;uoppgitt;1;person;919;
befolkning_innvandringsgrunn;2013;0214;alle;0;person;1263;
befolkning_innvandringsgrunn;2013;0214;arbeid;0;person;93;
befolkning_innvandringsgrunn;2013;0214;flukt;0;person;45;
befolkning_innvandringsgrunn;2013;0214;familie;0;person;140;
befolkning_innvandringsgrunn;2013;0214;annet;0;person;166;
befolkning_innvandringsgrunn;2013;0214;uoppgitt;0;person;819;
befolkning_innvandringsgrunn;2013;0215; ;alle;person;15469;
befolkning_innvandringsgrunn;2013;0215;alle;alle;person;1402;
befolkning_innvandringsgrunn;2013;0215;arbeid;alle;person;161;
befolkning_innvandringsgrunn;2013;0215;flukt;alle;person;56;
befolkning_innvandringsgrunn;2013;0215;familie;alle;person;126;
befolkning_innvandringsgrunn;2013;0215;annet;alle;person;26;
befolkning_innvandringsgrunn;2013;0215;uoppgitt;alle;person;1033;
befolkning_innvandringsgrunn;2013;0215;alle;1;person;668;
befolkning_innvandringsgrunn;2013;0215;arbeid;1;person;110;
befolkning_innvandringsgrunn;2013;0215;flukt;1;person;36;
befolkning_innvandringsgrunn;2013;0215;familie;1;person;42;
befolkning_innvandringsgrunn;2013;0215;annet;1;person;7;
befolkning_innvandringsgrunn;2013;0215;uoppgitt;1;person;473;
befolkning_innvandringsgrunn;2013;0215;alle;0;person;734;
befolkning_innvandringsgrunn;2013;0215;arbeid;0;person;51;
befolkning_innvandringsgrunn;2013;0215;flukt;0;person;20;
befolkning_innvandringsgrunn;2013;0215;familie;0;person;84;
befolkning_innvandringsgrunn;2013;0215;annet;0;person;19;
befolkning_innvandringsgrunn;2013;0215;uoppgitt;0;person;560;
befolkning_innvandringsgrunn;2013;0216; ;alle;person;17998;
befolkning_innvandringsgrunn;2013;0216;alle;alle;person;1948;
befolkning_innvandringsgrunn;2013;0216;arbeid;alle;person;169;
befolkning_innvandringsgrunn;2013;0216;flukt;alle;person;74;
befolkning_innvandringsgrunn;2013;0216;familie;alle;person;130;
befolkning_innvandringsgrunn;2013;0216;annet;alle;person;44;
befolkning_innvandringsgrunn;2013;0216;uoppgitt;alle;person;1531;
befolkning_innvandringsgrunn;2013;0216;alle;1;person;944;
