tabell_navn;aar;fylke_nr;kjonn;innvkat_5;vreg_3;invalder_3;enhet;tabellvariabel
grunnskolepoeng;2013-2014;00;1;innvandrere;2;7+;grunnskolepoeng;32,4
grunnskolepoeng;2013-2014;00;1;innvandrere;2;7+;person;869
grunnskolepoeng;2013-2014;00;1;innvandrere;2;alle;grunnskolepoeng;33,6
grunnskolepoeng;2013-2014;00;1;innvandrere;2;alle;person;1386
grunnskolepoeng;2013-2014;00;1;innvandrere;alle;0_6;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;00;1;innvandrere;alle;0_6;person;596
grunnskolepoeng;2013-2014;00;1;innvandrere;alle;7+;grunnskolepoeng;33,4
grunnskolepoeng;2013-2014;00;1;innvandrere;alle;7+;person;1453
grunnskolepoeng;2013-2014;00;1;innvandrere;alle;alle;grunnskolepoeng;34,4
grunnskolepoeng;2013-2014;00;1;innvandrere;alle;alle;person;2077
grunnskolepoeng;2013-2014;00;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;00;1;norskfodte_m_innvf;NULL;NULL;person;1391
grunnskolepoeng;2013-2014;00;0;alle;NULL;NULL;grunnskolepoeng;42,4
grunnskolepoeng;2013-2014;00;0;alle;NULL;NULL;person;29285
grunnskolepoeng;2013-2014;00;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2013-2014;00;0;bef_u_innv_og_norskf;NULL;NULL;person;25915
grunnskolepoeng;2013-2014;00;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;00;0;befolkningen_ellers;NULL;NULL;person;27240
grunnskolepoeng;2013-2014;00;0;innvandrere;1;0_6;grunnskolepoeng;41,8
grunnskolepoeng;2013-2014;00;0;innvandrere;1;0_6;person;135
grunnskolepoeng;2013-2014;00;0;innvandrere;1;7+;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;00;0;innvandrere;1;7+;person;618
grunnskolepoeng;2013-2014;00;0;innvandrere;1;alle;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;00;0;innvandrere;1;alle;person;754
grunnskolepoeng;2013-2014;00;0;innvandrere;2;0_6;grunnskolepoeng;38,8
grunnskolepoeng;2013-2014;00;0;innvandrere;2;0_6;person;503
grunnskolepoeng;2013-2014;00;0;innvandrere;2;7+;grunnskolepoeng;35
grunnskolepoeng;2013-2014;00;0;innvandrere;2;7+;person;863
grunnskolepoeng;2013-2014;00;0;innvandrere;2;alle;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;00;0;innvandrere;2;alle;person;1370
grunnskolepoeng;2013-2014;00;0;innvandrere;alle;0_6;grunnskolepoeng;39,2
grunnskolepoeng;2013-2014;00;0;innvandrere;alle;0_6;person;669
grunnskolepoeng;2013-2014;00;0;innvandrere;alle;7+;grunnskolepoeng;36
grunnskolepoeng;2013-2014;00;0;innvandrere;alle;7+;person;1466
grunnskolepoeng;2013-2014;00;0;innvandrere;alle;alle;grunnskolepoeng;37
grunnskolepoeng;2013-2014;00;0;innvandrere;alle;alle;person;2105
grunnskolepoeng;2013-2014;00;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2013-2014;00;0;norskfodte_m_innvf;NULL;NULL;person;1312
grunnskolepoeng;2013-2014;01;alle;alle;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;01;alle;alle;NULL;NULL;person;3348
grunnskolepoeng;2013-2014;01;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40
grunnskolepoeng;2013-2014;01;alle;bef_u_innv_og_norskf;NULL;NULL;person;2864
grunnskolepoeng;2013-2014;01;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;01;alle;befolkningen_ellers;NULL;NULL;person;3041
grunnskolepoeng;2013-2014;01;alle;innvandrere;1;0_6;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;01;alle;innvandrere;1;0_6;person;15
grunnskolepoeng;2013-2014;01;alle;innvandrere;1;7+;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;01;alle;innvandrere;1;7+;person;76
grunnskolepoeng;2013-2014;01;alle;innvandrere;1;alle;grunnskolepoeng;36
grunnskolepoeng;2013-2014;01;alle;innvandrere;1;alle;person;91
grunnskolepoeng;2013-2014;01;alle;innvandrere;2;0_6;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;01;alle;innvandrere;2;0_6;person;109
grunnskolepoeng;2013-2014;01;alle;innvandrere;2;7+;grunnskolepoeng;33
grunnskolepoeng;2013-2014;01;alle;innvandrere;2;7+;person;108
grunnskolepoeng;2013-2014;01;alle;innvandrere;2;alle;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;01;alle;innvandrere;2;alle;person;217
grunnskolepoeng;2013-2014;01;alle;innvandrere;alle;0_6;grunnskolepoeng;38
grunnskolepoeng;2013-2014;01;alle;innvandrere;alle;0_6;person;121
grunnskolepoeng;2013-2014;01;alle;innvandrere;alle;7+;grunnskolepoeng;34
grunnskolepoeng;2013-2014;01;alle;innvandrere;alle;7+;person;185
grunnskolepoeng;2013-2014;01;alle;innvandrere;alle;alle;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;01;alle;innvandrere;alle;alle;person;308
grunnskolepoeng;2013-2014;01;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;01;alle;norskfodte_m_innvf;NULL;NULL;person;176
grunnskolepoeng;2013-2014;01;1;alle;NULL;NULL;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;01;1;alle;NULL;NULL;person;1696
grunnskolepoeng;2013-2014;01;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;01;1;bef_u_innv_og_norskf;NULL;NULL;person;1439
grunnskolepoeng;2013-2014;01;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;01;1;befolkningen_ellers;NULL;NULL;person;1533
grunnskolepoeng;2013-2014;01;1;innvandrere;1;0_6;grunnskolepoeng;35
grunnskolepoeng;2013-2014;01;1;innvandrere;1;0_6;person;3
grunnskolepoeng;2013-2014;01;1;innvandrere;1;7+;grunnskolepoeng;34,4
grunnskolepoeng;2013-2014;01;1;innvandrere;1;7+;person;35
grunnskolepoeng;2013-2014;01;1;innvandrere;1;alle;grunnskolepoeng;34,4
grunnskolepoeng;2013-2014;01;1;innvandrere;1;alle;person;38
grunnskolepoeng;2013-2014;01;1;innvandrere;2;0_6;grunnskolepoeng;36
grunnskolepoeng;2013-2014;01;1;innvandrere;2;0_6;person;56
grunnskolepoeng;2013-2014;01;1;innvandrere;2;7+;grunnskolepoeng;32
grunnskolepoeng;2013-2014;01;1;innvandrere;2;7+;person;65
grunnskolepoeng;2013-2014;01;1;innvandrere;2;alle;grunnskolepoeng;33,8
grunnskolepoeng;2013-2014;01;1;innvandrere;2;alle;person;119
grunnskolepoeng;2013-2014;01;1;innvandrere;alle;0_6;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;01;1;innvandrere;alle;0_6;person;62
grunnskolepoeng;2013-2014;01;1;innvandrere;alle;7+;grunnskolepoeng;32,8
grunnskolepoeng;2013-2014;01;1;innvandrere;alle;7+;person;100
grunnskolepoeng;2013-2014;01;1;innvandrere;alle;alle;grunnskolepoeng;34
grunnskolepoeng;2013-2014;01;1;innvandrere;alle;alle;person;160
grunnskolepoeng;2013-2014;01;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;36
grunnskolepoeng;2013-2014;01;1;norskfodte_m_innvf;NULL;NULL;person;94
grunnskolepoeng;2013-2014;01;0;alle;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2013-2014;01;0;alle;NULL;NULL;person;1652
grunnskolepoeng;2013-2014;01;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,4
grunnskolepoeng;2013-2014;01;0;bef_u_innv_og_norskf;NULL;NULL;person;1425
grunnskolepoeng;2013-2014;01;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;01;0;befolkningen_ellers;NULL;NULL;person;1508
grunnskolepoeng;2013-2014;01;0;innvandrere;1;0_6;grunnskolepoeng;41,6
grunnskolepoeng;2013-2014;01;0;innvandrere;1;0_6;person;9
grunnskolepoeng;2013-2014;01;0;innvandrere;1;7+;grunnskolepoeng;36,2
grunnskolepoeng;2013-2014;01;0;innvandrere;1;7+;person;39
grunnskolepoeng;2013-2014;01;0;innvandrere;1;alle;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;01;0;innvandrere;1;alle;person;48
grunnskolepoeng;2013-2014;01;0;innvandrere;2;0_6;grunnskolepoeng;39,6
grunnskolepoeng;2013-2014;01;0;innvandrere;2;0_6;person;53
grunnskolepoeng;2013-2014;01;0;innvandrere;2;7+;grunnskolepoeng;34,6
grunnskolepoeng;2013-2014;01;0;innvandrere;2;7+;person;47
grunnskolepoeng;2013-2014;01;0;innvandrere;2;alle;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;01;0;innvandrere;2;alle;person;101
grunnskolepoeng;2013-2014;01;0;innvandrere;alle;0_6;grunnskolepoeng;40
grunnskolepoeng;2013-2014;01;0;innvandrere;alle;0_6;person;62
grunnskolepoeng;2013-2014;01;0;innvandrere;alle;7+;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;01;0;innvandrere;alle;7+;person;85
grunnskolepoeng;2013-2014;01;0;innvandrere;alle;alle;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;01;0;innvandrere;alle;alle;person;148
grunnskolepoeng;2013-2014;01;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2013-2014;01;0;norskfodte_m_innvf;NULL;NULL;person;84
grunnskolepoeng;2013-2014;02;alle;alle;NULL;NULL;grunnskolepoeng;41,6
grunnskolepoeng;2013-2014;02;alle;alle;NULL;NULL;person;7258
grunnskolepoeng;2013-2014;02;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2013-2014;02;alle;bef_u_innv_og_norskf;NULL;NULL;person;6384
grunnskolepoeng;2013-2014;02;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2013-2014;02;alle;befolkningen_ellers;NULL;NULL;person;6793
grunnskolepoeng;2013-2014;02;alle;innvandrere;1;0_6;grunnskolepoeng;40
grunnskolepoeng;2013-2014;02;alle;innvandrere;1;0_6;person;28
grunnskolepoeng;2013-2014;02;alle;innvandrere;1;7+;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;02;alle;innvandrere;1;7+;person;120
grunnskolepoeng;2013-2014;02;alle;innvandrere;1;alle;grunnskolepoeng;38
grunnskolepoeng;2013-2014;02;alle;innvandrere;1;alle;person;148
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;0_6;grunnskolepoeng;38,6
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;0_6;person;144
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;7+;grunnskolepoeng;35
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;7+;person;175
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;alle;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;02;alle;innvandrere;2;alle;person;318
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;0_6;grunnskolepoeng;38,8
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;0_6;person;169
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;7+;grunnskolepoeng;36
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;7+;person;296
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;alle;grunnskolepoeng;37
grunnskolepoeng;2013-2014;02;alle;innvandrere;alle;alle;person;465
grunnskolepoeng;2013-2014;02;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2013-2014;02;alle;norskfodte_m_innvf;NULL;NULL;person;407
grunnskolepoeng;2013-2014;02;1;alle;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2013-2014;02;1;alle;NULL;NULL;person;3649
grunnskolepoeng;2013-2014;02;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40
grunnskolepoeng;2013-2014;02;1;bef_u_innv_og_norskf;NULL;NULL;person;3212
grunnskolepoeng;2013-2014;02;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40
grunnskolepoeng;2013-2014;02;1;befolkningen_ellers;NULL;NULL;person;3417
grunnskolepoeng;2013-2014;02;1;innvandrere;1;0_6;grunnskolepoeng;40
grunnskolepoeng;2013-2014;02;1;innvandrere;1;0_6;person;12
grunnskolepoeng;2013-2014;02;1;innvandrere;1;7+;grunnskolepoeng;34,6
grunnskolepoeng;2013-2014;02;1;innvandrere;1;7+;person;58
grunnskolepoeng;2013-2014;02;1;innvandrere;1;alle;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;02;1;innvandrere;1;alle;person;69
grunnskolepoeng;2013-2014;02;1;innvandrere;2;0_6;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;02;1;innvandrere;2;0_6;person;69
grunnskolepoeng;2013-2014;02;1;innvandrere;2;7+;grunnskolepoeng;34
grunnskolepoeng;2013-2014;02;1;innvandrere;2;7+;person;91
grunnskolepoeng;2013-2014;02;1;innvandrere;2;alle;grunnskolepoeng;35
grunnskolepoeng;2013-2014;02;1;innvandrere;2;alle;person;162
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;0_6;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;0_6;person;78
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;7+;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;7+;person;146
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;alle;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;02;1;innvandrere;alle;alle;person;231
grunnskolepoeng;2013-2014;02;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;02;1;norskfodte_m_innvf;NULL;NULL;person;204
grunnskolepoeng;2013-2014;02;0;alle;NULL;NULL;grunnskolepoeng;43,4
grunnskolepoeng;2013-2014;02;0;alle;NULL;NULL;person;3609
grunnskolepoeng;2013-2014;02;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43,8
grunnskolepoeng;2013-2014;02;0;bef_u_innv_og_norskf;NULL;NULL;person;3172
grunnskolepoeng;2013-2014;02;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;43,8
grunnskolepoeng;2013-2014;02;0;befolkningen_ellers;NULL;NULL;person;3376
grunnskolepoeng;2013-2014;02;0;innvandrere;1;0_6;grunnskolepoeng;40,2
grunnskolepoeng;2013-2014;02;0;innvandrere;1;0_6;person;22
grunnskolepoeng;2013-2014;02;0;innvandrere;1;7+;grunnskolepoeng;40,4
grunnskolepoeng;2013-2014;02;0;innvandrere;1;7+;person;57
grunnskolepoeng;2013-2014;02;0;innvandrere;1;alle;grunnskolepoeng;40,4
grunnskolepoeng;2013-2014;02;0;innvandrere;1;alle;person;80
grunnskolepoeng;2013-2014;02;0;innvandrere;2;0_6;grunnskolepoeng;41
grunnskolepoeng;2013-2014;02;0;innvandrere;2;0_6;person;66
grunnskolepoeng;2013-2014;02;0;innvandrere;2;7+;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;02;0;innvandrere;2;7+;person;88
grunnskolepoeng;2013-2014;02;0;innvandrere;2;alle;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;02;0;innvandrere;2;alle;person;155
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;0_6;grunnskolepoeng;40,8
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;0_6;person;84
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;7+;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;7+;person;150
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;alle;grunnskolepoeng;38,8
grunnskolepoeng;2013-2014;02;0;innvandrere;alle;alle;person;234
grunnskolepoeng;2013-2014;02;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;02;0;norskfodte_m_innvf;NULL;NULL;person;202
grunnskolepoeng;2013-2014;03;alle;alle;NULL;NULL;grunnskolepoeng;41,2
grunnskolepoeng;2013-2014;03;alle;alle;NULL;NULL;person;5199
grunnskolepoeng;2013-2014;03;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43,6
grunnskolepoeng;2013-2014;03;alle;bef_u_innv_og_norskf;NULL;NULL;person;3405
grunnskolepoeng;2013-2014;03;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;03;alle;befolkningen_ellers;NULL;NULL;person;4607
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;0_6;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;0_6;person;21
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;7+;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;7+;person;86
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;alle;grunnskolepoeng;33,4
grunnskolepoeng;2013-2014;03;alle;innvandrere;1;alle;person;107
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;0_6;grunnskolepoeng;36,2
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;0_6;person;239
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;7+;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;7+;person;246
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;alle;grunnskolepoeng;34,4
grunnskolepoeng;2013-2014;03;alle;innvandrere;2;alle;person;485
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;0_6;grunnskolepoeng;36,2
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;0_6;person;260
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;7+;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;7+;person;332
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;alle;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;03;alle;innvandrere;alle;alle;person;592
grunnskolepoeng;2013-2014;03;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;03;alle;norskfodte_m_innvf;NULL;NULL;person;1202
grunnskolepoeng;2013-2014;03;1;alle;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2013-2014;03;1;alle;NULL;NULL;person;2687
grunnskolepoeng;2013-2014;03;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41,6
grunnskolepoeng;2013-2014;03;1;bef_u_innv_og_norskf;NULL;NULL;person;1777
grunnskolepoeng;2013-2014;03;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40,4
grunnskolepoeng;2013-2014;03;1;befolkningen_ellers;NULL;NULL;person;2383
grunnskolepoeng;2013-2014;03;1;innvandrere;1;0_6;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;03;1;innvandrere;1;0_6;person;6
grunnskolepoeng;2013-2014;03;1;innvandrere;1;7+;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;03;1;innvandrere;1;7+;person;47
grunnskolepoeng;2013-2014;03;1;innvandrere;1;alle;grunnskolepoeng;33,2
grunnskolepoeng;2013-2014;03;1;innvandrere;1;alle;person;53
grunnskolepoeng;2013-2014;03;1;innvandrere;2;0_6;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;03;1;innvandrere;2;0_6;person;121
grunnskolepoeng;2013-2014;03;1;innvandrere;2;7+;grunnskolepoeng;31,6
grunnskolepoeng;2013-2014;03;1;innvandrere;2;7+;person;130
grunnskolepoeng;2013-2014;03;1;innvandrere;2;alle;grunnskolepoeng;33,4
grunnskolepoeng;2013-2014;03;1;innvandrere;2;alle;person;251
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;0_6;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;0_6;person;127
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;7+;grunnskolepoeng;32
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;7+;person;177
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;alle;grunnskolepoeng;33,4
grunnskolepoeng;2013-2014;03;1;innvandrere;alle;alle;person;304
grunnskolepoeng;2013-2014;03;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;03;1;norskfodte_m_innvf;NULL;NULL;person;606
grunnskolepoeng;2013-2014;03;0;alle;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2013-2014;03;0;alle;NULL;NULL;person;2512
grunnskolepoeng;2013-2014;03;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;45,6
grunnskolepoeng;2013-2014;03;0;bef_u_innv_og_norskf;NULL;NULL;person;1628
grunnskolepoeng;2013-2014;03;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;44
grunnskolepoeng;2013-2014;03;0;befolkningen_ellers;NULL;NULL;person;2224
grunnskolepoeng;2013-2014;03;0;innvandrere;1;0_6;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;03;0;innvandrere;1;0_6;person;15
grunnskolepoeng;2013-2014;03;0;innvandrere;1;7+;grunnskolepoeng;32,4
grunnskolepoeng;2013-2014;03;0;innvandrere;1;7+;person;39
grunnskolepoeng;2013-2014;03;0;innvandrere;1;alle;grunnskolepoeng;33,8
grunnskolepoeng;2013-2014;03;0;innvandrere;1;alle;person;54
grunnskolepoeng;2013-2014;03;0;innvandrere;2;0_6;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;03;0;innvandrere;2;0_6;person;118
grunnskolepoeng;2013-2014;03;0;innvandrere;2;7+;grunnskolepoeng;33,6
grunnskolepoeng;2013-2014;03;0;innvandrere;2;7+;person;116
grunnskolepoeng;2013-2014;03;0;innvandrere;2;alle;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;03;0;innvandrere;2;alle;person;234
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;0_6;grunnskolepoeng;37
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;0_6;person;133
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;7+;grunnskolepoeng;33,4
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;7+;person;155
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;alle;grunnskolepoeng;35
grunnskolepoeng;2013-2014;03;0;innvandrere;alle;alle;person;288
grunnskolepoeng;2013-2014;03;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40
grunnskolepoeng;2013-2014;03;0;norskfodte_m_innvf;NULL;NULL;person;596
grunnskolepoeng;2013-2014;04;alle;alle;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2013-2014;04;alle;alle;NULL;NULL;person;2250
grunnskolepoeng;2013-2014;04;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2013-2014;04;alle;bef_u_innv_og_norskf;NULL;NULL;person;2058
grunnskolepoeng;2013-2014;04;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2013-2014;04;alle;befolkningen_ellers;NULL;NULL;person;2097
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;0_6;grunnskolepoeng;44,2
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;0_6;person;18
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;7+;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;7+;person;40
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;alle;grunnskolepoeng;38
grunnskolepoeng;2013-2014;04;alle;innvandrere;1;alle;person;55
