"aar","fylke_id","bosetting","enhet","tabellvariabel","tabell_navn","kommune_id","naringsregion_id","bydel_id"
"2012","99","bosatt_av_vedtak","prosent",".","bosetting","NULL","NULL","NULL"
"2012","99","bosatt_siste_trear","personer",".","bosetting","NULL","NULL","NULL"
"2012","99","bosatt_per_1000_snitt_trear","promille",".","bosetting","NULL","NULL","NULL"
"2012","NULL","anmodning","personer","50.00","bosetting","0104","NULL","NULL"
"2012","NULL","vedtak","personer","20.00","bosetting","0104","NULL","NULL"
"2012","NULL","bosatt","personer","34.00","bosetting","0104","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.097198916","bosetting","0104","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","68","bosetting","0104","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","170.00","bosetting","0104","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0104","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0104","NULL","NULL"
"2012","NULL","anmodning","personer","60.00","bosetting","0105","NULL","NULL"
"2012","NULL","vedtak","personer","60.00","bosetting","0105","NULL","NULL"
"2012","NULL","bosatt","personer","44.00","bosetting","0105","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.81942789","bosetting","0105","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","73.33333333","bosetting","0105","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","73.33","bosetting","0105","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0105","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0105","NULL","NULL"
"2012","NULL","anmodning","personer","100.00","bosetting","0106","NULL","NULL"
"2012","NULL","vedtak","personer","50.00","bosetting","0106","NULL","NULL"
"2012","NULL","bosatt","personer","48.00","bosetting","0106","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.624943039","bosetting","0106","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","48","bosetting","0106","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","96.00","bosetting","0106","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0106","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0106","NULL","NULL"
"2012","NULL","anmodning","personer","10.00","bosetting","0111","NULL","NULL"
"2012","NULL","vedtak","personer","4.00","bosetting","0111","NULL","NULL"
"2012","NULL","bosatt","personer","5.00","bosetting","0111","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.16713352","bosetting","0111","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","50","bosetting","0111","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","125.00","bosetting","0111","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0111","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0111","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","0118","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","0118","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","0118","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","0118","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","0","bosetting","0118","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","0118","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0118","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0118","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","0119","NULL","NULL"
"2012","NULL","vedtak","personer","3.00","bosetting","0119","NULL","NULL"
"2012","NULL","bosatt","personer","5.00","bosetting","0119","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.393922498","bosetting","0119","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","33.33333333","bosetting","0119","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","166.67","bosetting","0119","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0119","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0119","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","0121","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","0121","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","0121","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","0121","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","0121","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","0121","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0121","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0121","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","0122","NULL","NULL"
"2012","NULL","vedtak","personer","5.00","bosetting","0122","NULL","NULL"
"2012","NULL","bosatt","personer","5.00","bosetting","0122","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.948226816","bosetting","0122","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","33.33333333","bosetting","0122","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","100.00","bosetting","0122","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0122","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0122","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","0123","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","0123","NULL","NULL"
"2012","NULL","bosatt","personer","11.00","bosetting","0123","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","2.009499452","bosetting","0123","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","73.33333333","bosetting","0123","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","110.00","bosetting","0123","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0123","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0123","NULL","NULL"
"2012","NULL","anmodning","personer","25.00","bosetting","0124","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","0124","NULL","NULL"
"2012","NULL","bosatt","personer","9.00","bosetting","0124","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.587659158","bosetting","0124","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","36","bosetting","0124","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","90.00","bosetting","0124","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0124","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0124","NULL","NULL"
"2012","NULL","anmodning","personer","25.00","bosetting","0125","NULL","NULL"
"2012","NULL","vedtak","personer","12.00","bosetting","0125","NULL","NULL"
"2012","NULL","bosatt","personer","7.00","bosetting","0125","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.625279142","bosetting","0125","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","28","bosetting","0125","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","58.33","bosetting","0125","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0125","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0125","NULL","NULL"
"2012","NULL","anmodning","personer","5.00","bosetting","0127","NULL","NULL"
"2012","NULL","vedtak","personer","5.00","bosetting","0127","NULL","NULL"
"2012","NULL","bosatt","personer","8.00","bosetting","0127","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","2.181025082","bosetting","0127","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","160","bosetting","0127","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","160.00","bosetting","0127","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0127","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0127","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","0128","NULL","NULL"
"2012","NULL","vedtak","personer","0.00","bosetting","0128","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","0128","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","0128","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","0","bosetting","0128","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","0128","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0128","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0128","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","0135","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","0135","NULL","NULL"
"2012","NULL","bosatt","personer","11.00","bosetting","0135","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.55962002","bosetting","0135","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","73.33333333","bosetting","0135","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","110.00","bosetting","0135","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0135","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0135","NULL","NULL"
"2012","NULL","anmodning","personer","10.00","bosetting","0136","NULL","NULL"
"2012","NULL","vedtak","personer","2.00","bosetting","0136","NULL","NULL"
"2012","NULL","bosatt","personer","4.00","bosetting","0136","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.267254627","bosetting","0136","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","40","bosetting","0136","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","200.00","bosetting","0136","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0136","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0136","NULL","NULL"
"2012","NULL","anmodning","personer","5.00","bosetting","0137","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","0137","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","0137","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","0137","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","0","bosetting","0137","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","0137","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0137","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0137","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","0138","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","0138","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","0138","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","0138","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","0","bosetting","0138","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","0138","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0138","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0138","NULL","NULL"
"2012","NULL","anmodning","personer","20.00","bosetting","0211","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","0211","NULL","NULL"
"2012","NULL","bosatt","personer","12.00","bosetting","0211","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.7689843","bosetting","0211","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","60","bosetting","0211","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","120.00","bosetting","0211","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0211","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0211","NULL","NULL"
"2012","NULL","anmodning","personer","50.00","bosetting","0213","NULL","NULL"
"2012","NULL","vedtak","personer","50.00","bosetting","0213","NULL","NULL"
"2012","NULL","bosatt","personer","33.00","bosetting","0213","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.126010851","bosetting","0213","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","66","bosetting","0213","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","66.00","bosetting","0213","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0213","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0213","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","0214","NULL","NULL"
"2012","NULL","vedtak","personer","15.00","bosetting","0214","NULL","NULL"
"2012","NULL","bosatt","personer","14.00","bosetting","0214","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.796903461","bosetting","0214","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","93.33333333","bosetting","0214","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","93.33","bosetting","0214","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0214","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0214","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","0215","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","0215","NULL","NULL"
"2012","NULL","bosatt","personer","6.00","bosetting","0215","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.387872519","bosetting","0215","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","40","bosetting","0215","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","60.00","bosetting","0215","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0215","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0215","NULL","NULL"
"2012","NULL","anmodning","personer","30.00","bosetting","0216","NULL","NULL"
"2012","NULL","vedtak","personer","20.00","bosetting","0216","NULL","NULL"
"2012","NULL","bosatt","personer","12.00","bosetting","0216","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.666740749","bosetting","0216","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","40","bosetting","0216","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","60.00","bosetting","0216","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0216","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","0216","NULL","NULL"
"2012","NULL","anmodning","personer","45.00","bosetting","0217","NULL","NULL"
"2012","NULL","vedtak","personer","30.00","bosetting","0217","NULL","NULL"
"2012","NULL","bosatt","personer","8.00","bosetting","0217","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.308130802","bosetting","0217","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","17.77777778","bosetting","0217","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","26.67","bosetting","0217","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","0217","NULL","NULL"
