"aar","bydel_nr","spraak","bhgalder","enhet","tabellvariabel","tabell_navn","barnikommune","fylke_nr","naringsregion_nr","kommune_nr"
"2013","030103","minoritet","3","personer","104","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030103","minoritet","3","prosent","83.2","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030103","minoritet","4","personer","92","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030103","minoritet","4","prosent","77.96610169","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030103","minoritet","5","personer","98","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030103","minoritet","5","prosent","89.90825688","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030103","minoritet","1_5","personer","423","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030103","minoritet","1_5","prosent","69","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030103","ikke_minoritet","1_5","personer","1718","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030103","ikke_minoritet","1_5","prosent","98.1","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030103","NULL","1_5","personer","2365","barnehagedeltakelse","alle","NULL","NULL","NULL"
"2013","030103","NULL","1_5","prosent","100","barnehagedeltakelse","alle","NULL","NULL","NULL"
"2013","030103","NULL","1","personer","126","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","1","prosent","5.32769556","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","2","personer","135","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","2","prosent","5.708245243","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","3","personer","125","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","3","prosent","5.285412262","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","4","personer","118","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","4","prosent","4.989429175","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","5","personer","109","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","5","prosent","4.608879493","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","1_5","personer","613","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","1_5","prosent","25.91966173","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030103","NULL","1_5","personer","1752","barnehagedeltakelse","barn_ellers","NULL","NULL","NULL"
"2013","030103","NULL","1_5","prosent","74.08033827","barnehagedeltakelse","barn_ellers","NULL","NULL","NULL"
"2013","030104","alle","1_5","personer","1995","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","alle","1_5","prosent","121.6","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","1","personer","49","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","1","prosent","60.49382716","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","2","personer","84","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","2","prosent","107.6923077","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","3","personer","81","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","3","prosent","108","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","4","personer","71","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","4","prosent","112.6984127","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","5","personer","67","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","5","prosent","109.8360656","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","1_5","personer","352","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","minoritet","1_5","prosent","98.3","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","ikke_minoritet","1_5","personer","1643","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","ikke_minoritet","1_5","prosent","128.2","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030104","NULL","1_5","personer","1640","barnehagedeltakelse","alle","NULL","NULL","NULL"
"2013","030104","NULL","1_5","prosent","100","barnehagedeltakelse","alle","NULL","NULL","NULL"
"2013","030104","NULL","1","personer","81","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","1","prosent","4.93902439","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","2","personer","78","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","2","prosent","4.756097561","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","3","personer","75","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","3","prosent","4.573170732","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","4","personer","63","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","4","prosent","3.841463415","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","5","personer","61","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","5","prosent","3.719512195","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","1_5","personer","358","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","1_5","prosent","21.82926829","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030104","NULL","1_5","personer","1282","barnehagedeltakelse","barn_ellers","NULL","NULL","NULL"
"2013","030104","NULL","1_5","prosent","78.17073171","barnehagedeltakelse","barn_ellers","NULL","NULL","NULL"
"2013","030105","alle","1_5","personer","2386","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","alle","1_5","prosent","106.3","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","1","personer","49","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","1","prosent","42.60869565","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","2","personer","77","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","2","prosent","75.49019608","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","3","personer","105","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","3","prosent","102.9411765","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","4","personer","85","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","4","prosent","103.6585366","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","5","personer","114","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","5","prosent","111.7647059","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","1_5","personer","430","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","minoritet","1_5","prosent","85.5","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","ikke_minoritet","1_5","personer","1956","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","ikke_minoritet","1_5","prosent","112.3","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030105","NULL","1_5","personer","2244","barnehagedeltakelse","alle","NULL","NULL","NULL"
"2013","030105","NULL","1_5","prosent","100","barnehagedeltakelse","alle","NULL","NULL","NULL"
"2013","030105","NULL","1","personer","115","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","1","prosent","5.124777184","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","2","personer","102","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","2","prosent","4.545454545","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","3","personer","102","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","3","prosent","4.545454545","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","4","personer","82","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","4","prosent","3.654188948","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","5","personer","102","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","5","prosent","4.545454545","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","1_5","personer","503","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","1_5","prosent","22.41532977","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030105","NULL","1_5","personer","1741","barnehagedeltakelse","barn_ellers","NULL","NULL","NULL"
"2013","030105","NULL","1_5","prosent","77.58467023","barnehagedeltakelse","barn_ellers","NULL","NULL","NULL"
"2013","030106","alle","1_5","personer","2153","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","alle","1_5","prosent","99.8","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","1","personer","20","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","1","prosent","41.66666667","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","2","personer","44","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","2","prosent","70.96774194","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","3","personer","42","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","3","prosent","95.45454545","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","4","personer","49","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","4","prosent","106.5217391","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","5","personer","33","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","5","prosent","82.5","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","1_5","personer","188","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","minoritet","1_5","prosent","78.3","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","ikke_minoritet","1_5","personer","1965","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","ikke_minoritet","1_5","prosent","102.5","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030106","NULL","1_5","personer","2157","barnehagedeltakelse","alle","NULL","NULL","NULL"
"2013","030106","NULL","1_5","prosent","100","barnehagedeltakelse","alle","NULL","NULL","NULL"
"2013","030106","NULL","1","personer","48","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","1","prosent","2.225312935","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","2","personer","62","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","2","prosent","2.874362541","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","3","personer","44","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","3","prosent","2.03987019","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","4","personer","46","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","4","prosent","2.132591562","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","5","personer","40","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","5","prosent","1.854427446","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","1_5","personer","240","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","1_5","prosent","11.12656467","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030106","NULL","1_5","personer","1917","barnehagedeltakelse","barn_ellers","NULL","NULL","NULL"
"2013","030106","NULL","1_5","prosent","88.87343533","barnehagedeltakelse","barn_ellers","NULL","NULL","NULL"
"2013","030107","alle","1_5","personer","2894","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","alle","1_5","prosent","85.1","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","1","personer","27","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","1","prosent","37.5","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","2","personer","44","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","2","prosent","65.67164179","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","3","personer","50","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","3","prosent","71.42857143","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","4","personer","45","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","4","prosent","90","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","5","personer","38","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","5","prosent","65.51724138","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","1_5","personer","204","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","minoritet","1_5","prosent","64.4","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","ikke_minoritet","1_5","personer","2690","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","ikke_minoritet","1_5","prosent","87.3","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030107","NULL","1_5","personer","3399","barnehagedeltakelse","alle","NULL","NULL","NULL"
"2013","030107","NULL","1_5","prosent","100","barnehagedeltakelse","alle","NULL","NULL","NULL"
"2013","030107","NULL","1","personer","72","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","1","prosent","2.118270079","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","2","personer","67","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","2","prosent","1.971167991","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","3","personer","70","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","3","prosent","2.059429244","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","4","personer","50","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","4","prosent","1.471020888","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","5","personer","58","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","5","prosent","1.706384231","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","1_5","personer","317","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","1_5","prosent","9.326272433","barnehagedeltakelse","innvandrerbakgr","NULL","NULL","NULL"
"2013","030107","NULL","1_5","personer","3082","barnehagedeltakelse","barn_ellers","NULL","NULL","NULL"
"2013","030107","NULL","1_5","prosent","90.67372757","barnehagedeltakelse","barn_ellers","NULL","NULL","NULL"
"2013","030108","alle","1_5","personer","3748","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030108","alle","1_5","prosent","108.7","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030108","minoritet","1","personer","67","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030108","minoritet","1","prosent","103.0769231","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030108","minoritet","2","personer","97","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030108","minoritet","2","prosent","107.7777778","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030108","minoritet","3","personer","80","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030108","minoritet","3","prosent","101.2658228","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030108","minoritet","4","personer","86","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030108","minoritet","4","prosent","107.5","barnehagedeltakelse","NULL","NULL","NULL","NULL"
"2013","030108","minoritet","5","personer","76","barnehagedeltakelse","NULL","NULL","NULL","NULL"
