tabell_navn;aar;fylke_id;landbakgrunn;kjonn;enhet;tabellvariabel;
befolkning_opprinnelsesland;2006;00;406;alle;personer;168;
befolkning_opprinnelsesland;2006;00;407;alle;personer;222;
befolkning_opprinnelsesland;2006;00;409;alle;personer;10;
befolkning_opprinnelsesland;2006;00;410;alle;personer;416;
befolkning_opprinnelsesland;2006;00;412;alle;personer;10;
befolkning_opprinnelsesland;2006;00;416;alle;personer;5;
befolkning_opprinnelsesland;2006;00;420;alle;personer;874;
befolkning_opprinnelsesland;2006;00;424;alle;personer;8104;
befolkning_opprinnelsesland;2006;00;426;alle;personer;56;
befolkning_opprinnelsesland;2006;00;428;alle;personer;7556;
befolkning_opprinnelsesland;2006;00;430;alle;personer;146;
befolkning_opprinnelsesland;2006;00;432;alle;personer;127;
befolkning_opprinnelsesland;2006;00;436;alle;personer;596;
befolkning_opprinnelsesland;2006;00;444;alle;personer;4722;
befolkning_opprinnelsesland;2006;00;448;alle;personer;682;
befolkning_opprinnelsesland;2006;00;452;alle;personer;16494;
befolkning_opprinnelsesland;2006;00;456;alle;personer;12148;
befolkning_opprinnelsesland;2006;00;460;alle;personer;445;
befolkning_opprinnelsesland;2006;00;464;alle;personer;589;
befolkning_opprinnelsesland;2006;00;476;alle;personer;145;
befolkning_opprinnelsesland;2006;00;478;alle;personer;278;
befolkning_opprinnelsesland;2006;00;480;alle;personer;328;
befolkning_opprinnelsesland;2006;00;484;alle;personer;4478;
befolkning_opprinnelsesland;2006;00;488;alle;personer;17;
befolkning_opprinnelsesland;2006;00;492;alle;personer;529;
befolkning_opprinnelsesland;2006;00;496;alle;personer;150;
befolkning_opprinnelsesland;2006;00;500;alle;personer;84;
befolkning_opprinnelsesland;2006;00;502;alle;personer;53;
befolkning_opprinnelsesland;2006;00;504;alle;personer;57;
befolkning_opprinnelsesland;2006;00;508;alle;personer;1396;
befolkning_opprinnelsesland;2006;00;510;alle;personer;54;
befolkning_opprinnelsesland;2006;00;512;alle;personer;303;
befolkning_opprinnelsesland;2006;00;513;alle;personer;6;
befolkning_opprinnelsesland;2006;00;516;alle;personer;50;
befolkning_opprinnelsesland;2006;00;520;alle;personer;:;
befolkning_opprinnelsesland;2006;00;524;alle;personer;810;
befolkning_opprinnelsesland;2006;00;528;alle;personer;304;
befolkning_opprinnelsesland;2006;00;534;alle;personer;15482;
befolkning_opprinnelsesland;2006;00;537;alle;personer;4;
befolkning_opprinnelsesland;2006;00;540;alle;personer;6;
befolkning_opprinnelsesland;2006;00;544;alle;personer;71;
befolkning_opprinnelsesland;2006;00;548;alle;personer;231;
befolkning_opprinnelsesland;2006;00;550;alle;personer;63;
befolkning_opprinnelsesland;2006;00;552;alle;personer;47;
befolkning_opprinnelsesland;2006;00;554;alle;personer;140;
befolkning_opprinnelsesland;2006;00;564;alle;personer;1052;
befolkning_opprinnelsesland;2006;00;568;alle;personer;7553;
befolkning_opprinnelsesland;2006;00;575;alle;personer;12245;
befolkning_opprinnelsesland;2006;00;578;alle;personer;66;
befolkning_opprinnelsesland;2006;00;601;alle;personer;:;
befolkning_opprinnelsesland;2006;00;602;alle;personer;17;
befolkning_opprinnelsesland;2006;00;603;alle;personer;:;
befolkning_opprinnelsesland;2006;00;604;alle;personer;6;
befolkning_opprinnelsesland;2006;00;605;alle;personer;:;
befolkning_opprinnelsesland;2006;00;606;alle;personer;:;
befolkning_opprinnelsesland;2006;00;608;alle;personer;:;
befolkning_opprinnelsesland;2006;00;612;alle;personer;1195;
befolkning_opprinnelsesland;2006;00;613;alle;personer;:;
befolkning_opprinnelsesland;2006;00;616;alle;personer;85;
befolkning_opprinnelsesland;2006;00;620;alle;personer;528;
befolkning_opprinnelsesland;2006;00;622;alle;personer;16;
befolkning_opprinnelsesland;2006;00;624;alle;personer;389;
befolkning_opprinnelsesland;2006;00;629;alle;personer;14;
befolkning_opprinnelsesland;2006;00;631;alle;personer;.;
befolkning_opprinnelsesland;2006;00;632;alle;personer;108;
befolkning_opprinnelsesland;2006;00;636;alle;personer;20;
befolkning_opprinnelsesland;2006;00;644;alle;personer;58;
befolkning_opprinnelsesland;2006;00;648;alle;personer;107;
befolkning_opprinnelsesland;2006;00;650;alle;personer;4;
befolkning_opprinnelsesland;2006;00;652;alle;personer;465;
befolkning_opprinnelsesland;2006;00;654;alle;personer;.;
befolkning_opprinnelsesland;2006;00;657;alle;personer;10;
befolkning_opprinnelsesland;2006;00;658;alle;personer;.;
befolkning_opprinnelsesland;2006;00;659;alle;personer;.;
befolkning_opprinnelsesland;2006;00;660;alle;personer;.;
befolkning_opprinnelsesland;2006;00;661;alle;personer;.;
befolkning_opprinnelsesland;2006;00;664;alle;personer;95;
befolkning_opprinnelsesland;2006;00;668;alle;personer;38;
befolkning_opprinnelsesland;2006;00;672;alle;personer;128;
befolkning_opprinnelsesland;2006;00;676;alle;personer;.;
befolkning_opprinnelsesland;2006;00;677;alle;personer;.;
befolkning_opprinnelsesland;2006;00;678;alle;personer;6;
befolkning_opprinnelsesland;2006;00;679;alle;personer;4;
befolkning_opprinnelsesland;2006;00;680;alle;personer;230;
befolkning_opprinnelsesland;2006;00;681;alle;personer;.;
befolkning_opprinnelsesland;2006;00;684;alle;personer;6639;
befolkning_opprinnelsesland;2006;00;685;alle;personer;10;
befolkning_opprinnelsesland;2006;00;686;alle;personer;.;
befolkning_opprinnelsesland;2006;00;687;alle;personer;.;
befolkning_opprinnelsesland;2006;00;705;alle;personer;462;
befolkning_opprinnelsesland;2006;00;710;alle;personer;168;
befolkning_opprinnelsesland;2006;00;715;alle;personer;1486;
befolkning_opprinnelsesland;2006;00;720;alle;personer;80;
befolkning_opprinnelsesland;2006;00;725;alle;personer;5696;
befolkning_opprinnelsesland;2006;00;730;alle;personer;810;
befolkning_opprinnelsesland;2006;00;735;alle;personer;231;
befolkning_opprinnelsesland;2006;00;740;alle;personer;:;
befolkning_opprinnelsesland;2006;00;745;alle;personer;.;
befolkning_opprinnelsesland;2006;00;755;alle;personer;50;
befolkning_opprinnelsesland;2006;00;760;alle;personer;671;
befolkning_opprinnelsesland;2006;00;765;alle;personer;24;
befolkning_opprinnelsesland;2006;00;770;alle;personer;142;
befolkning_opprinnelsesland;2006;00;775;alle;personer;212;
befolkning_opprinnelsesland;2006;00;802;alle;personer;.;
befolkning_opprinnelsesland;2006;00;805;alle;personer;757;
befolkning_opprinnelsesland;2006;00;806;alle;personer;:;
befolkning_opprinnelsesland;2006;00;807;alle;personer;.;
befolkning_opprinnelsesland;2006;00;808;alle;personer;.;
befolkning_opprinnelsesland;2006;00;809;alle;personer;:;
befolkning_opprinnelsesland;2006;00;811;alle;personer;21;
befolkning_opprinnelsesland;2006;00;812;alle;personer;:;
befolkning_opprinnelsesland;2006;00;813;alle;personer;5;
befolkning_opprinnelsesland;2006;00;814;alle;personer;:;
befolkning_opprinnelsesland;2006;00;815;alle;personer;.;
befolkning_opprinnelsesland;2006;00;816;alle;personer;:;
befolkning_opprinnelsesland;2006;00;817;alle;personer;.;
befolkning_opprinnelsesland;2006;00;818;alle;personer;.;
befolkning_opprinnelsesland;2006;00;819;alle;personer;.;
befolkning_opprinnelsesland;2006;00;820;alle;personer;273;
befolkning_opprinnelsesland;2006;00;821;alle;personer;.;
befolkning_opprinnelsesland;2006;00;822;alle;personer;.;
befolkning_opprinnelsesland;2006;00;826;alle;personer;:;
befolkning_opprinnelsesland;2006;00;827;alle;personer;4;
befolkning_opprinnelsesland;2006;00;828;alle;personer;.;
befolkning_opprinnelsesland;2006;00;829;alle;personer;.;
befolkning_opprinnelsesland;2006;00;830;alle;personer;:;
befolkning_opprinnelsesland;2006;00;832;alle;personer;.;
befolkning_opprinnelsesland;2006;00;833;alle;personer;:;
befolkning_opprinnelsesland;2006;00;835;alle;personer;.;
befolkning_opprinnelsesland;2006;00;839;alle;personer;:;
befolkning_opprinnelsesland;2006;00;840;alle;personer;.;
befolkning_opprinnelsesland;2006;00;970;alle;personer;45;
befolkning_opprinnelsesland;2006;00;980;alle;personer;.;
befolkning_opprinnelsesland;2006;00;990;alle;personer;.;
befolkning_opprinnelsesland;2007;00;101;alle;personer;17671;
befolkning_opprinnelsesland;2007;00;102;alle;personer;128;
befolkning_opprinnelsesland;2007;00;103;alle;personer;5940;
befolkning_opprinnelsesland;2007;00;104;alle;personer;694;
befolkning_opprinnelsesland;2007;00;105;alle;personer;3209;
befolkning_opprinnelsesland;2007;00;106;alle;personer;23424;
befolkning_opprinnelsesland;2007;00;111;alle;personer;340;
befolkning_opprinnelsesland;2007;00;112;alle;personer;617;
befolkning_opprinnelsesland;2007;00;113;alle;personer;1151;
befolkning_opprinnelsesland;2007;00;114;alle;personer;:;
befolkning_opprinnelsesland;2007;00;115;alle;personer;899;
befolkning_opprinnelsesland;2007;00;117;alle;personer;2640;
befolkning_opprinnelsesland;2007;00;118;alle;personer;:;
befolkning_opprinnelsesland;2007;00;119;alle;personer;570;
befolkning_opprinnelsesland;2007;00;120;alle;personer;470;
befolkning_opprinnelsesland;2007;00;121;alle;personer;472;
befolkning_opprinnelsesland;2007;00;122;alle;personer;2705;
befolkning_opprinnelsesland;2007;00;123;alle;personer;1362;
befolkning_opprinnelsesland;2007;00;124;alle;personer;949;
befolkning_opprinnelsesland;2007;00;126;alle;personer;36;
befolkning_opprinnelsesland;2007;00;127;alle;personer;4773;
befolkning_opprinnelsesland;2007;00;128;alle;personer;10;
befolkning_opprinnelsesland;2007;00;129;alle;personer;31;
befolkning_opprinnelsesland;2007;00;130;alle;personer;6;
befolkning_opprinnelsesland;2007;00;131;alle;personer;17747;
befolkning_opprinnelsesland;2007;00;132;alle;personer;643;
befolkning_opprinnelsesland;2007;00;133;alle;personer;1743;
befolkning_opprinnelsesland;2007;00;134;alle;personer;:;
befolkning_opprinnelsesland;2007;00;136;alle;personer;2984;
befolkning_opprinnelsesland;2007;00;137;alle;personer;1532;
befolkning_opprinnelsesland;2007;00;138;alle;personer;210;
befolkning_opprinnelsesland;2007;00;139;alle;personer;10716;
befolkning_opprinnelsesland;2007;00;140;alle;personer;10592;
befolkning_opprinnelsesland;2007;00;141;alle;personer;925;
befolkning_opprinnelsesland;2007;00;143;alle;personer;9575;
befolkning_opprinnelsesland;2007;00;144;alle;personer;13494;
befolkning_opprinnelsesland;2007;00;146;alle;personer;123;
befolkning_opprinnelsesland;2007;00;148;alle;personer;1613;
befolkning_opprinnelsesland;2007;00;152;alle;personer;1380;
befolkning_opprinnelsesland;2007;00;153;alle;personer;809;
befolkning_opprinnelsesland;2007;00;154;alle;personer;.;
befolkning_opprinnelsesland;2007;00;155;alle;personer;13266;
befolkning_opprinnelsesland;2007;00;156;alle;personer;2142;
befolkning_opprinnelsesland;2007;00;157;alle;personer;839;
befolkning_opprinnelsesland;2007;00;158;alle;personer;967;
befolkning_opprinnelsesland;2007;00;159;alle;personer;9569;
befolkning_opprinnelsesland;2007;00;160;alle;personer;158;
befolkning_opprinnelsesland;2007;00;161;alle;personer;.;
befolkning_opprinnelsesland;2007;00;162;alle;personer;.;
befolkning_opprinnelsesland;2007;00;163;alle;personer;.;
befolkning_opprinnelsesland;2007;00;164;alle;personer;.;
befolkning_opprinnelsesland;2007;00;203;alle;personer;1005;
befolkning_opprinnelsesland;2007;00;204;alle;personer;261;
befolkning_opprinnelsesland;2007;00;205;alle;personer;62;
befolkning_opprinnelsesland;2007;00;209;alle;personer;:;
befolkning_opprinnelsesland;2007;00;213;alle;personer;:;
befolkning_opprinnelsesland;2007;00;216;alle;personer;810;
befolkning_opprinnelsesland;2007;00;220;alle;personer;5;
befolkning_opprinnelsesland;2007;00;229;alle;personer;11;
befolkning_opprinnelsesland;2007;00;235;alle;personer;:;
befolkning_opprinnelsesland;2007;00;239;alle;personer;160;
befolkning_opprinnelsesland;2007;00;241;alle;personer;2249;
befolkning_opprinnelsesland;2007;00;246;alle;personer;2818;
befolkning_opprinnelsesland;2007;00;249;alle;personer;556;
befolkning_opprinnelsesland;2007;00;250;alle;personer;17;
befolkning_opprinnelsesland;2007;00;254;alle;personer;9;
befolkning_opprinnelsesland;2007;00;256;alle;personer;910;
befolkning_opprinnelsesland;2007;00;260;alle;personer;1313;
befolkning_opprinnelsesland;2007;00;264;alle;personer;78;
befolkning_opprinnelsesland;2007;00;266;alle;personer;12;
befolkning_opprinnelsesland;2007;00;270;alle;personer;311;
befolkning_opprinnelsesland;2007;00;273;alle;personer;377;
befolkning_opprinnelsesland;2007;00;276;alle;personer;862;
befolkning_opprinnelsesland;2007;00;278;alle;personer;221;
befolkning_opprinnelsesland;2007;00;279;alle;personer;1141;
befolkning_opprinnelsesland;2007;00;281;alle;personer;8;
befolkning_opprinnelsesland;2007;00;283;alle;personer;901;
befolkning_opprinnelsesland;2007;00;286;alle;personer;207;
befolkning_opprinnelsesland;2007;00;289;alle;personer;168;
befolkning_opprinnelsesland;2007;00;296;alle;personer;69;
befolkning_opprinnelsesland;2007;00;299;alle;personer;22;
befolkning_opprinnelsesland;2007;00;303;alle;personer;4516;
befolkning_opprinnelsesland;2007;00;304;alle;personer;8;
befolkning_opprinnelsesland;2007;00;306;alle;personer;11;
befolkning_opprinnelsesland;2007;00;307;alle;personer;150;
befolkning_opprinnelsesland;2007;00;308;alle;personer;69;
befolkning_opprinnelsesland;2007;00;309;alle;personer;32;
befolkning_opprinnelsesland;2007;00;313;alle;personer;680;
befolkning_opprinnelsesland;2007;00;319;alle;personer;80;
befolkning_opprinnelsesland;2007;00;322;alle;personer;.;
befolkning_opprinnelsesland;2007;00;323;alle;personer;4;
befolkning_opprinnelsesland;2007;00;326;alle;personer;150;
befolkning_opprinnelsesland;2007;00;329;alle;personer;429;
befolkning_opprinnelsesland;2007;00;333;alle;personer;:;
befolkning_opprinnelsesland;2007;00;336;alle;personer;119;
befolkning_opprinnelsesland;2007;00;337;alle;personer;:;
befolkning_opprinnelsesland;2007;00;338;alle;personer;12;
befolkning_opprinnelsesland;2007;00;339;alle;personer;411;
befolkning_opprinnelsesland;2007;00;346;alle;personer;14698;
befolkning_opprinnelsesland;2007;00;355;alle;personer;.;
befolkning_opprinnelsesland;2007;00;356;alle;personer;743;
befolkning_opprinnelsesland;2007;00;357;alle;personer;5;
befolkning_opprinnelsesland;2007;00;359;alle;personer;573;
befolkning_opprinnelsesland;2007;00;369;alle;personer;536;
befolkning_opprinnelsesland;2007;00;373;alle;personer;16;
befolkning_opprinnelsesland;2007;00;376;alle;personer;73;
befolkning_opprinnelsesland;2007;00;379;alle;personer;725;
befolkning_opprinnelsesland;2007;00;386;alle;personer;666;
befolkning_opprinnelsesland;2007;00;389;alle;personer;202;
befolkning_opprinnelsesland;2007;00;393;alle;personer;14;
befolkning_opprinnelsesland;2007;00;404;alle;personer;6520;
befolkning_opprinnelsesland;2007;00;406;alle;personer;182;
befolkning_opprinnelsesland;2007;00;407;alle;personer;254;
befolkning_opprinnelsesland;2007;00;409;alle;personer;9;
befolkning_opprinnelsesland;2007;00;410;alle;personer;428;
befolkning_opprinnelsesland;2007;00;412;alle;personer;11;
befolkning_opprinnelsesland;2007;00;416;alle;personer;5;
befolkning_opprinnelsesland;2007;00;420;alle;personer;1387;
befolkning_opprinnelsesland;2007;00;424;alle;personer;8115;
befolkning_opprinnelsesland;2007;00;426;alle;personer;61;
befolkning_opprinnelsesland;2007;00;428;alle;personer;8398;
befolkning_opprinnelsesland;2007;00;430;alle;personer;166;
befolkning_opprinnelsesland;2007;00;432;alle;personer;142;
befolkning_opprinnelsesland;2007;00;436;alle;personer;605;
befolkning_opprinnelsesland;2007;00;444;alle;personer;5079;
befolkning_opprinnelsesland;2007;00;448;alle;personer;750;
befolkning_opprinnelsesland;2007;00;452;alle;personer;17246;
befolkning_opprinnelsesland;2007;00;456;alle;personer;12308;
befolkning_opprinnelsesland;2007;00;460;alle;personer;492;
befolkning_opprinnelsesland;2007;00;464;alle;personer;604;
befolkning_opprinnelsesland;2007;00;476;alle;personer;160;
befolkning_opprinnelsesland;2007;00;478;alle;personer;304;
befolkning_opprinnelsesland;2007;00;480;alle;personer;369;
befolkning_opprinnelsesland;2007;00;484;alle;personer;4739;
befolkning_opprinnelsesland;2007;00;488;alle;personer;17;
befolkning_opprinnelsesland;2007;00;492;alle;personer;594;
befolkning_opprinnelsesland;2007;00;496;alle;personer;166;
befolkning_opprinnelsesland;2007;00;500;alle;personer;84;
befolkning_opprinnelsesland;2007;00;502;alle;personer;66;
befolkning_opprinnelsesland;2007;00;504;alle;personer;65;
befolkning_opprinnelsesland;2007;00;508;alle;personer;1487;
befolkning_opprinnelsesland;2007;00;510;alle;personer;63;
befolkning_opprinnelsesland;2007;00;512;alle;personer;336;
befolkning_opprinnelsesland;2007;00;513;alle;personer;5;
befolkning_opprinnelsesland;2007;00;516;alle;personer;64;
befolkning_opprinnelsesland;2007;00;520;alle;personer;8;
befolkning_opprinnelsesland;2007;00;524;alle;personer;916;
befolkning_opprinnelsesland;2007;00;528;alle;personer;298;
befolkning_opprinnelsesland;2007;00;534;alle;personer;15752;
befolkning_opprinnelsesland;2007;00;537;alle;personer;7;
befolkning_opprinnelsesland;2007;00;540;alle;personer;7;
befolkning_opprinnelsesland;2007;00;544;alle;personer;70;
befolkning_opprinnelsesland;2007;00;548;alle;personer;250;
befolkning_opprinnelsesland;2007;00;550;alle;personer;71;
befolkning_opprinnelsesland;2007;00;552;alle;personer;48;
befolkning_opprinnelsesland;2007;00;554;alle;personer;164;
befolkning_opprinnelsesland;2007;00;564;alle;personer;1128;
befolkning_opprinnelsesland;2007;00;568;alle;personer;8426;
befolkning_opprinnelsesland;2007;00;575;alle;personer;12409;
befolkning_opprinnelsesland;2007;00;578;alle;personer;66;
befolkning_opprinnelsesland;2007;00;601;alle;personer;:;
befolkning_opprinnelsesland;2007;00;602;alle;personer;19;
befolkning_opprinnelsesland;2007;00;603;alle;personer;:;
befolkning_opprinnelsesland;2007;00;604;alle;personer;7;
befolkning_opprinnelsesland;2007;00;605;alle;personer;:;
befolkning_opprinnelsesland;2007;00;606;alle;personer;:;
befolkning_opprinnelsesland;2007;00;608;alle;personer;:;
befolkning_opprinnelsesland;2007;00;612;alle;personer;1237;
befolkning_opprinnelsesland;2007;00;613;alle;personer;:;
befolkning_opprinnelsesland;2007;00;616;alle;personer;80;
befolkning_opprinnelsesland;2007;00;620;alle;personer;562;
befolkning_opprinnelsesland;2007;00;622;alle;personer;16;
befolkning_opprinnelsesland;2007;00;624;alle;personer;419;
befolkning_opprinnelsesland;2007;00;629;alle;personer;14;
befolkning_opprinnelsesland;2007;00;631;alle;personer;:;
befolkning_opprinnelsesland;2007;00;632;alle;personer;114;
befolkning_opprinnelsesland;2007;00;636;alle;personer;21;
befolkning_opprinnelsesland;2007;00;644;alle;personer;60;
befolkning_opprinnelsesland;2007;00;648;alle;personer;112;
befolkning_opprinnelsesland;2007;00;650;alle;personer;5;
befolkning_opprinnelsesland;2007;00;652;alle;personer;519;
befolkning_opprinnelsesland;2007;00;654;alle;personer;.;
befolkning_opprinnelsesland;2007;00;657;alle;personer;10;
befolkning_opprinnelsesland;2007;00;658;alle;personer;.;
befolkning_opprinnelsesland;2007;00;659;alle;personer;.;
befolkning_opprinnelsesland;2007;00;660;alle;personer;.;
befolkning_opprinnelsesland;2007;00;661;alle;personer;.;
befolkning_opprinnelsesland;2007;00;664;alle;personer;104;
befolkning_opprinnelsesland;2007;00;668;alle;personer;39;
befolkning_opprinnelsesland;2007;00;672;alle;personer;132;
befolkning_opprinnelsesland;2007;00;676;alle;personer;.;
befolkning_opprinnelsesland;2007;00;677;alle;personer;.;
befolkning_opprinnelsesland;2007;00;678;alle;personer;8;
befolkning_opprinnelsesland;2007;00;679;alle;personer;4;
befolkning_opprinnelsesland;2007;00;680;alle;personer;228;
befolkning_opprinnelsesland;2007;00;681;alle;personer;.;
befolkning_opprinnelsesland;2007;00;684;alle;personer;6751;
befolkning_opprinnelsesland;2007;00;685;alle;personer;12;
befolkning_opprinnelsesland;2007;00;686;alle;personer;.;
befolkning_opprinnelsesland;2007;00;687;alle;personer;.;
befolkning_opprinnelsesland;2007;00;705;alle;personer;480;
befolkning_opprinnelsesland;2007;00;710;alle;personer;177;
befolkning_opprinnelsesland;2007;00;715;alle;personer;1747;
befolkning_opprinnelsesland;2007;00;720;alle;personer;78;
befolkning_opprinnelsesland;2007;00;725;alle;personer;5757;
befolkning_opprinnelsesland;2007;00;730;alle;personer;862;
befolkning_opprinnelsesland;2007;00;735;alle;personer;242;
befolkning_opprinnelsesland;2007;00;740;alle;personer;:;
befolkning_opprinnelsesland;2007;00;745;alle;personer;:;
befolkning_opprinnelsesland;2007;00;755;alle;personer;58;
befolkning_opprinnelsesland;2007;00;760;alle;personer;727;
befolkning_opprinnelsesland;2007;00;765;alle;personer;29;
befolkning_opprinnelsesland;2007;00;770;alle;personer;147;
befolkning_opprinnelsesland;2007;00;775;alle;personer;263;
befolkning_opprinnelsesland;2007;00;802;alle;personer;.;
