"aar","bydel_nr","innvkat_3","enhet","tabellvariabel","tabell_navn","fylke_nr","kommune_nr","naringsregion_nr"
"2013","NULL","alle","personer","109994","sysselsatte_innvkat","18","NULL","NULL"
"2013","NULL","alle","prosent","76.2","sysselsatte_innvkat","18","NULL","NULL"
"2013","NULL","innvandrere","personer","8965","sysselsatte_innvkat","18","NULL","NULL"
"2013","NULL","innvandrere","prosent","64.1","sysselsatte_innvkat","18","NULL","NULL"
"2013","NULL","befolkningen_ellers","personer","101029","sysselsatte_innvkat","18","NULL","NULL"
"2013","NULL","befolkningen_ellers","prosent","77.5","sysselsatte_innvkat","18","NULL","NULL"
"2013","NULL","alle","personer","77428","sysselsatte_innvkat","19","NULL","NULL"
"2013","NULL","alle","prosent","77.3","sysselsatte_innvkat","19","NULL","NULL"
"2013","NULL","innvandrere","personer","7763","sysselsatte_innvkat","19","NULL","NULL"
"2013","NULL","innvandrere","prosent","68.4","sysselsatte_innvkat","19","NULL","NULL"
"2013","NULL","befolkningen_ellers","personer","69665","sysselsatte_innvkat","19","NULL","NULL"
"2013","NULL","befolkningen_ellers","prosent","78.4","sysselsatte_innvkat","19","NULL","NULL"
"2013","NULL","alle","personer","35329","sysselsatte_innvkat","20","NULL","NULL"
"2013","NULL","alle","prosent","75.8","sysselsatte_innvkat","20","NULL","NULL"
"2013","NULL","innvandrere","personer","4891","sysselsatte_innvkat","20","NULL","NULL"
"2013","NULL","innvandrere","prosent","71","sysselsatte_innvkat","20","NULL","NULL"
"2013","NULL","befolkningen_ellers","personer","30438","sysselsatte_innvkat","20","NULL","NULL"
"2013","NULL","befolkningen_ellers","prosent","76.6","sysselsatte_innvkat","20","NULL","NULL"
"2013","NULL","alle","personer","12787","sysselsatte_innvkat","NULL","0101","NULL"
"2013","NULL","alle","prosent","70.2","sysselsatte_innvkat","NULL","0101","NULL"
"2013","NULL","innvandrere","personer","1316","sysselsatte_innvkat","NULL","0101","NULL"
"2013","NULL","innvandrere","prosent","56.4","sysselsatte_innvkat","NULL","0101","NULL"
"2013","NULL","befolkningen_ellers","personer","11471","sysselsatte_innvkat","NULL","0101","NULL"
"2013","NULL","befolkningen_ellers","prosent","72.3","sysselsatte_innvkat","NULL","0101","NULL"
"2013","NULL","alle","personer","13565","sysselsatte_innvkat","NULL","0104","NULL"
"2013","NULL","alle","prosent","71.2","sysselsatte_innvkat","NULL","0104","NULL"
"2013","NULL","innvandrere","personer","2164","sysselsatte_innvkat","NULL","0104","NULL"
"2013","NULL","innvandrere","prosent","59","sysselsatte_innvkat","NULL","0104","NULL"
"2013","NULL","befolkningen_ellers","personer","11401","sysselsatte_innvkat","NULL","0104","NULL"
"2013","NULL","befolkningen_ellers","prosent","74.1","sysselsatte_innvkat","NULL","0104","NULL"
"2013","NULL","alle","personer","23192","sysselsatte_innvkat","NULL","0105","NULL"
"2013","NULL","alle","prosent","71","sysselsatte_innvkat","NULL","0105","NULL"
"2013","NULL","innvandrere","personer","3158","sysselsatte_innvkat","NULL","0105","NULL"
"2013","NULL","innvandrere","prosent","57.7","sysselsatte_innvkat","NULL","0105","NULL"
"2013","NULL","befolkningen_ellers","personer","20034","sysselsatte_innvkat","NULL","0105","NULL"
"2013","NULL","befolkningen_ellers","prosent","73.7","sysselsatte_innvkat","NULL","0105","NULL"
"2013","NULL","alle","personer","34178","sysselsatte_innvkat","NULL","0106","NULL"
"2013","NULL","alle","prosent","72.2","sysselsatte_innvkat","NULL","0106","NULL"
"2013","NULL","innvandrere","personer","4445","sysselsatte_innvkat","NULL","0106","NULL"
"2013","NULL","innvandrere","prosent","59.1","sysselsatte_innvkat","NULL","0106","NULL"
"2013","NULL","befolkningen_ellers","personer","29733","sysselsatte_innvkat","NULL","0106","NULL"
"2013","NULL","befolkningen_ellers","prosent","74.7","sysselsatte_innvkat","NULL","0106","NULL"
"2013","NULL","alle","personer","1966","sysselsatte_innvkat","NULL","0111","NULL"
"2013","NULL","alle","prosent","72.8","sysselsatte_innvkat","NULL","0111","NULL"
"2013","NULL","innvandrere","personer","105","sysselsatte_innvkat","NULL","0111","NULL"
"2013","NULL","innvandrere","prosent","65.6","sysselsatte_innvkat","NULL","0111","NULL"
"2013","NULL","befolkningen_ellers","personer","1861","sysselsatte_innvkat","NULL","0111","NULL"
"2013","NULL","befolkningen_ellers","prosent","73.2","sysselsatte_innvkat","NULL","0111","NULL"
"2013","NULL","alle","personer","623","sysselsatte_innvkat","NULL","0118","NULL"
"2013","NULL","alle","prosent","76.9","sysselsatte_innvkat","NULL","0118","NULL"
"2013","NULL","innvandrere","personer","19","sysselsatte_innvkat","NULL","0118","NULL"
"2013","NULL","innvandrere","prosent","57.6","sysselsatte_innvkat","NULL","0118","NULL"
"2013","NULL","befolkningen_ellers","personer","604","sysselsatte_innvkat","NULL","0118","NULL"
"2013","NULL","befolkningen_ellers","prosent","77.7","sysselsatte_innvkat","NULL","0118","NULL"
"2013","NULL","alle","personer","1551","sysselsatte_innvkat","NULL","0119","NULL"
"2013","NULL","alle","prosent","73.6","sysselsatte_innvkat","NULL","0119","NULL"
"2013","NULL","innvandrere","personer","128","sysselsatte_innvkat","NULL","0119","NULL"
"2013","NULL","innvandrere","prosent","64.6","sysselsatte_innvkat","NULL","0119","NULL"
"2013","NULL","befolkningen_ellers","personer","1423","sysselsatte_innvkat","NULL","0119","NULL"
"2013","NULL","befolkningen_ellers","prosent","74.5","sysselsatte_innvkat","NULL","0119","NULL"
"2013","NULL","alle","personer","300","sysselsatte_innvkat","NULL","0121","NULL"
"2013","NULL","alle","prosent","78.7","sysselsatte_innvkat","NULL","0121","NULL"
"2013","NULL","innvandrere","personer","32","sysselsatte_innvkat","NULL","0121","NULL"
"2013","NULL","innvandrere","prosent","86.5","sysselsatte_innvkat","NULL","0121","NULL"
"2013","NULL","befolkningen_ellers","personer","268","sysselsatte_innvkat","NULL","0121","NULL"
"2013","NULL","befolkningen_ellers","prosent","77.9","sysselsatte_innvkat","NULL","0121","NULL"
"2013","NULL","alle","personer","2476","sysselsatte_innvkat","NULL","0122","NULL"
"2013","NULL","alle","prosent","76","sysselsatte_innvkat","NULL","0122","NULL"
"2013","NULL","innvandrere","personer","247","sysselsatte_innvkat","NULL","0122","NULL"
"2013","NULL","innvandrere","prosent","68.4","sysselsatte_innvkat","NULL","0122","NULL"
"2013","NULL","befolkningen_ellers","personer","2229","sysselsatte_innvkat","NULL","0122","NULL"
"2013","NULL","befolkningen_ellers","prosent","76.9","sysselsatte_innvkat","NULL","0122","NULL"
"2013","NULL","alle","personer","2571","sysselsatte_innvkat","NULL","0123","NULL"
"2013","NULL","alle","prosent","76.7","sysselsatte_innvkat","NULL","0123","NULL"
"2013","NULL","innvandrere","personer","275","sysselsatte_innvkat","NULL","0123","NULL"
"2013","NULL","innvandrere","prosent","67.2","sysselsatte_innvkat","NULL","0123","NULL"
"2013","NULL","befolkningen_ellers","personer","2296","sysselsatte_innvkat","NULL","0123","NULL"
"2013","NULL","befolkningen_ellers","prosent","78","sysselsatte_innvkat","NULL","0123","NULL"
"2013","NULL","alle","personer","6839","sysselsatte_innvkat","NULL","0124","NULL"
"2013","NULL","alle","prosent","72.1","sysselsatte_innvkat","NULL","0124","NULL"
"2013","NULL","innvandrere","personer","1158","sysselsatte_innvkat","NULL","0124","NULL"
"2013","NULL","innvandrere","prosent","61.1","sysselsatte_innvkat","NULL","0124","NULL"
"2013","NULL","befolkningen_ellers","personer","5681","sysselsatte_innvkat","NULL","0124","NULL"
"2013","NULL","befolkningen_ellers","prosent","74.9","sysselsatte_innvkat","NULL","0124","NULL"
"2013","NULL","alle","personer","5023","sysselsatte_innvkat","NULL","0125","NULL"
"2013","NULL","alle","prosent","73.9","sysselsatte_innvkat","NULL","0125","NULL"
"2013","NULL","innvandrere","personer","692","sysselsatte_innvkat","NULL","0125","NULL"
"2013","NULL","innvandrere","prosent","62.4","sysselsatte_innvkat","NULL","0125","NULL"
"2013","NULL","befolkningen_ellers","personer","4331","sysselsatte_innvkat","NULL","0125","NULL"
"2013","NULL","befolkningen_ellers","prosent","76.1","sysselsatte_innvkat","NULL","0125","NULL"
"2013","NULL","alle","personer","1746","sysselsatte_innvkat","NULL","0127","NULL"
"2013","NULL","alle","prosent","77.4","sysselsatte_innvkat","NULL","0127","NULL"
"2013","NULL","innvandrere","personer","187","sysselsatte_innvkat","NULL","0127","NULL"
