tabell_navn;aar;fylke_id;innvkat_3;kjonn;alder_grupper;enhet;tabellvariabel;
befolkning_alder;2006;01;alle;0;0-5;personer;8824;
befolkning_alder;2006;01;alle;0;6-15;personer;16679;
befolkning_alder;2006;01;alle;0;16-19;personer;6204;
befolkning_alder;2006;01;alle;0;20-29;personer;14165;
befolkning_alder;2006;01;alle;0;30-54;personer;45614;
befolkning_alder;2006;01;alle;0;55-66;personer;18962;
befolkning_alder;2006;01;alle;0;67+;personer;21704;
befolkning_alder;2006;01;innvandrere;0;0-5;personer;108;
befolkning_alder;2006;01;innvandrere;0;6-15;personer;876;
befolkning_alder;2006;01;innvandrere;0;16-19;personer;473;
befolkning_alder;2006;01;innvandrere;0;20-29;personer;1601;
befolkning_alder;2006;01;innvandrere;0;30-54;personer;4294;
befolkning_alder;2006;01;innvandrere;0;55-66;personer;1014;
befolkning_alder;2006;01;innvandrere;0;67+;personer;926;
befolkning_alder;2006;01;befolkningen_ellers;0;0-5;personer;8716;
befolkning_alder;2006;01;befolkningen_ellers;0;6-15;personer;15803;
befolkning_alder;2006;01;befolkningen_ellers;0;16-19;personer;5731;
befolkning_alder;2006;01;befolkningen_ellers;0;20-29;personer;12564;
befolkning_alder;2006;01;befolkningen_ellers;0;30-54;personer;41320;
befolkning_alder;2006;01;befolkningen_ellers;0;55-66;personer;17948;
befolkning_alder;2006;01;befolkningen_ellers;0;67+;personer;20778;
befolkning_alder;2007;01;alle;alle;0-5;personer;18240;
befolkning_alder;2007;01;alle;alle;6-15;personer;34364;
befolkning_alder;2007;01;alle;alle;16-19;personer;13439;
befolkning_alder;2007;01;alle;alle;20-29;personer;28405;
befolkning_alder;2007;01;alle;alle;30-54;personer;92315;
befolkning_alder;2007;01;alle;alle;55-66;personer;38469;
befolkning_alder;2007;01;alle;alle;67+;personer;37291;
befolkning_alder;2007;01;innvandrere;alle;0-5;personer;272;
befolkning_alder;2007;01;innvandrere;alle;6-15;personer;1845;
befolkning_alder;2007;01;innvandrere;alle;16-19;personer;1043;
befolkning_alder;2007;01;innvandrere;alle;20-29;personer;3177;
befolkning_alder;2007;01;innvandrere;alle;30-54;personer;9213;
befolkning_alder;2007;01;innvandrere;alle;55-66;personer;2193;
befolkning_alder;2007;01;innvandrere;alle;67+;personer;1612;
befolkning_alder;2007;01;befolkningen_ellers;alle;0-5;personer;17968;
befolkning_alder;2007;01;befolkningen_ellers;alle;6-15;personer;32519;
befolkning_alder;2007;01;befolkningen_ellers;alle;16-19;personer;12396;
befolkning_alder;2007;01;befolkningen_ellers;alle;20-29;personer;25228;
befolkning_alder;2007;01;befolkningen_ellers;alle;30-54;personer;83102;
befolkning_alder;2007;01;befolkningen_ellers;alle;55-66;personer;36276;
befolkning_alder;2007;01;befolkningen_ellers;alle;67+;personer;35679;
befolkning_alder;2007;01;alle;1;0-5;personer;9490;
befolkning_alder;2007;01;alle;1;6-15;personer;17743;
befolkning_alder;2007;01;alle;1;16-19;personer;6891;
befolkning_alder;2007;01;alle;1;20-29;personer;14353;
befolkning_alder;2007;01;alle;1;30-54;personer;46493;
befolkning_alder;2007;01;alle;1;55-66;personer;19070;
befolkning_alder;2007;01;alle;1;67+;personer;15498;
befolkning_alder;2007;01;innvandrere;1;0-5;personer;150;
befolkning_alder;2007;01;innvandrere;1;6-15;personer;978;
befolkning_alder;2007;01;innvandrere;1;16-19;personer;531;
befolkning_alder;2007;01;innvandrere;1;20-29;personer;1470;
befolkning_alder;2007;01;innvandrere;1;30-54;personer;4625;
befolkning_alder;2007;01;innvandrere;1;55-66;personer;1146;
befolkning_alder;2007;01;innvandrere;1;67+;personer;643;
befolkning_alder;2007;01;befolkningen_ellers;1;0-5;personer;9340;
befolkning_alder;2007;01;befolkningen_ellers;1;6-15;personer;16765;
befolkning_alder;2007;01;befolkningen_ellers;1;16-19;personer;6360;
befolkning_alder;2007;01;befolkningen_ellers;1;20-29;personer;12883;
befolkning_alder;2007;01;befolkningen_ellers;1;30-54;personer;41868;
befolkning_alder;2007;01;befolkningen_ellers;1;55-66;personer;17924;
befolkning_alder;2007;01;befolkningen_ellers;1;67+;personer;14855;
befolkning_alder;2007;01;alle;0;0-5;personer;8750;
befolkning_alder;2007;01;alle;0;6-15;personer;16621;
befolkning_alder;2007;01;alle;0;16-19;personer;6548;
befolkning_alder;2007;01;alle;0;20-29;personer;14052;
befolkning_alder;2007;01;alle;0;30-54;personer;45822;
befolkning_alder;2007;01;alle;0;55-66;personer;19399;
befolkning_alder;2007;01;alle;0;67+;personer;21793;
befolkning_alder;2007;01;innvandrere;0;0-5;personer;122;
befolkning_alder;2007;01;innvandrere;0;6-15;personer;867;
befolkning_alder;2007;01;innvandrere;0;16-19;personer;512;
befolkning_alder;2007;01;innvandrere;0;20-29;personer;1707;
befolkning_alder;2007;01;innvandrere;0;30-54;personer;4588;
befolkning_alder;2007;01;innvandrere;0;55-66;personer;1047;
befolkning_alder;2007;01;innvandrere;0;67+;personer;969;
befolkning_alder;2007;01;befolkningen_ellers;0;0-5;personer;8628;
befolkning_alder;2007;01;befolkningen_ellers;0;6-15;personer;15754;
befolkning_alder;2007;01;befolkningen_ellers;0;16-19;personer;6036;
befolkning_alder;2007;01;befolkningen_ellers;0;20-29;personer;12345;
befolkning_alder;2007;01;befolkningen_ellers;0;30-54;personer;41234;
befolkning_alder;2007;01;befolkningen_ellers;0;55-66;personer;18352;
befolkning_alder;2007;01;befolkningen_ellers;0;67+;personer;20824;
befolkning_alder;2008;01;alle;alle;0-5;personer;18329;
befolkning_alder;2008;01;alle;alle;6-15;personer;34543;
befolkning_alder;2008;01;alle;alle;16-19;personer;13800;
befolkning_alder;2008;01;alle;alle;20-29;personer;28621;
befolkning_alder;2008;01;alle;alle;30-54;personer;93080;
befolkning_alder;2008;01;alle;alle;55-66;personer;39466;
befolkning_alder;2008;01;alle;alle;67+;personer;37619;
befolkning_alder;2008;01;innvandrere;alle;0-5;personer;327;
befolkning_alder;2008;01;innvandrere;alle;6-15;personer;1944;
befolkning_alder;2008;01;innvandrere;alle;16-19;personer;1134;
befolkning_alder;2008;01;innvandrere;alle;20-29;personer;3580;
befolkning_alder;2008;01;innvandrere;alle;30-54;personer;10243;
befolkning_alder;2008;01;innvandrere;alle;55-66;personer;2339;
befolkning_alder;2008;01;innvandrere;alle;67+;personer;1681;
befolkning_alder;2008;01;befolkningen_ellers;alle;0-5;personer;18002;
befolkning_alder;2008;01;befolkningen_ellers;alle;6-15;personer;32599;
befolkning_alder;2008;01;befolkningen_ellers;alle;16-19;personer;12666;
befolkning_alder;2008;01;befolkningen_ellers;alle;20-29;personer;25041;
befolkning_alder;2008;01;befolkningen_ellers;alle;30-54;personer;82837;
befolkning_alder;2008;01;befolkningen_ellers;alle;55-66;personer;37127;
befolkning_alder;2008;01;befolkningen_ellers;alle;67+;personer;35938;
befolkning_alder;2008;01;alle;1;0-5;personer;9510;
befolkning_alder;2008;01;alle;1;6-15;personer;17834;
befolkning_alder;2008;01;alle;1;16-19;personer;7102;
befolkning_alder;2008;01;alle;1;20-29;personer;14515;
befolkning_alder;2008;01;alle;1;30-54;personer;47001;
befolkning_alder;2008;01;alle;1;55-66;personer;19577;
befolkning_alder;2008;01;alle;1;67+;personer;15745;
befolkning_alder;2008;01;innvandrere;1;0-5;personer;181;
befolkning_alder;2008;01;innvandrere;1;6-15;personer;1035;
befolkning_alder;2008;01;innvandrere;1;16-19;personer;577;
befolkning_alder;2008;01;innvandrere;1;20-29;personer;1733;
befolkning_alder;2008;01;innvandrere;1;30-54;personer;5217;
befolkning_alder;2008;01;innvandrere;1;55-66;personer;1242;
befolkning_alder;2008;01;innvandrere;1;67+;personer;666;
befolkning_alder;2008;01;befolkningen_ellers;1;0-5;personer;9329;
befolkning_alder;2008;01;befolkningen_ellers;1;6-15;personer;16799;
befolkning_alder;2008;01;befolkningen_ellers;1;16-19;personer;6525;
befolkning_alder;2008;01;befolkningen_ellers;1;20-29;personer;12782;
befolkning_alder;2008;01;befolkningen_ellers;1;30-54;personer;41784;
befolkning_alder;2008;01;befolkningen_ellers;1;55-66;personer;18335;
befolkning_alder;2008;01;befolkningen_ellers;1;67+;personer;15079;
befolkning_alder;2008;01;alle;0;0-5;personer;8819;
befolkning_alder;2008;01;alle;0;6-15;personer;16709;
befolkning_alder;2008;01;alle;0;16-19;personer;6698;
befolkning_alder;2008;01;alle;0;20-29;personer;14106;
befolkning_alder;2008;01;alle;0;30-54;personer;46079;
befolkning_alder;2008;01;alle;0;55-66;personer;19889;
befolkning_alder;2008;01;alle;0;67+;personer;21874;
befolkning_alder;2008;01;innvandrere;0;0-5;personer;146;
befolkning_alder;2008;01;innvandrere;0;6-15;personer;909;
befolkning_alder;2008;01;innvandrere;0;16-19;personer;557;
befolkning_alder;2008;01;innvandrere;0;20-29;personer;1847;
befolkning_alder;2008;01;innvandrere;0;30-54;personer;5026;
befolkning_alder;2008;01;innvandrere;0;55-66;personer;1097;
befolkning_alder;2008;01;innvandrere;0;67+;personer;1015;
befolkning_alder;2008;01;befolkningen_ellers;0;0-5;personer;8673;
befolkning_alder;2008;01;befolkningen_ellers;0;6-15;personer;15800;
befolkning_alder;2008;01;befolkningen_ellers;0;16-19;personer;6141;
befolkning_alder;2008;01;befolkningen_ellers;0;20-29;personer;12259;
befolkning_alder;2008;01;befolkningen_ellers;0;30-54;personer;41053;
befolkning_alder;2008;01;befolkningen_ellers;0;55-66;personer;18792;
befolkning_alder;2008;01;befolkningen_ellers;0;67+;personer;20859;
befolkning_alder;2009;01;alle;alle;0-5;personer;18407;
befolkning_alder;2009;01;alle;alle;6-15;personer;34646;
befolkning_alder;2009;01;alle;alle;16-19;personer;14124;
befolkning_alder;2009;01;alle;alle;20-29;personer;29209;
befolkning_alder;2009;01;alle;alle;30-54;personer;93804;
befolkning_alder;2009;01;alle;alle;55-66;personer;40697;
befolkning_alder;2009;01;alle;alle;67+;personer;37697;
befolkning_alder;2009;01;innvandrere;alle;0-5;personer;380;
befolkning_alder;2009;01;innvandrere;alle;6-15;personer;2045;
befolkning_alder;2009;01;innvandrere;alle;16-19;personer;1204;
befolkning_alder;2009;01;innvandrere;alle;20-29;personer;4079;
befolkning_alder;2009;01;innvandrere;alle;30-54;personer;11407;
befolkning_alder;2009;01;innvandrere;alle;55-66;personer;2499;
befolkning_alder;2009;01;innvandrere;alle;67+;personer;1721;
befolkning_alder;2009;01;befolkningen_ellers;alle;0-5;personer;18027;
befolkning_alder;2009;01;befolkningen_ellers;alle;6-15;personer;32601;
befolkning_alder;2009;01;befolkningen_ellers;alle;16-19;personer;12920;
befolkning_alder;2009;01;befolkningen_ellers;alle;20-29;personer;25130;
befolkning_alder;2009;01;befolkningen_ellers;alle;30-54;personer;82397;
befolkning_alder;2009;01;befolkningen_ellers;alle;55-66;personer;38198;
befolkning_alder;2009;01;befolkningen_ellers;alle;67+;personer;35976;
befolkning_alder;2009;01;alle;1;0-5;personer;9504;
befolkning_alder;2009;01;alle;1;6-15;personer;17884;
befolkning_alder;2009;01;alle;1;16-19;personer;7284;
befolkning_alder;2009;01;alle;1;20-29;personer;14795;
befolkning_alder;2009;01;alle;1;30-54;personer;47498;
befolkning_alder;2009;01;alle;1;55-66;personer;20218;
befolkning_alder;2009;01;alle;1;67+;personer;15807;
befolkning_alder;2009;01;innvandrere;1;0-5;personer;200;
befolkning_alder;2009;01;innvandrere;1;6-15;personer;1061;
befolkning_alder;2009;01;innvandrere;1;16-19;personer;633;
befolkning_alder;2009;01;innvandrere;1;20-29;personer;1988;
befolkning_alder;2009;01;innvandrere;1;30-54;personer;5908;
befolkning_alder;2009;01;innvandrere;1;55-66;personer;1332;
befolkning_alder;2009;01;innvandrere;1;67+;personer;686;
befolkning_alder;2009;01;befolkningen_ellers;1;0-5;personer;9304;
befolkning_alder;2009;01;befolkningen_ellers;1;6-15;personer;16823;
befolkning_alder;2009;01;befolkningen_ellers;1;16-19;personer;6651;
befolkning_alder;2009;01;befolkningen_ellers;1;20-29;personer;12807;
befolkning_alder;2009;01;befolkningen_ellers;1;30-54;personer;41590;
befolkning_alder;2009;01;befolkningen_ellers;1;55-66;personer;18886;
befolkning_alder;2009;01;befolkningen_ellers;1;67+;personer;15121;
befolkning_alder;2009;01;alle;0;0-5;personer;8903;
befolkning_alder;2009;01;alle;0;6-15;personer;16762;
befolkning_alder;2009;01;alle;0;16-19;personer;6840;
befolkning_alder;2009;01;alle;0;20-29;personer;14414;
befolkning_alder;2009;01;alle;0;30-54;personer;46306;
befolkning_alder;2009;01;alle;0;55-66;personer;20479;
befolkning_alder;2009;01;alle;0;67+;personer;21890;
befolkning_alder;2009;01;innvandrere;0;0-5;personer;180;
befolkning_alder;2009;01;innvandrere;0;6-15;personer;984;
befolkning_alder;2009;01;innvandrere;0;16-19;personer;571;
befolkning_alder;2009;01;innvandrere;0;20-29;personer;2091;
befolkning_alder;2009;01;innvandrere;0;30-54;personer;5499;
befolkning_alder;2009;01;innvandrere;0;55-66;personer;1167;
befolkning_alder;2009;01;innvandrere;0;67+;personer;1035;
befolkning_alder;2009;01;befolkningen_ellers;0;0-5;personer;8723;
befolkning_alder;2009;01;befolkningen_ellers;0;6-15;personer;15778;
befolkning_alder;2009;01;befolkningen_ellers;0;16-19;personer;6269;
befolkning_alder;2009;01;befolkningen_ellers;0;20-29;personer;12323;
befolkning_alder;2009;01;befolkningen_ellers;0;30-54;personer;40807;
befolkning_alder;2009;01;befolkningen_ellers;0;55-66;personer;19312;
befolkning_alder;2009;01;befolkningen_ellers;0;67+;personer;20855;
befolkning_alder;2010;01;alle;alle;0-5;personer;18795;
befolkning_alder;2010;01;alle;alle;6-15;personer;34576;
befolkning_alder;2010;01;alle;alle;16-19;personer;14379;
befolkning_alder;2010;01;alle;alle;20-29;personer;29964;
befolkning_alder;2010;01;alle;alle;30-54;personer;94121;
befolkning_alder;2010;01;alle;alle;55-66;personer;41659;
befolkning_alder;2010;01;alle;alle;67+;personer;38168;
befolkning_alder;2010;01;innvandrere;alle;0-5;personer;449;
befolkning_alder;2010;01;innvandrere;alle;6-15;personer;2114;
befolkning_alder;2010;01;innvandrere;alle;16-19;personer;1303;
befolkning_alder;2010;01;innvandrere;alle;20-29;personer;4516;
befolkning_alder;2010;01;innvandrere;alle;30-54;personer;12342;
befolkning_alder;2010;01;innvandrere;alle;55-66;personer;2669;
befolkning_alder;2010;01;innvandrere;alle;67+;personer;1806;
befolkning_alder;2010;01;befolkningen_ellers;alle;0-5;personer;18346;
befolkning_alder;2010;01;befolkningen_ellers;alle;6-15;personer;32462;
befolkning_alder;2010;01;befolkningen_ellers;alle;16-19;personer;13076;
befolkning_alder;2010;01;befolkningen_ellers;alle;20-29;personer;25448;
befolkning_alder;2010;01;befolkningen_ellers;alle;30-54;personer;81779;
befolkning_alder;2010;01;befolkningen_ellers;alle;55-66;personer;38990;
befolkning_alder;2010;01;befolkningen_ellers;alle;67+;personer;36362;
befolkning_alder;2010;01;alle;1;0-5;personer;9720;
befolkning_alder;2010;01;alle;1;6-15;personer;17788;
befolkning_alder;2010;01;alle;1;16-19;personer;7461;
befolkning_alder;2010;01;alle;1;20-29;personer;15198;
befolkning_alder;2010;01;alle;1;30-54;personer;47716;
befolkning_alder;2010;01;alle;1;55-66;personer;20703;
befolkning_alder;2010;01;alle;1;67+;personer;16106;
befolkning_alder;2010;01;innvandrere;1;0-5;personer;218;
befolkning_alder;2010;01;innvandrere;1;6-15;personer;1099;
befolkning_alder;2010;01;innvandrere;1;16-19;personer;713;
befolkning_alder;2010;01;innvandrere;1;20-29;personer;2169;
befolkning_alder;2010;01;innvandrere;1;30-54;personer;6423;
befolkning_alder;2010;01;innvandrere;1;55-66;personer;1422;
befolkning_alder;2010;01;innvandrere;1;67+;personer;736;
befolkning_alder;2010;01;befolkningen_ellers;1;0-5;personer;9502;
befolkning_alder;2010;01;befolkningen_ellers;1;6-15;personer;16689;
befolkning_alder;2010;01;befolkningen_ellers;1;16-19;personer;6748;
befolkning_alder;2010;01;befolkningen_ellers;1;20-29;personer;13029;
befolkning_alder;2010;01;befolkningen_ellers;1;30-54;personer;41293;
befolkning_alder;2010;01;befolkningen_ellers;1;55-66;personer;19281;
befolkning_alder;2010;01;befolkningen_ellers;1;67+;personer;15370;
befolkning_alder;2010;01;alle;0;0-5;personer;9075;
befolkning_alder;2010;01;alle;0;6-15;personer;16788;
befolkning_alder;2010;01;alle;0;16-19;personer;6918;
befolkning_alder;2010;01;alle;0;20-29;personer;14766;
befolkning_alder;2010;01;alle;0;30-54;personer;46405;
befolkning_alder;2010;01;alle;0;55-66;personer;20956;
befolkning_alder;2010;01;alle;0;67+;personer;22062;
befolkning_alder;2010;01;innvandrere;0;0-5;personer;231;
befolkning_alder;2010;01;innvandrere;0;6-15;personer;1015;
befolkning_alder;2010;01;innvandrere;0;16-19;personer;590;
befolkning_alder;2010;01;innvandrere;0;20-29;personer;2347;
befolkning_alder;2010;01;innvandrere;0;30-54;personer;5919;
befolkning_alder;2010;01;innvandrere;0;55-66;personer;1247;
befolkning_alder;2010;01;innvandrere;0;67+;personer;1070;
befolkning_alder;2010;01;befolkningen_ellers;0;0-5;personer;8844;
befolkning_alder;2010;01;befolkningen_ellers;0;6-15;personer;15773;
befolkning_alder;2010;01;befolkningen_ellers;0;16-19;personer;6328;
befolkning_alder;2010;01;befolkningen_ellers;0;20-29;personer;12419;
befolkning_alder;2010;01;befolkningen_ellers;0;30-54;personer;40486;
befolkning_alder;2010;01;befolkningen_ellers;0;55-66;personer;19709;
befolkning_alder;2010;01;befolkningen_ellers;0;67+;personer;20992;
befolkning_alder;2011;01;alle;alle;0-5;personer;18973;
befolkning_alder;2011;01;alle;alle;6-15;personer;34694;
befolkning_alder;2011;01;alle;alle;16-19;personer;14364;
befolkning_alder;2011;01;alle;alle;20-29;personer;30845;
befolkning_alder;2011;01;alle;alle;30-54;personer;94830;
befolkning_alder;2011;01;alle;alle;55-66;personer;42283;
befolkning_alder;2011;01;alle;alle;67+;personer;38838;
befolkning_alder;2011;01;innvandrere;alle;0-5;personer;463;
befolkning_alder;2011;01;innvandrere;alle;6-15;personer;2215;
befolkning_alder;2011;01;innvandrere;alle;16-19;personer;1397;
befolkning_alder;2011;01;innvandrere;alle;20-29;personer;4930;
befolkning_alder;2011;01;innvandrere;alle;30-54;personer;13483;
befolkning_alder;2011;01;innvandrere;alle;55-66;personer;2825;
befolkning_alder;2011;01;innvandrere;alle;67+;personer;1887;
befolkning_alder;2011;01;befolkningen_ellers;alle;0-5;personer;18510;
befolkning_alder;2011;01;befolkningen_ellers;alle;6-15;personer;32479;
befolkning_alder;2011;01;befolkningen_ellers;alle;16-19;personer;12967;
befolkning_alder;2011;01;befolkningen_ellers;alle;20-29;personer;25915;
befolkning_alder;2011;01;befolkningen_ellers;alle;30-54;personer;81347;
befolkning_alder;2011;01;befolkningen_ellers;alle;55-66;personer;39458;
befolkning_alder;2011;01;befolkningen_ellers;alle;67+;personer;36951;
befolkning_alder;2011;01;alle;1;0-5;personer;9821;
befolkning_alder;2011;01;alle;1;6-15;personer;17845;
befolkning_alder;2011;01;alle;1;16-19;personer;7518;
befolkning_alder;2011;01;alle;1;20-29;personer;15689;
befolkning_alder;2011;01;alle;1;30-54;personer;48121;
befolkning_alder;2011;01;alle;1;55-66;personer;21001;
befolkning_alder;2011;01;alle;1;67+;personer;16522;
befolkning_alder;2011;01;innvandrere;1;0-5;personer;223;
befolkning_alder;2011;01;innvandrere;1;6-15;personer;1183;
befolkning_alder;2011;01;innvandrere;1;16-19;personer;747;
befolkning_alder;2011;01;innvandrere;1;20-29;personer;2421;
befolkning_alder;2011;01;innvandrere;1;30-54;personer;7039;
befolkning_alder;2011;01;innvandrere;1;55-66;personer;1515;
befolkning_alder;2011;01;innvandrere;1;67+;personer;771;
befolkning_alder;2011;01;befolkningen_ellers;1;0-5;personer;9598;
befolkning_alder;2011;01;befolkningen_ellers;1;6-15;personer;16662;
befolkning_alder;2011;01;befolkningen_ellers;1;16-19;personer;6771;
befolkning_alder;2011;01;befolkningen_ellers;1;20-29;personer;13268;
befolkning_alder;2011;01;befolkningen_ellers;1;30-54;personer;41082;
befolkning_alder;2011;01;befolkningen_ellers;1;55-66;personer;19486;
befolkning_alder;2011;01;befolkningen_ellers;1;67+;personer;15751;
befolkning_alder;2011;01;alle;0;0-5;personer;9152;
befolkning_alder;2011;01;alle;0;6-15;personer;16849;
befolkning_alder;2011;01;alle;0;16-19;personer;6846;
befolkning_alder;2011;01;alle;0;20-29;personer;15156;
befolkning_alder;2011;01;alle;0;30-54;personer;46709;
befolkning_alder;2011;01;alle;0;55-66;personer;21282;
befolkning_alder;2011;01;alle;0;67+;personer;22316;
befolkning_alder;2011;01;innvandrere;0;0-5;personer;240;
befolkning_alder;2011;01;innvandrere;0;6-15;personer;1032;
befolkning_alder;2011;01;innvandrere;0;16-19;personer;650;
befolkning_alder;2011;01;innvandrere;0;20-29;personer;2509;
befolkning_alder;2011;01;innvandrere;0;30-54;personer;6444;
befolkning_alder;2011;01;innvandrere;0;55-66;personer;1310;
befolkning_alder;2011;01;innvandrere;0;67+;personer;1116;
befolkning_alder;2011;01;befolkningen_ellers;0;0-5;personer;8912;
befolkning_alder;2011;01;befolkningen_ellers;0;6-15;personer;15817;
befolkning_alder;2011;01;befolkningen_ellers;0;16-19;personer;6196;
befolkning_alder;2011;01;befolkningen_ellers;0;20-29;personer;12647;
befolkning_alder;2011;01;befolkningen_ellers;0;30-54;personer;40265;
befolkning_alder;2011;01;befolkningen_ellers;0;55-66;personer;19972;
befolkning_alder;2011;01;befolkningen_ellers;0;67+;personer;21200;
befolkning_alder;2012;01;alle;alle;0-5;personer;19108;
befolkning_alder;2012;01;alle;alle;6-15;personer;34589;
befolkning_alder;2012;01;alle;alle;16-19;personer;14686;
befolkning_alder;2012;01;alle;alle;20-29;personer;31589;
befolkning_alder;2012;01;alle;alle;30-54;personer;95592;
befolkning_alder;2012;01;alle;alle;55-66;personer;42642;
befolkning_alder;2012;01;alle;alle;67+;personer;40146;
befolkning_alder;2012;01;innvandrere;alle;0-5;personer;490;
befolkning_alder;2012;01;innvandrere;alle;6-15;personer;2263;
befolkning_alder;2012;01;innvandrere;alle;16-19;personer;1483;
befolkning_alder;2012;01;innvandrere;alle;20-29;personer;5396;
befolkning_alder;2012;01;innvandrere;alle;30-54;personer;14863;
befolkning_alder;2012;01;innvandrere;alle;55-66;personer;2997;
befolkning_alder;2012;01;innvandrere;alle;67+;personer;2046;
befolkning_alder;2012;01;befolkningen_ellers;alle;0-5;personer;18618;
befolkning_alder;2012;01;befolkningen_ellers;alle;6-15;personer;32326;
befolkning_alder;2012;01;befolkningen_ellers;alle;16-19;personer;13203;
befolkning_alder;2012;01;befolkningen_ellers;alle;20-29;personer;26193;
befolkning_alder;2012;01;befolkningen_ellers;alle;30-54;personer;80729;
befolkning_alder;2012;01;befolkningen_ellers;alle;55-66;personer;39645;
befolkning_alder;2012;01;befolkningen_ellers;alle;67+;personer;38100;
befolkning_alder;2012;01;alle;1;0-5;personer;9911;
befolkning_alder;2012;01;alle;1;6-15;personer;17815;
befolkning_alder;2012;01;alle;1;16-19;personer;7661;
befolkning_alder;2012;01;alle;1;20-29;personer;16203;
befolkning_alder;2012;01;alle;1;30-54;personer;48574;
befolkning_alder;2012;01;alle;1;55-66;personer;21212;
befolkning_alder;2012;01;alle;1;67+;personer;17259;
befolkning_alder;2012;01;innvandrere;1;0-5;personer;235;
befolkning_alder;2012;01;innvandrere;1;6-15;personer;1206;
befolkning_alder;2012;01;innvandrere;1;16-19;personer;803;
befolkning_alder;2012;01;innvandrere;1;20-29;personer;2692;
befolkning_alder;2012;01;innvandrere;1;30-54;personer;7870;
befolkning_alder;2012;01;innvandrere;1;55-66;personer;1643;
befolkning_alder;2012;01;innvandrere;1;67+;personer;850;
befolkning_alder;2012;01;befolkningen_ellers;1;0-5;personer;9676;
befolkning_alder;2012;01;befolkningen_ellers;1;6-15;personer;16609;
befolkning_alder;2012;01;befolkningen_ellers;1;16-19;personer;6858;
befolkning_alder;2012;01;befolkningen_ellers;1;20-29;personer;13511;
befolkning_alder;2012;01;befolkningen_ellers;1;30-54;personer;40704;
befolkning_alder;2012;01;befolkningen_ellers;1;55-66;personer;19569;
befolkning_alder;2012;01;befolkningen_ellers;1;67+;personer;16409;
befolkning_alder;2012;01;alle;0;0-5;personer;9197;
befolkning_alder;2012;01;alle;0;6-15;personer;16774;
befolkning_alder;2012;01;alle;0;16-19;personer;7025;
befolkning_alder;2012;01;alle;0;20-29;personer;15386;
befolkning_alder;2012;01;alle;0;30-54;personer;47018;
befolkning_alder;2012;01;alle;0;55-66;personer;21430;
befolkning_alder;2012;01;alle;0;67+;personer;22887;
befolkning_alder;2012;01;innvandrere;0;0-5;personer;255;
befolkning_alder;2012;01;innvandrere;0;6-15;personer;1057;
