"tabellnavn","aar","bydel_id","invkat_2","vreg_3","enhet","tabellvariabel","flytting"
befolkning_flytting,2014,16,innvandrere,alle,personer,57,utvandring
befolkning_flytting,2014,17,innvandrere,alle,personer,5,utvandring
befolkning_flytting,2014,99,innvandrere,alle,personer,690,utvandring
befolkning_flytting,2014,01,innvandrere,1,personer,292,utvandring
befolkning_flytting,2014,01,innvandrere,2,personer,218,utvandring
befolkning_flytting,2014,02,innvandrere,1,personer,462,utvandring
befolkning_flytting,2014,02,innvandrere,2,personer,251,utvandring
befolkning_flytting,2014,03,innvandrere,1,personer,194,utvandring
befolkning_flytting,2014,03,innvandrere,2,personer,140,utvandring
befolkning_flytting,2014,04,innvandrere,1,personer,377,utvandring
befolkning_flytting,2014,04,innvandrere,2,personer,179,utvandring
befolkning_flytting,2014,05,innvandrere,1,personer,757,utvandring
befolkning_flytting,2014,05,innvandrere,2,personer,375,utvandring
befolkning_flytting,2014,06,innvandrere,1,personer,97,utvandring
befolkning_flytting,2014,06,innvandrere,2,personer,113,utvandring
befolkning_flytting,2014,07,innvandrere,1,personer,164,utvandring
befolkning_flytting,2014,07,innvandrere,2,personer,218,utvandring
befolkning_flytting,2014,08,innvandrere,1,personer,194,utvandring
befolkning_flytting,2014,08,innvandrere,2,personer,327,utvandring
befolkning_flytting,2014,09,innvandrere,1,personer,69,utvandring
befolkning_flytting,2014,09,innvandrere,2,personer,141,utvandring
befolkning_flytting,2014,10,innvandrere,1,personer,35,utvandring
befolkning_flytting,2014,10,innvandrere,2,personer,86,utvandring
befolkning_flytting,2014,11,innvandrere,1,personer,34,utvandring
befolkning_flytting,2014,11,innvandrere,2,personer,129,utvandring
befolkning_flytting,2014,12,innvandrere,1,personer,71,utvandring
befolkning_flytting,2014,12,innvandrere,2,personer,190,utvandring
befolkning_flytting,2014,13,innvandrere,1,personer,58,utvandring
befolkning_flytting,2014,13,innvandrere,2,personer,84,utvandring
befolkning_flytting,2014,14,innvandrere,1,personer,108,utvandring
befolkning_flytting,2014,14,innvandrere,2,personer,88,utvandring
befolkning_flytting,2014,15,innvandrere,1,personer,61,utvandring
befolkning_flytting,2014,15,innvandrere,2,personer,149,utvandring
befolkning_flytting,2014,16,innvandrere,1,personer,38,utvandring
befolkning_flytting,2014,16,innvandrere,2,personer,19,utvandring
befolkning_flytting,2014,17,innvandrere,1,personer,1,utvandring
befolkning_flytting,2014,17,innvandrere,2,personer,4,utvandring
befolkning_flytting,2014,99,innvandrere,1,personer,506,utvandring
befolkning_flytting,2014,99,innvandrere,2,personer,184,utvandring
befolkning_flytting,2014,01,alle,alle,personer,3012,innflytting
befolkning_flytting,2014,02,alle,alle,personer,4370,innflytting
befolkning_flytting,2014,03,alle,alle,personer,2922,innflytting
befolkning_flytting,2014,04,alle,alle,personer,3263,innflytting
befolkning_flytting,2014,05,alle,alle,personer,4209,innflytting
befolkning_flytting,2014,06,alle,alle,personer,1075,innflytting
befolkning_flytting,2014,07,alle,alle,personer,1324,innflytting
befolkning_flytting,2014,08,alle,alle,personer,1820,innflytting
befolkning_flytting,2014,09,alle,alle,personer,979,innflytting
befolkning_flytting,2014,10,alle,alle,personer,647,innflytting
befolkning_flytting,2014,11,alle,alle,personer,870,innflytting
befolkning_flytting,2014,12,alle,alle,personer,1345,innflytting
befolkning_flytting,2014,13,alle,alle,personer,1062,innflytting
befolkning_flytting,2014,14,alle,alle,personer,1297,innflytting
befolkning_flytting,2014,15,alle,alle,personer,1076,innflytting
befolkning_flytting,2014,16,alle,alle,personer,145,innflytting
befolkning_flytting,2014,17,alle,alle,personer,30,innflytting
befolkning_flytting,2014,99,alle,alle,personer,144,innflytting
befolkning_flytting,2014,01,innvandrere,alle,personer,789,innflytting
befolkning_flytting,2014,02,innvandrere,alle,personer,869,innflytting
befolkning_flytting,2014,03,innvandrere,alle,personer,381,innflytting
befolkning_flytting,2014,04,innvandrere,alle,personer,504,innflytting
befolkning_flytting,2014,05,innvandrere,alle,personer,713,innflytting
befolkning_flytting,2014,06,innvandrere,alle,personer,250,innflytting
befolkning_flytting,2014,07,innvandrere,alle,personer,299,innflytting
befolkning_flytting,2014,08,innvandrere,alle,personer,412,innflytting
befolkning_flytting,2014,09,innvandrere,alle,personer,356,innflytting
befolkning_flytting,2014,10,innvandrere,alle,personer,255,innflytting
befolkning_flytting,2014,11,innvandrere,alle,personer,431,innflytting
befolkning_flytting,2014,12,innvandrere,alle,personer,573,innflytting
befolkning_flytting,2014,13,innvandrere,alle,personer,270,innflytting
befolkning_flytting,2014,14,innvandrere,alle,personer,297,innflytting
befolkning_flytting,2014,15,innvandrere,alle,personer,503,innflytting
befolkning_flytting,2014,16,innvandrere,alle,personer,42,innflytting
befolkning_flytting,2014,17,innvandrere,alle,personer,4,innflytting
befolkning_flytting,2014,99,innvandrere,alle,personer,34,innflytting
befolkning_flytting,2014,01,innvandrere,1,personer,260,innflytting
befolkning_flytting,2014,01,innvandrere,2,personer,529,innflytting
befolkning_flytting,2014,02,innvandrere,1,personer,286,innflytting
befolkning_flytting,2014,02,innvandrere,2,personer,583,innflytting
befolkning_flytting,2014,03,innvandrere,1,personer,168,innflytting
befolkning_flytting,2014,03,innvandrere,2,personer,213,innflytting
befolkning_flytting,2014,04,innvandrere,1,personer,231,innflytting
befolkning_flytting,2014,04,innvandrere,2,personer,273,innflytting
befolkning_flytting,2014,05,innvandrere,1,personer,349,innflytting
befolkning_flytting,2014,05,innvandrere,2,personer,364,innflytting
befolkning_flytting,2014,06,innvandrere,1,personer,116,innflytting
befolkning_flytting,2014,06,innvandrere,2,personer,134,innflytting
befolkning_flytting,2014,07,innvandrere,1,personer,150,innflytting
befolkning_flytting,2014,07,innvandrere,2,personer,149,innflytting
befolkning_flytting,2014,08,innvandrere,1,personer,162,innflytting
befolkning_flytting,2014,08,innvandrere,2,personer,250,innflytting
befolkning_flytting,2014,09,innvandrere,1,personer,112,innflytting
befolkning_flytting,2014,09,innvandrere,2,personer,244,innflytting
befolkning_flytting,2014,10,innvandrere,1,personer,71,innflytting
befolkning_flytting,2014,10,innvandrere,2,personer,184,innflytting
befolkning_flytting,2014,11,innvandrere,1,personer,150,innflytting
befolkning_flytting,2014,11,innvandrere,2,personer,281,innflytting
befolkning_flytting,2014,12,innvandrere,1,personer,144,innflytting
befolkning_flytting,2014,12,innvandrere,2,personer,429,innflytting
befolkning_flytting,2014,13,innvandrere,1,personer,114,innflytting
befolkning_flytting,2014,13,innvandrere,2,personer,156,innflytting
befolkning_flytting,2014,14,innvandrere,1,personer,147,innflytting
befolkning_flytting,2014,14,innvandrere,2,personer,150,innflytting
befolkning_flytting,2014,15,innvandrere,1,personer,138,innflytting
befolkning_flytting,2014,15,innvandrere,2,personer,365,innflytting
befolkning_flytting,2014,16,innvandrere,1,personer,21,innflytting
befolkning_flytting,2014,16,innvandrere,2,personer,21,innflytting
befolkning_flytting,2014,17,innvandrere,1,personer,3,innflytting
befolkning_flytting,2014,17,innvandrere,2,personer,1,innflytting
befolkning_flytting,2014,99,innvandrere,1,personer,10,innflytting
befolkning_flytting,2014,99,innvandrere,2,personer,24,innflytting
befolkning_flytting,2014,01,alle,alle,personer,2628,utflytting
befolkning_flytting,2014,02,alle,alle,personer,3319,utflytting
befolkning_flytting,2014,03,alle,alle,personer,2573,utflytting
befolkning_flytting,2014,04,alle,alle,personer,2404,utflytting
befolkning_flytting,2014,05,alle,alle,personer,3173,utflytting
befolkning_flytting,2014,06,alle,alle,personer,1374,utflytting
befolkning_flytting,2014,07,alle,alle,personer,1628,utflytting
befolkning_flytting,2014,08,alle,alle,personer,1865,utflytting
befolkning_flytting,2014,09,alle,alle,personer,1455,utflytting
befolkning_flytting,2014,10,alle,alle,personer,992,utflytting
befolkning_flytting,2014,11,alle,alle,personer,1170,utflytting
befolkning_flytting,2014,12,alle,alle,personer,1822,utflytting
befolkning_flytting,2014,13,alle,alle,personer,1607,utflytting
befolkning_flytting,2014,14,alle,alle,personer,1685,utflytting
befolkning_flytting,2014,15,alle,alle,personer,1376,utflytting
befolkning_flytting,2014,16,alle,alle,personer,83,utflytting
befolkning_flytting,2014,17,alle,alle,personer,69,utflytting
befolkning_flytting,2014,99,alle,alle,personer,265,utflytting
befolkning_flytting,2014,01,innvandrere,alle,personer,552,utflytting
befolkning_flytting,2014,02,innvandrere,alle,personer,685,utflytting
befolkning_flytting,2014,03,innvandrere,alle,personer,356,utflytting
befolkning_flytting,2014,04,innvandrere,alle,personer,445,utflytting
befolkning_flytting,2014,05,innvandrere,alle,personer,662,utflytting
befolkning_flytting,2014,06,innvandrere,alle,personer,293,utflytting
befolkning_flytting,2014,07,innvandrere,alle,personer,384,utflytting
befolkning_flytting,2014,08,innvandrere,alle,personer,361,utflytting
befolkning_flytting,2014,09,innvandrere,alle,personer,416,utflytting
befolkning_flytting,2014,10,innvandrere,alle,personer,301,utflytting
befolkning_flytting,2014,11,innvandrere,alle,personer,446,utflytting
befolkning_flytting,2014,12,innvandrere,alle,personer,570,utflytting
befolkning_flytting,2014,13,innvandrere,alle,personer,278,utflytting
befolkning_flytting,2014,14,innvandrere,alle,personer,323,utflytting
befolkning_flytting,2014,15,innvandrere,alle,personer,444,utflytting
befolkning_flytting,2014,16,innvandrere,alle,personer,22,utflytting
befolkning_flytting,2014,17,innvandrere,alle,personer,13,utflytting
befolkning_flytting,2014,99,innvandrere,alle,personer,123,utflytting
befolkning_flytting,2014,01,innvandrere,1,personer,239,utflytting
befolkning_flytting,2014,01,innvandrere,2,personer,313,utflytting
befolkning_flytting,2014,02,innvandrere,1,personer,345,utflytting
befolkning_flytting,2014,02,innvandrere,2,personer,340,utflytting
befolkning_flytting,2014,03,innvandrere,1,personer,189,utflytting
befolkning_flytting,2014,03,innvandrere,2,personer,167,utflytting
befolkning_flytting,2014,04,innvandrere,1,personer,260,utflytting
befolkning_flytting,2014,04,innvandrere,2,personer,185,utflytting
befolkning_flytting,2014,05,innvandrere,1,personer,373,utflytting
befolkning_flytting,2014,05,innvandrere,2,personer,289,utflytting
befolkning_flytting,2014,06,innvandrere,1,personer,146,utflytting
befolkning_flytting,2014,06,innvandrere,2,personer,147,utflytting
befolkning_flytting,2014,07,innvandrere,1,personer,235,utflytting
befolkning_flytting,2014,07,innvandrere,2,personer,149,utflytting
befolkning_flytting,2014,08,innvandrere,1,personer,177,utflytting
befolkning_flytting,2014,08,innvandrere,2,personer,184,utflytting
befolkning_flytting,2014,09,innvandrere,1,personer,177,utflytting
befolkning_flytting,2014,09,innvandrere,2,personer,239,utflytting
befolkning_flytting,2014,10,innvandrere,1,personer,111,utflytting
befolkning_flytting,2014,10,innvandrere,2,personer,190,utflytting
befolkning_flytting,2014,11,innvandrere,1,personer,156,utflytting
befolkning_flytting,2014,11,innvandrere,2,personer,290,utflytting
befolkning_flytting,2014,12,innvandrere,1,personer,167,utflytting
befolkning_flytting,2014,12,innvandrere,2,personer,403,utflytting
befolkning_flytting,2014,13,innvandrere,1,personer,123,utflytting
befolkning_flytting,2014,13,innvandrere,2,personer,155,utflytting
befolkning_flytting,2014,14,innvandrere,1,personer,214,utflytting
befolkning_flytting,2014,14,innvandrere,2,personer,109,utflytting
befolkning_flytting,2014,15,innvandrere,1,personer,152,utflytting
befolkning_flytting,2014,15,innvandrere,2,personer,292,utflytting
befolkning_flytting,2014,16,innvandrere,1,personer,12,utflytting
befolkning_flytting,2014,16,innvandrere,2,personer,10,utflytting
befolkning_flytting,2014,17,innvandrere,1,personer,9,utflytting
befolkning_flytting,2014,17,innvandrere,2,personer,4,utflytting
befolkning_flytting,2014,99,innvandrere,1,personer,80,utflytting
befolkning_flytting,2014,99,innvandrere,2,personer,43,utflytting
befolkning_flytting,2014,01,alle,alle,personer,806,nettoinnvandring
befolkning_flytting,2014,02,alle,alle,personer,935,nettoinnvandring
befolkning_flytting,2014,03,alle,alle,personer,355,nettoinnvandring
befolkning_flytting,2014,04,alle,alle,personer,757,nettoinnvandring
befolkning_flytting,2014,05,alle,alle,personer,1209,nettoinnvandring
befolkning_flytting,2014,06,alle,alle,personer,310,nettoinnvandring
befolkning_flytting,2014,07,alle,alle,personer,465,nettoinnvandring
befolkning_flytting,2014,08,alle,alle,personer,572,nettoinnvandring
befolkning_flytting,2014,09,alle,alle,personer,377,nettoinnvandring
befolkning_flytting,2014,10,alle,alle,personer,244,nettoinnvandring
befolkning_flytting,2014,11,alle,alle,personer,356,nettoinnvandring
befolkning_flytting,2014,12,alle,alle,personer,370,nettoinnvandring
befolkning_flytting,2014,13,alle,alle,personer,257,nettoinnvandring
befolkning_flytting,2014,14,alle,alle,personer,389,nettoinnvandring
befolkning_flytting,2014,15,alle,alle,personer,391,nettoinnvandring
befolkning_flytting,2014,16,alle,alle,personer,58,nettoinnvandring
befolkning_flytting,2014,17,alle,alle,personer,14,nettoinnvandring
befolkning_flytting,2014,99,alle,alle,personer,-778,nettoinnvandring
befolkning_flytting,2014,01,innvandrere,alle,personer,861,nettoinnvandring
befolkning_flytting,2014,02,innvandrere,alle,personer,968,nettoinnvandring
befolkning_flytting,2014,03,innvandrere,alle,personer,385,nettoinnvandring
befolkning_flytting,2014,04,innvandrere,alle,personer,715,nettoinnvandring
befolkning_flytting,2014,05,innvandrere,alle,personer,1134,nettoinnvandring
befolkning_flytting,2014,06,innvandrere,alle,personer,271,nettoinnvandring
befolkning_flytting,2014,07,innvandrere,alle,personer,410,nettoinnvandring
befolkning_flytting,2014,08,innvandrere,alle,personer,544,nettoinnvandring
befolkning_flytting,2014,09,innvandrere,alle,personer,420,nettoinnvandring
befolkning_flytting,2014,10,innvandrere,alle,personer,260,nettoinnvandring
befolkning_flytting,2014,11,innvandrere,alle,personer,377,nettoinnvandring
befolkning_flytting,2014,12,innvandrere,alle,personer,404,nettoinnvandring
befolkning_flytting,2014,13,innvandrere,alle,personer,284,nettoinnvandring
befolkning_flytting,2014,14,innvandrere,alle,personer,358,nettoinnvandring
befolkning_flytting,2014,15,innvandrere,alle,personer,407,nettoinnvandring
befolkning_flytting,2014,16,innvandrere,alle,personer,59,nettoinnvandring
befolkning_flytting,2014,17,innvandrere,alle,personer,14,nettoinnvandring
befolkning_flytting,2014,99,innvandrere,alle,personer,-669,nettoinnvandring
befolkning_flytting,2014,01,innvandrere,1,personer,477,nettoinnvandring
befolkning_flytting,2014,01,innvandrere,2,personer,384,nettoinnvandring
befolkning_flytting,2014,02,innvandrere,1,personer,655,nettoinnvandring
befolkning_flytting,2014,02,innvandrere,2,personer,313,nettoinnvandring
befolkning_flytting,2014,03,innvandrere,1,personer,267,nettoinnvandring
befolkning_flytting,2014,03,innvandrere,2,personer,118,nettoinnvandring
befolkning_flytting,2014,04,innvandrere,1,personer,410,nettoinnvandring
befolkning_flytting,2014,04,innvandrere,2,personer,305,nettoinnvandring
befolkning_flytting,2014,05,innvandrere,1,personer,721,nettoinnvandring
befolkning_flytting,2014,05,innvandrere,2,personer,413,nettoinnvandring
befolkning_flytting,2014,06,innvandrere,1,personer,191,nettoinnvandring
befolkning_flytting,2014,06,innvandrere,2,personer,80,nettoinnvandring
befolkning_flytting,2014,07,innvandrere,1,personer,301,nettoinnvandring
befolkning_flytting,2014,07,innvandrere,2,personer,109,nettoinnvandring
befolkning_flytting,2014,08,innvandrere,1,personer,308,nettoinnvandring
befolkning_flytting,2014,08,innvandrere,2,personer,236,nettoinnvandring
befolkning_flytting,2014,09,innvandrere,1,personer,240,nettoinnvandring
befolkning_flytting,2014,09,innvandrere,2,personer,180,nettoinnvandring
befolkning_flytting,2014,10,innvandrere,1,personer,121,nettoinnvandring
befolkning_flytting,2014,10,innvandrere,2,personer,139,nettoinnvandring
befolkning_flytting,2014,11,innvandrere,1,personer,194,nettoinnvandring
befolkning_flytting,2014,11,innvandrere,2,personer,183,nettoinnvandring
befolkning_flytting,2014,12,innvandrere,1,personer,215,nettoinnvandring
befolkning_flytting,2014,12,innvandrere,2,personer,189,nettoinnvandring
befolkning_flytting,2014,13,innvandrere,1,personer,162,nettoinnvandring
befolkning_flytting,2014,13,innvandrere,2,personer,122,nettoinnvandring
befolkning_flytting,2014,14,innvandrere,1,personer,252,nettoinnvandring
befolkning_flytting,2014,14,innvandrere,2,personer,106,nettoinnvandring
befolkning_flytting,2014,15,innvandrere,1,personer,258,nettoinnvandring
befolkning_flytting,2014,15,innvandrere,2,personer,149,nettoinnvandring
befolkning_flytting,2014,16,innvandrere,1,personer,47,nettoinnvandring
befolkning_flytting,2014,16,innvandrere,2,personer,12,nettoinnvandring
befolkning_flytting,2014,17,innvandrere,1,personer,16,nettoinnvandring
befolkning_flytting,2014,17,innvandrere,2,personer,-2,nettoinnvandring
befolkning_flytting,2014,99,innvandrere,1,personer,-499,nettoinnvandring
befolkning_flytting,2014,99,innvandrere,2,personer,-170,nettoinnvandring
befolkning_flytting,2014,01,alle,alle,personer,384,nettoinnflytting
befolkning_flytting,2014,02,alle,alle,personer,1051,nettoinnflytting
befolkning_flytting,2014,03,alle,alle,personer,349,nettoinnflytting
befolkning_flytting,2014,04,alle,alle,personer,859,nettoinnflytting
befolkning_flytting,2014,05,alle,alle,personer,1036,nettoinnflytting
befolkning_flytting,2014,06,alle,alle,personer,-299,nettoinnflytting
befolkning_flytting,2014,07,alle,alle,personer,-304,nettoinnflytting
befolkning_flytting,2014,08,alle,alle,personer,-45,nettoinnflytting
befolkning_flytting,2014,09,alle,alle,personer,-476,nettoinnflytting
befolkning_flytting,2014,10,alle,alle,personer,-345,nettoinnflytting
befolkning_flytting,2014,11,alle,alle,personer,-300,nettoinnflytting
befolkning_flytting,2014,12,alle,alle,personer,-477,nettoinnflytting
befolkning_flytting,2014,13,alle,alle,personer,-545,nettoinnflytting
befolkning_flytting,2014,14,alle,alle,personer,-388,nettoinnflytting
befolkning_flytting,2014,15,alle,alle,personer,-300,nettoinnflytting
befolkning_flytting,2014,16,alle,alle,personer,62,nettoinnflytting
befolkning_flytting,2014,17,alle,alle,personer,-39,nettoinnflytting
befolkning_flytting,2014,99,alle,alle,personer,-121,nettoinnflytting
befolkning_flytting,2014,01,innvandrere,alle,personer,237,nettoinnflytting
befolkning_flytting,2014,02,innvandrere,alle,personer,184,nettoinnflytting
befolkning_flytting,2014,03,innvandrere,alle,personer,25,nettoinnflytting
befolkning_flytting,2014,04,innvandrere,alle,personer,59,nettoinnflytting
befolkning_flytting,2014,05,innvandrere,alle,personer,51,nettoinnflytting
befolkning_flytting,2014,06,innvandrere,alle,personer,-43,nettoinnflytting
befolkning_flytting,2014,07,innvandrere,alle,personer,-85,nettoinnflytting
befolkning_flytting,2014,08,innvandrere,alle,personer,51,nettoinnflytting
befolkning_flytting,2014,09,innvandrere,alle,personer,-60,nettoinnflytting
befolkning_flytting,2014,10,innvandrere,alle,personer,-46,nettoinnflytting
befolkning_flytting,2014,11,innvandrere,alle,personer,-15,nettoinnflytting
befolkning_flytting,2014,12,innvandrere,alle,personer,3,nettoinnflytting
befolkning_flytting,2014,13,innvandrere,alle,personer,-8,nettoinnflytting
befolkning_flytting,2014,14,innvandrere,alle,personer,-26,nettoinnflytting
befolkning_flytting,2014,15,innvandrere,alle,personer,59,nettoinnflytting
befolkning_flytting,2014,16,innvandrere,alle,personer,20,nettoinnflytting
befolkning_flytting,2014,17,innvandrere,alle,personer,-9,nettoinnflytting
befolkning_flytting,2014,99,innvandrere,alle,personer,-89,nettoinnflytting
befolkning_flytting,2014,01,innvandrere,1,personer,21,nettoinnflytting
befolkning_flytting,2014,01,innvandrere,2,personer,216,nettoinnflytting
befolkning_flytting,2014,02,innvandrere,1,personer,-59,nettoinnflytting
befolkning_flytting,2014,02,innvandrere,2,personer,243,nettoinnflytting
befolkning_flytting,2014,03,innvandrere,1,personer,-21,nettoinnflytting
befolkning_flytting,2014,03,innvandrere,2,personer,46,nettoinnflytting
befolkning_flytting,2014,04,innvandrere,1,personer,-29,nettoinnflytting
befolkning_flytting,2014,04,innvandrere,2,personer,88,nettoinnflytting
befolkning_flytting,2014,05,innvandrere,1,personer,-24,nettoinnflytting
befolkning_flytting,2014,05,innvandrere,2,personer,75,nettoinnflytting
befolkning_flytting,2014,06,innvandrere,1,personer,-30,nettoinnflytting
befolkning_flytting,2014,06,innvandrere,2,personer,-13,nettoinnflytting
befolkning_flytting,2014,07,innvandrere,1,personer,-85,nettoinnflytting
befolkning_flytting,2014,07,innvandrere,2,personer,0,nettoinnflytting
befolkning_flytting,2014,08,innvandrere,1,personer,-15,nettoinnflytting
befolkning_flytting,2014,08,innvandrere,2,personer,66,nettoinnflytting
befolkning_flytting,2014,09,innvandrere,1,personer,-65,nettoinnflytting
befolkning_flytting,2014,09,innvandrere,2,personer,5,nettoinnflytting
befolkning_flytting,2014,10,innvandrere,1,personer,-40,nettoinnflytting
befolkning_flytting,2014,10,innvandrere,2,personer,-6,nettoinnflytting
befolkning_flytting,2014,11,innvandrere,1,personer,-6,nettoinnflytting
befolkning_flytting,2014,11,innvandrere,2,personer,-9,nettoinnflytting
befolkning_flytting,2014,12,innvandrere,1,personer,-23,nettoinnflytting
